scenario,mode,fault_id,recovery_status,recovery_action,num_nodes,num_switches,num_end_systems,num_links,num_tt_flows,num_be_flows,candidate_fault_count,relevant_fault_count,no_action_fault_count,recoverable_fault_count,unrecoverable_fault_count,initial_profile_precompute_wall_ms,recovery_precompute_wall_ms,initial_profile_count,recovery_profile_count,total_profile_count,initial_profile_storage_bytes,recovery_profile_storage_bytes,profile_store_metadata_bytes,total_profile_storage_bytes,runtime_lookup_wall_us,simulated_decision_delay_s,route_solver_wall_us_runtime,smt_solver_wall_us_runtime,runtime_route_solver_invocations,runtime_z3_solver_invocations,runtime_profile_synthesis_invocations,fault_to_class_lookup_wall_us,class_profile_lookup_wall_us,activation_wall_us,tt_sent,tt_received,tt_lost,deadline_miss_count,deadline_miss_ratio,failure_time_s,decision_ready_time_s,activation_time_s,first_success_after_fault_s,decision_delay_s,activation_to_first_success_s,recovery_duration_s,stable_post_recovery_start_s,stable_tt_sent,stable_tt_received,stable_tt_lost,stable_deadline_miss_count,post_recovery_delivery_ok,post_recovery_deadline_ok
diamond,offline-per-failure,l_s1_s2,RECOVERED,ACTIVATE_PROFILE,6,4,2,6,1,1,4,2,2,2,0,9.809622,26.252825,1,2,3,1995,4012,2582,8589,0.203,0.0001,0,0,0,0,0,,,20.997,20,19,1,0,0,0.005,0.0051,0.0051,0.00634632,0.0001,0.00124632,0.00134632,0.0061,13,13,0,0,True,True
