coverage_fraction,covers_fault_count,covers_other_affected_set_count,covers_same_affected_set_count,scenario,semantic_hash_group_size,source_fault
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M01_ACT_SW_C08_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M01_CTRL_SW_C08_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M01_SENS_SW_C08_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M02_ACT_SW_C08_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M02_CTRL_SW_C08_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M03_ACT_SW_C08_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M03_CTRL_SW_C08_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M03_SENS_SW_C08_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M04_ACT_SW_C08_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C08_M04_CTRL_SW_C08_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_CC_SW_C09_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_CC_SW_C09_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M01_ACT_SW_C09_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M01_CTRL_SW_C09_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M01_SENS_SW_C09_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M02_ACT_SW_C09_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M02_CTRL_SW_C09_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M03_ACT_SW_C09_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M03_CTRL_SW_C09_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M03_SENS_SW_C09_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M04_ACT_SW_C09_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C09_M04_CTRL_SW_C09_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_CC_SW_C10_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_CC_SW_C10_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M01_ACT_SW_C10_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M01_CTRL_SW_C10_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M01_SENS_SW_C10_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M02_ACT_SW_C10_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M02_CTRL_SW_C10_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M03_ACT_SW_C10_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M03_CTRL_SW_C10_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M03_SENS_SW_C10_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M04_ACT_SW_C10_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C10_M04_CTRL_SW_C10_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_CC_SW_C11_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_CC_SW_C11_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M01_ACT_SW_C11_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M01_CTRL_SW_C11_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M01_SENS_SW_C11_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M02_ACT_SW_C11_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M02_CTRL_SW_C11_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M03_ACT_SW_C11_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M03_CTRL_SW_C11_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M03_SENS_SW_C11_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M04_ACT_SW_C11_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C11_M04_CTRL_SW_C11_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_CC_SW_C12_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_CC_SW_C12_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M01_ACT_SW_C12_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M01_CTRL_SW_C12_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M01_SENS_SW_C12_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M02_ACT_SW_C12_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M02_CTRL_SW_C12_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M03_ACT_SW_C12_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M03_CTRL_SW_C12_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M03_SENS_SW_C12_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M04_ACT_SW_C12_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C12_M04_CTRL_SW_C12_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_CC_SW_C13_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_CC_SW_C13_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M01_ACT_SW_C13_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M01_CTRL_SW_C13_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M01_SENS_SW_C13_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M02_ACT_SW_C13_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M02_CTRL_SW_C13_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M03_ACT_SW_C13_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M03_CTRL_SW_C13_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M03_SENS_SW_C13_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M04_ACT_SW_C13_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C13_M04_CTRL_SW_C13_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_CC_SW_C14_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_CC_SW_C14_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M01_ACT_SW_C14_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M01_CTRL_SW_C14_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M01_SENS_SW_C14_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M02_ACT_SW_C14_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M02_CTRL_SW_C14_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M03_ACT_SW_C14_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M03_CTRL_SW_C14_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M03_SENS_SW_C14_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M04_ACT_SW_C14_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C14_M04_CTRL_SW_C14_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_CC_SW_C15_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_CC_SW_C15_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M01_ACT_SW_C15_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M01_CTRL_SW_C15_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M01_SENS_SW_C15_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M02_ACT_SW_C15_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M02_CTRL_SW_C15_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M03_ACT_SW_C15_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M03_CTRL_SW_C15_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M03_SENS_SW_C15_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M04_ACT_SW_C15_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C15_M04_CTRL_SW_C15_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_CC_SW_C16_M01_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_CC_SW_C16_M04_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M01_ACT_SW_C16_M01_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M01_CTRL_SW_C16_M01_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M01_SENS_SW_C16_M02_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M02_ACT_SW_C16_M02_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M02_CTRL_SW_C16_M02_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M03_ACT_SW_C16_M03_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M03_CTRL_SW_C16_M03_SENS
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M03_SENS_SW_C16_M04_ACT
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M04_ACT_SW_C16_M04_CTRL
0.00392156862745098,1,0,1,L_ROR,1,l_SW_C16_M04_CTRL_SW_C16_M04_SENS
