affected_set_candidate_reduction,affected_set_groups,baseline_fault_solves,baseline_serial_ms,ex_post_set_cover_count,ex_post_set_cover_reduction,scenario,selected_representative_historical_ms,selected_representative_runtime_label,union_validated_profile_count,union_validated_reduction
0.0,80,80,32972.940537,80,0.0,M_RING,32972.940537,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,80,0.0
0.25,96,128,65830.23793,64,0.5,M_REDSTAR,32996.383115,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,96,0.25
0.009090909090909038,109,110,45367.838137,88,0.19999999999999996,M_ROR,36304.128759,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,109,0.009090909090909038
0.0,208,208,413183.190149,208,0.0,L_RING,413183.190149,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,208,0.0
0.2484276729559748,239,318,547096.3533590001,159,0.5,L_REDSTAR,274663.154944,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,239,0.2484276729559748
0.0039215686274509665,254,255,267246.367752,224,0.1215686274509804,L_ROR,234945.451117,EX_POST_REPRESENTATIVE_RUNTIME_SUM_DIAGNOSTIC_ONLY,254,0.0039215686274509665
