candidate_present,canonical_profile_sha256,fault_id,integrity_pass,profile_present,profile_ref,profile_sha_parity,scenario,scenario_local,semantic_bytes_parity,semantic_profile_hash,semantic_sha_parity,semantic_valid,success_h2s
True,018c56eb51b826abc41eaf95264c3ad168b64a10ade47d2534beb10a819b6f08,l_SW_C01_CC_SW_C01_M01_ACT,True,True,profiles/M_RING/l_SW_C01_CC_SW_C01_M01_ACT.json,True,M_RING,True,True,ece989be5abd7964e184f5225bcb271e6322ea521fddcce0928d660ec9343f34,True,True,True
True,dc14b0c34c65e5fd9a9fae2526e31c0357c8c161486cb9a768f12d20774cbfca,l_SW_C01_CC_SW_C08_M03_SENS,True,True,profiles/M_RING/l_SW_C01_CC_SW_C08_M03_SENS.json,True,M_RING,True,True,78db60a8447d437e129633a1c154ce6e5592ea67415756d326aa6bf9c669fd12,True,True,True
True,d9911c42e09093b46d920c923b3e8cb99308a0fb46c6b71d1295ccbd15055192,l_SW_C01_M01_ACT_SW_C01_M01_CTRL,True,True,profiles/M_RING/l_SW_C01_M01_ACT_SW_C01_M01_CTRL.json,True,M_RING,True,True,29a08fe5649c9a313c6ecf67bb029cd28a6b059d0b395e09b6c1f972594d169f,True,True,True
True,8b438499c843dce3b80ad9f408d7f0943a0f2391ee7b6aaf6742f3c80ebe0aeb,l_SW_C01_M01_CTRL_SW_C01_M01_SENS,True,True,profiles/M_RING/l_SW_C01_M01_CTRL_SW_C01_M01_SENS.json,True,M_RING,True,True,9e53f58052e3f5f5975a37232a2e0d5baf967277d5705bea80ef2fe304b482f0,True,True,True
True,69452c8e17afbd261c48780fc4c22447bc2cd50da143d8f29393a8646c22891d,l_SW_C01_M01_SENS_SW_C01_M02_ACT,True,True,profiles/M_RING/l_SW_C01_M01_SENS_SW_C01_M02_ACT.json,True,M_RING,True,True,cd7e1a6cbac460e3f12cd7f285f65be013fe6e65006a1af0f198bd722c671ea2,True,True,True
True,0349763b7595b5af1513d0e8139a0a9c17054c469a3afe6bec4db95cf03e59f9,l_SW_C01_M02_ACT_SW_C01_M02_CTRL,True,True,profiles/M_RING/l_SW_C01_M02_ACT_SW_C01_M02_CTRL.json,True,M_RING,True,True,3393cae7d4422ee872bdda7541a42809b56570a30b683f4f19414fb38cc2c8d7,True,True,True
True,ffd728936f121042e8cce82c433f0904f51769c2ba29e1e4cffc9c6059c6b82b,l_SW_C01_M02_CTRL_SW_C01_M02_SENS,True,True,profiles/M_RING/l_SW_C01_M02_CTRL_SW_C01_M02_SENS.json,True,M_RING,True,True,c8db92290d848890ddddb8b41c718edf7def649becd9878cce2645ecdf74c581,True,True,True
True,89c04f34303d782ed39e225bbf61fa7e99c787c740f5182a6f13b2a13a6fc80f,l_SW_C01_M02_SENS_SW_C01_M03_ACT,True,True,profiles/M_RING/l_SW_C01_M02_SENS_SW_C01_M03_ACT.json,True,M_RING,True,True,2e0e0640bdcec602ce7e0d35d3d28bb3df422bb7781934911c3d347a2475186f,True,True,True
True,58382197366d2d32d32b3e3ff14b33987efcebf943ee87fa6a86c0df082041dc,l_SW_C01_M03_ACT_SW_C01_M03_CTRL,True,True,profiles/M_RING/l_SW_C01_M03_ACT_SW_C01_M03_CTRL.json,True,M_RING,True,True,88658eb67b09e11cc38727125b84a513062b3323224992bbb00ea9774ffe30fc,True,True,True
True,28864e11710da3222631e285060f66a85dee4b3a1e53fac7f38e574871b8f1c3,l_SW_C01_M03_CTRL_SW_C01_M03_SENS,True,True,profiles/M_RING/l_SW_C01_M03_CTRL_SW_C01_M03_SENS.json,True,M_RING,True,True,ae04ee334c44ef717e9d2a866e37439b1fab087e9fc96316a62ba726cf2c6949,True,True,True
True,9139cc19246df06468c3b8cf5b598df9fa5b2fa69f5a131785904c0ac51db857,l_SW_C01_M03_SENS_SW_C02_CC,True,True,profiles/M_RING/l_SW_C01_M03_SENS_SW_C02_CC.json,True,M_RING,True,True,06bffdbcb93ba7f66f27418e6f605383232f4deeb4b08f57efa4c90793bdfac2,True,True,True
True,fcabf2a3ba4220acdfc376ce5d69a0293162cc137e32c96f36f1857c78c35c4c,l_SW_C02_CC_SW_C02_M01_ACT,True,True,profiles/M_RING/l_SW_C02_CC_SW_C02_M01_ACT.json,True,M_RING,True,True,3e67f409c21a3722cc2d3ff847b8ca426a6d5e8f6c0cf93b811fb771fc88219f,True,True,True
True,2e836c9b96fde6382b8fc302fd4a61507fa943a2650a01d96a2d8c8e3677d04c,l_SW_C02_M01_ACT_SW_C02_M01_CTRL,True,True,profiles/M_RING/l_SW_C02_M01_ACT_SW_C02_M01_CTRL.json,True,M_RING,True,True,5552a34cbf23ac8ef10679de1d602d2241d10f4a8d3904be303d87a1bc8d5b77,True,True,True
True,aaa7d59eaca88f72f4e89f258bfade588b63c6e4cfff68b4e573c792e8153a7b,l_SW_C02_M01_CTRL_SW_C02_M01_SENS,True,True,profiles/M_RING/l_SW_C02_M01_CTRL_SW_C02_M01_SENS.json,True,M_RING,True,True,3d011797cb2db32696739b8123284df3015c4c82fdf49a90c5b1e49081abb7ec,True,True,True
True,7ee3fda370958df4c95d14d52eeb76d1c9a0327740fa1f88cd9d96a4a94f0b79,l_SW_C02_M01_SENS_SW_C02_M02_ACT,True,True,profiles/M_RING/l_SW_C02_M01_SENS_SW_C02_M02_ACT.json,True,M_RING,True,True,78581550c7a2b4d5541aa2b8439308a49ac82a29e172340c15a818684d1f08c5,True,True,True
True,877a1c11ba7d37cc3a301f1b44e502f83cb1af72b5039338e76d69c0461b308f,l_SW_C02_M02_ACT_SW_C02_M02_CTRL,True,True,profiles/M_RING/l_SW_C02_M02_ACT_SW_C02_M02_CTRL.json,True,M_RING,True,True,ba01e472fb13e225309ef28016cb1b4067faf0827bea89efe4bacef0d7c9d9e3,True,True,True
True,352781e94d37ba85fb43644934cadc869384330540cff21168cf9d769b0d6a8b,l_SW_C02_M02_CTRL_SW_C02_M02_SENS,True,True,profiles/M_RING/l_SW_C02_M02_CTRL_SW_C02_M02_SENS.json,True,M_RING,True,True,32ddcfb441914bffee62b4c64f958c62deb67b31a8d632f708149008330599c2,True,True,True
True,c3068d85fce31c44ee05c4056b296603384ca101ac04f38bb16fd1c4402bdc71,l_SW_C02_M02_SENS_SW_C02_M03_ACT,True,True,profiles/M_RING/l_SW_C02_M02_SENS_SW_C02_M03_ACT.json,True,M_RING,True,True,38539c5a529087d8f24514c293327983b2f17a5cd8698a2c99b822a02b20869d,True,True,True
True,cadc87811aaf7505476e3387af9f9dd0603b3f9b414adae9e41b131768bc8cea,l_SW_C02_M03_ACT_SW_C02_M03_CTRL,True,True,profiles/M_RING/l_SW_C02_M03_ACT_SW_C02_M03_CTRL.json,True,M_RING,True,True,37b4b3d69b32c513daea03f7bc9a82bed7562a7e156fc38cacd36735e349efcf,True,True,True
True,9c8a6ee709511a0957be8f187756a214ae8513b8832fcfd2d365598909695c2b,l_SW_C02_M03_CTRL_SW_C02_M03_SENS,True,True,profiles/M_RING/l_SW_C02_M03_CTRL_SW_C02_M03_SENS.json,True,M_RING,True,True,f1ceaa7c64e81bb20e285a93ab62a5a4ba635c45f43bc58201f337bdfc18ccff,True,True,True
True,004dea180e47a70d441556bdcefc0daefed3d3a81cc3266870532b96ab19f3ce,l_SW_C02_M03_SENS_SW_C03_CC,True,True,profiles/M_RING/l_SW_C02_M03_SENS_SW_C03_CC.json,True,M_RING,True,True,3db174b9cf8a957e0b165241842cbaac65db4f0446998c2c8a67a77f60702eb9,True,True,True
True,1f40f7ddb542c8cbec36c6a91e8ee8bdc59537935534835c8dd69ca0ebb14a37,l_SW_C03_CC_SW_C03_M01_ACT,True,True,profiles/M_RING/l_SW_C03_CC_SW_C03_M01_ACT.json,True,M_RING,True,True,350f3ef11ff00c9855d0fa08cf86924a1c4038c0f5a2f243f15f654de429bac1,True,True,True
True,656f0b2fbfdf6a788c8e6e1e8235e66c5e0a410c82ccaa3166d2bc72ebdbccba,l_SW_C03_M01_ACT_SW_C03_M01_CTRL,True,True,profiles/M_RING/l_SW_C03_M01_ACT_SW_C03_M01_CTRL.json,True,M_RING,True,True,c80d8c32a66190e5555eb925bb6ea784a1e5639e636ffe00bd02ace8f9189465,True,True,True
True,fbfa81ca92570316983de31aba9660e004a1c4b35b1464d3ebcf4ece275a6a0f,l_SW_C03_M01_CTRL_SW_C03_M01_SENS,True,True,profiles/M_RING/l_SW_C03_M01_CTRL_SW_C03_M01_SENS.json,True,M_RING,True,True,df6b96bb0530cac973b76e27c13d91014a337fd96de2ea68ae9e1be2667ad824,True,True,True
True,0c76d69810a2e2a0b90690055713b4138f870455421544cb0e8b48c5a6303c08,l_SW_C03_M01_SENS_SW_C03_M02_ACT,True,True,profiles/M_RING/l_SW_C03_M01_SENS_SW_C03_M02_ACT.json,True,M_RING,True,True,bb3e8d800e8402306ccf3f78a3b6283ac17617a3c18e46f7677784eaa63721a8,True,True,True
True,5ba4b2314111c2a27e67b6a6e05934978279c625cdd70df5744a5af7e7f1b143,l_SW_C03_M02_ACT_SW_C03_M02_CTRL,True,True,profiles/M_RING/l_SW_C03_M02_ACT_SW_C03_M02_CTRL.json,True,M_RING,True,True,39def5145213ec476e61815d7b604102063a770c3e4c777442e12755a16ddf08,True,True,True
True,f7d60f9b6abb50d9ea657c6f01fd7615ccca88434f6ecc6fc1f84094bce0289b,l_SW_C03_M02_CTRL_SW_C03_M02_SENS,True,True,profiles/M_RING/l_SW_C03_M02_CTRL_SW_C03_M02_SENS.json,True,M_RING,True,True,cfcd6dcd4bd15e9f301989ed4786ea4cc30f70389bdcbc448b808664c21f48e1,True,True,True
True,952f7657ffe81d969342668b4d512462136e88c8bd4daf0f47de3bea5659386d,l_SW_C03_M02_SENS_SW_C03_M03_ACT,True,True,profiles/M_RING/l_SW_C03_M02_SENS_SW_C03_M03_ACT.json,True,M_RING,True,True,71dd395066db940c26ca5b6ee133de6b4ee16459030be9b1e14fed1ba48f76cb,True,True,True
True,d437333734f5cb244abd704bb035f567150125ae0fb91524cfe01c09fb3ab60c,l_SW_C03_M03_ACT_SW_C03_M03_CTRL,True,True,profiles/M_RING/l_SW_C03_M03_ACT_SW_C03_M03_CTRL.json,True,M_RING,True,True,92f72e6b958f6cb29778297083d8d76e9ec5b40038793f2b26998222d45fa8ef,True,True,True
True,9045f2111479ac10c86cdb3814fc08937ab15facb5aa454757fc3733f9ffd024,l_SW_C03_M03_CTRL_SW_C03_M03_SENS,True,True,profiles/M_RING/l_SW_C03_M03_CTRL_SW_C03_M03_SENS.json,True,M_RING,True,True,321dc423b7c93199aacb666584f04410c650024d750cc987408b9e328377129b,True,True,True
True,063c1a5d1f16418a83266dbab94001cb4f455ef306d1ff1202f1bb2d3c5f63ed,l_SW_C03_M03_SENS_SW_C04_CC,True,True,profiles/M_RING/l_SW_C03_M03_SENS_SW_C04_CC.json,True,M_RING,True,True,f0ee39dd1f77829a8d533eb8a133785209c26959ad4eaeac5ac86165c42184b6,True,True,True
True,d740c6fc853871db98aa0c7264b3a7d262e28a805acff36e20d5af0d7ade9768,l_SW_C04_CC_SW_C04_M01_ACT,True,True,profiles/M_RING/l_SW_C04_CC_SW_C04_M01_ACT.json,True,M_RING,True,True,4fb9bf1ddf8913be3cf006c6c8adeaa3e415e126eff835622cb3d4c525e7b9b6,True,True,True
True,7d0273838f0b9c3ee3a20fd3040acf918fe19348be62f5ab2ba225da78b4c1a2,l_SW_C04_M01_ACT_SW_C04_M01_CTRL,True,True,profiles/M_RING/l_SW_C04_M01_ACT_SW_C04_M01_CTRL.json,True,M_RING,True,True,b803c595b1d38ce3b110d0ff53d264234afbbf3616438361eae8255d5adb982e,True,True,True
True,b25365361ba40998bd782a96a2802c888711442d1f8dd2fc5606bd8b827429fd,l_SW_C04_M01_CTRL_SW_C04_M01_SENS,True,True,profiles/M_RING/l_SW_C04_M01_CTRL_SW_C04_M01_SENS.json,True,M_RING,True,True,b4b61153f61fb5af047c34fcaa9bb1a233cc033af8ccc3c8bb58f2597c571cf9,True,True,True
True,aee986c5e012092b4f33d723fc71e7f955fa92e0eeca93b9943278dba999a2aa,l_SW_C04_M01_SENS_SW_C04_M02_ACT,True,True,profiles/M_RING/l_SW_C04_M01_SENS_SW_C04_M02_ACT.json,True,M_RING,True,True,e6210b748522a415d1933d49b4380f11cbe6fdb1dc80293eaf1c50cddf9b6191,True,True,True
True,189f4aa34d7f0f2605e5089980d763dcf83a5048d43e90697edc2103856d3d8e,l_SW_C04_M02_ACT_SW_C04_M02_CTRL,True,True,profiles/M_RING/l_SW_C04_M02_ACT_SW_C04_M02_CTRL.json,True,M_RING,True,True,46f98e6ece5e01ccf922d4cb8769226d34e925fb345f3a4722c5be5a3657dd01,True,True,True
True,96da98eba00cad7aeb0a3dc45a6d00ae42294060be59a4b5267fe4a3c317def5,l_SW_C04_M02_CTRL_SW_C04_M02_SENS,True,True,profiles/M_RING/l_SW_C04_M02_CTRL_SW_C04_M02_SENS.json,True,M_RING,True,True,def58bddd7ee24b53b44fc9bf758a63ca83c40864470c09d8aab18a0a95db75e,True,True,True
True,f1cd2837ea29d0fdef977c741be3e96fcea08dbb6742cab1d4b1a771165a5714,l_SW_C04_M02_SENS_SW_C04_M03_ACT,True,True,profiles/M_RING/l_SW_C04_M02_SENS_SW_C04_M03_ACT.json,True,M_RING,True,True,e58448d8d2f95950201342082ebe497d84301e8e924944312c00d97600a64842,True,True,True
True,0c043257b38f82551c47b5efe158f4448928f09e0d74d31e05cdf87db933a1fa,l_SW_C04_M03_ACT_SW_C04_M03_CTRL,True,True,profiles/M_RING/l_SW_C04_M03_ACT_SW_C04_M03_CTRL.json,True,M_RING,True,True,cc91bba6dcc67b17824b6bc4a5e9ccd44c8ed6032a3ad1efe81e01357cc2057c,True,True,True
True,6ccc97935f376663230a8e29e41f25a67836f21c9625c049c00391a3cd608159,l_SW_C04_M03_CTRL_SW_C04_M03_SENS,True,True,profiles/M_RING/l_SW_C04_M03_CTRL_SW_C04_M03_SENS.json,True,M_RING,True,True,76f23ffedeeee65b293eb8f41acf9f2fe02a39ffb31e37a40f89f276d98ecc87,True,True,True
True,4a9e70c8bef185b05a50ecd9046e8ef509000da6c7ed7339a123d734b5b082b0,l_SW_C04_M03_SENS_SW_C05_CC,True,True,profiles/M_RING/l_SW_C04_M03_SENS_SW_C05_CC.json,True,M_RING,True,True,36156020142a4f4f883fd4cfd1e78a18e73e73f7d883c11daea12bd784ee3202,True,True,True
True,545f9c290e0ff571d1d66a6734caaf77959456f5d1766b5cd0156f693f6adbb8,l_SW_C05_CC_SW_C05_M01_ACT,True,True,profiles/M_RING/l_SW_C05_CC_SW_C05_M01_ACT.json,True,M_RING,True,True,74abce4eef2c5cfb36ad49158387bfb72ea92e5dd2492b89992bb2d552028f7f,True,True,True
True,5d4961b56357b1b8d06589d60d735ca17b2a4feb7665c94a0c50a4f746c2a58f,l_SW_C05_M01_ACT_SW_C05_M01_CTRL,True,True,profiles/M_RING/l_SW_C05_M01_ACT_SW_C05_M01_CTRL.json,True,M_RING,True,True,1f544cd976b79627bb5fd333aedb531400a7974f753d6a14fa41ba7f5cb4c007,True,True,True
True,ec6957ce426b846b777741ce071914dceef6ac0c6b35eefdb56ad24d6c2dbc03,l_SW_C05_M01_CTRL_SW_C05_M01_SENS,True,True,profiles/M_RING/l_SW_C05_M01_CTRL_SW_C05_M01_SENS.json,True,M_RING,True,True,e6750f3e681ca0b49acb61d3734f22af920fca3ac6ecbe6be3b3d52a1fab2910,True,True,True
True,ce64d3f332de710523d76289e49ee62beae827c78e11eef6f336ec041fa603b0,l_SW_C05_M01_SENS_SW_C05_M02_ACT,True,True,profiles/M_RING/l_SW_C05_M01_SENS_SW_C05_M02_ACT.json,True,M_RING,True,True,2163d315ce7db35b62066aec238ae128b284fdadcc62cb0862142e7e22e74964,True,True,True
True,9b1e198d81cc5fca5b1d69104865386e3de2bb7420d452e1ff0f716062dc6271,l_SW_C05_M02_ACT_SW_C05_M02_CTRL,True,True,profiles/M_RING/l_SW_C05_M02_ACT_SW_C05_M02_CTRL.json,True,M_RING,True,True,237c78e9799a8f51e3d63f5390e19cf481c9ab26035b812675dc9b6eaf80608b,True,True,True
True,3e4ba1e2863ddccc8d71114663b55be33f551156f78c628c6e2651d373b7d8fc,l_SW_C05_M02_CTRL_SW_C05_M02_SENS,True,True,profiles/M_RING/l_SW_C05_M02_CTRL_SW_C05_M02_SENS.json,True,M_RING,True,True,d6ac158f0f9638ffb67b9b607d45b3c47816bcba330928985b463a7a8df36d08,True,True,True
True,602940bcb27b3a1b8a0081273a7678ac5ba2002d39efff02069c4422537a1abc,l_SW_C05_M02_SENS_SW_C05_M03_ACT,True,True,profiles/M_RING/l_SW_C05_M02_SENS_SW_C05_M03_ACT.json,True,M_RING,True,True,63e4c101d5e08b6b8a0f43ad9861f1cc6cb5a05708cf04518cba0d44048315a3,True,True,True
True,aa29f9157da092fc750cf097e848289a60504d4c080091f82bf6f6fe2b8ea615,l_SW_C05_M03_ACT_SW_C05_M03_CTRL,True,True,profiles/M_RING/l_SW_C05_M03_ACT_SW_C05_M03_CTRL.json,True,M_RING,True,True,41f65c5cb0fba42f6ccad15defcda3aca5b9f5212c4cbf9d6e4d37f61c0f3381,True,True,True
True,785f61086324e403a64ba1900fda1c4720388b4d533f47679267c43749ae51d8,l_SW_C05_M03_CTRL_SW_C05_M03_SENS,True,True,profiles/M_RING/l_SW_C05_M03_CTRL_SW_C05_M03_SENS.json,True,M_RING,True,True,a0275ff38da6166959b1a5d8597e0d284ed4b4166da60be48817b5642e4e68dd,True,True,True
True,6e92b567f08b18f27f883c1de53afba2173a3b8959d6ba40687cdc3acd43d1dc,l_SW_C05_M03_SENS_SW_C06_CC,True,True,profiles/M_RING/l_SW_C05_M03_SENS_SW_C06_CC.json,True,M_RING,True,True,e65f6f72adee5d8526dad3b7b24d54fb4a440e207ba771d8077b27c1c087b10d,True,True,True
True,56bae1e5e51dd4ca86895a9ad396e57635d53d17b7d20440f2aefcf952b142ca,l_SW_C06_CC_SW_C06_M01_ACT,True,True,profiles/M_RING/l_SW_C06_CC_SW_C06_M01_ACT.json,True,M_RING,True,True,d5e6ca0bbbc6cf173f58d2569cd7c0c54f950d22881875f02848285954dfb010,True,True,True
True,0e3fb7a084a1913aa2ee074fab8d41c59d864a5954a2239a3fd494857859dd9c,l_SW_C06_M01_ACT_SW_C06_M01_CTRL,True,True,profiles/M_RING/l_SW_C06_M01_ACT_SW_C06_M01_CTRL.json,True,M_RING,True,True,de3ee566aac9740ed553d91abd0449ade3b0037c8d3559a8f0d96e4a7aae7e00,True,True,True
True,2d44e82c29cda8ac11cdac62f347fdf33831a00a7f58d2f81809c7455efb2eab,l_SW_C06_M01_CTRL_SW_C06_M01_SENS,True,True,profiles/M_RING/l_SW_C06_M01_CTRL_SW_C06_M01_SENS.json,True,M_RING,True,True,b37ecf27c9a1cfb22c5bbff302c02747fd7f20a6a96ecd12a6df6ed40111d2ce,True,True,True
True,2a270faf6385b66d84e815047492b0cde14c1ac35a1069e1942259cb07a8b99e,l_SW_C06_M01_SENS_SW_C06_M02_ACT,True,True,profiles/M_RING/l_SW_C06_M01_SENS_SW_C06_M02_ACT.json,True,M_RING,True,True,efdea85436fc05753be7fff7d4cad99602462b9ef5f356af5b6e30003cf47b26,True,True,True
True,435fc560a7a7f1204d4b8c65f88104da5329294d9ebb164a3262a741975bcb29,l_SW_C06_M02_ACT_SW_C06_M02_CTRL,True,True,profiles/M_RING/l_SW_C06_M02_ACT_SW_C06_M02_CTRL.json,True,M_RING,True,True,fdf51e4ce529d5afac73e3dab9511f833f7bb4b01909fbde2dcb7b08a3a4bd5a,True,True,True
True,491ab938d5fe999d23edf0a7bacd4d1d19a11d6de7832322bd37e3295a6ba4f5,l_SW_C06_M02_CTRL_SW_C06_M02_SENS,True,True,profiles/M_RING/l_SW_C06_M02_CTRL_SW_C06_M02_SENS.json,True,M_RING,True,True,480a1ba1d00e3c9f087d1cf3487eb785fed8d5d61cf457b48d5b673f533e0c42,True,True,True
True,d57671134219fd358808975af8511bc02b98ac27cd6cdb72bbda6db689dea86f,l_SW_C06_M02_SENS_SW_C06_M03_ACT,True,True,profiles/M_RING/l_SW_C06_M02_SENS_SW_C06_M03_ACT.json,True,M_RING,True,True,1d0fdd8ada1df65d24b3b7eb9d73feae5c5a7003fcf3ae50692b7b86e9cf8ad9,True,True,True
True,639eb0f325c8ee7a01390c804a55bd97bf603c8d84eb8550da90446c1c1ec76a,l_SW_C06_M03_ACT_SW_C06_M03_CTRL,True,True,profiles/M_RING/l_SW_C06_M03_ACT_SW_C06_M03_CTRL.json,True,M_RING,True,True,7bf904111803a6862dc0df784b6aff9d499b0f91ec56feeba9d6621548936ea0,True,True,True
True,6ce09bd0be67a331434407f1389cf1fc6e71b34d57f272ac223d79d6ca4359fb,l_SW_C06_M03_CTRL_SW_C06_M03_SENS,True,True,profiles/M_RING/l_SW_C06_M03_CTRL_SW_C06_M03_SENS.json,True,M_RING,True,True,b53842adaf4077774ae9d94bd78aa961c70e29cfea7c506a5b767139f2e9a912,True,True,True
True,21cbb7c5d7049eb6a853a782fc8b084380abef7e2e8e2cc02abfe083c5731e70,l_SW_C06_M03_SENS_SW_C07_CC,True,True,profiles/M_RING/l_SW_C06_M03_SENS_SW_C07_CC.json,True,M_RING,True,True,035a6ed4db210d80de17386e57106e7b2d104620b53d2db5f023c865865e2854,True,True,True
True,15924db656e87d1a9aedf6d090dbfb78956620711b8b9f2f4da72c8391ebbdaf,l_SW_C07_CC_SW_C07_M01_ACT,True,True,profiles/M_RING/l_SW_C07_CC_SW_C07_M01_ACT.json,True,M_RING,True,True,14b9274706f3ed3e1959cd059bb805175b50c498d485870c1a002efb435a7938,True,True,True
True,61a867544a694d3f5b32c3aeee349489d2cb8af95536a3a34b547f2a140d0f09,l_SW_C07_M01_ACT_SW_C07_M01_CTRL,True,True,profiles/M_RING/l_SW_C07_M01_ACT_SW_C07_M01_CTRL.json,True,M_RING,True,True,a157ca858ada91898989b7d777722b39ba3082f2a49f91553278cce90aa261be,True,True,True
True,7f1f066b4467befe644c99da5f47c5dc467a2aa032fad132f2f11df94bcfd2cd,l_SW_C07_M01_CTRL_SW_C07_M01_SENS,True,True,profiles/M_RING/l_SW_C07_M01_CTRL_SW_C07_M01_SENS.json,True,M_RING,True,True,81c73d59ff04bc7589244c30ef7ab40865f3500daa5aa1f115f1647886e281a0,True,True,True
True,b8c803290f54aab4026a3d28b8c85c8ccfdfc86472389c444f2474efb687eeef,l_SW_C07_M01_SENS_SW_C07_M02_ACT,True,True,profiles/M_RING/l_SW_C07_M01_SENS_SW_C07_M02_ACT.json,True,M_RING,True,True,557d3a386dce6f47906da1d924c68b53ffc1c7dc88a4972c1b764f65a962a655,True,True,True
True,814def65ec13d6eab80886dc8f848d51caad2b714031d908789abb33e7e2aa5a,l_SW_C07_M02_ACT_SW_C07_M02_CTRL,True,True,profiles/M_RING/l_SW_C07_M02_ACT_SW_C07_M02_CTRL.json,True,M_RING,True,True,9db04009d5bf4432031df0a867bfaca3d42653b79347f42bb38b4793a00ad625,True,True,True
True,2f2247ae5886b295a4229750aed0d19dcd663290f33168da30b8117657b05f1a,l_SW_C07_M02_CTRL_SW_C07_M02_SENS,True,True,profiles/M_RING/l_SW_C07_M02_CTRL_SW_C07_M02_SENS.json,True,M_RING,True,True,aa61257f25954373799520a44f3960f15a5840c5baace58d3101ded5c84cf1e2,True,True,True
True,25fe2ed626fc465570d111f42e7d7a4969551723e5f4a8d1155be578d1bd17b1,l_SW_C07_M02_SENS_SW_C07_M03_ACT,True,True,profiles/M_RING/l_SW_C07_M02_SENS_SW_C07_M03_ACT.json,True,M_RING,True,True,2efa8acc2324013a0e40717a57eee9f5bc4faa13e41b291cc2210d526354b1fa,True,True,True
True,661970a160448292dda209c8a0082d7a4b7f1ef72f0da0ed558e55471cd36213,l_SW_C07_M03_ACT_SW_C07_M03_CTRL,True,True,profiles/M_RING/l_SW_C07_M03_ACT_SW_C07_M03_CTRL.json,True,M_RING,True,True,5784a8aeaaa777810fc8f36720f7e21625e13c0fbd8a86300fc6cfd329eae1ed,True,True,True
True,8bd2c5ced487bae1be1efefb13c69ade9e3c27c0e64b4650780bd7f6d438815a,l_SW_C07_M03_CTRL_SW_C07_M03_SENS,True,True,profiles/M_RING/l_SW_C07_M03_CTRL_SW_C07_M03_SENS.json,True,M_RING,True,True,eb90bc9d069bc5c5cfa490d207516d212c56938edc630d400ad88a131398a565,True,True,True
True,fadb7bceb79f2cb1ae7f314c1e8b313a39be2985f4d676d77d60b37234abf815,l_SW_C07_M03_SENS_SW_C08_CC,True,True,profiles/M_RING/l_SW_C07_M03_SENS_SW_C08_CC.json,True,M_RING,True,True,e47296be07aa4604a7cc1691bb7f41a45a27b3e5e94c47931ba29c86f40fd56c,True,True,True
True,5063775a1e39e01dc646ef6bd3855ec458554c7a473e32129ecd36f889733abe,l_SW_C08_CC_SW_C08_M01_ACT,True,True,profiles/M_RING/l_SW_C08_CC_SW_C08_M01_ACT.json,True,M_RING,True,True,22388672cb6e4079050336ff6688b7f924f794962f36f32a956c5a57a0a83d4b,True,True,True
True,6c755adb7e9ff049903485f8e1b6ed3ac2049c6f89d409296eca118208b205d7,l_SW_C08_M01_ACT_SW_C08_M01_CTRL,True,True,profiles/M_RING/l_SW_C08_M01_ACT_SW_C08_M01_CTRL.json,True,M_RING,True,True,0cf3f23fbf5fb1bf89c81262aa04145c1ec108a2ff82f435f89aeb6e0c3c4743,True,True,True
True,1d9054fb7167e16df276dab5d6e36b571126d08c2bc25f1635b40818e134eb2b,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,True,True,profiles/M_RING/l_SW_C08_M01_CTRL_SW_C08_M01_SENS.json,True,M_RING,True,True,62cc09be769037425307088744a932c2330a5965514346afe50d2bb930816435,True,True,True
True,def599e018cb724b8e89441f9a34a65993fd33241b7ad3e93550fe92286b43e0,l_SW_C08_M01_SENS_SW_C08_M02_ACT,True,True,profiles/M_RING/l_SW_C08_M01_SENS_SW_C08_M02_ACT.json,True,M_RING,True,True,d64fb4c9c3bc33c6290d7d654261de914e107e8f0394553f818f7b12f159414a,True,True,True
True,0e9b5fa3833137937cc503deb7c5503245a9b27548030e62d875cd5bc9d56cb6,l_SW_C08_M02_ACT_SW_C08_M02_CTRL,True,True,profiles/M_RING/l_SW_C08_M02_ACT_SW_C08_M02_CTRL.json,True,M_RING,True,True,274d86c94cc34b45bb7856e3101a152ca379fd88968658039062ade16d5b4c27,True,True,True
True,c37e1bacf8d67ddc7f6ca697c342d0d0e4e7786083701031cc7731d0cd868f99,l_SW_C08_M02_CTRL_SW_C08_M02_SENS,True,True,profiles/M_RING/l_SW_C08_M02_CTRL_SW_C08_M02_SENS.json,True,M_RING,True,True,34f0bfc57b4aa684677facec36466011c6775e93a517a16e93828c5d140d49bf,True,True,True
True,386b93cffb04b1cac44427fbe2dcec920d6cec8eb98a120e90f9c8779d8eb83c,l_SW_C08_M02_SENS_SW_C08_M03_ACT,True,True,profiles/M_RING/l_SW_C08_M02_SENS_SW_C08_M03_ACT.json,True,M_RING,True,True,fbc613ccc7ab90a09274abad6c3c3b319b013f28cd6af4b4d94eeec03406ecc8,True,True,True
True,0fb6afe01de24c608bbb146655cf44f3eaae0b8314706ba74e79d80066fa2896,l_SW_C08_M03_ACT_SW_C08_M03_CTRL,True,True,profiles/M_RING/l_SW_C08_M03_ACT_SW_C08_M03_CTRL.json,True,M_RING,True,True,12985d6da642e5e34bbfb7a58ddbc1d7d475085f5b80b5339917b768e74871e8,True,True,True
