fault_ids,profile_count,representative_fault,scenario,semantic_gzip_bytes,semantic_hash,semantic_payload_bytes
l_SW_C16_CORE_A_SW_C16_M01_ACT,1,l_SW_C16_CORE_A_SW_C16_M01_ACT,L_REDSTAR,311913,49ec83b6dc22a90bab369387fae3b627ef16c9889721a44a64defc17cb752d1d,7734529
l_SW_C09_CORE_A_SW_C09_M04_CTRL,1,l_SW_C09_CORE_A_SW_C09_M04_CTRL,L_REDSTAR,312014,4a4e14fdf40357677df55a2e407beae5ffed6ef5a13e1f3233f166ab5bfd50d4,7734160
l_SW_C13_CORE_A_SW_C13_M02_CTRL,1,l_SW_C13_CORE_A_SW_C13_M02_CTRL,L_REDSTAR,311969,4adacd6040bcad3535f62ca69bf1f9bb0447b416e955198a243370ed97eb4056,7734535
l_SW_C08_CORE_A_SW_C08_M02_CTRL,1,l_SW_C08_CORE_A_SW_C08_M02_CTRL,L_REDSTAR,311976,4b2bf228c734d3d81f03981e84f9fc7ef9941b2cb0ea4205a0d162c3c858f688,7734152
l_SW_C03_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C03_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311859,4bebbc711ee36c5776302d9f5560caeceeeec9277bd6b9fc26de3376ade565c8,7734166
l_SW_C04_CORE_A_SW_C04_M03_ACT,1,l_SW_C04_CORE_A_SW_C04_M03_ACT,L_REDSTAR,311939,4e77bc26c98dd305c51b05cc817ef06fa094df031fb1b154dbe1742be3515199,7734896
l_SW_C16_CORE_A_SW_C16_M03_CTRL,1,l_SW_C16_CORE_A_SW_C16_M03_CTRL,L_REDSTAR,311991,4ead4fe0fb06d0481e7e8ead2a3dcbda6643845b1f204d3049ce32371f63d5b0,7734501
l_SW_C08_CORE_A_SW_C08_M04_ACT,1,l_SW_C08_CORE_A_SW_C08_M04_ACT,L_REDSTAR,311937,4ec195c3e5da732623dbed2069124729a3091d7b9c6652df79bbe952e7090fa4,7734537
l_SW_C16_CORE_B_SW_C16_M03_CTRL;l_SW_C16_CORE_B_SW_C16_M03_SENS,2,l_SW_C16_CORE_B_SW_C16_M03_CTRL,L_REDSTAR,311972,4f6609ea722d3d9eb98381add49eaad5a92c054948d558d5d10af9ca5177a6f5,7733456
l_SW_C10_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C10_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311891,510fcaedacacb4c2ba1a2c7bcea78b80f01cf4bd8eb210695fcfdf2b1c7d32ba,7734503
l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,2,l_SW_C06_CORE_B_SW_C06_M02_CTRL,L_REDSTAR,311958,51746a1ca704ee18ef569ddc35ea45b2c1e74f9d9196956128b19390b307163a,7733456
l_SW_C01_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C01_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311870,5278e525a940c56788bdf1da13a0aab0dffc230691ee7e179179bbc07988fe22,7734142
l_SW_C11_CORE_B_SW_C11_M02_CTRL;l_SW_C11_CORE_B_SW_C11_M02_SENS,2,l_SW_C11_CORE_B_SW_C11_M02_CTRL,L_REDSTAR,311973,52cdb9ec9dbdd60cadd1a1d1557c3fb7cdcbc0d0665c8dd046b25923c9a7f34b,7733460
l_SW_C12_CC_SW_C12_CORE_A,1,l_SW_C12_CC_SW_C12_CORE_A,L_REDSTAR,311848,53565efb0c742f550107d03cfee21cfb8ae57a2ede9cf636cfe43cf24f6f7bdb,7733508
l_SW_C04_CORE_A_SW_C04_M04_ACT,1,l_SW_C04_CORE_A_SW_C04_M04_ACT,L_REDSTAR,311946,546872e83bf29a44a28a02dbd7b7bd023ba3f755181b81effba65f2a38e68e7b,7734904
l_SW_C10_CORE_B_SW_C10_M04_CTRL;l_SW_C10_CORE_B_SW_C10_M04_SENS,2,l_SW_C10_CORE_B_SW_C10_M04_CTRL,L_REDSTAR,311946,5483fd66bfeb2cf87ef05bee67666e5b4ff34f2b79d78563b88891f9ac68a56e,7733456
l_SW_C06_CORE_A_SW_C06_M04_CTRL,1,l_SW_C06_CORE_A_SW_C06_M04_CTRL,L_REDSTAR,312002,554f0e0e6bdaeb203f5f24f5bade17c8f561950b334aa5829f2ecbba816e8e38,7734509
l_SW_C16_CORE_B_SW_C16_M01_CTRL;l_SW_C16_CORE_B_SW_C16_M01_SENS,2,l_SW_C16_CORE_B_SW_C16_M01_CTRL,L_REDSTAR,311982,55549f2eccba93c5ef64df4433f86c629b4c8d4a9fdc02e96c6ccac8ab754528,7733452
l_SW_C05_CORE_A_SW_C05_M02_ACT,1,l_SW_C05_CORE_A_SW_C05_M02_ACT,L_REDSTAR,311920,58a20e28677fc3126adbeda21b060afd2b99a70573461972d399af16a1dc955e,7734894
l_SW_C16_CORE_A_SW_C16_M04_ACT,1,l_SW_C16_CORE_A_SW_C16_M04_ACT,L_REDSTAR,311931,58ba1b67d7b33b7164158a8c8650b10f687036f629910e84e7c3f7cdf4c67c4d,7734537
l_SW_C08_CORE_A_SW_C08_M03_CTRL,1,l_SW_C08_CORE_A_SW_C08_M03_CTRL,L_REDSTAR,311972,592117f4cc14bf729c004c6787dfb477eda5366c2b1e480b12d106c4c02d161f,7734160
l_SW_C14_CORE_A_SW_C14_M02_ACT,1,l_SW_C14_CORE_A_SW_C14_M02_ACT,L_REDSTAR,311926,596bbd348faf9ff60d534438c894f45a54fbebc09b4d155283e6de5a669cd534,7734529
l_SW_C05_CORE_A_SW_C05_M01_ACT,1,l_SW_C05_CORE_A_SW_C05_M01_ACT,L_REDSTAR,311930,5a7a0e7a4c23805f568e0945e2344be98eaa604a37f27cf41b6ae6a7a7141366,7734886
l_SW_C13_CORE_A_SW_C13_M02_ACT,1,l_SW_C13_CORE_A_SW_C13_M02_ACT,L_REDSTAR,311911,5ab9262295298960412802963539ef4642fa23b03898b2d382903f4aa11ef5e5,7734910
l_SW_C06_CORE_A_SW_C06_M02_ACT,1,l_SW_C06_CORE_A_SW_C06_M02_ACT,L_REDSTAR,311938,5bd33b4ea29ec5aef3a5d8197c47dd51506ad5c5def904651d3a3efc1e5d63c6,7734894
l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,2,l_SW_C07_CORE_B_SW_C07_M02_CTRL,L_REDSTAR,311968,5ccde85ebbaf4e8163020fffe185338bfa12624ae386bfd8f03039b1e739fee5,7733456
l_SW_C12_CORE_A_SW_C12_M03_CTRL,1,l_SW_C12_CORE_A_SW_C12_M03_CTRL,L_REDSTAR,311977,5e1a756ebb57af74697d213d78b8c8c4c5d8f83904c3d32e4e1808f1c0d2da3d,7734509
l_SW_C16_CORE_A_SW_C16_M02_CTRL,1,l_SW_C16_CORE_A_SW_C16_M02_CTRL,L_REDSTAR,311972,5e29d4e770dc3f6289d740b4b858bd212e5163fa9832c7e3bf31e45e38e9ecc6,7734497
l_SW_C06_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C06_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311862,5e6d6fa5f1ff2398a1a72376c61edd8e7ff771c4bdc87dc894eb61fc76725d82,7733787
l_SW_C02_CORE_B_SW_C02_M02_CTRL;l_SW_C02_CORE_B_SW_C02_M02_SENS,2,l_SW_C02_CORE_B_SW_C02_M02_CTRL,L_REDSTAR,311969,5f12ceeb57a881e651d8ad1762aa87e3e8a82ce049473265cf3a101f1bf76a49,7733452
l_SW_C01_CORE_B_SW_C01_M03_CTRL;l_SW_C01_CORE_B_SW_C01_M03_SENS,2,l_SW_C01_CORE_B_SW_C01_M03_CTRL,L_REDSTAR,311983,5fb4971d25614dc93d53ee4540dc627380e2994a84639a0eb97593b75e48a4da,7733448
l_SW_C01_CC_SW_C01_CORE_A,1,l_SW_C01_CC_SW_C01_CORE_A,L_REDSTAR,311875,60767b38bb6b27b06562ec32188cd5b0b5f91bb5a2a7af809ed83624f6d4d80d,7733482
l_SW_C09_CORE_B_SW_C09_M03_CTRL;l_SW_C09_CORE_B_SW_C09_M03_SENS,2,l_SW_C09_CORE_B_SW_C09_M03_CTRL,L_REDSTAR,311976,60a015880db7a5bdb526dc9e9a042920f560520d31ca822649b05dc1226ef37c,7733456
l_SW_C05_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C05_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311877,639a8c5302d15c9f3014921d6f861bee064cfa4cb8a582a87e2931bfa5ec3dba,7734164
l_SW_C10_CORE_A_SW_C10_M03_ACT,1,l_SW_C10_CORE_A_SW_C10_M03_ACT,L_REDSTAR,311919,64664794b33111a2aaaccaa0779599ec3df152fd1c3a56903cb45bf3da550d9e,7734561
l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,2,l_SW_C06_CORE_B_SW_C06_M03_CTRL,L_REDSTAR,311994,65aedf5b2c171281119a0fbf3e5f79cc784ddb5bf508b7209947642c3ca2d387,7733460
l_SW_C03_CORE_B_SW_C03_M03_CTRL;l_SW_C03_CORE_B_SW_C03_M03_SENS,2,l_SW_C03_CORE_B_SW_C03_M03_CTRL,L_REDSTAR,311991,68c141f4aa26f5f9ef09e4036b6d9db01f2d0dd0eefcc43335897baf585696b6,7733456
l_SW_C09_CORE_B_SW_C09_M04_CTRL;l_SW_C09_CORE_B_SW_C09_M04_SENS,2,l_SW_C09_CORE_B_SW_C09_M04_CTRL,L_REDSTAR,311949,6a48695c27e4a3ae09dc9f777eb5aedb792fcbaea6d6d171785239cc77d62a9e,7733456
l_SW_C04_CORE_B_SW_C04_M03_CTRL;l_SW_C04_CORE_B_SW_C04_M03_SENS,2,l_SW_C04_CORE_B_SW_C04_M03_CTRL,L_REDSTAR,311987,6a7d10694dda57eff2b5e4be70cf8a8e4c869fa3f85f6ee72a8671d7c418e82b,7733452
l_SW_C08_CORE_A_SW_C08_M01_CTRL,1,l_SW_C08_CORE_A_SW_C08_M01_CTRL,L_REDSTAR,311964,6a8c331b33d699cd388fad7765e280b00deefd4feade322dd9a32ae1fb385950,7734154
l_SW_C02_CC_SW_C02_CORE_B,1,l_SW_C02_CC_SW_C02_CORE_B,L_REDSTAR,311805,6ae99500ad63decc53a67e72542babe18b43e9623d2848bd4704cd1e378336a4,7733472
l_SW_C03_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C03_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311855,6d20613a0ffec101f1970d69f28025738e14d7ceafee6247894d222d9b12af27,7733781
l_SW_C13_CORE_B_SW_C13_M02_CTRL;l_SW_C13_CORE_B_SW_C13_M02_SENS,2,l_SW_C13_CORE_B_SW_C13_M02_CTRL,L_REDSTAR,311961,6e1885b69399e90b0335a0d29024cb45b67184519a7d32f005d94e8f030ce2e3,7733456
l_SW_C11_CORE_B_SW_C11_M01_CTRL;l_SW_C11_CORE_B_SW_C11_M01_SENS,2,l_SW_C11_CORE_B_SW_C11_M01_CTRL,L_REDSTAR,311985,71b279131ba3d92960c282f3b37ce9a2de24c6bd023723aba742fcb32db4e82e,7733456
l_SW_C05_CC_SW_C05_CORE_A,1,l_SW_C05_CC_SW_C05_CORE_A,L_REDSTAR,311877,73c8604edbc995970f70456938e14af60c478980f0274a60730889b9348451cd,7733476
l_SW_C16_CORE_A_SW_C16_M02_ACT,1,l_SW_C16_CORE_A_SW_C16_M02_ACT,L_REDSTAR,311900,74289f33d52f808183df9da1c1f46f886b611f98a12758e884e598f15fbf6f5e,7734529
l_SW_C04_CORE_A_SW_C04_M04_CTRL,1,l_SW_C04_CORE_A_SW_C04_M04_CTRL,L_REDSTAR,311988,7563eff5206f8aa4973c27ad0b364e81413c9f9a3afd742e2675b5efea4be53e,7734523
l_SW_C06_CORE_B_SW_C06_M04_CTRL;l_SW_C06_CORE_B_SW_C06_M04_SENS,2,l_SW_C06_CORE_B_SW_C06_M04_CTRL,L_REDSTAR,311963,76ac21ad1e6dc750725b5e38bafdc1f063c9299f50219fc774952e2f9044cec0,7733452
l_SW_C16_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C16_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311914,76d7542e0ebd750914ef0b2eb56afb3f0e5f60312aef7d161d692e8ae85abadd,7734892
l_SW_C14_CORE_B_SW_C14_M02_CTRL;l_SW_C14_CORE_B_SW_C14_M02_SENS,2,l_SW_C14_CORE_B_SW_C14_M02_CTRL,L_REDSTAR,311967,7758ab3ac2637fa9fddec62121f885be165911af21296721019772f0156a1edc,7733460
l_SW_C09_CORE_B_SW_C09_M02_CTRL;l_SW_C09_CORE_B_SW_C09_M02_SENS,2,l_SW_C09_CORE_B_SW_C09_M02_CTRL,L_REDSTAR,311961,7985bf50a04c083da33e06ea446778e05804ae7b056dc0741c00750cd95ca598,7733452
l_SW_C05_CORE_A_SW_C05_M04_CTRL,1,l_SW_C05_CORE_A_SW_C05_M04_CTRL,L_REDSTAR,312004,7999e817cb1267c95454db953f878c2da8cf3ac7daf38f20378c87eafc0ef12f,7734515
l_SW_C15_CORE_A_SW_C15_M03_ACT,1,l_SW_C15_CORE_A_SW_C15_M03_ACT,L_REDSTAR,311970,79ad0bdfb6b8b2a1929529b89967dc2dbb6fb5493b9646055a76182c6c7fe180,7735241
l_SW_C16_CORE_B_SW_C16_M04_CTRL;l_SW_C16_CORE_B_SW_C16_M04_SENS,2,l_SW_C16_CORE_B_SW_C16_M04_CTRL,L_REDSTAR,311948,7c155de5b836adf197e0ee651f12781e8f3956aa2ba922d40b0324c1241436d6,7733456
l_SW_C02_CORE_A_SW_C02_M02_ACT,1,l_SW_C02_CORE_A_SW_C02_M02_ACT,L_REDSTAR,311931,7da5235c67295707166def3dcad593cfb0ebfaefa43ddf2997e2b24a60baf5ba,7734892
l_SW_C04_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C04_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311868,7f07d96e666f4012995c8fd9e7532efadaa2abaeb0468ab80637884fb899de04,7734170
l_SW_C08_CORE_B_SW_C08_M03_CTRL;l_SW_C08_CORE_B_SW_C08_M03_SENS,2,l_SW_C08_CORE_B_SW_C08_M03_CTRL,L_REDSTAR,311989,7fd375aed0ee8a78c6eb373b22ad6aad55f7b077d5bcb4f7d5b3d84e42656b86,7733452
l_SW_C12_CORE_A_SW_C12_M04_CTRL,1,l_SW_C12_CORE_A_SW_C12_M04_CTRL,L_REDSTAR,311999,80f2b20d59a791ea8b0813019f7ef925e820c1fe5143ea1fa0218293765c3f6a,7734521
l_SW_C11_CORE_A_SW_C11_M02_CTRL,1,l_SW_C11_CORE_A_SW_C11_M02_CTRL,L_REDSTAR,311981,814c7ae7ad1957289160b643525dbf28b041727975c522a7ddc1b588ab4c628e,7734513
l_SW_C15_CORE_A_SW_C15_M04_ACT,1,l_SW_C15_CORE_A_SW_C15_M04_ACT,L_REDSTAR,311977,82724e5b693353bbf9bb7b9035c4777db2660dda5b1868d6868242e701523558,7735233
l_SW_C09_CORE_A_SW_C09_M04_ACT,1,l_SW_C09_CORE_A_SW_C09_M04_ACT,L_REDSTAR,311946,830b20adb274296acae407d7800ddee8c2662e6a5080ed860b12d06bc163628f,7734537
l_SW_C07_CORE_A_SW_C07_M04_CTRL,1,l_SW_C07_CORE_A_SW_C07_M04_CTRL,L_REDSTAR,312006,83f13a6c69adb8250f663a2871ff8f0a04274980a2b86a5a84054ce00379bad7,7734140
l_SW_C10_CORE_A_SW_C10_M01_CTRL,1,l_SW_C10_CORE_A_SW_C10_M01_CTRL,L_REDSTAR,311963,843b003de3073bbb25f641a3a276569c194febdf50b7ee649f1e268c58d09dbf,7734162
l_SW_C11_CORE_A_SW_C11_M03_CTRL,1,l_SW_C11_CORE_A_SW_C11_M03_CTRL,L_REDSTAR,311991,8487f7424440ea2da2c56c45230ff757d5ba35d1378f9f0169f0964e34db7343,7734653
l_SW_C05_CORE_A_SW_C05_M02_CTRL,1,l_SW_C05_CORE_A_SW_C05_M02_CTRL,L_REDSTAR,311974,85dba7d46fe6281f46b45d25d1f0e4723e15902e37ba1de70c7e1f27941971b0,7734611
l_SW_C09_CORE_B_SW_C09_M01_CTRL;l_SW_C09_CORE_B_SW_C09_M01_SENS,2,l_SW_C09_CORE_B_SW_C09_M01_CTRL,L_REDSTAR,311973,86081c4941b751cf164ff251b6889fb17dc38b0b6a206df93a6dfa8175df6221,7733454
l_SW_C05_CORE_A_SW_C05_M04_ACT,1,l_SW_C05_CORE_A_SW_C05_M04_ACT,L_REDSTAR,311949,86a0c9d099dd42be671607e430333fcf3bf6a233e764c5f9ed177e25b641a83b,7734908
l_SW_C05_CORE_B_SW_C05_M03_CTRL;l_SW_C05_CORE_B_SW_C05_M03_SENS,2,l_SW_C05_CORE_B_SW_C05_M03_CTRL,L_REDSTAR,311996,87b12dd0bccd407e64091284aa6c7faaadf533327f41c5f1c99fc01023be7605,7733452
l_SW_C07_CORE_B_SW_C07_M04_CTRL;l_SW_C07_CORE_B_SW_C07_M04_SENS,2,l_SW_C07_CORE_B_SW_C07_M04_CTRL,L_REDSTAR,311960,88e8ac42b50c8a554c53dd04dcc137726b668ae9b64b58d8cf43b82ab385c7fa,7733460
l_SW_C15_CC_SW_C15_CORE_B,1,l_SW_C15_CC_SW_C15_CORE_B,L_REDSTAR,311786,89227b5150a56f890fce3e2ca796eaa261584561e95c2b8830fc29f848e1b8a6,7733111
l_SW_C01_CORE_B_SW_C01_M02_CTRL;l_SW_C01_CORE_B_SW_C01_M02_SENS,2,l_SW_C01_CORE_B_SW_C01_M02_CTRL,L_REDSTAR,311989,89c708e940d9121f2226312675dcbb36b70b0deee58441f69dc2834d98dc17b7,7733448
l_SW_C09_CORE_A_SW_C09_M03_CTRL,1,l_SW_C09_CORE_A_SW_C09_M03_CTRL,L_REDSTAR,311993,8d3983e0d42bc5d69ec0e128be124aaa4b831e59ab4a3335f636f1946816dda0,7734162
l_SW_C07_CORE_A_SW_C07_M01_ACT,1,l_SW_C07_CORE_A_SW_C07_M01_ACT,L_REDSTAR,311907,8e733897707f6b69cc454d51d65377dce3bbadac5a6f2a26746185f8d0c03832,7734531
l_SW_C12_CORE_A_SW_C12_M02_ACT,1,l_SW_C12_CORE_A_SW_C12_M02_ACT,L_REDSTAR,311910,8e9ad2859d77fcf8d2385d8bbfeb59f574f7719c95083db242cc7ce718d063f5,7734900
l_SW_C07_CORE_A_SW_C07_M04_ACT,1,l_SW_C07_CORE_A_SW_C07_M04_ACT,L_REDSTAR,311925,9025ec61dd84c2fd3695c9739bf52160eab2421a8f4a3609dfccfd0ae010ea8a,7734547
l_SW_C15_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C15_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311899,908c4e1195b174b7d2a79254ac36c32865a24f8718de0c647b65bb749216b66a,7734890
l_SW_C13_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C13_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311892,924ef702d8dd89e09cc0734a617e85f6a08ed2b98754dcba75683313c91773a7,7734886
l_SW_C09_CORE_A_SW_C09_M01_ACT,1,l_SW_C09_CORE_A_SW_C09_M01_ACT,L_REDSTAR,311911,948e5c256aacccd50ca06268fda1cb334757bcc6381687b1425fac0775ddf649,7734535
l_SW_C07_CORE_A_SW_C07_M01_CTRL,1,l_SW_C07_CORE_A_SW_C07_M01_CTRL,L_REDSTAR,311965,9545b44929726c69eeb1282af54f7e7eae310a221bd25683eae87565c1926b82,7734152
l_SW_C04_CC_SW_C04_CORE_B,1,l_SW_C04_CC_SW_C04_CORE_B,L_REDSTAR,311815,954e5a97bca047a69df6067ff782a5f29a6c859f0403c502193944d5e30d43ad,7733472
l_SW_C13_CORE_B_SW_C13_M03_CTRL;l_SW_C13_CORE_B_SW_C13_M03_SENS,2,l_SW_C13_CORE_B_SW_C13_M03_CTRL,L_REDSTAR,311994,95b90714fd31aa59ef1186e3ee45a2753e42bb6aa78f39d4fc4e4e4139ae0440,7733456
l_SW_C13_CORE_A_SW_C13_M03_ACT,1,l_SW_C13_CORE_A_SW_C13_M03_ACT,L_REDSTAR,311929,9609936bf78e0947b3933b059e604a8a751cac3775cc2579d4d020391836941f,7734892
l_SW_C02_CORE_B_SW_C02_M03_CTRL;l_SW_C02_CORE_B_SW_C02_M03_SENS,2,l_SW_C02_CORE_B_SW_C02_M03_CTRL,L_REDSTAR,311985,968e2c1f694606129cf9f53f565787c6fc336923d072510dd4e9d2126eb861d9,7733452
l_SW_C13_CC_SW_C13_CORE_A,1,l_SW_C13_CC_SW_C13_CORE_A,L_REDSTAR,311857,97595bcf991570c382a770c5333f835290e8ec4b0b93a26dd2474e44c4ec5073,7733500
l_SW_C14_CORE_A_SW_C14_M01_ACT,1,l_SW_C14_CORE_A_SW_C14_M01_ACT,L_REDSTAR,311937,975bf270f061f9c65c06d965cb9073808b907d3b27933dc922d7632f48cba5fa,7734529
l_SW_C01_CORE_A_SW_C01_M01_ACT,1,l_SW_C01_CORE_A_SW_C01_M01_ACT,L_REDSTAR,311959,979483b233ce37a54adcec5416c95828ad9396aeb0fe4ccec45c13f8b7c4a1a0,7735249
l_SW_C04_CC_SW_C04_CORE_A,1,l_SW_C04_CC_SW_C04_CORE_A,L_REDSTAR,311863,986cf4f74f880966b99180176cdd7eb3953e11ca85be3f27387467d7382f85be,7733498
l_SW_C12_CORE_A_SW_C12_M04_ACT,1,l_SW_C12_CORE_A_SW_C12_M04_ACT,L_REDSTAR,311945,99665406c35cf37f135dd9efd53dc777a451649f62ceb71f6eacc6ef7936ff84,7734892
l_SW_C15_CORE_B_SW_C15_M01_CTRL;l_SW_C15_CORE_B_SW_C15_M01_SENS,2,l_SW_C15_CORE_B_SW_C15_M01_CTRL,L_REDSTAR,311979,99db3ffb08761b19331328bb1d9fbba4e3f56530e2385797c643060b8cc8cfdf,7733452
l_SW_C13_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C13_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311897,99de62dab39b6eb215597606c916c7748aac06caf17d6e4858ada04c107450ac,7734499
l_SW_C06_CORE_A_SW_C06_M02_CTRL,1,l_SW_C06_CORE_A_SW_C06_M02_CTRL,L_REDSTAR,311988,9a2cce5cd1fc1c548ce08f67ce086d68d85c5ef24309695cde98ba6ec8dd9e69,7734531
l_SW_C13_CORE_B_SW_C13_M04_CTRL;l_SW_C13_CORE_B_SW_C13_M04_SENS,2,l_SW_C13_CORE_B_SW_C13_M04_CTRL,L_REDSTAR,311964,9a505567b2775ca05c582968cb909a914434068daf24271783c38a46d1273078,7733448
l_SW_C14_CORE_B_SW_C14_M04_CTRL;l_SW_C14_CORE_B_SW_C14_M04_SENS,2,l_SW_C14_CORE_B_SW_C14_M04_CTRL,L_REDSTAR,311958,9b1bf287458dd3948bd94e226a628ffa6ae130531655b79408a6b43fa4812f34,7733452
l_SW_C10_CORE_A_SW_C10_M02_ACT,1,l_SW_C10_CORE_A_SW_C10_M02_ACT,L_REDSTAR,311904,9cbfb19d943008c8dccc9e003058682ed22be9f92a32b93b76c11066f05de9ea,7734527
l_SW_C10_CORE_A_SW_FACTORY_CORE_A,1,l_SW_C10_CORE_A_SW_FACTORY_CORE_A,L_REDSTAR,311868,9d7bf5e4a72bc1e5ef961d3a76d843fbe1140d79dc6c5f89158f015ae86a4fe4,7734525
l_SW_C02_CC_SW_C02_CORE_A,1,l_SW_C02_CC_SW_C02_CORE_A,L_REDSTAR,311854,9e01820e46fc02a59f900f5bbc7fa8d3cc877ba5db15f7425c4cfdff82f95183,7733470
l_SW_C14_CORE_A_SW_C14_M04_CTRL,1,l_SW_C14_CORE_A_SW_C14_M04_CTRL,L_REDSTAR,311989,9ed0bc86cf61c5f674c8066b9544309344246e30a6ed41effe71dab59c7ddc1e,7734160
l_SW_C15_CORE_A_SW_C15_M02_CTRL,1,l_SW_C15_CORE_A_SW_C15_M02_CTRL,L_REDSTAR,312004,9fd9d72e0c9c7efd696d4f01f63d4ddff4fa0205abadafc307545c4958ee781e,7734876
l_SW_C02_CORE_B_SW_C02_M04_CTRL;l_SW_C02_CORE_B_SW_C02_M04_SENS,2,l_SW_C02_CORE_B_SW_C02_M04_CTRL,L_REDSTAR,311955,a1717691f2f83dd5a6e4d50c73822aacf4825f938d389bc74a43649c525f13e0,7733454
l_SW_C03_CORE_B_SW_C03_M02_CTRL;l_SW_C03_CORE_B_SW_C03_M02_SENS,2,l_SW_C03_CORE_B_SW_C03_M02_CTRL,L_REDSTAR,311963,a23fe98ed81c7a08ac924ae0425eeb6d80d1ee35d8c6f8c77d1449ae28013866,7733458
l_SW_C13_CORE_B_SW_C13_M01_CTRL;l_SW_C13_CORE_B_SW_C13_M01_SENS,2,l_SW_C13_CORE_B_SW_C13_M01_CTRL,L_REDSTAR,311979,a2484fc46c75f45072cace61ed6f824b44fb2c814b24bf16020e960cd0a71a1d,7733456
l_SW_C01_CORE_A_SW_C01_M01_CTRL,1,l_SW_C01_CORE_A_SW_C01_M01_CTRL,L_REDSTAR,312017,a2c4dd2ffc855d69de2c5567fc03c301e45a890b0773cfe7e7764bd5850c636f,7734856
l_SW_C11_CC_SW_C11_CORE_B,1,l_SW_C11_CC_SW_C11_CORE_B,L_REDSTAR,311819,a412c87a6983ea37aef566d021f6c4fe00f06288af4ff2f23562deb5dde30d19,7733468
l_SW_C09_CORE_B_SW_FACTORY_CORE_A,1,l_SW_C09_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,311878,a616a598cc2b5f9ba77eae4bb800a451cd69208d445818be1374348e7ee8a242,7734146
l_SW_C15_CORE_A_SW_C15_M03_CTRL,1,l_SW_C15_CORE_A_SW_C15_M03_CTRL,L_REDSTAR,312031,a6834a6f06f6cf01d6541ef89bafcb81400122ca6bdf4ddef50e86fd90788b5d,7734868
l_SW_C06_CORE_A_SW_C06_M04_ACT,1,l_SW_C06_CORE_A_SW_C06_M04_ACT,L_REDSTAR,311944,a7e4ee4266db3d8c75e054ee4c2aec02e2048e8442e41e801e764fd58e92e041,7734894
l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,2,l_SW_C06_CORE_B_SW_C06_M01_CTRL,L_REDSTAR,311988,a812acb9523c891d8e624b9e1a7404857bf77c262d1b5268fde156a963ce8b4d,7733462
l_SW_C04_CORE_B_SW_C04_M04_CTRL;l_SW_C04_CORE_B_SW_C04_M04_SENS,2,l_SW_C04_CORE_B_SW_C04_M04_CTRL,L_REDSTAR,311953,aa1e48fc6f9a8197dfadd1ea54b9636a4d898d3db8dc36840cf17965d8c012de,7733458
l_SW_C05_CORE_A_SW_C05_M01_CTRL,1,l_SW_C05_CORE_A_SW_C05_M01_CTRL,L_REDSTAR,311987,ab4c795399b602230e2438325b0f22e93276f8204e8d5a114894c6f38cd97e08,7734593
l_SW_C03_CORE_A_SW_C03_M04_ACT,1,l_SW_C03_CORE_A_SW_C03_M04_ACT,L_REDSTAR,311952,ac47b04897fef4e303ef5ceea5818a6b279b0095de27bc8041dbf6998419b396,7734892
l_SW_C06_CORE_A_SW_C06_M01_CTRL,1,l_SW_C06_CORE_A_SW_C06_M01_CTRL,L_REDSTAR,312010,acc4e63af86029ba9aeca380275a1df047c121a81c3bb5f72116eef585af08ec,7734533
l_SW_C10_CORE_B_SW_C10_M01_CTRL;l_SW_C10_CORE_B_SW_C10_M01_SENS,2,l_SW_C10_CORE_B_SW_C10_M01_CTRL,L_REDSTAR,311969,ad294677d47d499c4d9ac19fa074b946a3d825a426877ca25c8932c0fd9ea147,7733452
