affected_flow_count,algorithm_used,candidate_route_generation_ms,celf_wall_ms,conversion_ms,diagnostic,endpoint_a,endpoint_b,fault_id,feasible,gzip_bytes,h2s_wall_ms,peak_rss_bytes,pf_to_p0_runtime_ratio,profile_bytes,profile_hash,profile_normalization_ms,quantile_bin,repeat,scenario_id,scheduled_flow_ratio,scheduling_ms,semantic_profile_hash,semantic_valid,status,total_backend_ms,verification_ms
44,H2S,2.309876,0,2.35616,,sw0036,sw0038,l_sw0036_sw0038,True,50453,24.373821,12124160,0.8557800389312331,595040,e46375c19412f3edf76b051b12298019408537cf061ac0a5a006ba4c9e1933a6,3.983087,4,,S2,1.0,22.063945,af09df1e7ccb9c7b4374c5c5ff14a29be0e1494fa1f6057f6a9bfa9b820300da,True,SUCCESS_H2S,49.37956,11.205084
44,H2S,2.518567,0,2.388108,,sw0045,sw0047,l_sw0045_sw0047,True,49966,24.561113,12124160,0.8644817080066006,594499,b26bc80e768e7ef1da273552e45fb8895bf7841308324a3256c46cc011dbe5ee,4.149905,4,,S2,1.0,22.042545999999998,9bfd4e49e86e751eeb669d9a4e650d155ed578ee16c30487d4651b27af9be3c9,True,SUCCESS_H2S,49.881657,11.405846
45,H2S,2.465882,0,2.324535,,sw0034,sw0036,l_sw0034_sw0036,True,50451,23.957788,12124160,0.8428783726599653,594781,127082fa176343e61637513b3af61927a9ce223366cd08ce1f62d88807a51f66,4.001999,4,,S2,1.0,21.491906,2efbe90d43cef0439beaac0bb9c045088e5869c09d2cf57898dc31fb132acd02,True,SUCCESS_H2S,48.635118,10.88829
45,H2S,2.487933,0,2.726199,,sw0038,sw0040,l_sw0038_sw0040,True,50479,24.413581,12288000,1.0748524437841698,594046,d73f04c7e809e835de290e1afc8559b8b6986315bc261b2ef1916cd70e6e906a,4.126853,4,,S2,1.0,21.925648000000002,2c5e47b21e9a89f1b890a52c9f3346a414d6699e4806e2daf83c790458afd269,True,SUCCESS_H2S,62.020307,11.579382
46,H2S,2.534237,0,2.206882,,sw0041,sw0043,l_sw0041_sw0043,True,50332,25.014381,12288000,0.8675894927645302,592645,85610fdc62ecd8bca8026f3543cea9895bc6ae05e5d1b430f8eacb7d6a8e79d8,3.879977,4,,S2,1.0,22.480144,4b32b573397ca7af25550efdf1e172b070b2a337654dc9c8f6be75a5ae001cf9,True,SUCCESS_H2S,50.06098,11.574462
46,H2S,2.519716,0,2.367546,,sw0053,sw0055,l_sw0053_sw0055,True,50025,24.111524,12288000,0.8481442916926433,594292,d70a91be6f7b148292d2af6c21f4252c67767c5c66a0c7151f2316ffa44734f2,3.991572,4,,S2,1.0,21.591808,c3ede75d350e67a6777039db8e36c074c9de80fbc6fb45f924a803c0d53ea84b,True,SUCCESS_H2S,48.938968,11.051743
46,H2S,2.5379769999999997,0,2.322743,,sw0055,sw0057,l_sw0055_sw0057,True,49672,24.359519,12288000,0.8679462962565321,595262,1f89002996d4c0ab2fae3d72e3915fa31e3d232583ad39e7ec0b72a4d965e856,3.888952,4,,S2,1.0,21.821542,0db3fe6b181f4f87eb4730a389c0754a4abef78967f2a0792b4de558f3bf2148,True,SUCCESS_H2S,50.081568,12.014905
47,H2S,2.612003,0,2.225824,,sw0032,sw0034,l_sw0032_sw0034,True,50523,24.575298,12288000,0.8598955318612018,594066,a86099ba163385b79c3677da83b1ad35bec52711ee60c12fb32235944a05bede,4.142855,4,,S2,1.0,21.963295,08f0e317d83e1960c4467313efc50e0db1e3e60b91a71185dd9dc305751078bf,True,SUCCESS_H2S,49.617029,11.38117
47,H2S,2.655059,0,2.453566,,sw0047,sw0049,l_sw0047_sw0049,True,49992,24.423613,12288000,0.8591561195342998,594804,cd5500fc45ab9a0c63e74b95f36b888b2bd7e400ca3f363a0034e5d3a1dcfdaf,3.809672,4,,S2,1.0,21.768553999999998,509a09dfdabcab9d54281341808dcbf5c4deb8694ea95b7a793d5ea7732e354c,True,SUCCESS_H2S,49.574364,11.562369
47,H2S,2.673757,0,2.366363,,sw0057,sw0059,l_sw0057_sw0059,True,49715,23.945586,12288000,0.846897403173163,593813,93fdc757d9298afe67dbd379e3f9d00ef8199b71ff7d371ad16f9f2304df3a06,3.797902,4,,S2,1.0,21.271828999999997,d4d678a6f4cc21446477b7913d07ced9eb10290e9a8a34228ad565d069f9eb3f,True,SUCCESS_H2S,48.867021,11.430132
195,H2S,15.788434,0,5.090426,,sw0001,sw0003,l_sw0001_sw0003,True,166814,53.930935,19185664,0.6401055670348006,1953076,5b3f0e6b0199e0cd5db28695ad2eed206ee88d5e1e21cd44241d367e6fa38756,13.640933,0,,S3,1.0,38.142500999999996,3ba0a5f499f68ca4cb737a021e81c1c9ac0fd4b20b7539a1e710259d97477fd3,True,SUCCESS_H2S,150.544058,52.057817
195,H2S,14.860952000000001,0,5.322854,,sw0049,sw0051,l_sw0049_sw0051,True,166205,52.365287,19185664,0.7058395795908126,1954021,3dc673f2d36f443c6a6bf92a04f2bfc017f5376c83f900c9cc50e4b77e6f13d6,26.208305,2,,S3,1.0,37.504335,5b31b29c92be76ddfb09c8232cd60266f6737b1028f2c0d06c567754e52078b3,True,SUCCESS_H2S,166.003797,56.095993
195,H2S,16.048606,0,5.250573,,sw0097,sw0099,l_sw0097_sw0099,True,166567,53.30487,19185664,0.6544787088509667,1951926,507526ed20a492539bb9ecba90ae25cacd897ebd9d6dfc35d6644b999c959ab7,12.339817,4,,S3,1.0,37.256264,b56d73bf76c3f32163d4e4505ac17ce9a75c01faaa3a3d48d95bb3ae23889e54,True,SUCCESS_H2S,153.924424,55.451256
195,H2S,15.856828,0,6.609926,,sw0001,sw0099,l_sw0001_sw0099,True,166297,53.94039,19189760,0.6543454655438535,1951588,bfa02ed31ecde6debe9239819bde6d851a091f602224f10779e41410caa56db2,12.296742,0,,S3,1.0,38.083562,3cffd5c4bb8ff29e223cc5abd2a7bdf7be05d4476ffe87cebd8071e45234937b,True,SUCCESS_H2S,153.893087,55.067017
195,H2S,15.808235999999999,0,5.183535,,sw0003,sw0005,l_sw0003_sw0005,True,166470,56.056339,19185664,0.652276059263776,1954020,4fbf9af6ae042a3c691bc0c1408e8062e1897b5ce035f8664924f4698fb501af,13.118883,0,,S3,1.0,40.248103,0e2b17227896073b3329a5f19449f88819422de7c65dbf6f8b7e0c4193cdbde8,True,SUCCESS_H2S,153.406391,53.269544
195,H2S,15.856721,0,5.202982,,sw0005,sw0007,l_sw0005_sw0007,True,166298,54.225814,19185664,0.7184029220886113,1949943,13dc63c15697040d55b82b808709a229ceb03d35fb893ae6d87196f625711e75,26.108991,0,,S3,1.0,38.369093,a4f60b6c33ac139ee055c9db5f99bb520188a0c32d26779b808b4f49fe977874,True,SUCCESS_H2S,168.958523,56.533396
195,H2S,15.810838,0,5.069654,,sw0007,sw0009,l_sw0007_sw0009,True,166477,52.189508,19181568,0.6496241062888116,1949814,a6d64fcc08a632e2007d9b4c17186080c5f800ede94c1406f66b334d5eb2d025,13.010509,0,,S3,1.0,36.37867,b3ee51c970ae5a895af7b69ee6efc49f0cb54451fbcf2ff38d324f01654c3dd2,True,SUCCESS_H2S,152.782688,56.674983
195,H2S,15.912118999999999,0,5.027964,,sw0009,sw0011,l_sw0009_sw0011,True,167074,53.08852,19189760,0.6491850203330511,1956704,d775c8601d102bf78da40b7f4bf3b1a4b3163225e3b8ab3f202b7f0ac81cfab4,12.454991,0,,S3,1.0,37.176401000000006,64b9d5e9d39c669153e13d38a636e491d4d77e3d8de752fa41ab69a9b549984c,True,SUCCESS_H2S,152.679421,56.154398
195,H2S,15.675055,0,5.294966,,sw0011,sw0013,l_sw0011_sw0013,True,167501,52.334068,19189760,0.6497292612247728,1955303,542cb971f365707c88dc7af56a7c0400ce147aa91f60e98c20d9e6ae8862b420,12.241949,0,,S3,1.0,36.659013,b44549801719e0bcd1ada3c8aa7216a050138a5dd15763b07daff169f56f693e,True,SUCCESS_H2S,152.807419,57.11191
195,H2S,16.061945,0,5.086024,,sw0013,sw0015,l_sw0013_sw0015,True,166970,53.418787,19177472,0.6503258606091323,1954791,20a9519b6d1995937926607e01219f5295b3f3e61900e1c43a5b840ca6a6b004,13.750223,0,,S3,1.0,37.356842,5b3cbb7c77151cbbea728a54998e1109355dd10c528e59aad2a746a51791410d,True,SUCCESS_H2S,152.947731,54.418181
195,H2S,15.837853999999998,0,5.062939,,sw0015,sw0017,l_sw0015_sw0017,True,166928,52.492772,19181568,0.6472982735044295,1950120,cfcfa3ec2c00b56f23df8805f65fd983e30b9b401709f44456cba8d0a5f95dce,13.295631,0,,S3,1.0,36.654918,7f0b65845060f2384d668e648cbaa87dbe1e3ae3267d4f5f31e1a70c08d7fd47,True,SUCCESS_H2S,152.235684,54.519654
195,H2S,15.552153,0,5.282395,,sw0017,sw0019,l_sw0017_sw0019,True,167238,53.300778,19189760,0.7102697739230955,1947778,501e47510d3cd40ebff42577828f1b1e9cbf8e6f876a815f13f1c5c8c9a5c552,26.397295,0,,S3,1.0,37.748625000000004,a9505dc0c58601c87ba0bda985e9593c89c7369eaff23dbd569017edde8d2b69,True,SUCCESS_H2S,167.045718,56.160209
195,H2S,15.201177999999999,0,5.235397,,sw0019,sw0021,l_sw0019_sw0021,True,167156,52.290922,19193856,0.6433509857081512,1953955,1016634c8d770b8f87233966573b960fd67698e3dcc1181b06006219c670a324,12.704053,1,,S3,1.0,37.089744,2467ff724111b322835a306fa5b83883d773e4b90e442544aba182370594643a,True,SUCCESS_H2S,151.307336,54.962335
195,H2S,15.650476,0,5.289687,,sw0021,sw0023,l_sw0021_sw0023,True,166855,56.490659,19017728,0.671524064176239,1952239,9c5c7b8d642b8e8ae1bfedfea73597d4db96d6ba7f27c0b1f405f9b34922aefa,12.801235,1,,S3,1.0,40.840183,787dd5134f87ce400f76ea7a3ef449bc37fd5badc765e666ace5624f14169038,True,SUCCESS_H2S,157.933258,57.440808
195,H2S,15.259935,0,5.078085,,sw0023,sw0025,l_sw0023_sw0025,True,166821,52.381942,19185664,0.6499989112886113,1953723,9a9587c9d494fd928b0c42c41b6529fba6aa7c174aa610c52d84d1985003d5c1,14.457599,1,,S3,1.0,37.122007,ccc57f194d08388f4e4c9d4fb2990f8159d054c7c44904dba1af8b89ed67caa5,True,SUCCESS_H2S,152.870837,54.801962
195,H2S,15.109951,0,5.227111,,sw0025,sw0027,l_sw0025_sw0027,True,166339,52.602228,19189760,0.6460308569763313,1950948,3eb99e423c84f27e890b6ad9ad8b68398384a31536c4e167e63160e6a473e4f7,14.195305,1,,S3,1.0,37.492276999999994,d7a41e3bdd54d96467129cdc35c36518551b30bb5eaa11e7c55c10ff96f1ed7f,True,SUCCESS_H2S,151.937605,53.978512
195,H2S,15.124419,0,5.302149,,sw0027,sw0029,l_sw0027_sw0029,True,166700,51.893842,19181568,0.7037307832607271,1948533,f0cf062be81a308ea50525c6fd7dc5fc55756fb6f74e4426383672602739efdb,26.364154,1,,S3,1.0,36.769423,c627c3de5353ce969f0b750e027f1c9ddc69cfcacd538c272c08ce72383887e4,True,SUCCESS_H2S,165.507837,55.732755
195,H2S,14.998588999999999,0,5.115506,,sw0029,sw0031,l_sw0029_sw0031,True,166952,51.607184,19021824,0.6369300886607352,1954256,9112ba04fd600fec94247cedf610af2ca437104e297fd757ae1d6d1d6a3690ee,12.592503,1,,S3,1.0,36.608594999999994,afbc92230e9990edc9d58ef6a3a0a91eea5659d65890cf6728f4d72ab7475f62,True,SUCCESS_H2S,149.797229,54.331114
195,H2S,14.976587,0,5.217601,,sw0031,sw0033,l_sw0031_sw0033,True,166591,52.368384,19185664,0.6433867573500679,1952196,ba818f17caa440f613214298123f91d653291164b4f894e517e92c71c40171dc,12.556289,1,,S3,1.0,37.391797,a7e9433db9ea7e24281f71c8713767bbfbe0023cacc21d375bde027731f04498,True,SUCCESS_H2S,151.315749,54.900268
195,H2S,15.378469,0,5.054682,,sw0033,sw0035,l_sw0033_sw0035,True,166501,52.351444,19189760,0.6501685427701598,1953768,70514dece021edadaacf15880f663603f98ae6fec78565e23007dea46b65ea2c,13.396632,1,,S3,1.0,36.972975,d12ac4b464e6c264c1765344da8e77be339985e6a82196fc6c837238446f4ecb,True,SUCCESS_H2S,152.910732,55.691322
195,H2S,14.999151000000001,0,5.024134,,sw0035,sw0037,l_sw0035_sw0037,True,166161,52.054714,19185664,0.7116735461845382,1949483,09e7987da1c18d5481e1bd16e010af6d30502de7d0641808167aec8944b3cc2c,26.732381,1,,S3,1.0,37.05556299999999,b800b707038c76faf8ea7754a7cb621b155d017f8acd93bf528cde2a5e717e0b,True,SUCCESS_H2S,167.375866,56.145364
195,H2S,14.902504,0,4.964364,,sw0037,sw0039,l_sw0037_sw0039,True,166586,51.663726,19181568,0.637272829717626,1947598,f1806f0f181a2bb2a00e5bad24af312c8c2eef6876bb11a7eadf194edf086810,12.571288,1,,S3,1.0,36.761222,d313baa6176faef986dbbac656378a7adfcc45f9dd4fc00c5ad690d2cc29a5cb,True,SUCCESS_H2S,149.877837,54.86846
195,H2S,15.192211,0,5.294563,,sw0039,sw0041,l_sw0039_sw0041,True,166546,54.997424,19185664,0.6556074778455312,1951796,b0186ac7ae9aae28b9e627dc59d634e7292239c47f82d38fcb54e01f745272a5,12.639034,2,,S3,1.0,39.805213,2fab4bc8daf14bf0346c9c8fe23e308126db43e39ac2b4697a1c72db6c6f7b12,True,SUCCESS_H2S,154.189895,54.94956
195,H2S,15.108459,0,5.029802,,sw0041,sw0043,l_sw0041_sw0043,True,166552,53.162488,19185664,0.651969566067023,1950329,e14cf9cd70d1d6bf4cf6c78590c42a73d8ccdf5f85a53e5383402fa00f2115d5,12.895919,2,,S3,1.0,38.054029,09cee3f19293d9b49a91afdef4f7e929445698079b8793ebda87ba3dbcf99655,True,SUCCESS_H2S,153.334308,55.791436
195,H2S,14.971046999999999,0,5.084073,,sw0043,sw0045,l_sw0043_sw0045,True,166212,51.690566,19185664,0.6437440698341367,1953240,97264fe52800c6da9f1710ce66807ded656e59d62a1c565e428f3f43eae8979a,13.645355,2,,S3,1.0,36.719519,f2d65652057c5fe735744bf4f14c505dbba169ec237c2ff394f0f314f47e74c8,True,SUCCESS_H2S,151.399784,54.917249
195,H2S,14.964193,0,5.146461,,sw0045,sw0047,l_sw0045_sw0047,True,167230,52.591035,19181568,0.6592373874571442,1951009,0dd1dc8c0fcb6753c4a7c6afc5b83717a587b33d91f8b62c86dff241be0c8566,15.086464,2,,S3,1.0,37.626841999999996,ceead3f2f15b5b85c19548c18675e9c72c17d12f70ae2b397f7d0e6ce587c9f8,True,SUCCESS_H2S,155.0436,55.628407
195,H2S,15.624554,0,5.238662,,sw0047,sw0049,l_sw0047_sw0049,True,166480,52.489741,19173376,0.7078665726855676,1952615,e20fbac56340c4bd6c6445e40609e57af65d1662ceb3c96f79eb9c8d88228fc9,27.025244,2,,S3,1.0,36.865187000000006,90e1c31384925cb42b3e3704ca54ac649f8c3b36f5d4b2b1ad68c4c92b46472f,True,SUCCESS_H2S,166.480518,54.976044
195,H2S,15.197865,0,5.16467,,sw0051,sw0053,l_sw0051_sw0053,True,166482,52.333081,19181568,0.6627596334832382,1951177,d6520d004450e164265f099bbee7d3bd1fd8e964682d63e0bec44865ec95c611,12.584001,2,,S3,1.0,37.135216,cb940601ae7e5d8d57fc4715b9f68006d3c6338fbe95ab97d7e706543e76bd97,True,SUCCESS_H2S,155.871984,59.021049
195,H2S,15.379901,0,5.363975,,sw0053,sw0055,l_sw0053_sw0055,True,166014,53.152645,19173376,0.6521924574542708,1954478,79d682c4b7414966b25b19c416d344846ab375d13ff2754b8a1ddf9bd2993128,14.18368,2,,S3,1.0,37.772744,7a9faeaf32f289d62ba6177ad200aeff08f05564a22cdebc567373dd7822158d,True,SUCCESS_H2S,153.386729,54.129791
195,H2S,15.710387999999998,0,4.999679,,sw0055,sw0057,l_sw0055_sw0057,True,166332,54.360612,19181568,0.6792755064296965,1950386,b390b18d6a3d3f961668163c2f922233e745469e2a68bc780d5c2f41a7c7cf12,14.248264,2,,S3,1.0,38.65022400000001,cbcfd6fbcfb23e52b91a3caf78a193f88098869927f24eba557fd76fe6e37fb4,True,SUCCESS_H2S,159.756291,59.081071
195,H2S,15.613011,0,5.150158,,sw0057,sw0059,l_sw0057_sw0059,True,166505,52.814264,19181568,0.6854634094604585,1948619,441dc97c94f1b6d7f4aecd533bb944955834a6b6f66f2e128cb961f5a428a9df,14.715496,2,,S3,1.0,37.201253,2185724cc9b7c11425c811158bd89344e12f1c3c8b57d7b792cdcd91aaa77c22,True,SUCCESS_H2S,161.211601,61.2682
195,H2S,15.707740000000001,0,5.39872,,sw0059,sw0061,l_sw0059_sw0061,True,166881,57.569565,19185664,0.7469915222144087,1954064,f34314da2659f82dee25c73a7b142f5615ae84e2036e1aa13a885563ccf2ed99,27.514071,3,,S3,1.0,41.861824999999996,c616407bcd83cd81331e115008d1635ee10f9993f1eb5aac30e0e4d2ed3bbb18,True,SUCCESS_H2S,175.68217,58.121916
195,H2S,15.733506000000002,0,5.170888,,sw0061,sw0063,l_sw0061_sw0063,True,167415,53.218471,19169280,0.6623037098118009,1951930,be68ab8a82166856aa07bbd3b5db1cccde65b27494d2f1928e8f12a3e5733c01,13.394386,3,,S3,1.0,37.484965,18e539cd6735b7ba18e653bfdde27e489b26bf87fbee0cae2ce0ffea299307a7,True,SUCCESS_H2S,155.764757,57.496612
195,H2S,15.309224,0,5.079996,,sw0063,sw0065,l_sw0063_sw0065,True,166380,52.193676,19169280,0.6384715347595272,1951280,d385c322f6939a913a2ac90306d3a54f5770f7c48db10e86a0d754884f437bf7,12.641002,3,,S3,1.0,36.884452,3664dbf7099ddd2866aa8941c62f4b06f569a3653adfd36983fd5476e82ac0d7,True,SUCCESS_H2S,150.159756,53.804938
195,H2S,15.198727,0,4.992149,,sw0065,sw0067,l_sw0065_sw0067,True,166962,52.260642,19181568,0.6508126321662355,1949753,6441141398575c308e00d13136ddc3317a27a1f6710c0ee99680117375a2a3d6,13.569415,3,,S3,1.0,37.061915,7895e2644938fe08ad6735a3447d73fbe4008af7cfbcf9c0ff0819265b06dc2c,True,SUCCESS_H2S,153.062213,55.250495
195,H2S,15.521802,0,4.934242,,sw0067,sw0069,l_sw0067_sw0069,True,167177,51.726961,19181568,0.7264384412668397,1951019,4940d306e9d171cd957830d4d477e7b8aa927f0203d3533cbc1a29103406e66f,27.757985,3,,S3,1.0,36.205159,f19519b03df94ff25a19bff5392679490cf1fd26161c25b1144240086c919a01,True,SUCCESS_H2S,170.848367,59.091358
195,H2S,15.511412,0,5.098426,,sw0069,sw0071,l_sw0069_sw0071,True,167089,52.912419,19017728,0.6519972590069736,1949312,159a42641fa1b8ea9c0917bf89744a50fea9d6ecac2a6369d9597739f33d47f9,13.183887,3,,S3,1.0,37.401007,b5a43cd5a43e75b5d52de83df83a52b1115fa4ce2269780daa98f2ed3682aca6,True,SUCCESS_H2S,153.340821,55.589671
195,H2S,15.685224000000002,0,4.873082,,sw0071,sw0073,l_sw0071_sw0073,True,167034,52.050231,19185664,0.6482072635379773,1949284,63767d815c95caaf2b69a85f6746958a9558cd37baa25f3c8a7c8d906151b243,12.751661,3,,S3,1.0,36.36500699999999,efa4a03343303c5c7948b6c9dbaedcd6d78f785268e4c7d02052ea1143bdf4d0,True,SUCCESS_H2S,152.449466,56.179071
195,H2S,15.730014,0,5.042247,,sw0073,sw0075,l_sw0073_sw0075,True,167522,52.087902,19185664,0.6517297306653883,1951722,37ff4a17df4ef19920f9db2c5560705df5d7d81b3924efa6fa13cc91123ce7f9,13.472826,3,,S3,1.0,36.357888,98b51766cbf0e3013cd467b84e8788a8dfeb9a6550dcb06ce40181ee6b641cbf,True,SUCCESS_H2S,153.277902,56.008218
195,H2S,16.740433999999997,0,5.306392,,sw0075,sw0077,l_sw0075_sw0077,True,167089,55.203351,19189760,0.7125763113656235,1948550,eb7df0caa1e0ce5b15613668104799d467fc5c1ba9d6c51c51dedaee1c7d9738,16.550523,3,,S3,1.0,38.462917000000004,2aba5f495173a695449f0f5762baad8a1c799fb65c14297767a2fa31060c5c87,True,SUCCESS_H2S,167.588184,62.61246
195,H2S,16.575863,0,5.155186,,sw0077,sw0079,l_sw0077_sw0079,True,167027,57.048758,19169280,0.691469354611251,1946501,46d3f232aea2af41d1a26fd908346fdf743b5c399604c7b91a17eb8a74af1409,14.902019,3,,S3,1.0,40.472895,780e1a5531b44795890b7cdb4b4df08d5b352199dcfb644902f3a6b8eeeda65e,True,SUCCESS_H2S,162.624117,58.114831
195,H2S,15.541838,0,5.326592,,sw0079,sw0081,l_sw0079_sw0081,True,166959,53.053606,19185664,0.7035395433773933,1954676,ca96c31d7faea6768e03ed5aa42f2542d551695f0ed89079c5409033c4d9da33,27.153768,4,,S3,1.0,37.511768000000004,57bbc73bf364e5cb041b69f763f1993fede216ebee2ab84db0295b8a57e08793,True,SUCCESS_H2S,165.46286,53.191395
195,H2S,16.197832,0,4.957759,,sw0081,sw0083,l_sw0081_sw0083,True,166973,53.764861,19185664,0.672250819953171,1953102,d3f80d3776989a5c2630f5502d28bf7f8f2c034023734478e8e550764c746f4f,13.268449,4,,S3,1.0,37.567029000000005,180869aee7e2217b64a73757bcf7de894ad3cf309f3491ef68a4565ecdf4e82a,True,SUCCESS_H2S,158.104181,59.136744
195,H2S,16.018908,0,5.234507,,sw0083,sw0085,l_sw0083_sw0085,True,166278,52.924923,19185664,0.6492449515457952,1954577,2f01f1e803e56a97779b1541e9ebcfca54d69efedd818b4747532b8ae51958ab,13.118278,4,,S3,1.0,36.906015,bce95e8d75c5d2fab60ae48212795bcf8bc2a3a449ed64844f7c60e46afe70b9,True,SUCCESS_H2S,152.693516,54.93559
195,H2S,16.14329,0,5.048916,,sw0085,sw0087,l_sw0085_sw0087,True,166582,53.506964,19173376,0.6618510856523244,1949737,f0fabd40ca2ef556c79e689609162e5c4756ef9348d3f63ab408e30b6caf1a73,14.387945,4,,S3,1.0,37.363674,17bc1bea456dcf53eb4bd0d9bb75f6bb58d78aa53334348f3c14206379629e91,True,SUCCESS_H2S,155.658306,56.295984
195,H2S,15.876416,0,5.149001,,sw0087,sw0089,l_sw0087_sw0089,True,166718,52.749666,19189760,0.6506544384258919,1951016,7e830f6ad7f6f533967845b4edafdb99a578b31c1cdff790c909522a69046dca,14.343937,4,,S3,1.0,36.87325,811d6a63db4db6b968edd9bf83d3e3ab81703f27640d2cbfbb60c816831d6205,True,SUCCESS_H2S,153.025008,54.750879
195,H2S,15.941758,0,5.1493,,sw0089,sw0091,l_sw0089_sw0091,True,166771,53.837727,19202048,0.7127627465472617,1954589,14ee2e3c4a4d5d4f9831325e49e0b462126cf0efa8f09e7945da57cd8ced363c,27.399466,4,,S3,1.0,37.895969,47286ec7ecc35ad8d232d8d7216e3199bbc3b58f9d7df93c0461555f0cb9fb6d,True,SUCCESS_H2S,167.632031,54.930032
195,H2S,16.202075999999998,0,5.084447,,sw0091,sw0093,l_sw0091_sw0093,True,166784,53.283915,19038208,0.655821861084024,1953740,14adffd126c1a7da319ee2541ca272fe1b46112909e2022bd1dd7c6c752b7b98,13.056451,4,,S3,1.0,37.081839,e58335cfc6ef71514881cd392f144e7b39c348f3f2af1b21c3bcbd1abe447743,True,SUCCESS_H2S,154.240315,56.644233
195,H2S,16.420335,0,4.97789,,sw0093,sw0095,l_sw0093_sw0095,True,166125,53.132901,19193856,0.6553110490106488,1954710,c177c9d86ac53758b319009b93b6324e5d7b1722e15c04600957f0a0bf6d8398,13.213387,4,,S3,1.0,36.712565999999995,eca9fa6e8764f4c48cbf7655fb0332f5a308f5fd7e5360f307bd59acd620e2c2,True,SUCCESS_H2S,154.120179,56.098981
195,H2S,16.785131,0,4.933977,,sw0095,sw0097,l_sw0095_sw0097,True,166513,57.714315,19193856,0.685598753230083,1954143,c98d998491e242f8a7f1218e61cd21a44d4c8b79d8702397e431c197d85a7d3f,14.036573,4,,S3,1.0,40.929184,b6e470629be0294d722ca2e3c064eb40705af430f74ed231af9cb624adb14db3,True,SUCCESS_H2S,161.243432,58.191959
1,H2S,0.29057099999999997,0,7.089497,,sw0018,sw0019,l_sw0018_sw0019,True,316984,59.671737,29888512,0.6474459189320756,3625458,11481d724825724e3ccd18356e855db6660602cf5ae8064ff467dc5aeef2dc64,41.029623,0,,S4,1.0,59.381166,38c529c82e0bdcc9df932cb2f5de67e34ddd79fe3b7882a78375511d4b4fceb3,True,SUCCESS_H2S,325.523346,179.612981
109,H2S,15.976207999999998,0,6.599472,,sw0030,sw0032,l_sw0030_sw0032,True,317240,74.53909,30650368,0.6640008526022492,3643238,ce5ce5b98d03923a0f60d4fdfdb6fd9851de565cc3c73c3c6c062d9ba6fa1efa,25.154857,2,,S4,1.0,58.562882,b5c1e56b05b5be10a45afa21e4d1f38bd653859dfb640ec9c70776f67c70b74b,True,SUCCESS_H2S,333.846848,183.460557
125,,0,76.927734,6.564506,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0159,sw0161,l_sw0159_sw0161,False,0,79.01612,30605312,1.2049769856742647,0,,0,4,,S4,0.994,0,,False,HEURISTIC_NOT_FOUND,605.839235,0
1,H2S,0.305988,0,6.938582,,sw0117,sw0118,l_sw0117_sw0118,True,317013,57.097422,29892608,0.6355304806895232,3625679,dde320e8017915ff7d869de763887d54a47a93db44f9dacb782982004d7e601f,40.828242,0,,S4,1.0,56.791434,4885a89c93e37a164debedbf2f1fc547e06f18211256d0e5150663112aad8210,True,SUCCESS_H2S,319.532493,177.60777
2,H2S,0.440289,0,7.055998,,sw0041,sw0042,l_sw0041_sw0042,True,317054,62.652643,29896704,0.6051836507058648,3625524,939e8e2cdca442d94f196e57398a04a7806167897093ebe3db30d92f896a1512,23.812777,0,,S4,1.0,62.212354,b38bf897ddce9911b683d55cb76181c820449f53b64ff4a456e51719551c46c4,True,SUCCESS_H2S,304.274691,174.042342
2,H2S,0.45893,0,6.929211,,sw0079,sw0080,l_sw0079_sw0080,True,316942,57.844754,29896704,0.6092240340974708,3625374,77c576ce7884b19e70b93d1e1591e181eb36f9939a6a53ca96542f3635dc4344,23.919439,0,,S4,1.0,57.385824,446a8bcde5c44059af48100ca5176a8d4d5d7a809a0dff949ab703e0ed598e05,True,SUCCESS_H2S,306.306118,181.260549
2,H2S,0.471692,0,7.16541,,sw0126,sw0127,l_sw0126_sw0127,True,317010,57.872823,29900800,0.6232245203372464,3625720,b001b7cc06dec732bf9596ef010586aac11e398cedc27a63b8b3aade1f01e7ca,38.24867,0,,S4,1.0,57.401131,71fd3704ea4ac3b660df3ebe1b49a9bf4767cce4d18acd72a31be8791a7fdfbe,True,SUCCESS_H2S,313.345293,173.218568
2,H2S,0.439917,0,6.918623,,sw0162,sw0163,l_sw0162_sw0163,True,316788,56.806656,29728768,0.6114734599068343,3626064,fecec942be7d3fe8249a4a697dee65333307985521a94acec2f7064848a0d5e5,24.056912,0,,S4,1.0,56.366738999999995,6a5d88d3283deb0bd34f4ee8f828224cd5c4f19277b5156a0dcf906d3046da8e,True,SUCCESS_H2S,307.437086,183.685079
3,H2S,0.5736829999999999,0,6.634653,,sw0063,sw0064,l_sw0063_sw0064,True,317076,57.3599,29900800,0.6634198896301424,3626323,c3a2fdfaeb60d67d3deb7958219cbffef2000bac11a7b95a3f48f2f4369e08a8,26.604347,0,,S4,1.0,56.786217,e291a226d92bf4f541c310cd6285d0c5a234dec7c98c86b40d105ce59508cfaa,True,SUCCESS_H2S,333.554751,207.389919
