affected_flow_count,algorithm_used,candidate_route_generation_ms,celf_wall_ms,conversion_ms,diagnostic,endpoint_a,endpoint_b,fault_id,feasible,gzip_bytes,h2s_wall_ms,peak_rss_bytes,pf_to_p0_runtime_ratio,profile_bytes,profile_hash,profile_normalization_ms,quantile_bin,repeat,scenario_id,scheduled_flow_ratio,scheduling_ms,semantic_profile_hash,semantic_valid,status,total_backend_ms,verification_ms
5,,0,192.315588,16.8451,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0066,sw0067,l_sw0066_sw0067,False,0,226.515204,106741760,0.958546327374918,0,,0,1,,S6,0.995,0,,False,HEURISTIC_NOT_FOUND,3336.087867,0
6,,0,196.548572,17.552043,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0089,sw0090,l_sw0089_sw0090,False,0,214.852519,105963520,0.9521146167304942,0,,0,1,,S6,0.988,0,,False,HEURISTIC_NOT_FOUND,3313.703188,0
6,H2S,2.052092,0,17.149431,,sw0311,sw0312,l_sw0311_sw0312,True,1319816,222.249838,107241472,0.5116221262890434,14392383,76e12e55c3d4ab2b11079508c5ad0866583355ad432d39da95205c09d3ce4242,117.137088,1,,S6,1.0,220.19774600000002,a580f7aaa93730a0137ba49512be75b8d089f500e85c7293682b80a411420c28,True,SUCCESS_H2S,1780.630022,1279.339836
221,,0,244.411515,15.348159,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0172,sw0174,l_sw0172_sw0174,False,0,277.061801,100462592,0.9417363630469551,0,,0,1,,S6,0.904,0,,False,HEURISTIC_NOT_FOUND,3277.583112,0
227,,0,253.626416,15.451928,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0206,sw0208,l_sw0206_sw0208,False,0,267.934506,101355520,0.9264018040166657,0,,0,1,,S6,0.911,0,,False,HEURISTIC_NOT_FOUND,3224.213301,0
229,,0,248.604864,15.839588,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0055,sw0057,l_sw0055_sw0057,False,0,269.585236,101568512,0.9458980202258228,0,,0,1,,S6,0.914,0,,False,HEURISTIC_NOT_FOUND,3292.067184,0
229,,0,256.249185,15.745718,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0087,sw0089,l_sw0087_sw0089,False,0,265.699149,100335616,0.9276448004201209,0,,0,2,,S6,0.904,0,,False,HEURISTIC_NOT_FOUND,3228.539378,0
231,,0,252.052887,15.89078,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0032,sw0034,l_sw0032_sw0034,False,0,273.345517,100548608,0.9540819413105822,0,,0,2,,S6,0.904,0,,False,HEURISTIC_NOT_FOUND,3320.550189,0
232,,0,249.214293,15.386797,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0257,sw0259,l_sw0257_sw0259,False,0,271.941621,100487168,0.9217921166726203,0,,0,2,,S6,0.901,0,,False,HEURISTIC_NOT_FOUND,3208.169922,0
233,,0,254.766949,15.787196,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0240,sw0242,l_sw0240_sw0242,False,0,271.328602,100532224,0.9593126020545706,0,,0,2,,S6,0.905,0,,False,HEURISTIC_NOT_FOUND,3338.75478,0
234,,0,248.762105,15.594703,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0076,sw0078,l_sw0076_sw0078,False,0,268.970237,100741120,0.9379775910120586,0,,0,2,,S6,0.907,0,,False,HEURISTIC_NOT_FOUND,3264.501226,0
235,,0,253.313105,15.663768,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0081,sw0083,l_sw0081_sw0083,False,0,270.39016,100954112,0.9433843139195685,0,,0,2,,S6,0.908,0,,False,HEURISTIC_NOT_FOUND,3283.318577,0
236,,0,251.126037,15.958685,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0016,sw0018,l_sw0016_sw0018,False,0,268.957507,99872768,0.9292663063397245,0,,0,2,,S6,0.895,0,,False,HEURISTIC_NOT_FOUND,3234.182805,0
237,,0,250.408015,15.960307,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0130,sw0132,l_sw0130_sw0132,False,0,271.01284,100552704,0.9394557322323135,0,,0,3,,S6,0.905,0,,False,HEURISTIC_NOT_FOUND,3269.645692,0
238,,0,248.322644,16.048986,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0148,sw0150,l_sw0148_sw0150,False,0,265.592844,99880960,0.9353487613245124,0,,0,3,,S6,0.897,0,,False,HEURISTIC_NOT_FOUND,3255.351948,0
239,,0,254.624121,15.425993,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0080,sw0082,l_sw0080_sw0082,False,0,271.724426,100196352,0.945506843347896,0,,0,3,,S6,0.901,0,,False,HEURISTIC_NOT_FOUND,3290.705747,0
240,,0,259.996772,16.234996,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0024,sw0026,l_sw0024_sw0026,False,0,275.106903,100601856,0.9492739734222774,0,,0,3,,S6,0.903,0,,False,HEURISTIC_NOT_FOUND,3303.816722,0
240,,0,260.067732,15.83542,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0220,sw0222,l_sw0220_sw0222,False,0,270.149494,101605376,0.9420347024460465,0,,0,3,,S6,0.914,0,,False,HEURISTIC_NOT_FOUND,3278.621441,0
241,,0,253.215333,16.037431,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0228,sw0230,l_sw0228_sw0230,False,0,271.401554,101036032,0.9461826389243224,0,,0,3,,S6,0.911,0,,False,HEURISTIC_NOT_FOUND,3293.05776,0
242,,0,250.616855,15.792797,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0067,sw0069,l_sw0067_sw0069,False,0,276.763247,100941824,0.9410322100725808,0,,0,3,,S6,0.906,0,,False,HEURISTIC_NOT_FOUND,3275.132405,0
242,,0,256.63483,16.226661,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0331,sw0333,l_sw0331_sw0333,False,0,271.074494,100872192,0.9443710995919294,0,,0,3,,S6,0.905,0,,False,HEURISTIC_NOT_FOUND,3286.752948,0
243,,0,259.829014,15.272844,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0039,sw0041,l_sw0039_sw0041,False,0,273.424257,100929536,0.9285494776711046,0,,0,4,,S6,0.907,0,,False,HEURISTIC_NOT_FOUND,3231.687982,0
244,,0,249.580911,16.248722,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0152,sw0154,l_sw0152_sw0154,False,0,275.585304,100343808,0.9427557502164504,0,,0,4,,S6,0.901,0,,False,HEURISTIC_NOT_FOUND,3281.130948,0
245,,0,269.005459,15.399057,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0179,sw0181,l_sw0179_sw0181,False,0,274.961575,101814272,0.9934773542652531,0,,0,4,,S6,0.917,0,,False,HEURISTIC_NOT_FOUND,3457.660473,0
246,,0,274.665186,28.3323,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0096,sw0098,l_sw0096_sw0098,False,0,265.70771,101380096,0.9489349810639032,0,,0,4,,S6,0.914,0,,False,HEURISTIC_NOT_FOUND,3302.636906,0
247,,0,274.464694,15.431703,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0305,sw0307,l_sw0305_sw0307,False,0,265.365302,101785600,0.9537283909823028,0,,0,4,,S6,0.914,0,,False,HEURISTIC_NOT_FOUND,3319.319706,0
249,,0,277.084185,15.367155,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0090,sw0092,l_sw0090_sw0092,False,0,267.393016,100417536,0.9370652234682901,0,,0,4,,S6,0.904,0,,False,HEURISTIC_NOT_FOUND,3261.325857,0
250,,0,281.684455,15.345046,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0277,sw0279,l_sw0277_sw0279,False,0,266.028721,102113280,0.9640959595693326,0,,0,4,,S6,0.915,0,,False,HEURISTIC_NOT_FOUND,3355.402594,0
1,H2S,1.133996,0,33.574506,,sw0141,sw0142,l_sw0141_sw0142,True,2930900,456.386797,218308608,0.33407908136792236,29866372,5f5d6af5d0411a73682818f1b151e85d627d8c62c4c09f20f0923e14648ac612,319.564908,0,,S7,1.0,455.252801,968c21bec55a3c81952fde7501c9fb66e62852e951c722aa1593bad1cc4e88a2,True,SUCCESS_H2S,3794.73981,2670.960633
467,,0,524.85043,28.171186,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0259,sw0261,l_sw0259_sw0261,False,0,505.375417,198557696,0.5821839168943443,0,,0,2,,S7,0.8795,0,,False,HEURISTIC_NOT_FOUND,6612.914754,0
528,,0,544.131907,28.378568,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0047,sw0049,l_sw0047_sw0049,False,0,525.358226,200847360,0.5782044171127104,0,,0,4,,S7,0.882,0,,False,HEURISTIC_NOT_FOUND,6567.712384,0
2,,0,414.254861,32.788329,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0133,sw0134,l_sw0133_sw0134,False,0,425.027522,218157056,0.5979584469929149,0,,0,0,,S7,0.9985,0,,False,HEURISTIC_NOT_FOUND,6792.094597,0
2,H2S,1.4694319999999998,0,32.019996,,sw0266,sw0267,l_sw0266_sw0267,True,2930933,424.179652,218316800,0.32608354478102314,29867015,db0b6d249b976fd2ad00857bd75ee14eb9d2163f1c07f0258eb814cf21c3f4e7,259.793992,0,,S7,1.0,422.71022,8036ce181d8f49624aa2bcd942c93d126992c733ef259d6367316470860cd1af,True,SUCCESS_H2S,3703.920053,2670.48387
3,H2S,1.793067,0,33.300474,,sw0181,sw0182,l_sw0181_sw0182,True,2930968,433.610085,218419200,0.3322304155715136,29866991,840ed684f4a098657cbe1d4db04a36b2fc544410e1b6ae03ccfcd5e87aa68183,320.563834,0,,S7,1.0,431.817018,10f830f748397ef27c707283a144f2b459009f2913d30eea39e2277ce58076a6,True,SUCCESS_H2S,3773.741172,2668.588168
4,,0,420.072124,32.327807,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0169,sw0170,l_sw0169_sw0170,False,0,430.152445,217587712,0.5998657373437902,0,,0,0,,S7,0.995,0,,False,HEURISTIC_NOT_FOUND,6813.75914,0
4,,0,418.431054,32.47245,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0293,sw0294,l_sw0293_sw0294,False,0,422.280192,218206208,0.5968939658380178,0,,0,0,,S7,0.999,0,,False,HEURISTIC_NOT_FOUND,6780.003361,0
5,H2S,2.3534189999999997,0,34.042386,,sw0165,sw0166,l_sw0165_sw0166,True,2931043,429.279761,218189824,0.3435479885289637,29867190,1e9be5d8b3d878ba0f6244502cac31f4464dc9463653c76d5e8ff5d8ea36cca4,318.697129,0,,S7,1.0,426.92634200000003,d21c29ab4869c8ce8c8cc05dbf1c7fc7000231636b2695afd964f96fbee169ea,True,SUCCESS_H2S,3902.295299,2803.561825
5,H2S,2.322987,0,32.811613,,sw0319,sw0320,l_sw0319_sw0320,True,2930828,438.400875,218435584,0.330252927179631,29864940,41c17723ace287f08e82fc62548fe7ee0068ac1a1bb433b78d876a68042ad5c1,319.728927,0,,S7,1.0,436.077888,c2debf1fee3a8ef959d8619868b3394fd2b8a55547c96ba027162cc7f2d9090c,True,SUCCESS_H2S,3751.279263,2642.947898
5,H2S,2.285085,0,32.40924,,sw0322,sw0323,l_sw0322_sw0323,True,2930883,441.572413,218243072,0.33163474579770497,29864867,9c4a11f625221c4952660cd9f812d6ecd202a2fff81f20978dae0dd0446b2055,315.761496,1,,S7,1.0,439.287328,458dc70640add111ca7d45c298c29a8f8e024f3b505ae5337021b33f1e6aa79d,True,SUCCESS_H2S,3766.975074,2661.460549
6,,0,422.804642,32.344619,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0260,sw0261,l_sw0260_sw0261,False,0,432.128838,218439680,0.5966868748997918,0,,0,1,,S7,0.999,0,,False,HEURISTIC_NOT_FOUND,6777.651055,0
7,H2S,2.952219,0,34.998437,,sw0056,sw0057,l_sw0056_sw0057,True,2930913,453.251808,218435584,0.3425751429656785,29864720,8b27141ba6642a36b95a52861b65a8805dde2858a0c4637380f8364e0e032ee2,355.001286,1,,S7,1.0,450.29958899999997,e759c95474a950cdde598289780e6d053be5be3e6e76e16241f8906bebd9d219,True,SUCCESS_H2S,3891.244934,2716.053432
7,H2S,2.873384,0,32.845888,,sw0265,sw0266,l_sw0265_sw0266,True,2930840,440.400947,218427392,0.33209956591457207,29864595,42f8ad2ed53da0210f3b67452da80b55c38e132e78bae710843a081e1d768b52,304.858506,1,,S7,1.0,437.527563,0a4f910b495ff7f759e68b5b14d2304de1a8d7fbc0e977dc2e4f502cd370f15c,True,SUCCESS_H2S,3772.254876,2677.031339
8,,0,429.301372,32.205432,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0096,sw0097,l_sw0096_sw0097,False,0,436.406329,218218496,0.6001638142455469,0,,0,1,,S7,0.999,0,,False,HEURISTIC_NOT_FOUND,6817.144938,0
9,,0,419.134053,34.430659,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0024,sw0025,l_sw0024_sw0025,False,0,460.064414,217911296,0.599652985951965,0,,0,1,,S7,0.997,0,,False,HEURISTIC_NOT_FOUND,6811.342538,0
9,,0,425.590049,34.543426,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0216,sw0217,l_sw0216_sw0217,False,0,429.713252,218451968,0.5989492528930463,0,,0,1,,S7,0.9995,0,,False,HEURISTIC_NOT_FOUND,6803.34897,0
10,,0,436.895615,33.787827,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0153,sw0154,l_sw0153_sw0154,False,0,439.597241,218271744,0.601362881013105,0,,0,1,,S7,0.999,0,,False,HEURISTIC_NOT_FOUND,6830.764906,0
10,,0,422.410512,34.493727,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0160,sw0161,l_sw0160_sw0161,False,0,437.951005,218263552,0.604982517738888,0,,0,2,,S7,0.9995,0,,False,HEURISTIC_NOT_FOUND,6871.879661,0
11,,0,422.040236,33.315073,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0334,sw0335,l_sw0334_sw0335,False,0,433.072553,216838144,0.6092137191295458,0,,0,2,,S7,0.9915,0,,False,HEURISTIC_NOT_FOUND,6919.941061,0
14,,0,422.799806,33.235431,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0046,sw0047,l_sw0046_sw0047,False,0,430.714285,218120192,0.6035829638956365,0,,0,2,,S7,0.9975,0,,False,HEURISTIC_NOT_FOUND,6855.982399,0
23,,0,429.187832,32.759529,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0066,sw0067,l_sw0066_sw0067,False,0,423.474524,216936448,0.6259604756242656,0,,0,2,,S7,0.99,0,,False,HEURISTIC_NOT_FOUND,7110.164236,0
470,,0,541.262652,30.276794,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0263,sw0265,l_sw0263_sw0265,False,0,513.327949,201723904,0.5808936442457944,0,,0,2,,S7,0.8885,0,,False,HEURISTIC_NOT_FOUND,6598.258796,0
474,,0,532.238818,28.60226,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0231,sw0233,l_sw0231_sw0233,False,0,514.025955,198049792,0.6048616866516731,0,,0,2,,S7,0.8785,0,,False,HEURISTIC_NOT_FOUND,6870.507164,0
477,,0,530.176143,29.071454,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0167,sw0169,l_sw0167_sw0169,False,0,509.533509,197267456,0.5653301012692635,0,,0,2,,S7,0.874,0,,False,HEURISTIC_NOT_FOUND,6421.475515,0
479,,0,540.237587,29.619056,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0331,sw0333,l_sw0331_sw0333,False,0,520.379118,199614464,0.5795315297216346,0,,0,3,,S7,0.8845,0,,False,HEURISTIC_NOT_FOUND,6582.7868,0
481,,0,532.042316,29.033643,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0210,sw0212,l_sw0210_sw0212,False,0,518.295968,198934528,0.5733959092323362,0,,0,3,,S7,0.8765,0,,False,HEURISTIC_NOT_FOUND,6513.093471,0
483,,0,533.379166,28.646687,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0285,sw0287,l_sw0285_sw0287,False,0,517.18504,198397952,0.5760711105967002,0,,0,3,,S7,0.875,0,,False,HEURISTIC_NOT_FOUND,6543.480567,0
485,,0,529.540563,30.199928,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0158,sw0160,l_sw0158_sw0160,False,0,521.13721,199122944,0.5738369790557212,0,,0,3,,S7,0.88,0,,False,HEURISTIC_NOT_FOUND,6518.103498,0
488,,0,528.490497,29.841276,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0025,sw0027,l_sw0025_sw0027,False,0,523.475335,200441856,0.581451777595243,0,,0,3,,S7,0.882,0,,False,HEURISTIC_NOT_FOUND,6604.598525,0
490,,0,534.457039,28.980326,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0095,sw0097,l_sw0095_sw0097,False,0,528.887566,196329472,0.5649719851398275,0,,0,3,,S7,0.8695,0,,False,HEURISTIC_NOT_FOUND,6417.407743,0
492,,0,541.531918,29.729547,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0007,sw0009,l_sw0007_sw0009,False,0,522.55326,200577024,0.5752826590458228,0,,0,3,,S7,0.8865,0,,False,HEURISTIC_NOT_FOUND,6534.524698,0
494,,0,532.756791,28.823075,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0121,sw0123,l_sw0121_sw0123,False,0,521.003035,197271552,0.573445013068655,0,,0,3,,S7,0.87,0,,False,HEURISTIC_NOT_FOUND,6513.651232,0
494,,0,529.96064,28.808121,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0151,sw0153,l_sw0151_sw0153,False,0,526.603829,198680576,0.5800982127365498,0,,0,4,,S7,0.8765,0,,False,HEURISTIC_NOT_FOUND,6589.223643,0
497,,0,538.275352,29.220952,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0065,sw0067,l_sw0065_sw0067,False,0,526.282977,199565312,0.5719508084403843,0,,0,4,,S7,0.881,0,,False,HEURISTIC_NOT_FOUND,6496.67885,0
499,,0,536.179971,42.30581,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0023,sw0025,l_sw0023_sw0025,False,0,523.020358,200962048,0.5850116641201784,0,,0,4,,S7,0.886,0,,False,HEURISTIC_NOT_FOUND,6645.034589,0
501,,0,540.870511,28.215303,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0019,sw0021,l_sw0019_sw0021,False,0,529.964413,199843840,0.5813133059230711,0,,0,4,,S7,0.8795,0,,False,HEURISTIC_NOT_FOUND,6603.025652,0
503,,0,541.223186,28.279027,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0336,sw0338,l_sw0336_sw0338,False,0,529.380211,200404992,0.5797596480441514,0,,0,4,,S7,0.884,0,,False,HEURISTIC_NOT_FOUND,6585.377952,0
507,,0,551.537431,28.381219,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0228,sw0230,l_sw0228_sw0230,False,0,534.270401,200716288,0.5851338109265523,0,,0,4,,S7,0.8875,0,,False,HEURISTIC_NOT_FOUND,6646.422031,0
512,,0,542.820839,27.897198,H2S and CELF did not produce an all-flow static-valid PF schedule,sw0207,sw0209,l_sw0207_sw0209,False,0,531.731987,200581120,0.5768147460854922,0,,0,4,,S7,0.8835,0,,False,HEURISTIC_NOT_FOUND,6551.927379,0
47,H2S,4.249274,0,2.184433,,sw0001,sw0003,l_sw0001_sw0003,True,43982,29.047738,12288000,1.0325118730838043,529089,bc88265c94ae2687a6632f423b5a914a612f47308389660515cf9fdeb3235da8,3.823118,0,,F150_TT100,1.0,24.798464,df4ea56ce6b1b7c5556c318300b77251a8d88d3c971862eaf11aba462ca98ca2,True,SUCCESS_H2S,55.665285,13.053599
47,H2S,4.139226,0,1.786443,,sw0049,sw0051,l_sw0049_sw0051,True,43917,27.116107,12124160,1.0161572210105159,528996,185e2b7ce007bad0e2385d9213c0f4d7cf8d7a09d7f6a0ba4b463f3342894cdc,3.804464,2,,F150_TT100,1.0,22.976881,67e4a8a0104794a3399cf6fc8e1880dfcbb37106919a7173ff676d54a7abe358,True,SUCCESS_H2S,54.783565,14.304559
47,H2S,4.297701999999999,0,1.752943,,sw0097,sw0099,l_sw0097_sw0099,True,43644,27.436489,12288000,0.9984224805499149,527403,aa0c63ff313447ddfb99ae324847dfb22959967037537c33a55af024634e715c,3.639058,4,,F150_TT100,1.0,23.138787,2140d095e3e69d2ddfd77247e00b4a8bc6f067ead405d63fbfb46bc337dabe07,True,SUCCESS_H2S,53.827441,13.347349
47,H2S,4.491352,0,1.779138,,sw0001,sw0099,l_sw0001_sw0099,True,43530,27.43246,12288000,1.0072047313564023,527987,4a36eb721667aeae31ffe1bc4c26381410424c4c1bb460c8b5ca781c15da3bbe,3.585664,0,,F150_TT100,1.0,22.941108,81a5e277f3e563e90a2432f374437624f475406f5fb92ac954f93de8d2457fe2,True,SUCCESS_H2S,54.300914,13.696143
47,H2S,4.472008000000001,0,2.194637,,sw0003,sw0005,l_sw0003_sw0005,True,43914,27.33406,12288000,1.0018394439180873,528733,99f49a790547dd04920cd96ebda24298d2c3262cda9b56214d82f779eb2ec318,3.588538,0,,F150_TT100,1.0,22.862052,b459cc6249ff631472b6b4567d87c8bca1ae844eb7b2ccc6959ae6046028288a,True,SUCCESS_H2S,54.011658,13.155202
47,H2S,4.208879,0,1.826015,,sw0005,sw0007,l_sw0005_sw0007,True,43696,28.405269,12288000,1.0214308413770323,527531,1424602fa5888adf45f05bed51b30cc95f821c456e7140390e6f88484cf8ac50,3.694327,0,,F150_TT100,1.0,24.19639,be77f02f3485fbd75893b6d1be57579b6095af8ef7d1aa8c27fc2c18031303b7,True,SUCCESS_H2S,55.067879,13.388323
47,H2S,4.519696,0,1.744794,,sw0007,sw0009,l_sw0007_sw0009,True,43777,27.411217,12288000,1.013260823480066,527072,e6f9f40bcf6a795beb4cf2bed45d92a9235f414b20485f394d82f8f0d4d8e585,3.554899,0,,F150_TT100,1.0,22.891521,a1797175a3ee08c40b9390e8770eee989d414899fef60b81347da0c02e2d2279,True,SUCCESS_H2S,54.627413,14.025066
47,H2S,4.239675,0,1.90873,,sw0009,sw0011,l_sw0009_sw0011,True,43946,27.551981,12288000,1.005000511106063,528989,66a2aa7fbe6341504fa04c56f6795e9bbfb8cccd986a0348de2bf4c43dc2b0d8,3.712773,0,,F150_TT100,1.0,23.312306,e18a9d8b49fb4a5e16975e006ac92f2f582f32810e135aaaf0b1b11dc69ce657,True,SUCCESS_H2S,54.182079,13.164151
47,H2S,4.2630799999999995,0,1.899519,,sw0011,sw0013,l_sw0011_sw0013,True,44193,27.193696,12288000,1.000549093550476,528806,3f8084b041f11520e1b9b88f5842036c277e2bedb0fe1907d3c6abb000616e2e,3.533459,0,,F150_TT100,1.0,22.930616,6a79114d1f1d27e15a136ff9f563709e3418ffb5cd4412a068b1b48c3107cd40,True,SUCCESS_H2S,53.942092,13.398729
47,H2S,4.213939,0,1.862659,,sw0013,sw0015,l_sw0013_sw0015,True,44155,27.107755,12288000,1.0039619391343626,528687,598bbddde6ce2a8401d4ebfe4d66686c9a4642db0b30de8efef6074bb6067352,3.630518,0,,F150_TT100,1.0,22.893816,8186a399750d2f0ccc7e6a509acc035e59464f1120189bfa004297c3f34727fe,True,SUCCESS_H2S,54.126087,13.512579
47,H2S,4.2735710000000005,0,1.783062,,sw0015,sw0017,l_sw0015_sw0017,True,43932,27.318009,12124160,0.9911310902377369,527321,53a9f34d4c9aee7c9067e4378a9932781373b45bdab329de2834b16a87df8667,3.526797,0,,F150_TT100,1.0,23.044438,6bf31fca8dc8c73f5504d032b916b74eded7a7a6e3bed21cef32acb1619263ae,True,SUCCESS_H2S,53.434344,12.991867
47,H2S,4.380371,0,2.056819,,sw0017,sw0019,l_sw0017_sw0019,True,43946,27.173998,12288000,0.9950376062214452,526859,8bb6f30d0dbda7a4a982ecade9c145331387f10d0fd8bf64e87b02d6a7f4d484,3.44799,0,,F150_TT100,1.0,22.793627,e00f63a5a47707bc8bdecb0f387f3b2eb0fc9f608688324a02bab2ad4ece78e8,True,SUCCESS_H2S,53.644954,13.163333
47,H2S,4.1269979999999995,0,1.761337,,sw0019,sw0021,l_sw0019_sw0021,True,44005,27.124359,12288000,0.9960372632767891,529405,51e11c8410397114daa04ff7349ccbd99b16efbd158d3c6e5f6b8a76c27e19b2,3.895451,1,,F150_TT100,1.0,22.997360999999998,548d2742427a52d72fef4ef4615ce4ec9d94f605fec2c43af821bf8f09fd0309,True,SUCCESS_H2S,53.698848,13.13078
47,H2S,4.187464,0,1.81862,,sw0021,sw0023,l_sw0021_sw0023,True,44159,27.635678,12288000,1.0014817902397346,528875,63e30fff59ba0dff1576c5c2b64e73bca986833c0ebca21da2af8309c0d9fe4b,3.465306,1,,F150_TT100,1.0,23.448214,2e0c3bedc001e9485df8cd3fc6b8fa79bb3f81e871634fbde7bdd218453e3d3d,True,SUCCESS_H2S,53.992376,13.131513
47,H2S,4.173604,0,2.020735,,sw0023,sw0025,l_sw0023_sw0025,True,44157,27.908073,12124160,1.2564948169987107,529113,9e82e29b74c8e2071777769564440f683393422155bebddf099f4ef1e381bac4,16.134971,1,,F150_TT100,1.0,23.734469,e6880ee7fc1212bf7755c8ee71eb5c034b915ab5d567f99f40ccdf887c53d159,True,SUCCESS_H2S,67.740763,13.678851
47,H2S,4.126088,0,1.780814,,sw0025,sw0027,l_sw0025_sw0027,True,43861,27.060983,12288000,0.9886550034816608,526765,af46d051c0a2aac9a50c1e393191eea44765a7ed35f48f4f15a3d26a15e46701,3.515317,1,,F150_TT100,1.0,22.934895,af6be46305574f7b6a17386313be0b3f713f6a21fea094ea08a02f4616d52069,True,SUCCESS_H2S,53.300852,13.036179
47,H2S,4.195842,0,1.819958,,sw0027,sw0029,l_sw0027_sw0029,True,43942,26.936057,12288000,0.9872598351005459,526775,2c4c43fba611050fe103437780cee814f8c11262a8a41e7e077390fc28624b58,3.522208,1,,F150_TT100,1.0,22.740215000000003,f96a1b947111143502f1b14c1df5802a1e5be3956cfb2f30747ab68f6e200cc2,True,SUCCESS_H2S,53.225635,13.111302
47,H2S,4.152848,0,2.082431,,sw0029,sw0031,l_sw0029_sw0031,True,44024,28.330768,12288000,1.043114091801623,528482,3c0fed3fa6014eedddf16928ec7589dabefd8f1559600c455df1d11cb48b9430,3.823435,1,,F150_TT100,1.0,24.17792,c8228ba5de77c69e655be87b01f0a07790acbe1de19b12bd5caf849aed55c891,True,SUCCESS_H2S,56.236877,13.617075
47,H2S,4.1157770000000005,0,1.882909,,sw0031,sw0033,l_sw0031_sw0033,True,44049,26.761675,12288000,0.9902975913428891,529097,27d2610e956f2f960c04a571132a8f676163caf4b61cffcf07597f46d69ffcfb,3.638179,1,,F150_TT100,1.0,22.645898,e8c450c1834ba771c0ed37458af3693598382669f4d3a44c635c9055ba61392c,True,SUCCESS_H2S,53.389408,13.216227
47,H2S,4.109355,0,2.078703,,sw0033,sw0035,l_sw0033_sw0035,True,43877,27.451661,12124160,0.9923021547011119,527805,0f1f26bcefe9fe415de3b24a20473433c5205fc5a97d8eef13b8a72efb1510fb,3.663073,1,,F150_TT100,1.0,23.342306,f2fe87b58d4792da72a991456957d2ba26eaf7b8331537b72c34503e858ea765,True,SUCCESS_H2S,53.497479,12.44016
47,H2S,4.013078,0,1.816356,,sw0035,sw0037,l_sw0035_sw0037,True,43889,26.898682,12288000,0.9909775265616099,527088,3527053ea2dfa9d6460c74be2eaeca502c2fad4f90e99e2711a61a2e19de34ea,3.530781,1,,F150_TT100,1.0,22.885604,0227cd65d0107afa40280a3e5464e7ab5ddd4cf7d603c78d7c4a0f345424fdf3,True,SUCCESS_H2S,53.426065,13.486418
