scenario,mode,fault_id,failure_time_s,activation_time_s,route_solver_wall_us,smt_solver_wall_us,total_solver_wall_us,simulated_solver_delay_s,activation_wall_us
diamond,online,l_s1_s2,0.005,0.006,7.88,7371.321,7809.576,0.001,19.17
