scenario,mode,fault_id,num_nodes,num_switches,num_end_systems,num_links,num_tt_flows,num_be_flows,tt_sent,tt_received,tt_lost,deadline_miss_count,deadline_miss_ratio,failure_time_s,first_success_after_fault_s,recovery_duration_s,route_solver_wall_us,smt_solver_wall_us,total_solver_wall_us,simulated_solver_delay_s,activation_wall_us,offline_precompute_wall_ms,profile_count,profile_storage_bytes,cluster_count,compression_ratio
diamond,online,l_s1_s2,6,4,2,6,1,1,20,18,2,4,0.222222222222,0.005,0.00619632,0.00119632,7.88,7371.321,7809.576,0.001,19.17,,2,4002,,
