CELF_HNF_count,CELF_HNF_set_sha,CELF_attempted,CELF_complete,CELF_ms,CELF_scheduled_count,CELF_status,H2S_HNF_count,H2S_HNF_set_sha,H2S_complete,H2S_instance_completion_sha,H2S_ms,H2S_order_sha,H2S_scheduled_count,H2S_scheduled_ratio,H2S_status,candidate_vector_sha,formal_backend_complete,input_scenario_sha,input_topology_sha,peak_RSS,policy_cli_value,policy_command_ok,policy_enum,policy_tag,repeat,scale,scenario,static_checker,topology,total_wall_ms,upstream_verifier
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,179.198693,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,2139cc70df0572d519dfeaf0d483a131b62c78d5c4df983431c31d66d799eff4,178.902764,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,1254a6a9f415b320930f1e102d71a8fbc20613fad8e975346af143fb14833e18,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,760aba30715010395d1daff945a92b7d9a8e1f84a5d3251d4a253cbe6d847664,44163072,2,True,LOWEST_ID_FIRST,LOWEST_ID,1,L,L_RING,False,RING,1654.972626,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,175.9059,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,2139cc70df0572d519dfeaf0d483a131b62c78d5c4df983431c31d66d799eff4,169.158554,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,1254a6a9f415b320930f1e102d71a8fbc20613fad8e975346af143fb14833e18,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,760aba30715010395d1daff945a92b7d9a8e1f84a5d3251d4a253cbe6d847664,44003328,2,True,LOWEST_ID_FIRST,LOWEST_ID,2,L,L_RING,False,RING,1538.323377,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,478.279536,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,32c651f21b3faf1b30f98d14075ecee34255b0442d1dbb8df705bd1d07ab13f2,471.948842,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,4e684e52877187f8b74cf6eb5845dd8b04e120eb8d70f30f52d57102b6546412,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,f70bd685d7b0968b11bee2bc815fcadf48a3fa2a5413d0a50eae3033e2a79786,52740096,2,True,LOWEST_ID_FIRST,LOWEST_ID,1,L,L_REDSTAR,False,REDSTAR,2843.135916,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,476.800572,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,32c651f21b3faf1b30f98d14075ecee34255b0442d1dbb8df705bd1d07ab13f2,470.820582,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,4e684e52877187f8b74cf6eb5845dd8b04e120eb8d70f30f52d57102b6546412,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,f70bd685d7b0968b11bee2bc815fcadf48a3fa2a5413d0a50eae3033e2a79786,52740096,2,True,LOWEST_ID_FIRST,LOWEST_ID,2,L,L_REDSTAR,False,REDSTAR,2840.365488,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,373.491756,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,17c3460c39225014f684892917bd1dd41b45aa8c7bdb0b2400c79b8db174743a,366.288681,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,da0cf84a2c9ce0f9e41822c671c33efcf335993e869319b997fee1c29292b449,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,832511ff494f89bfd02bc8f72f6a6050af0b2981a9c51a391815251045e38799,42676224,2,True,LOWEST_ID_FIRST,LOWEST_ID,1,L,L_ROR,False,ROR,2013.698866,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,377.333718,914,HEURISTIC_NOT_FOUND,14,6ba80c16b3b809b03315d5305e376c31933dee59902ded1693f8bc42c3751960,False,17c3460c39225014f684892917bd1dd41b45aa8c7bdb0b2400c79b8db174743a,370.857079,4001a2bc6a524e32de4d86fbb45536559da52ac9b4a66b5d8e879a99570f5b0f,914,0.9849137931034483,HEURISTIC_NOT_FOUND,da0cf84a2c9ce0f9e41822c671c33efcf335993e869319b997fee1c29292b449,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,832511ff494f89bfd02bc8f72f6a6050af0b2981a9c51a391815251045e38799,42676224,2,True,LOWEST_ID_FIRST,LOWEST_ID,2,L,L_ROR,False,ROR,2022.284246,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,70.796562,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,5de000e132a90d2be17cf730dff33fe84554b2c8a6e362a0fa5cfe4aef2ed46b,70.395958,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,70eb5035e0d06393541df8fe4e13dffaf46c6a83bb81447b78cffddd0ba5545c,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,47c438b36a2f35777aa39d1bb082ccbc31cc8978f408fab0312a4857ccfa285c,19312640,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,M,M_RING,False,RING,335.737246,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,71.501692,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,5de000e132a90d2be17cf730dff33fe84554b2c8a6e362a0fa5cfe4aef2ed46b,68.706326,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,70eb5035e0d06393541df8fe4e13dffaf46c6a83bb81447b78cffddd0ba5545c,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,47c438b36a2f35777aa39d1bb082ccbc31cc8978f408fab0312a4857ccfa285c,19476480,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,M,M_RING,False,RING,338.474852,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,105.147571,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,abb76dd69f7c95c954dc82e71fe76493d0facf8622f0b247cdce00b0b4e1988d,104.847666,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,ffc63dff8f98f48b6c9b6293a04b4e3575714f320f6bf47b00cfc3194fa62386,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,fa91787ccaa443c2e67ffad84e9f8afe098b9d95243532ef6546ef498b356ddb,23085056,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,M,M_REDSTAR,False,REDSTAR,547.176268,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,102.477021,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,abb76dd69f7c95c954dc82e71fe76493d0facf8622f0b247cdce00b0b4e1988d,103.482714,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,ffc63dff8f98f48b6c9b6293a04b4e3575714f320f6bf47b00cfc3194fa62386,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,fa91787ccaa443c2e67ffad84e9f8afe098b9d95243532ef6546ef498b356ddb,23080960,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,M,M_REDSTAR,False,REDSTAR,545.204158,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,97.132997,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,0dd08acb99a14d83972639a1010d131c169e3b8fdae7861e14890a7a24d6960c,97.554755,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,4b9f93dac65bd84fc1fc0e5b623f953921a6446854ccf760a104133a48406996,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,cfcfe1f610758115caf2d4e35d72ce0bce4abdbe15c376ea59fdec2cfab917d3,19124224,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,M,M_ROR,False,ROR,414.367777,True
4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,True,False,97.955136,348,HEURISTIC_NOT_FOUND,4,3cef8f64eb6f30c3aabfce8a90e0e66de187609194b7f4450f84eefe1857ec52,False,0dd08acb99a14d83972639a1010d131c169e3b8fdae7861e14890a7a24d6960c,97.788941,642986e604f32b17fe1d641a8f7ed78a258d146de87cd65ef247dbfaa5e9aaf1,348,0.9886363636363636,HEURISTIC_NOT_FOUND,4b9f93dac65bd84fc1fc0e5b623f953921a6446854ccf760a104133a48406996,False,6af96657d1b5b8245475c7fc276200d909404f9f1ef96733b7fbd3feb7b5e271,cfcfe1f610758115caf2d4e35d72ce0bce4abdbe15c376ea59fdec2cfab917d3,19128320,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,M,M_ROR,False,ROR,416.396883,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,178.45401,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,e95b9156a32365ed48eda9a22a7d2aec2dab6a32fbbee595cc4500396538be0c,179.054522,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,1254a6a9f415b320930f1e102d71a8fbc20613fad8e975346af143fb14833e18,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,760aba30715010395d1daff945a92b7d9a8e1f84a5d3251d4a253cbe6d847664,44150784,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,L,L_RING,False,RING,1601.483145,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,177.54665,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,e95b9156a32365ed48eda9a22a7d2aec2dab6a32fbbee595cc4500396538be0c,173.439106,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,1254a6a9f415b320930f1e102d71a8fbc20613fad8e975346af143fb14833e18,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,760aba30715010395d1daff945a92b7d9a8e1f84a5d3251d4a253cbe6d847664,44146688,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,L,L_RING,False,RING,1664.661416,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,475.454595,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,647a035af878784344fb6bd0620561b1814de987918daa4cb5330719db975c92,477.605278,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,4e684e52877187f8b74cf6eb5845dd8b04e120eb8d70f30f52d57102b6546412,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,f70bd685d7b0968b11bee2bc815fcadf48a3fa2a5413d0a50eae3033e2a79786,52731904,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,L,L_REDSTAR,False,REDSTAR,2879.464875,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,479.235173,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,647a035af878784344fb6bd0620561b1814de987918daa4cb5330719db975c92,471.629897,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,4e684e52877187f8b74cf6eb5845dd8b04e120eb8d70f30f52d57102b6546412,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,f70bd685d7b0968b11bee2bc815fcadf48a3fa2a5413d0a50eae3033e2a79786,52736000,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,L,L_REDSTAR,False,REDSTAR,2909.656039,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,390.850691,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,22bc92851f68f329f48006dd22e43d14e6065e1a87a78c34ff1c259fbb1f778e,373.436081,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,da0cf84a2c9ce0f9e41822c671c33efcf335993e869319b997fee1c29292b449,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,832511ff494f89bfd02bc8f72f6a6050af0b2981a9c51a391815251045e38799,42504192,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,1,L,L_ROR,False,ROR,2008.65689,True
14,356d2a2008970524e2b52b7254d0631fcb20629b5eb70d2f4ef42c01beaf9e30,True,False,376.877318,914,HEURISTIC_NOT_FOUND,14,583a264f4ebc2e589fa4b90a648970ec9af809b92bd9f90fe8b2e960a939e2a3,False,22bc92851f68f329f48006dd22e43d14e6065e1a87a78c34ff1c259fbb1f778e,387.657688,decabfb6839069c1e9e50b34c7e7a444dcf5dc160be0f9e091ea9ac7d53cdc80,914,0.9849137931034483,HEURISTIC_NOT_FOUND,da0cf84a2c9ce0f9e41822c671c33efcf335993e869319b997fee1c29292b449,False,f9a9daf9db00c099fbcd2a49d0ece8bc251c82bf1021ec549fdaf788b204252b,832511ff494f89bfd02bc8f72f6a6050af0b2981a9c51a391815251045e38799,42668032,3,True,SOURCE_NODE_SORTING,SOURCE_NODE,2,L,L_ROR,False,ROR,2009.463174,True
