scenario,fault_id,status,affected_flow_count,route_solver_wall_us,smt_solver_wall_us,profile_compile_wall_us,serialization_wall_us,total_precompute_wall_us,objective,profile_bytes,semantic_profile_hash,diagnostic
structured50_auto,l_sw06_sw07,SAT,2,242.876,1674457.6099999999,237.476,1083.246,1679142.372,424,78024,24c534cb47f64a87df142bd1d6dce4a6a24e038b564f9d2c91dd27a9e9228d11,lexicographic optimum found
structured50_auto,l_sw07_sw08,SAT,4,382.673,2119226.587,271.749,1101.426,2124170.801,424,78064,1b59bf867a1a3cdd0d02438c84607d09cfc764d07ca7bd3b30be11daf7313609,lexicographic optimum found
structured50_auto,l_sw07_sw17,SAT,2,225.221,1819340.458,231.227,1065.1280000000002,1824082.297,424,78055,a655e9f8faab697f458e763abac9352eed307592ed3689442e8e79194b3d25ce,lexicographic optimum found
structured50_auto,l_sw08_sw09,SAT,4,376.789,2142848.1,244.976,1064.202,2147514.0110000004,424,77779,2c9bfb909f3c24e68a7a7c463568d21aa86ac913f28ff1dea91bde0d1bb2be3b,lexicographic optimum found
structured50_auto,l_sw09_sw10,SAT,1,138.252,1532494.788,241.18300000000002,1063.384,1536379.085,424,77718,8bf34d4470237eec1a1dce52ee1f8b3bdcb8b007645af5cb8d260a2fe8db58c2,lexicographic optimum found
structured50_auto,l_sw09_sw11,SAT,10,910.679,2020750.8079999997,248.57,1116.155,2025979.177,424,80650,36ddca1149a0fe090fbbfff79e5f38fda2f31eb36d5b4c7774c36c90dc2e49b7,lexicographic optimum found
structured50_auto,l_sw09_sw19,SAT,7,675.903,1939814.248,227.48700000000002,1064.929,1944851.3229999999,424,79923,9966a1fc2629fcee5696fafdd5945d976b431dd28633fa870e36582ae72e9d2e,lexicographic optimum found
structured50_auto,l_sw10_sw20,SAT,1,138.848,1512532.541,238.26500000000001,1050.904,1516439.249,424,77718,8bf34d4470237eec1a1dce52ee1f8b3bdcb8b007645af5cb8d260a2fe8db58c2,lexicographic optimum found
structured50_auto,l_sw11_sw12,SAT,1,159.127,2109366.116,226.784,1075.589,2113623.934,424,78379,9132e2c300010707ee3c9a09ba80722d981fad8e429b83d98542237427b34b91,lexicographic optimum found
structured50_auto,l_sw11_sw21,SAT,10,891.58,1979606.754,241.36599999999999,1130.009,1984756.453,424,79462,a9ec21402b629a78561a3e4e748c38d24ae68537fad48079a3eafdb5d01410a2,lexicographic optimum found
structured50_auto,l_sw12_sw24,SAT,1,152.39600000000002,1912352.8460000001,239.25,1090.0240000000001,1917057.821,424,78115,9eee42054efb9bf5cbc7b7e5ae6aed6042559f24f614195b1554d21539aa3718,lexicographic optimum found
structured50_auto,l_sw13_sw14,SAT,3,382.383,2071646.286,219.485,1165.3500000000001,2076268.9220000003,424,79485,6eb876521f40b10a8d76fcc126ed30b0f09e273352ddababa6f72366448d8e96,lexicographic optimum found
structured50_auto,l_sw13_sw23,SAT,11,1001.018,1460513.168,227.298,1132.828,1465354.544,424,79498,7a3bf6dd9ada0cb213b204a6405c04c8e47ed48db46ded33e60d5bce21c2838a,lexicographic optimum found
structured50_auto,l_sw14_sw15,SAT,3,341.81100000000004,2147863.2399999998,225.793,1123.847,2152452.498,424,78971,6221c8fb9973b72b83ef0910b38bcb8bcc8fc039a662c808b1fe09ad1065cf15,lexicographic optimum found
structured50_auto,l_sw15_sw25,SAT,4,316.183,1718455.1260000002,208.31,1072.851,1723004.1110000003,424,78946,8aebaf91d3347f01a29486d9670cf9c3ee19da3fe2a2c017eb1a76acf7c7306b,lexicographic optimum found
structured50_auto,l_sw17_sw18,SAT,2,219.13,2055977.8099999998,222.785,1073.6879999999999,2060307.4570000002,424,79143,86b0fba1732531e28c2854aae720000ae6b0783558fdaf1bbf3a197ed7f622be,lexicographic optimum found
structured50_auto,l_sw17_sw27,SAT,8,595.082,1962818.3260000001,227.531,1136.952,1967847.371,424,80331,03ecc21c2d433ac0f2fa9908e6a9bea6df39ba6029e3ce0533b82461d198dcb1,lexicographic optimum found
structured50_auto,l_sw18_sw19,SAT,2,222.555,1992068.0850000002,215.691,1069.213,1996546.6030000001,424,78558,f623247c937d0a916b0189574da84e0aad33a4f039236092dfe59bd2e54fd359,lexicographic optimum found
structured50_auto,l_sw19_sw20,SAT,3,378.638,2164243.036,227.245,1102.471,2168963.783,424,78678,6c86e1b74914920d1e4eca3dd17f4b74a8050b21fbc6d48b414960a3ea566285,lexicographic optimum found
structured50_auto,l_sw19_sw29,SAT,8,745.87,1897017.263,226.734,1101.511,1901866.245,424,81126,c673775fbd57d7beb872a1f4b1c8b4532eef8e7a215350e3b54212386361e80c,lexicographic optimum found
structured50_auto,l_sw20_sw22,SAT,4,484.186,1515526.94,210.047,1061.645,1519712.412,424,78293,9225bc4721464ee03ad28230d2d2fd81b097bf2ce39b4d1b85ed0c4a3ae54624,lexicographic optimum found
structured50_auto,l_sw21_sw22,SAT,2,204.58100000000002,1594991.999,231.109,1084.099,1599185.1479999998,424,78677,9cf92dfdfeb4acbda91b1b87a7ac3e25377bd87c6f0e6c0a9dec61be83c16db9,lexicographic optimum found
structured50_auto,l_sw21_sw31,SAT,8,730.558,1967951.5629999998,222.81300000000002,1093.444,1972795.7960000003,424,80385,3825d123f3a886b18d33ba4d8fc6f66b96816f3354edb3d1c7427dbc99380fc2,lexicographic optimum found
structured50_auto,l_sw22_sw23,SAT,6,595.0120000000001,2056573.1770000001,205.859,1090.3490000000002,2061445.2640000002,424,79210,3ebd9e0238c924158a7a8b9ef27c7ed615332f22a6dc9649117c152a5bc85ab9,lexicographic optimum found
structured50_auto,l_sw23_sw33,SAT,8,654.2769999999999,1420902.0960000001,222.191,1131.8049999999998,1425329.8969999999,424,79190,188b73df5a1b5c3f3a90b0dec66fb3bebd5126ba8acb1df75165293c42097b73,lexicographic optimum found
structured50_auto,l_sw23_sw35,SAT,9,845.253,2060617.5480000002,215.914,1076.8310000000001,2065732.438,424,78766,7ccc28027757d3ebd7f0fad521a6322955f9939bdbf461e3ad551db1a4d7b7ab,lexicographic optimum found
structured50_auto,l_sw24_sw34,SAT,1,157.395,1530968.623,211.478,1102.115,1534848.4160000002,424,77817,b6f5517934488d65512090aa227caf35b6cfb15be785ad47321921afd8164023,lexicographic optimum found
structured50_auto,l_sw25_sw26,SAT,2,186.42600000000002,1973718.212,224.582,1149.5030000000002,1978199.498,424,78061,6ab63e78c2b7843293399d728ea269280e25882aa3ab426908fa33e77cd93ef3,lexicographic optimum found
structured50_auto,l_sw25_sw35,SAT,2,224.526,1988102.928,225.57999999999998,1096.8899999999999,1992657.282,424,78598,5221015347fcf6003c9931018008c0eda06dea779b2ed8b05e2b77fb9abe8d70,lexicographic optimum found
structured50_auto,l_sw26_sw27,SAT,2,188.34799999999998,1935677,206.415,1039.571,1939953.622,424,78362,a6581fe6005834d1f928b42772a0329ede90553f623d6be1d0a945f4b50b5fa8,lexicographic optimum found
structured50_auto,l_sw27_sw37,SAT,4,348.183,1886751.8530000001,206.589,1065.359,1891219.086,424,79477,4bfc2befbb596d7263638738391409110d69887cf23caa6ad4b6abcd86434d67,lexicographic optimum found
structured50_auto,l_sw27_sw39,SAT,4,269.11699999999996,2187482.3170000003,222.48,1050.891,2192189.097,437,80146,d89be09370e1ab5b539ebddefc13e05b59c3f8b857def7e4eb76ee8816437b8c,lexicographic optimum found
structured50_auto,l_sw29_sw39,SAT,4,495.316,1982774.9919999999,214.358,1119.63,1987427.616,424,79903,c2bc788f501fb986bc9d195eeac838ca9bfa9e5fe6865767ab55cc7880331f07,lexicographic optimum found
structured50_auto,l_sw31_sw41,SAT,4,383.55600000000004,2069980.36,209.302,1069.121,2074374.6509999998,424,79775,5c37983d9026aef1433e6b370ead7d699823e103cff559c1ee54aada25d5fd22,lexicographic optimum found
structured50_auto,l_sw33_sw43,SAT,4,339.06,1947151.553,220.912,1146.21,1951816.033,424,79549,840be3bc98872489bb809c6cfb498a4bec371233025b36faded17d72546bbb93,lexicographic optimum found
structured50_auto,l_sw34_sw46,SAT,1,159.67999999999998,1612057.48,244.764,1178.835,1616635.1930000002,424,77012,cb623a2dac9ac248a81362ffc203c6704e73e752b90b65339e5cfb4aa1089ef5,lexicographic optimum found
structured50_auto,l_sw35_sw36,SAT,3,331.294,1477038.8320000002,224.188,1150.356,1481194.121,424,77853,366acf843e7a7783c203c4a3437a1b365b040dcabdc89ce50e563a9d1004b0e8,lexicographic optimum found
structured50_auto,l_sw35_sw45,SAT,4,372.032,1602623.301,241.535,1110.4470000000001,1606966.8890000002,424,82132,504f19f414bdc7d0a070c4fd9ccebe0b0e761a0f48d82cea821426cbccbe93d2,lexicographic optimum found
structured50_auto,l_sw36_sw37,SAT,3,327.817,1468260.824,212.753,1045.435,1472282.0080000001,424,77846,366acf843e7a7783c203c4a3437a1b365b040dcabdc89ce50e563a9d1004b0e8,lexicographic optimum found
structured50_auto,l_sw37_sw47,SAT,3,243.36,1951166.46,225.758,1099.477,1955738.6330000001,424,79941,b250ceba3ce1a9686d79885190b2fa1cf6eaddbb5b271538c1aeb75008c37983,lexicographic optimum found
structured50_auto,l_sw39_sw49,SAT,4,395.348,1856683.048,237.29600000000002,1092.467,1861308.6609999998,437,81395,9f3adb811f7da7ea9a7f9f204af058a6b2c49e1fc66527c6591d819f8e50c7f2,lexicographic optimum found
structured50_auto,l_sw46_sw47,SAT,1,153.382,1604123.0250000001,225.623,1166.221,1608142.9349999998,424,77009,cb623a2dac9ac248a81362ffc203c6704e73e752b90b65339e5cfb4aa1089ef5,lexicographic optimum found
