changed_flow_count,constraint_count,flow_count,instance_count,max_shift_ticks,optimal,original_collision_edges,original_mvc_size,scale,solve_ms,solver_status,source,source_egress,total_shift_ticks
0,198,2,20,0,True,0,0,M,23.624,SAT,S1_C03_M01,S1_C03_M01,0
0,198,2,20,0,True,0,0,M,23.66,SAT,S1_C03_M02,S1_C03_M02,0
0,198,2,20,0,True,0,0,M,23.046,SAT,S1_C03_M03,S1_C03_M03,0
0,198,2,20,0,True,0,0,M,23.528,SAT,S1_C04_M01,S1_C04_M01,0
0,198,2,20,0,True,0,0,M,23.69,SAT,S1_C04_M02,S1_C04_M02,0
0,198,2,20,0,True,0,0,M,23.294,SAT,S1_C04_M03,S1_C04_M03,0
0,198,2,20,0,True,0,0,M,23.487,SAT,S1_C05_M01,S1_C05_M01,0
0,198,2,20,0,True,0,0,M,23.184,SAT,S1_C05_M02,S1_C05_M02,0
0,198,2,20,0,True,0,0,M,23.585,SAT,S1_C05_M03,S1_C05_M03,0
0,198,2,20,0,True,0,0,M,23.48,SAT,S1_C06_M01,S1_C06_M01,0
0,198,2,20,0,True,0,0,M,23.512,SAT,S1_C06_M02,S1_C06_M02,0
0,198,2,20,0,True,0,0,M,24.717,SAT,S1_C06_M03,S1_C06_M03,0
0,198,2,20,0,True,0,0,M,23.344,SAT,S1_C07_M01,S1_C07_M01,0
0,198,2,20,0,True,0,0,M,23.891,SAT,S1_C07_M02,S1_C07_M02,0
0,198,2,20,0,True,0,0,M,23.468,SAT,S1_C07_M03,S1_C07_M03,0
0,198,2,20,0,True,0,0,M,23.36,SAT,S1_C08_M01,S1_C08_M01,0
0,198,2,20,0,True,0,0,M,23.345,SAT,S1_C08_M02,S1_C08_M02,0
0,198,2,20,0,True,0,0,M,23.297,SAT,S1_C08_M03,S1_C08_M03,0
0,198,2,20,0,True,0,0,M,23.505,SAT,S2_C01_M01,S2_C01_M01,0
0,198,2,20,0,True,0,0,M,23.992,SAT,S2_C01_M02,S2_C01_M02,0
0,198,2,20,0,True,0,0,M,23.795,SAT,S2_C01_M03,S2_C01_M03,0
0,198,2,20,0,True,0,0,M,24.177,SAT,S2_C02_M01,S2_C02_M01,0
0,198,2,20,0,True,0,0,M,24.062,SAT,S2_C02_M02,S2_C02_M02,0
0,198,2,20,0,True,0,0,M,23.875,SAT,S2_C02_M03,S2_C02_M03,0
0,198,2,20,0,True,0,0,M,23.385,SAT,S2_C03_M01,S2_C03_M01,0
0,198,2,20,0,True,0,0,M,23.18,SAT,S2_C03_M02,S2_C03_M02,0
0,198,2,20,0,True,0,0,M,23.768,SAT,S2_C03_M03,S2_C03_M03,0
0,198,2,20,0,True,0,0,M,23.176,SAT,S2_C04_M01,S2_C04_M01,0
0,198,2,20,0,True,0,0,M,23.706,SAT,S2_C04_M02,S2_C04_M02,0
0,198,2,20,0,True,0,0,M,23.341,SAT,S2_C04_M03,S2_C04_M03,0
0,198,2,20,0,True,0,0,M,23.155,SAT,S2_C05_M01,S2_C05_M01,0
0,198,2,20,0,True,0,0,M,23.159,SAT,S2_C05_M02,S2_C05_M02,0
0,198,2,20,0,True,0,0,M,25.078,SAT,S2_C05_M03,S2_C05_M03,0
0,198,2,20,0,True,0,0,M,24.39,SAT,S2_C06_M01,S2_C06_M01,0
0,198,2,20,0,True,0,0,M,23.728,SAT,S2_C06_M02,S2_C06_M02,0
0,198,2,20,0,True,0,0,M,23.479,SAT,S2_C06_M03,S2_C06_M03,0
0,198,2,20,0,True,0,0,M,23.451,SAT,S2_C07_M01,S2_C07_M01,0
0,198,2,20,0,True,0,0,M,24.07,SAT,S2_C07_M02,S2_C07_M02,0
0,198,2,20,0,True,0,0,M,23.415,SAT,S2_C07_M03,S2_C07_M03,0
0,198,2,20,0,True,0,0,M,23.38,SAT,S2_C08_M01,S2_C08_M01,0
0,198,2,20,0,True,0,0,M,23.182,SAT,S2_C08_M02,S2_C08_M02,0
0,198,2,20,0,True,0,0,M,23.674,SAT,S2_C08_M03,S2_C08_M03,0
0,198,2,20,0,True,0,0,M,24.394,SAT,S3_C01_M01,S3_C01_M01,0
0,198,2,20,0,True,0,0,M,23.605,SAT,S3_C01_M02,S3_C01_M02,0
0,198,2,20,0,True,0,0,M,23.42,SAT,S3_C01_M03,S3_C01_M03,0
0,198,2,20,0,True,0,0,M,23.422,SAT,S3_C02_M01,S3_C02_M01,0
0,198,2,20,0,True,0,0,M,23.314,SAT,S3_C02_M02,S3_C02_M02,0
0,198,2,20,0,True,0,0,M,23.667,SAT,S3_C02_M03,S3_C02_M03,0
0,198,2,20,0,True,0,0,M,23.434,SAT,S3_C03_M01,S3_C03_M01,0
0,198,2,20,0,True,0,0,M,23.779,SAT,S3_C03_M02,S3_C03_M02,0
0,198,2,20,0,True,0,0,M,23.317,SAT,S3_C03_M03,S3_C03_M03,0
0,198,2,20,0,True,0,0,M,23.574,SAT,S3_C04_M01,S3_C04_M01,0
0,198,2,20,0,True,0,0,M,23.34,SAT,S3_C04_M02,S3_C04_M02,0
0,198,2,20,0,True,0,0,M,24.339,SAT,S3_C04_M03,S3_C04_M03,0
0,198,2,20,0,True,0,0,M,24.103,SAT,S3_C05_M01,S3_C05_M01,0
0,198,2,20,0,True,0,0,M,23.741,SAT,S3_C05_M02,S3_C05_M02,0
0,198,2,20,0,True,0,0,M,23.135,SAT,S3_C05_M03,S3_C05_M03,0
0,198,2,20,0,True,0,0,M,23.869,SAT,S3_C06_M01,S3_C06_M01,0
0,198,2,20,0,True,0,0,M,23.162,SAT,S3_C06_M02,S3_C06_M02,0
0,198,2,20,0,True,0,0,M,23.235,SAT,S3_C06_M03,S3_C06_M03,0
0,198,2,20,0,True,0,0,M,23.536,SAT,S3_C07_M01,S3_C07_M01,0
0,198,2,20,0,True,0,0,M,23.288,SAT,S3_C07_M02,S3_C07_M02,0
0,198,2,20,0,True,0,0,M,23.355,SAT,S3_C07_M03,S3_C07_M03,0
0,198,2,20,0,True,0,0,M,23.659,SAT,S3_C08_M01,S3_C08_M01,0
0,198,2,20,0,True,0,0,M,23.594,SAT,S3_C08_M02,S3_C08_M02,0
0,198,2,20,0,True,0,0,M,23.588,SAT,S3_C08_M03,S3_C08_M03,0
0,198,2,20,0,True,0,0,M,23.316,SAT,S4_C01_M01,S4_C01_M01,0
0,198,2,20,0,True,0,0,M,23.496,SAT,S4_C01_M02,S4_C01_M02,0
0,198,2,20,0,True,0,0,M,23.468,SAT,S4_C01_M03,S4_C01_M03,0
0,198,2,20,0,True,0,0,M,23.474,SAT,S4_C02_M01,S4_C02_M01,0
0,198,2,20,0,True,0,0,M,23.337,SAT,S4_C02_M02,S4_C02_M02,0
0,198,2,20,0,True,0,0,M,24.377,SAT,S4_C02_M03,S4_C02_M03,0
0,198,2,20,0,True,0,0,M,24.266,SAT,S4_C03_M01,S4_C03_M01,0
0,198,2,20,0,True,0,0,M,23.147,SAT,S4_C03_M02,S4_C03_M02,0
0,198,2,20,0,True,0,0,M,24.009,SAT,S4_C03_M03,S4_C03_M03,0
0,198,2,20,0,True,0,0,M,23.628,SAT,S4_C04_M01,S4_C04_M01,0
0,198,2,20,0,True,0,0,M,24.045,SAT,S4_C04_M02,S4_C04_M02,0
0,198,2,20,0,True,0,0,M,23.868,SAT,S4_C04_M03,S4_C04_M03,0
0,198,2,20,0,True,0,0,M,24.352,SAT,S4_C05_M01,S4_C05_M01,0
0,198,2,20,0,True,0,0,M,24.36,SAT,S4_C05_M02,S4_C05_M02,0
0,198,2,20,0,True,0,0,M,23.962,SAT,S4_C05_M03,S4_C05_M03,0
0,198,2,20,0,True,0,0,M,23.419,SAT,S4_C06_M01,S4_C06_M01,0
0,198,2,20,0,True,0,0,M,23.651,SAT,S4_C06_M02,S4_C06_M02,0
0,198,2,20,0,True,0,0,M,23.363,SAT,S4_C06_M03,S4_C06_M03,0
0,198,2,20,0,True,0,0,M,23.452,SAT,S4_C07_M01,S4_C07_M01,0
0,198,2,20,0,True,0,0,M,23.403,SAT,S4_C07_M02,S4_C07_M02,0
0,198,2,20,0,True,0,0,M,23.511,SAT,S4_C07_M03,S4_C07_M03,0
0,198,2,20,0,True,0,0,M,23.544,SAT,S4_C08_M01,S4_C08_M01,0
0,198,2,20,0,True,0,0,M,23.418,SAT,S4_C08_M02,S4_C08_M02,0
0,198,2,20,0,True,0,0,M,23.523,SAT,S4_C08_M03,S4_C08_M03,0
