scenario,mode,fault_id,failure_time_s,decision_ready_time_s,activation_time_s,route_solver_wall_us_runtime,smt_solver_wall_us_runtime,profile_compilation_wall_us,simulated_decision_delay_s,runtime_lookup_wall_us,activation_wall_us,initial_profile_precompute_wall_ms,recovery_precompute_wall_ms
structured20_auto,offline-per-failure,l_sw08_sw09,0.01,0.01,0.01,0,0,,0,0.983,319.551,226.439249,5049.352588
