scenario,fault_id,status,affected_flow_count,route_solver_wall_us,smt_solver_wall_us,profile_compile_wall_us,serialization_wall_us,total_precompute_wall_us,objective,profile_bytes,semantic_profile_hash,diagnostic
structured40_auto,l_sw01_sw02,SAT,1,86.657,509348.88300000003,174.905,718.722,512159.20599999995,423,49130,8a1e459e2250daacf9f5a0783ff90654025e27df615266b9370f58a07b372c95,lexicographic optimum found
structured40_auto,l_sw01_sw09,SAT,6,373.625,546882.5029999999,161.054,769.218,549565.4460000001,423,52050,0fff60364ba23f906b1cb5fe83516a78f7eeae808631c51a40ae389794a05664,lexicographic optimum found
structured40_auto,l_sw01_sw11,SAT,3,197.739,515514.197,152.768,746.547,517900.37799999997,423,49527,a90924dd9a0a69dcf32816fe3fcff817593697bda7226a3cbeb9937fcfecb8ca,lexicographic optimum found
structured40_auto,l_sw02_sw03,SAT,1,85.13600000000001,786137.836,151.72,724.616,788509.676,423,49451,d222c3e3a6acd55dc431bdc010c087c3eb157506100893ba258a07fc1e72d891,lexicographic optimum found
structured40_auto,l_sw03_sw04,SAT,2,149.62,495940.18,163.22099999999998,760.729,498238.554,423,48936,2dc7ef827045607d0aaaafbcd396466fb1004f3d223c4f2989b865394a356dd5,lexicographic optimum found
structured40_auto,l_sw03_sw11,SAT,3,191.60999999999999,507252.73400000005,154.621,742.7170000000001,509631.4589999999,423,50105,5b2820bcfcb40e8af7abc74eae1028720969f893db0c355cd97c84435b935981,lexicographic optimum found
structured40_auto,l_sw04_sw05,SAT,2,152.521,488276.08,150.828,718.226,490505.915,423,48864,074b1a758eefa2dbed676d583c4978a97fe2ceaf76c61a625e3d200de687ed42,lexicographic optimum found
structured40_auto,l_sw05_sw06,SAT,1,73.081,489932.668,163.39499999999998,739.175,492171.175,423,49167,737fddfddabefd12cd358fff1a1a4b6de6fa9b8de619af00c0789470eeb69d17,lexicographic optimum found
structured40_auto,l_sw05_sw13,SAT,6,372.084,508147.612,172.99200000000002,770.0459999999999,510687.789,423,50413,6ce671a8829a724f0aafb501365f4e493e41430ecf24ffacf2521d91ba8d7c62,lexicographic optimum found
structured40_auto,l_sw05_sw15,SAT,3,192.971,490829.55700000003,154.869,683.529,493168.263,423,49537,442eef0323bd0dd15d21a60b9734b66c0fe2b19215dbe3eef44e4c8e666f713c,lexicographic optimum found
structured40_auto,l_sw06_sw07,SAT,1,84.95700000000001,481964.12,151.804,771.742,484174.193,423,48267,f5875283aa2e76c988aba9a8623557e828a5bb427b02fe3abb884627310105d4,lexicographic optimum found
structured40_auto,l_sw07_sw15,SAT,3,212.06799999999998,512853.82899999997,162.827,750.63,515219.651,423,50088,48d8a1331696b8e73d115831c9f2cb3248fcb811af191585f80b8fa669cf0c60,lexicographic optimum found
structured40_auto,l_sw09_sw17,SAT,8,488.29799999999994,534255.8929999999,166.78099999999998,787.876,536948.6769999999,423,55061,22c8deb025cb834754e97d96d4c9e473d5925c124bbce129ff7bd8c14e42d990,lexicographic optimum found
structured40_auto,l_sw11_sw12,SAT,1,105.039,480114.929,150.179,733.018,482252.54699999996,423,49157,d7b8c44cadfec9dd0107d06810fdebd57e4db9da90e99f9ed1fa2c45bf6324cf,lexicographic optimum found
structured40_auto,l_sw11_sw19,SAT,9,510.477,546320.363,168.897,769.4159999999999,549046.722,423,52809,30b594f671bff9e680cebf9ab3ed606171016c764c1cfceff3f0d1ec88f37433,lexicographic optimum found
structured40_auto,l_sw12_sw13,SAT,1,106.932,476345.549,149.17399999999998,753.52,478546.438,423,49732,b02b6b76928591c0903cc47e13f47bbf9187a961269cb0983c9f21cbcf005cdd,lexicographic optimum found
structured40_auto,l_sw13_sw21,SAT,7,433.378,517784.612,153.85799999999998,793.221,520341.93500000006,423,52600,b26dcafa7e5308f9f1b589f9c4ea8047400ae2e5fbead21beec0d495658823a7,lexicographic optimum found
structured40_auto,l_sw15_sw23,SAT,8,458.057,570512.525,155.401,796.5820000000001,573317.568,423,52472,51f5498d2be98759da58ab8e2aa282b7989b5ba5763d3d0b949d918ccbe5b333,lexicographic optimum found
structured40_auto,l_sw17_sw18,SAT,1,85.79299999999999,490339.47900000005,138.25900000000001,764.759,492502.832,423,48877,2a68db681f1511fdafc1c5cd6999734fb72cfbc5da9cdb8e8338db3365424d30,lexicographic optimum found
structured40_auto,l_sw17_sw25,SAT,9,587.532,540983.616,151.506,824.727,543746.136,423,56419,0d1f95d7d37db33ac383fd8d90b6091d4984ea3a2b2b9e415dedcbb3c57e524a,lexicographic optimum found
structured40_auto,l_sw18_sw19,SAT,1,78.244,480313.412,141.233,727.8,482457.5199999999,423,49152,cbff3537c36d2af976dffe48548f24b1b1bb058a4150885af109118ecabad717,lexicographic optimum found
structured40_auto,l_sw19_sw27,SAT,8,436.00300000000004,514693.48299999995,155.673,791.287,517213.2,423,52637,aac8cc3a6bcdfc708e5cc4c81404c4d3244f5a992a6608e107945b755f3abc51,lexicographic optimum found
structured40_auto,l_sw19_sw29,SAT,2,116.864,500653.991,152.282,764.517,502910.868,423,49778,29952575c4c7208b1292642793a5505868a24ee246e9fcb3b1c676bf4ce368cd,lexicographic optimum found
structured40_auto,l_sw21_sw22,SAT,1,81.217,486632.594,140.97400000000002,730.893,488849.067,423,48884,31add756dc5f8ca430062da6c4b6cc7dbd28fdb2d96f788c2c4ba6df54c7f7bb,lexicographic optimum found
structured40_auto,l_sw21_sw29,SAT,6,386.189,530158.486,149.22199999999998,784.981,532683.831,423,51752,88d150d47b250f50b0e20f6e625fab7d8e157c0511276ad08e879ecd239a2011,lexicographic optimum found
structured40_auto,l_sw22_sw23,SAT,1,85.268,482614.671,149.317,709.2860000000001,484733.35299999994,423,49152,9458a1cab9b7099dff0239a97ff44ed6c1fa1fea4034c323bf801d2311bd8d21,lexicographic optimum found
structured40_auto,l_sw23_sw25,SAT,5,407.96000000000004,672320.85,156.983,799.3340000000001,675007.162,423,56782,f4ab4fd692aa864ef925aae3d1f9bebccc4ef04db24c4b4d6345c043df15852d,lexicographic optimum found
structured40_auto,l_sw23_sw31,SAT,8,469.093,533237.4450000001,169.144,795.549,535896.545,437,54716,a6e664270b59a25fd022fb0047f56040c49cd786a5301c0fd5eb6ac049ee87fc,lexicographic optimum found
structured40_auto,l_sw25_sw33,SAT,4,245.999,505029.062,159.128,766.06,507492.06399999995,423,52121,b183b5e24153c34d300a03621316bb6405cdda7fa59570fa7b611381c3466ff6,lexicographic optimum found
structured40_auto,l_sw27_sw35,SAT,4,278.37100000000004,495777.388,155.368,814.169,498274.126,423,52059,6c493ef27c6d84281e77dd6965b70fcfd11f6e443e753d2dc26275fa6e2d8ce3,lexicographic optimum found
structured40_auto,l_sw29_sw37,SAT,4,259.699,507695.02300000004,180.60299999999998,812.973,510196.926,423,53202,8cc1efcc2f90ca501643e70cb3c8c47ab286e0ffb0d713722409929b58ce73aa,lexicographic optimum found
