scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured50_auto,J060,C0001,SHARED,l_sw01_sw02;l_sw02_sw03,2,AP_C0001,f3a572cbf71ce9ba9805a371791e423aea9ef7897c96402ec6890d2431411ffb,1.0,1.0,0,G0001,0,True
structured50_auto,J060,C0002,SINGLETON,l_sw01_sw11,1,PF_l_sw01_sw11,b64a76441223e63796453665313ae3e2826cd16506cfa308ae1f6394e6ac5e58,1.0,1.0,0,G0002,0,True
structured50_auto,J060,C0003,SINGLETON,l_sw01_sw13,1,PF_l_sw01_sw13,b43d9cc291dc1542545da1d057c1fb6dab2ee20d4c998b404b6f48aa8a1f6f3c,1.0,1.0,0,G0003,0,True
structured50_auto,J060,C0004,SHARED,l_sw03_sw04;l_sw04_sw05,2,AP_C0004,2e37e45117a812441844ca7878a39329df132e836d733912336c53748b7f54ce,1.0,1.0,0,G0004,0,True
structured50_auto,J060,C0005,SINGLETON,l_sw03_sw13,1,PF_l_sw03_sw13,34f6b553d3272a583cae65e244469d25b4b9c51359cd3f5b4eb62da4dbaf7df3,1.0,1.0,0,G0005,0,True
structured50_auto,J060,C0006,SHARED,l_sw05_sw06;l_sw06_sw07,2,AP_C0006,24c534cb47f64a87df142bd1d6dce4a6a24e038b564f9d2c91dd27a9e9228d11,1.0,1.0,0,G0006,0,True
structured50_auto,J060,C0007,SINGLETON,l_sw05_sw15,1,PF_l_sw05_sw15,36d56c70eef86e61a6df0ab39189da057e895e23320c04dff86258a5f04544bb,1.0,1.0,0,G0007,0,True
structured50_auto,J060,C0008,SINGLETON,l_sw05_sw17,1,PF_l_sw05_sw17,91a85359d587196fd091a444c7dadf555cafded5faede4e1865fb77b859a30ef,1.0,1.0,0,G0008,0,True
structured50_auto,J060,C0009,SHARED,l_sw07_sw08;l_sw08_sw09,2,AP_C0009,08bcb7f0b2f395bf5c7bfa6f31df03fc215336ac9eaa8b00da0b3c499786eba4,1.0,1.0,0,G0009,0,True
structured50_auto,J060,C0010,SINGLETON,l_sw07_sw17,1,PF_l_sw07_sw17,a655e9f8faab697f458e763abac9352eed307592ed3689442e8e79194b3d25ce,1.0,1.0,0,G0010,0,True
structured50_auto,J060,C0011,SHARED,l_sw09_sw10;l_sw10_sw20,2,AP_C0011,8bf34d4470237eec1a1dce52ee1f8b3bdcb8b007645af5cb8d260a2fe8db58c2,1.0,1.0,0,G0011,0,True
structured50_auto,J060,C0012,SINGLETON,l_sw09_sw11,1,PF_l_sw09_sw11,36ddca1149a0fe090fbbfff79e5f38fda2f31eb36d5b4c7774c36c90dc2e49b7,1.0,1.0,0,G0012,0,True
structured50_auto,J060,C0013,SHARED,l_sw09_sw19;l_sw19_sw29,2,AP_C0013,2a7bcb616aec1d6b1a405c7ee96facdfa480740697584487436d30fd71572a5f,0.6666666666666666,0.6666666666666666,0,G0013,0,True
structured50_auto,J060,C0014,SHARED,l_sw11_sw12;l_sw12_sw24;l_sw24_sw34;l_sw34_sw46;l_sw46_sw47,5,AP_C0014,cb623a2dac9ac248a81362ffc203c6704e73e752b90b65339e5cfb4aa1089ef5,1.0,1.0,3,G0014,0,True
structured50_auto,J060,C0015,SHARED,l_sw11_sw21;l_sw21_sw31,2,AP_C0015,a030595519e13bc9c14c2030b815fc6fee36fb42fc72d017d1d47f338662c725,0.8,0.8,0,G0015,0,True
structured50_auto,J060,C0016,SHARED,l_sw13_sw14;l_sw14_sw15,2,AP_C0016,6221c8fb9973b72b83ef0910b38bcb8bcc8fc039a662c808b1fe09ad1065cf15,1.0,1.0,0,G0016,0,True
structured50_auto,J060,C0017,SINGLETON,l_sw13_sw23,1,PF_l_sw13_sw23,7a3bf6dd9ada0cb213b204a6405c04c8e47ed48db46ded33e60d5bce21c2838a,1.0,1.0,0,G0017,0,True
structured50_auto,J060,C0018,SINGLETON,l_sw15_sw25,1,PF_l_sw15_sw25,8aebaf91d3347f01a29486d9670cf9c3ee19da3fe2a2c017eb1a76acf7c7306b,1.0,1.0,0,G0018,0,True
structured50_auto,J060,C0019,SHARED,l_sw17_sw18;l_sw18_sw19,2,AP_C0019,f623247c937d0a916b0189574da84e0aad33a4f039236092dfe59bd2e54fd359,1.0,1.0,0,G0019,0,True
structured50_auto,J060,C0020,SINGLETON,l_sw17_sw27,1,PF_l_sw17_sw27,03ecc21c2d433ac0f2fa9908e6a9bea6df39ba6029e3ce0533b82461d198dcb1,1.0,1.0,0,G0020,0,True
structured50_auto,J060,C0021,SHARED,l_sw19_sw20;l_sw20_sw22,2,AP_C0021,9225bc4721464ee03ad28230d2d2fd81b097bf2ce39b4d1b85ed0c4a3ae54624,0.75,0.75,0,G0021,0,True
structured50_auto,J060,C0022,SINGLETON,l_sw21_sw22,1,PF_l_sw21_sw22,9cf92dfdfeb4acbda91b1b87a7ac3e25377bd87c6f0e6c0a9dec61be83c16db9,1.0,1.0,0,G0022,0,True
structured50_auto,J060,C0023,SINGLETON,l_sw22_sw23,1,PF_l_sw22_sw23,3ebd9e0238c924158a7a8b9ef27c7ed615332f22a6dc9649117c152a5bc85ab9,1.0,1.0,0,G0023,0,True
structured50_auto,J060,C0024,SINGLETON,l_sw23_sw33,1,PF_l_sw23_sw33,188b73df5a1b5c3f3a90b0dec66fb3bebd5126ba8acb1df75165293c42097b73,1.0,1.0,0,G0024,0,True
structured50_auto,J060,C0025,SINGLETON,l_sw23_sw35,1,PF_l_sw23_sw35,7ccc28027757d3ebd7f0fad521a6322955f9939bdbf461e3ad551db1a4d7b7ab,1.0,1.0,0,G0025,0,True
structured50_auto,J060,C0026,SHARED,l_sw25_sw26;l_sw26_sw27,2,AP_C0026,6ab63e78c2b7843293399d728ea269280e25882aa3ab426908fa33e77cd93ef3,1.0,1.0,0,G0026,0,True
structured50_auto,J060,C0027,SINGLETON,l_sw25_sw35,1,PF_l_sw25_sw35,5221015347fcf6003c9931018008c0eda06dea779b2ed8b05e2b77fb9abe8d70,1.0,1.0,0,G0027,0,True
structured50_auto,J060,C0028,SINGLETON,l_sw27_sw37,1,PF_l_sw27_sw37,4bfc2befbb596d7263638738391409110d69887cf23caa6ad4b6abcd86434d67,1.0,1.0,0,G0028,0,True
structured50_auto,J060,C0029,SINGLETON,l_sw27_sw39,1,PF_l_sw27_sw39,d89be09370e1ab5b539ebddefc13e05b59c3f8b857def7e4eb76ee8816437b8c,1.0,1.0,0,G0029,0,True
structured50_auto,J060,C0030,SINGLETON,l_sw29_sw39,1,PF_l_sw29_sw39,c2bc788f501fb986bc9d195eeac838ca9bfa9e5fe6865767ab55cc7880331f07,1.0,1.0,0,G0030,0,True
structured50_auto,J060,C0031,SINGLETON,l_sw31_sw41,1,PF_l_sw31_sw41,5c37983d9026aef1433e6b370ead7d699823e103cff559c1ee54aada25d5fd22,1.0,1.0,0,G0031,0,True
structured50_auto,J060,C0032,SINGLETON,l_sw33_sw43,1,PF_l_sw33_sw43,840be3bc98872489bb809c6cfb498a4bec371233025b36faded17d72546bbb93,1.0,1.0,0,G0032,0,True
structured50_auto,J060,C0033,SHARED,l_sw35_sw36;l_sw36_sw37,2,AP_C0033,366acf843e7a7783c203c4a3437a1b365b040dcabdc89ce50e563a9d1004b0e8,1.0,1.0,0,G0033,0,True
structured50_auto,J060,C0034,SINGLETON,l_sw35_sw45,1,PF_l_sw35_sw45,504f19f414bdc7d0a070c4fd9ccebe0b0e761a0f48d82cea821426cbccbe93d2,1.0,1.0,0,G0034,0,True
structured50_auto,J060,C0035,SINGLETON,l_sw37_sw47,1,PF_l_sw37_sw47,b250ceba3ce1a9686d79885190b2fa1cf6eaddbb5b271538c1aeb75008c37983,1.0,1.0,0,G0035,0,True
structured50_auto,J060,C0036,SINGLETON,l_sw39_sw49,1,PF_l_sw39_sw49,9f3adb811f7da7ea9a7f9f204af058a6b2c49e1fc66527c6591d819f8e50c7f2,1.0,1.0,0,G0036,0,True
