affected_flow_count,affected_flow_ids,affected_flow_ratio,baseline_algorithm,baseline_scheduled_ratio,baseline_status,baseline_total_ms,endpoint_a,endpoint_b,fault_id,healthy_route_use_count,internal_switch_link,p0_used,p0_used_direction_count,physical_link_id,quantile_bin,sampling_bin,scenario_id,selected_for_campaign,selection_reason
262,"['TT0007', 'TT0008', 'TT0009', 'TT0010', 'TT0012', 'TT0013', 'TT0014', 'TT0015', 'TT0017', 'TT0018', 'TT0019', 'TT0020', 'TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0057', 'TT0058', 'TT0059', 'TT0060', 'TT0062', 'TT0063', 'TT0064', 'TT0065', 'TT0067', 'TT0068', 'TT0069', 'TT0070', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0107', 'TT0108', 'TT0109', 'TT0110', 'TT0112', 'TT0113', 'TT0114', 'TT0115', 'TT0117', 'TT0118', 'TT0119', 'TT0120', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0157', 'TT0158', 'TT0159', 'TT0160', 'TT0162', 'TT0163', 'TT0164', 'TT0165', 'TT0167', 'TT0168', 'TT0169', 'TT0170', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0207', 'TT0208', 'TT0209', 'TT0210', 'TT0212', 'TT0213', 'TT0214', 'TT0215', 'TT0217', 'TT0218', 'TT0219', 'TT0220', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0257', 'TT0258', 'TT0259', 'TT0260', 'TT0262', 'TT0263', 'TT0264', 'TT0265', 'TT0267', 'TT0268', 'TT0269', 'TT0270', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0307', 'TT0308', 'TT0309', 'TT0310', 'TT0312', 'TT0313', 'TT0314', 'TT0315', 'TT0317', 'TT0318', 'TT0319', 'TT0320', 'TT0322', 'TT0323', 'TT0324', 'TT0357', 'TT0358', 'TT0359', 'TT0360', 'TT0362', 'TT0363', 'TT0364', 'TT0365', 'TT0366', 'TT0367', 'TT0368', 'TT0369', 'TT0370', 'TT0371', 'TT0372', 'TT0373', 'TT0407', 'TT0408', 'TT0409', 'TT0410', 'TT0411', 'TT0412', 'TT0413', 'TT0414', 'TT0415', 'TT0416', 'TT0417', 'TT0418', 'TT0419', 'TT0420', 'TT0421', 'TT0422', 'TT0457', 'TT0458', 'TT0459', 'TT0460', 'TT0461', 'TT0462', 'TT0463', 'TT0464', 'TT0465', 'TT0466', 'TT0467', 'TT0468', 'TT0469', 'TT0470', 'TT0471', 'TT0507', 'TT0508', 'TT0509', 'TT0510', 'TT0511', 'TT0512', 'TT0513', 'TT0514', 'TT0515', 'TT0516', 'TT0517', 'TT0518', 'TT0519', 'TT0520', 'TT0557', 'TT0558', 'TT0559', 'TT0560', 'TT0561', 'TT0562', 'TT0563', 'TT0564', 'TT0565', 'TT0566', 'TT0567', 'TT0568', 'TT0569', 'TT0607', 'TT0608', 'TT0609', 'TT0610', 'TT0611', 'TT0612', 'TT0613', 'TT0614', 'TT0615', 'TT0616', 'TT0617', 'TT0618', 'TT0657', 'TT0658', 'TT0659', 'TT0660', 'TT0661', 'TT0662', 'TT0663', 'TT0664', 'TT0665', 'TT0666', 'TT0667', 'TT0707', 'TT0708', 'TT0709', 'TT0710', 'TT0711', 'TT0712', 'TT0713', 'TT0714', 'TT0715', 'TT0716', 'TT0757', 'TT0758', 'TT0759', 'TT0760', 'TT0761', 'TT0762', 'TT0763', 'TT0764', 'TT0765', 'TT0807', 'TT0808', 'TT0809', 'TT0810', 'TT0811', 'TT0812', 'TT0813', 'TT0814', 'TT0857', 'TT0858', 'TT0859', 'TT0860', 'TT0861', 'TT0862', 'TT0863', 'TT0907', 'TT0908', 'TT0909', 'TT0910', 'TT0911', 'TT0912', 'TT0957', 'TT0958', 'TT0959', 'TT0960', 'TT0961']",0.262,,0.99,HEURISTIC_NOT_FOUND,405.995609,sw0011,sw0013,l_sw0011_sw0013,262,True,True,262,l_sw0011_sw0013,4,Q5,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
259,"['TT0009', 'TT0010', 'TT0012', 'TT0013', 'TT0014', 'TT0015', 'TT0017', 'TT0018', 'TT0019', 'TT0020', 'TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0032', 'TT0059', 'TT0060', 'TT0062', 'TT0063', 'TT0064', 'TT0065', 'TT0067', 'TT0068', 'TT0069', 'TT0070', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0080', 'TT0109', 'TT0110', 'TT0112', 'TT0113', 'TT0114', 'TT0115', 'TT0117', 'TT0118', 'TT0119', 'TT0120', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0129', 'TT0130', 'TT0159', 'TT0160', 'TT0162', 'TT0163', 'TT0164', 'TT0165', 'TT0167', 'TT0168', 'TT0169', 'TT0170', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0178', 'TT0179', 'TT0209', 'TT0210', 'TT0212', 'TT0213', 'TT0214', 'TT0215', 'TT0217', 'TT0218', 'TT0219', 'TT0220', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0227', 'TT0228', 'TT0259', 'TT0260', 'TT0262', 'TT0263', 'TT0264', 'TT0265', 'TT0267', 'TT0268', 'TT0269', 'TT0270', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0277', 'TT0309', 'TT0310', 'TT0312', 'TT0313', 'TT0314', 'TT0315', 'TT0317', 'TT0318', 'TT0319', 'TT0320', 'TT0322', 'TT0323', 'TT0324', 'TT0325', 'TT0326', 'TT0359', 'TT0360', 'TT0362', 'TT0363', 'TT0364', 'TT0365', 'TT0366', 'TT0367', 'TT0368', 'TT0369', 'TT0370', 'TT0371', 'TT0372', 'TT0373', 'TT0374', 'TT0375', 'TT0409', 'TT0410', 'TT0411', 'TT0412', 'TT0413', 'TT0414', 'TT0415', 'TT0416', 'TT0417', 'TT0418', 'TT0419', 'TT0420', 'TT0421', 'TT0422', 'TT0423', 'TT0424', 'TT0459', 'TT0460', 'TT0461', 'TT0462', 'TT0463', 'TT0464', 'TT0465', 'TT0466', 'TT0467', 'TT0468', 'TT0469', 'TT0470', 'TT0471', 'TT0472', 'TT0473', 'TT0509', 'TT0510', 'TT0511', 'TT0512', 'TT0513', 'TT0514', 'TT0515', 'TT0516', 'TT0517', 'TT0518', 'TT0519', 'TT0520', 'TT0521', 'TT0522', 'TT0559', 'TT0560', 'TT0561', 'TT0562', 'TT0563', 'TT0564', 'TT0565', 'TT0566', 'TT0567', 'TT0568', 'TT0569', 'TT0570', 'TT0571', 'TT0609', 'TT0610', 'TT0611', 'TT0612', 'TT0613', 'TT0614', 'TT0615', 'TT0616', 'TT0617', 'TT0618', 'TT0619', 'TT0620', 'TT0659', 'TT0660', 'TT0661', 'TT0662', 'TT0663', 'TT0664', 'TT0665', 'TT0666', 'TT0667', 'TT0668', 'TT0669', 'TT0709', 'TT0710', 'TT0711', 'TT0712', 'TT0713', 'TT0714', 'TT0715', 'TT0716', 'TT0717', 'TT0718', 'TT0759', 'TT0760', 'TT0761', 'TT0762', 'TT0763', 'TT0764', 'TT0765', 'TT0766', 'TT0767', 'TT0809', 'TT0810', 'TT0811', 'TT0812', 'TT0813', 'TT0814', 'TT0815', 'TT0816', 'TT0859', 'TT0860', 'TT0861', 'TT0862', 'TT0863', 'TT0864', 'TT0865', 'TT0909', 'TT0910', 'TT0911', 'TT0912', 'TT0913', 'TT0914', 'TT0959', 'TT0960', 'TT0961', 'TT0962', 'TT0963']",0.259,,0.995,HEURISTIC_NOT_FOUND,393.378145,sw0015,sw0017,l_sw0015_sw0017,259,True,True,259,l_sw0015_sw0017,4,Q5,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
254,"['TT0012', 'TT0013', 'TT0014', 'TT0015', 'TT0017', 'TT0018', 'TT0019', 'TT0020', 'TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0032', 'TT0033', 'TT0034', 'TT0062', 'TT0063', 'TT0064', 'TT0065', 'TT0067', 'TT0068', 'TT0069', 'TT0070', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0080', 'TT0083', 'TT0112', 'TT0113', 'TT0114', 'TT0115', 'TT0117', 'TT0118', 'TT0119', 'TT0120', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0129', 'TT0130', 'TT0162', 'TT0163', 'TT0164', 'TT0165', 'TT0167', 'TT0168', 'TT0169', 'TT0170', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0178', 'TT0179', 'TT0180', 'TT0212', 'TT0213', 'TT0214', 'TT0215', 'TT0217', 'TT0218', 'TT0219', 'TT0220', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0227', 'TT0228', 'TT0229', 'TT0230', 'TT0262', 'TT0263', 'TT0264', 'TT0265', 'TT0267', 'TT0268', 'TT0269', 'TT0270', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0277', 'TT0278', 'TT0279', 'TT0312', 'TT0313', 'TT0314', 'TT0315', 'TT0317', 'TT0318', 'TT0319', 'TT0320', 'TT0322', 'TT0323', 'TT0324', 'TT0325', 'TT0326', 'TT0327', 'TT0328', 'TT0362', 'TT0363', 'TT0364', 'TT0365', 'TT0366', 'TT0367', 'TT0368', 'TT0369', 'TT0370', 'TT0371', 'TT0372', 'TT0373', 'TT0374', 'TT0375', 'TT0377', 'TT0411', 'TT0412', 'TT0413', 'TT0414', 'TT0415', 'TT0416', 'TT0417', 'TT0418', 'TT0419', 'TT0420', 'TT0421', 'TT0422', 'TT0423', 'TT0424', 'TT0425', 'TT0426', 'TT0461', 'TT0462', 'TT0463', 'TT0464', 'TT0465', 'TT0466', 'TT0467', 'TT0468', 'TT0469', 'TT0470', 'TT0471', 'TT0472', 'TT0473', 'TT0474', 'TT0475', 'TT0511', 'TT0512', 'TT0513', 'TT0514', 'TT0515', 'TT0516', 'TT0517', 'TT0518', 'TT0519', 'TT0520', 'TT0521', 'TT0522', 'TT0523', 'TT0524', 'TT0561', 'TT0562', 'TT0563', 'TT0564', 'TT0565', 'TT0566', 'TT0567', 'TT0568', 'TT0569', 'TT0570', 'TT0571', 'TT0572', 'TT0573', 'TT0611', 'TT0612', 'TT0613', 'TT0614', 'TT0615', 'TT0616', 'TT0617', 'TT0618', 'TT0619', 'TT0620', 'TT0621', 'TT0622', 'TT0661', 'TT0662', 'TT0663', 'TT0664', 'TT0665', 'TT0666', 'TT0667', 'TT0668', 'TT0669', 'TT0670', 'TT0671', 'TT0711', 'TT0712', 'TT0713', 'TT0714', 'TT0715', 'TT0716', 'TT0717', 'TT0718', 'TT0719', 'TT0720', 'TT0761', 'TT0762', 'TT0763', 'TT0764', 'TT0765', 'TT0766', 'TT0767', 'TT0768', 'TT0769', 'TT0811', 'TT0812', 'TT0813', 'TT0814', 'TT0815', 'TT0816', 'TT0817', 'TT0818', 'TT0861', 'TT0862', 'TT0863', 'TT0864', 'TT0865', 'TT0866', 'TT0867', 'TT0911', 'TT0912', 'TT0913', 'TT0914', 'TT0915', 'TT0916', 'TT0961', 'TT0962', 'TT0963', 'TT0964', 'TT0965']",0.254,,0.992,HEURISTIC_NOT_FOUND,389.174759,sw0019,sw0021,l_sw0019_sw0021,254,True,True,254,l_sw0019_sw0021,3,Q4,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
255,"['TT0015', 'TT0017', 'TT0018', 'TT0019', 'TT0020', 'TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0032', 'TT0033', 'TT0034', 'TT0035', 'TT0036', 'TT0037', 'TT0038', 'TT0065', 'TT0067', 'TT0068', 'TT0069', 'TT0070', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0080', 'TT0083', 'TT0084', 'TT0085', 'TT0115', 'TT0117', 'TT0118', 'TT0119', 'TT0120', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0129', 'TT0130', 'TT0133', 'TT0134', 'TT0135', 'TT0165', 'TT0167', 'TT0168', 'TT0169', 'TT0170', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0178', 'TT0179', 'TT0180', 'TT0182', 'TT0183', 'TT0184', 'TT0185', 'TT0215', 'TT0217', 'TT0218', 'TT0219', 'TT0220', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0227', 'TT0228', 'TT0229', 'TT0230', 'TT0232', 'TT0233', 'TT0234', 'TT0265', 'TT0267', 'TT0268', 'TT0269', 'TT0270', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0277', 'TT0278', 'TT0279', 'TT0280', 'TT0282', 'TT0283', 'TT0315', 'TT0317', 'TT0318', 'TT0319', 'TT0320', 'TT0322', 'TT0323', 'TT0324', 'TT0325', 'TT0326', 'TT0327', 'TT0328', 'TT0329', 'TT0330', 'TT0332', 'TT0365', 'TT0366', 'TT0367', 'TT0368', 'TT0369', 'TT0370', 'TT0371', 'TT0372', 'TT0373', 'TT0374', 'TT0375', 'TT0377', 'TT0378', 'TT0379', 'TT0380', 'TT0415', 'TT0416', 'TT0417', 'TT0418', 'TT0419', 'TT0420', 'TT0421', 'TT0422', 'TT0423', 'TT0424', 'TT0425', 'TT0426', 'TT0427', 'TT0428', 'TT0429', 'TT0430', 'TT0465', 'TT0466', 'TT0467', 'TT0468', 'TT0469', 'TT0470', 'TT0471', 'TT0472', 'TT0473', 'TT0474', 'TT0475', 'TT0476', 'TT0477', 'TT0478', 'TT0479', 'TT0515', 'TT0516', 'TT0517', 'TT0518', 'TT0519', 'TT0520', 'TT0521', 'TT0522', 'TT0523', 'TT0524', 'TT0525', 'TT0526', 'TT0527', 'TT0528', 'TT0565', 'TT0566', 'TT0567', 'TT0568', 'TT0569', 'TT0570', 'TT0571', 'TT0572', 'TT0573', 'TT0574', 'TT0575', 'TT0576', 'TT0577', 'TT0615', 'TT0616', 'TT0617', 'TT0618', 'TT0619', 'TT0620', 'TT0621', 'TT0622', 'TT0623', 'TT0624', 'TT0625', 'TT0626', 'TT0665', 'TT0666', 'TT0667', 'TT0668', 'TT0669', 'TT0670', 'TT0671', 'TT0672', 'TT0673', 'TT0674', 'TT0675', 'TT0715', 'TT0716', 'TT0717', 'TT0718', 'TT0719', 'TT0720', 'TT0721', 'TT0722', 'TT0723', 'TT0724', 'TT0765', 'TT0766', 'TT0767', 'TT0768', 'TT0769', 'TT0770', 'TT0771', 'TT0772', 'TT0773', 'TT0815', 'TT0816', 'TT0817', 'TT0818', 'TT0819', 'TT0820', 'TT0821', 'TT0822', 'TT0865', 'TT0866', 'TT0867', 'TT0868', 'TT0869', 'TT0870', 'TT0871', 'TT0915', 'TT0916', 'TT0917', 'TT0918', 'TT0919', 'TT0920', 'TT0965', 'TT0966', 'TT0967', 'TT0968', 'TT0969']",0.255,,0.99,HEURISTIC_NOT_FOUND,407.063826,sw0027,sw0029,l_sw0027_sw0029,255,True,True,255,l_sw0027_sw0029,3,Q4,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
260,"['TT0017', 'TT0018', 'TT0019', 'TT0020', 'TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0032', 'TT0033', 'TT0034', 'TT0035', 'TT0036', 'TT0037', 'TT0038', 'TT0039', 'TT0040', 'TT0067', 'TT0068', 'TT0069', 'TT0070', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0080', 'TT0083', 'TT0084', 'TT0085', 'TT0088', 'TT0089', 'TT0117', 'TT0118', 'TT0119', 'TT0120', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0129', 'TT0130', 'TT0133', 'TT0134', 'TT0135', 'TT0137', 'TT0138', 'TT0167', 'TT0168', 'TT0169', 'TT0170', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0178', 'TT0179', 'TT0180', 'TT0182', 'TT0183', 'TT0184', 'TT0185', 'TT0187', 'TT0217', 'TT0218', 'TT0219', 'TT0220', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0227', 'TT0228', 'TT0229', 'TT0230', 'TT0232', 'TT0233', 'TT0234', 'TT0235', 'TT0267', 'TT0268', 'TT0269', 'TT0270', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0277', 'TT0278', 'TT0279', 'TT0280', 'TT0282', 'TT0283', 'TT0284', 'TT0285', 'TT0317', 'TT0318', 'TT0319', 'TT0320', 'TT0322', 'TT0323', 'TT0324', 'TT0325', 'TT0326', 'TT0327', 'TT0328', 'TT0329', 'TT0330', 'TT0332', 'TT0333', 'TT0334', 'TT0367', 'TT0368', 'TT0369', 'TT0370', 'TT0371', 'TT0372', 'TT0373', 'TT0374', 'TT0375', 'TT0377', 'TT0378', 'TT0379', 'TT0380', 'TT0382', 'TT0383', 'TT0417', 'TT0418', 'TT0419', 'TT0420', 'TT0421', 'TT0422', 'TT0423', 'TT0424', 'TT0425', 'TT0426', 'TT0427', 'TT0428', 'TT0429', 'TT0430', 'TT0431', 'TT0432', 'TT0467', 'TT0468', 'TT0469', 'TT0470', 'TT0471', 'TT0472', 'TT0473', 'TT0474', 'TT0475', 'TT0476', 'TT0477', 'TT0478', 'TT0479', 'TT0480', 'TT0481', 'TT0517', 'TT0518', 'TT0519', 'TT0520', 'TT0521', 'TT0522', 'TT0523', 'TT0524', 'TT0525', 'TT0526', 'TT0527', 'TT0528', 'TT0529', 'TT0530', 'TT0567', 'TT0568', 'TT0569', 'TT0570', 'TT0571', 'TT0572', 'TT0573', 'TT0574', 'TT0575', 'TT0576', 'TT0577', 'TT0578', 'TT0579', 'TT0617', 'TT0618', 'TT0619', 'TT0620', 'TT0621', 'TT0622', 'TT0623', 'TT0624', 'TT0625', 'TT0626', 'TT0627', 'TT0628', 'TT0667', 'TT0668', 'TT0669', 'TT0670', 'TT0671', 'TT0672', 'TT0673', 'TT0674', 'TT0675', 'TT0676', 'TT0677', 'TT0717', 'TT0718', 'TT0719', 'TT0720', 'TT0721', 'TT0722', 'TT0723', 'TT0724', 'TT0725', 'TT0726', 'TT0767', 'TT0768', 'TT0769', 'TT0770', 'TT0771', 'TT0772', 'TT0773', 'TT0774', 'TT0775', 'TT0817', 'TT0818', 'TT0819', 'TT0820', 'TT0821', 'TT0822', 'TT0823', 'TT0824', 'TT0867', 'TT0868', 'TT0869', 'TT0870', 'TT0871', 'TT0872', 'TT0873', 'TT0917', 'TT0918', 'TT0919', 'TT0920', 'TT0921', 'TT0922', 'TT0967', 'TT0968', 'TT0969', 'TT0970', 'TT0971']",0.26,,0.995,HEURISTIC_NOT_FOUND,393.93789,sw0031,sw0033,l_sw0031_sw0033,260,True,True,260,l_sw0031_sw0033,4,Q5,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
261,"['TT0022', 'TT0023', 'TT0024', 'TT0025', 'TT0027', 'TT0028', 'TT0029', 'TT0030', 'TT0032', 'TT0033', 'TT0034', 'TT0035', 'TT0036', 'TT0037', 'TT0038', 'TT0039', 'TT0040', 'TT0041', 'TT0042', 'TT0043', 'TT0044', 'TT0045', 'TT0072', 'TT0073', 'TT0074', 'TT0075', 'TT0077', 'TT0078', 'TT0079', 'TT0080', 'TT0083', 'TT0084', 'TT0085', 'TT0088', 'TT0089', 'TT0090', 'TT0093', 'TT0094', 'TT0123', 'TT0124', 'TT0125', 'TT0127', 'TT0128', 'TT0129', 'TT0130', 'TT0133', 'TT0134', 'TT0135', 'TT0137', 'TT0138', 'TT0139', 'TT0140', 'TT0142', 'TT0143', 'TT0172', 'TT0173', 'TT0174', 'TT0175', 'TT0177', 'TT0178', 'TT0179', 'TT0180', 'TT0182', 'TT0183', 'TT0184', 'TT0185', 'TT0187', 'TT0188', 'TT0189', 'TT0190', 'TT0191', 'TT0192', 'TT0222', 'TT0223', 'TT0224', 'TT0225', 'TT0227', 'TT0228', 'TT0229', 'TT0230', 'TT0232', 'TT0233', 'TT0234', 'TT0235', 'TT0237', 'TT0238', 'TT0239', 'TT0240', 'TT0272', 'TT0273', 'TT0274', 'TT0275', 'TT0277', 'TT0278', 'TT0279', 'TT0280', 'TT0282', 'TT0283', 'TT0284', 'TT0285', 'TT0287', 'TT0288', 'TT0289', 'TT0290', 'TT0322', 'TT0323', 'TT0324', 'TT0325', 'TT0326', 'TT0327', 'TT0328', 'TT0329', 'TT0330', 'TT0332', 'TT0333', 'TT0334', 'TT0335', 'TT0336', 'TT0337', 'TT0338', 'TT0339', 'TT0372', 'TT0373', 'TT0374', 'TT0375', 'TT0377', 'TT0378', 'TT0379', 'TT0380', 'TT0382', 'TT0383', 'TT0384', 'TT0385', 'TT0387', 'TT0388', 'TT0422', 'TT0423', 'TT0424', 'TT0425', 'TT0426', 'TT0427', 'TT0428', 'TT0429', 'TT0430', 'TT0431', 'TT0432', 'TT0433', 'TT0434', 'TT0435', 'TT0436', 'TT0437', 'TT0472', 'TT0473', 'TT0474', 'TT0475', 'TT0476', 'TT0477', 'TT0478', 'TT0479', 'TT0480', 'TT0481', 'TT0482', 'TT0483', 'TT0484', 'TT0485', 'TT0486', 'TT0522', 'TT0523', 'TT0524', 'TT0525', 'TT0526', 'TT0527', 'TT0528', 'TT0529', 'TT0530', 'TT0531', 'TT0532', 'TT0533', 'TT0534', 'TT0535', 'TT0572', 'TT0573', 'TT0574', 'TT0575', 'TT0576', 'TT0577', 'TT0578', 'TT0579', 'TT0580', 'TT0581', 'TT0582', 'TT0583', 'TT0584', 'TT0622', 'TT0623', 'TT0624', 'TT0625', 'TT0626', 'TT0627', 'TT0628', 'TT0629', 'TT0630', 'TT0631', 'TT0632', 'TT0633', 'TT0672', 'TT0673', 'TT0674', 'TT0675', 'TT0676', 'TT0677', 'TT0678', 'TT0679', 'TT0680', 'TT0681', 'TT0682', 'TT0722', 'TT0723', 'TT0724', 'TT0725', 'TT0726', 'TT0727', 'TT0728', 'TT0729', 'TT0730', 'TT0731', 'TT0772', 'TT0773', 'TT0774', 'TT0775', 'TT0776', 'TT0777', 'TT0778', 'TT0779', 'TT0780', 'TT0822', 'TT0823', 'TT0824', 'TT0825', 'TT0826', 'TT0827', 'TT0828', 'TT0829', 'TT0872', 'TT0873', 'TT0874', 'TT0875', 'TT0876', 'TT0877', 'TT0878', 'TT0922', 'TT0923', 'TT0924', 'TT0925', 'TT0926', 'TT0927', 'TT0972', 'TT0973', 'TT0974', 'TT0975', 'TT0976']",0.261,,0.994,HEURISTIC_NOT_FOUND,390.024136,sw0041,sw0043,l_sw0041_sw0043,261,True,True,261,l_sw0041_sw0043,4,Q5,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
256,"['TT0002', 'TT0003', 'TT0030', 'TT0032', 'TT0033', 'TT0034', 'TT0035', 'TT0036', 'TT0037', 'TT0038', 'TT0039', 'TT0040', 'TT0041', 'TT0042', 'TT0043', 'TT0044', 'TT0045', 'TT0047', 'TT0048', 'TT0049', 'TT0050', 'TT0052', 'TT0080', 'TT0083', 'TT0084', 'TT0085', 'TT0088', 'TT0089', 'TT0090', 'TT0093', 'TT0094', 'TT0095', 'TT0098', 'TT0099', 'TT0100', 'TT0130', 'TT0133', 'TT0134', 'TT0135', 'TT0137', 'TT0138', 'TT0139', 'TT0140', 'TT0142', 'TT0143', 'TT0144', 'TT0145', 'TT0147', 'TT0148', 'TT0149', 'TT0150', 'TT0180', 'TT0182', 'TT0183', 'TT0184', 'TT0185', 'TT0187', 'TT0188', 'TT0189', 'TT0190', 'TT0191', 'TT0192', 'TT0193', 'TT0194', 'TT0195', 'TT0197', 'TT0198', 'TT0199', 'TT0200', 'TT0230', 'TT0232', 'TT0233', 'TT0234', 'TT0235', 'TT0237', 'TT0238', 'TT0239', 'TT0240', 'TT0242', 'TT0243', 'TT0244', 'TT0245', 'TT0247', 'TT0248', 'TT0249', 'TT0280', 'TT0282', 'TT0283', 'TT0284', 'TT0285', 'TT0287', 'TT0288', 'TT0289', 'TT0290', 'TT0292', 'TT0293', 'TT0294', 'TT0295', 'TT0297', 'TT0298', 'TT0330', 'TT0332', 'TT0333', 'TT0334', 'TT0335', 'TT0336', 'TT0337', 'TT0338', 'TT0339', 'TT0340', 'TT0342', 'TT0343', 'TT0344', 'TT0345', 'TT0347', 'TT0380', 'TT0382', 'TT0383', 'TT0384', 'TT0385', 'TT0387', 'TT0388', 'TT0389', 'TT0390', 'TT0391', 'TT0392', 'TT0393', 'TT0394', 'TT0395', 'TT0396', 'TT0430', 'TT0431', 'TT0432', 'TT0433', 'TT0434', 'TT0435', 'TT0436', 'TT0437', 'TT0438', 'TT0439', 'TT0440', 'TT0441', 'TT0442', 'TT0443', 'TT0444', 'TT0445', 'TT0480', 'TT0481', 'TT0482', 'TT0483', 'TT0484', 'TT0485', 'TT0486', 'TT0487', 'TT0488', 'TT0489', 'TT0490', 'TT0491', 'TT0492', 'TT0493', 'TT0494', 'TT0530', 'TT0531', 'TT0532', 'TT0533', 'TT0534', 'TT0535', 'TT0536', 'TT0537', 'TT0538', 'TT0539', 'TT0540', 'TT0541', 'TT0542', 'TT0543', 'TT0580', 'TT0581', 'TT0582', 'TT0583', 'TT0584', 'TT0585', 'TT0586', 'TT0587', 'TT0588', 'TT0589', 'TT0590', 'TT0591', 'TT0592', 'TT0630', 'TT0631', 'TT0632', 'TT0633', 'TT0634', 'TT0635', 'TT0636', 'TT0637', 'TT0638', 'TT0639', 'TT0640', 'TT0641', 'TT0680', 'TT0681', 'TT0682', 'TT0683', 'TT0684', 'TT0685', 'TT0686', 'TT0687', 'TT0688', 'TT0689', 'TT0690', 'TT0730', 'TT0731', 'TT0732', 'TT0733', 'TT0734', 'TT0735', 'TT0736', 'TT0737', 'TT0738', 'TT0739', 'TT0780', 'TT0781', 'TT0782', 'TT0783', 'TT0784', 'TT0785', 'TT0786', 'TT0787', 'TT0788', 'TT0830', 'TT0831', 'TT0832', 'TT0833', 'TT0834', 'TT0835', 'TT0836', 'TT0837', 'TT0880', 'TT0881', 'TT0882', 'TT0883', 'TT0884', 'TT0885', 'TT0886', 'TT0930', 'TT0931', 'TT0932', 'TT0933', 'TT0934', 'TT0935', 'TT0980', 'TT0981', 'TT0982', 'TT0983', 'TT0984']",0.256,,0.996,HEURISTIC_NOT_FOUND,407.998517,sw0057,sw0059,l_sw0057_sw0059,256,True,True,256,l_sw0057_sw0059,3,Q4,F150_TT1000,True,deterministic evenly spaced within affected-count quantile
