scenario,fault_id,status,affected_flow_count,route_solver_wall_us,smt_solver_wall_us,profile_compile_wall_us,serialization_wall_us,total_precompute_wall_us,objective,profile_bytes,semantic_profile_hash,diagnostic
structured30_auto,l_sw01_sw02,SAT,2,96.571,288676.72500000003,142.16899999999998,615.6279999999999,290835.022,423,38044,29c2ae0f3e0c773e87ae40f633bffe630bc99a38d778e8fed50d8dbb7c8dbea4,lexicographic optimum found
structured30_auto,l_sw01_sw07,SAT,6,249.356,306368.469,125.515,639.991,308353.92799999996,423,39688,9d3d992ed0da125e35b85fe988be0a8bb6d92d374e9132378cfb85327dadea46,lexicographic optimum found
structured30_auto,l_sw01_sw09,SAT,4,182.323,286976.303,113.73599999999999,646.327,288880.75899999996,423,39122,1a1ee235168bd8231a335d159876d9b63c31c29427fbaf2d89f1af6e304fdd33,lexicographic optimum found
structured30_auto,l_sw02_sw03,SAT,1,65.518,273776.648,112.822,620.3230000000001,275452.81899999996,423,39104,9535f8046ccfde55b78668adc23914d52554d27aca85b3b65fb29179e8a39786,lexicographic optimum found
structured30_auto,l_sw02_sw08,SAT,1,57.232,279485.261,111.776,638.174,281209.179,423,37709,b4ffbcd9f4ed1154691679b52af839fca9c16979fad1fe855a633543d55a5ef4,lexicographic optimum found
structured30_auto,l_sw03_sw04,SAT,2,105.03200000000001,274423.35099999997,121.19200000000001,655.115,276211.436,423,38857,724dc1b3cf160f11fe5a98752c2bb2555a4de235cd9a1419e9ffba1b244c0b8b,lexicographic optimum found
structured30_auto,l_sw03_sw09,SAT,3,148.477,292627.651,112.495,649.024,294426.01200000005,423,39618,aec036d5e300f9a919d18743ce3102ad80a14c163554216efca3f475b8f1d554,lexicographic optimum found
structured30_auto,l_sw04_sw05,SAT,2,113.924,376128.94200000004,123.774,637.123,378002.4,423,39738,76a5019c07f00d432e3e00d2c93662030a5b96f6a962379dd2221d9f3a01ebb6,lexicographic optimum found
structured30_auto,l_sw05_sw07,SAT,2,101.093,279379.6,123.931,679.631,281248.212,423,39920,c03f90272c2aaf2ff693f6478c9f0ba707499ad79354e778d06dbbb05467d776,lexicographic optimum found
structured30_auto,l_sw05_sw11,SAT,4,159.952,292781.202,118.06,675.431,294652.148,423,40140,29851d844129bcd5b0ecb8282c0526dbfdff77ffeacb545305f72f88d0920705,lexicographic optimum found
structured30_auto,l_sw07_sw13,SAT,8,325.94,314978.967,143.54,691.1020000000001,317194.504,423,42067,a611451a4d4f22474db28df3b8a7d176009d1f05acaaca81f7668053740c435e,lexicographic optimum found
structured30_auto,l_sw08_sw16,SAT,1,69.255,279607.362,114.818,641.8340000000001,281412.03099999996,423,37709,b4ffbcd9f4ed1154691679b52af839fca9c16979fad1fe855a633543d55a5ef4,lexicographic optimum found
structured30_auto,l_sw09_sw10,SAT,1,76.483,275877.566,117.77600000000001,642.2629999999999,277689.91800000006,423,39091,40aa63d178f42352b1ccdcb170acac2e2bb5019685af9592bf57b26831e26b79,lexicographic optimum found
structured30_auto,l_sw09_sw15,SAT,10,408.651,323963.562,117.997,699.553,326093.402,423,42057,4144362a119360daada1b9f9d0bf17104159606019167449f943e06ba8cb9a7b,lexicographic optimum found
structured30_auto,l_sw10_sw11,SAT,1,79.923,275861.25299999997,115.37299999999999,632.529,277560.304,423,38816,f3ddeeaaaa5965a5b1a4fe247c141f8f122c472d4a3924ed1c02517376ac9389,lexicographic optimum found
structured30_auto,l_sw11_sw17,SAT,5,229.75400000000002,310990.54799999995,112.769,654.681,312891.69299999997,423,41176,590d1f784e50909730e754961789e58566d970cbac43b51bd6c60f08bb73e931,lexicographic optimum found
structured30_auto,l_sw13_sw14,SAT,2,112.53099999999999,288255.04099999997,116.405,654.675,290055.93100000004,423,38520,0a12e06b32e592647befa243e61ceb42a4d2bccfb042660d8aca2848b1365b32,lexicographic optimum found
structured30_auto,l_sw13_sw19,SAT,8,312.036,313103.841,117.287,717.258,315200.889,423,42482,6cfa1cbb68006b01bf5ac8348dc440dbe9e0fe15b5dfeb1991af25d3b5411aa6,lexicographic optimum found
structured30_auto,l_sw14_sw15,SAT,2,115.53200000000001,288684.684,121.456,634.244,290421.30399999995,423,38819,8bc4dc1d8b395c9f63b56cb3cfe6b6227f4a8de49af53a35b6bafa8c371863e2,lexicographic optimum found
structured30_auto,l_sw15_sw21,SAT,8,331.712,300115.464,120.007,687.6460000000001,302115.312,423,42543,13b9a50df8b84af48119d8fa1c3d8ab6587591af33a434ffa15ba823e2dc77a3,lexicographic optimum found
structured30_auto,l_sw15_sw23,SAT,4,180.76100000000002,305729.675,106.67500000000001,659.067,307547.66199999995,423,38932,62c396ef9bf831e8e5d6e0690ec85d6d8ba32667417cb6c6911212a81af5756c,lexicographic optimum found
structured30_auto,l_sw16_sw17,SAT,1,66.63600000000001,279074.522,104.54599999999999,630.626,280726.7750000001,423,37731,b4ffbcd9f4ed1154691679b52af839fca9c16979fad1fe855a633543d55a5ef4,lexicographic optimum found
structured30_auto,l_sw17_sw23,SAT,4,181.824,313259.45999999996,111.032,662.762,315076.5399999999,437,40211,4a0d6f72bfb1dd35e5658c5e2671311f8f9db8a05c9844842d57d0de6bff6966,lexicographic optimum found
structured30_auto,l_sw19_sw25,SAT,4,186.797,283469.036,120.857,686.825,285301.948,423,42158,0c6c6a275d0866d11ed02804f21e9496d0cfc24aaf1309010f85fe519d8e0bf4,lexicographic optimum found
structured30_auto,l_sw21_sw27,SAT,4,180.23499999999999,289324.672,115.862,667.8340000000001,291218.344,423,41834,1466c75fe2a89d2261418cf99ab1f998635b83cb406ff3dfc1ac37450099e917,lexicographic optimum found
structured30_auto,l_sw23_sw29,SAT,4,165.56,305632.219,120.274,695.721,307488.839,437,41443,7e869828fc08813488ea1403410ac673e1b57a3a774db65752bdea008a28a81d,lexicographic optimum found
