scenario,fault_id,status,affected_flow_count,route_solver_wall_us,smt_solver_wall_us,profile_compile_wall_us,serialization_wall_us,total_precompute_wall_us,objective,profile_bytes,semantic_profile_hash,diagnostic
mesh10,l_sw2_sw5,SAT,3,37.549,52725.861,42.15,322.384,53681.276999999995,234,14657,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,lexicographic optimum found
mesh10,l_sw3_sw6,NO_AFFECTED_TT,0,0,0,0,0,0,-1,0,,fault is not on any healthy TT route
mesh10,l_sw6_sw8,SAT,2,26.186999999999998,57296.977,39.16,297.676,57890.686,234,14179,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,lexicographic optimum found
mesh10,l_sw7_sw9,SAT,2,26.552,41312.526000000005,49.11,301.872,41892.352,234,15692,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,lexicographic optimum found
