scenario,policy_id,step,left_cluster,right_cluster,merged_members,min_pairwise_jaccard,max_edge_distance,merge_priority,result_candidate_group_id
structured50_auto,J100,1,l_sw01_sw02,l_sw02_sw03,l_sw01_sw02;l_sw02_sw03,1.0,0,"[-1.0,0,-2,[""l_sw01_sw02"",""l_sw02_sw03""]]",G0001
structured50_auto,J100,2,l_sw03_sw04,l_sw04_sw05,l_sw03_sw04;l_sw04_sw05,1.0,0,"[-1.0,0,-2,[""l_sw03_sw04"",""l_sw04_sw05""]]",G0004
structured50_auto,J100,3,l_sw05_sw06,l_sw06_sw07,l_sw05_sw06;l_sw06_sw07,1.0,0,"[-1.0,0,-2,[""l_sw05_sw06"",""l_sw06_sw07""]]",G0006
structured50_auto,J100,4,l_sw07_sw08,l_sw08_sw09,l_sw07_sw08;l_sw08_sw09,1.0,0,"[-1.0,0,-2,[""l_sw07_sw08"",""l_sw08_sw09""]]",G0009
structured50_auto,J100,5,l_sw09_sw10,l_sw10_sw20,l_sw09_sw10;l_sw10_sw20,1.0,0,"[-1.0,0,-2,[""l_sw09_sw10"",""l_sw10_sw20""]]",G0011
structured50_auto,J100,6,l_sw11_sw12,l_sw12_sw24,l_sw11_sw12;l_sw12_sw24,1.0,0,"[-1.0,0,-2,[""l_sw11_sw12"",""l_sw12_sw24""]]",G0014
structured50_auto,J100,7,l_sw13_sw14,l_sw14_sw15,l_sw13_sw14;l_sw14_sw15,1.0,0,"[-1.0,0,-2,[""l_sw13_sw14"",""l_sw14_sw15""]]",G0016
structured50_auto,J100,8,l_sw17_sw18,l_sw18_sw19,l_sw17_sw18;l_sw18_sw19,1.0,0,"[-1.0,0,-2,[""l_sw17_sw18"",""l_sw18_sw19""]]",G0019
structured50_auto,J100,9,l_sw24_sw34,l_sw34_sw46,l_sw24_sw34;l_sw34_sw46,1.0,0,"[-1.0,0,-2,[""l_sw24_sw34"",""l_sw34_sw46""]]",G0014
structured50_auto,J100,10,l_sw25_sw26,l_sw26_sw27,l_sw25_sw26;l_sw26_sw27,1.0,0,"[-1.0,0,-2,[""l_sw25_sw26"",""l_sw26_sw27""]]",G0029
structured50_auto,J100,11,l_sw35_sw36,l_sw36_sw37,l_sw35_sw36;l_sw36_sw37,1.0,0,"[-1.0,0,-2,[""l_sw35_sw36"",""l_sw36_sw37""]]",G0036
structured50_auto,J100,12,l_sw24_sw34;l_sw34_sw46,l_sw46_sw47,l_sw24_sw34;l_sw34_sw46;l_sw46_sw47,1.0,1,"[-1.0,1,-3,[""l_sw24_sw34"",""l_sw34_sw46"",""l_sw46_sw47""]]",G0014
structured50_auto,J100,13,l_sw11_sw12;l_sw12_sw24,l_sw24_sw34;l_sw34_sw46;l_sw46_sw47,l_sw11_sw12;l_sw12_sw24;l_sw24_sw34;l_sw34_sw46;l_sw46_sw47,1.0,3,"[-1.0,3,-5,[""l_sw11_sw12"",""l_sw12_sw24"",""l_sw24_sw34"",""l_sw34_sw46"",""l_sw46_sw47""]]",G0014
