level,connectivity_margin_mean,connectivity_margin_min,fault_id,graph_connected,profile_bytes,raw_status,recovery_hop_count,recovery_route_hash,semantic_profile_hash,smt_solver_wall_us,status,affected_flow_count
R0_GRID,3,3,l_sw19_sw27,True,62415,SAT,244,c94873ef89d91a4d3502eb8d1666f4ed96069f836294e93da263f7455b0e6b50,9f8da29168e182dd8ce0ea075d1f4cd0e932101db1ac8a9f5c7af412f9ebc6f1,689584.122,SAT,8
R0_GRID,3,3,l_sw20_sw21,True,60054,SAT,236,c71943cd1b9bfe6dd39e433fe464d89def10d28fd33debe89a2c8887c88d5d71,f7c42606de0295365ec75097134be97cc0cdf866847067a095c0614bcf3ba7a2,642302.1880000001,SAT,2
R0_GRID,3,3,l_sw21_sw22,True,59457,SAT,236,fe6e5d62affca00c050584b3916864fbd2fb79233964949caebe1bc660aed706,0ab145b31f21e5c9d10f9775244ef9c96701cf246615eea9884c7316fbb747de,645728.545,SAT,2
R0_GRID,3,3,l_sw21_sw29,True,62422,SAT,244,d14a5f934008b34d7b39be52d2daa5a2f1c9f43be26c4017c46de81fdbcd2576,6607e8e92517aa63f2f9b4dcec38ae46b35afb2630e1ae6647b7ce9eda4c59d9,692486.549,SAT,8
R0_GRID,3,3,l_sw22_sw23,True,60058,SAT,236,dd30cad6da90556374de50baf5f3549ef73f248028800c7c2a5ccbf9dbf9fa61,8796e47c54c8006c613362b2e0fb7250d92122a5fcbd209d216125f296ffdc68,641494.025,SAT,2
R0_GRID,3,3,l_sw23_sw31,True,61829,SAT,244,ff30071384088efa1209ccaec508a6e3034bf1e35269852a172e80400f4bbf54,d7e7aeb609dc5ad3c5f85c237c90df6dfdffd3cc6aa354bcb5cca71946ddb087,697224.419,SAT,8
R0_GRID,1,1,l_sw25_sw33,True,61913,SAT,240,7af447b6713fdfb7a8b96ca1f41eea525578ac0529518429668ae33002520b68,a2b89f4c8be485f35b2f822b9a7cbb8ab7cf0f8566e3f9c292257677ca1f32dd,661786.177,SAT,4
R0_GRID,2,2,l_sw27_sw35,True,62384,SAT,240,04f5f401c08e9703c676f9914025d0d62631ecf4a8efb35e661b4744b4724821,9347aeda103f1f40425b8fcf8addd67406155f31985041db7f6cbe84e8c1857e,661188.2999999999,SAT,4
R0_GRID,2,2,l_sw29_sw37,True,62464,SAT,240,3e3cbecaa130ee85d9d4ca808494b1bbd76202533ea1d087e7980122e3a68b5a,94199e4ee8591eb4b8ac368789562ce0727cb3b4d1c477a5a30ae06b75ce2c1e,662355.8929999999,SAT,4
R0_GRID,2,2,l_sw31_sw39,True,61220,SAT,240,363b7e062895a45f72776293adba570eacf6562cb8d7f0baa340d33b77061ed4,ad64f259ef4cad248c31da7fc88187c519ee1b992e632db1089add82ec4ae0cc,666857.94,SAT,4
R1_CURRENT,2.5,2,l_sw01_sw02,True,56591,SAT,224,b51b7b7bbfc3ccca8baad7a6165bfe0438d9312ff4245141493d11a9aa1a9f8e,8b9fca439d02a7d76afa111673da4b5c3ba7cbf9b98ff447d4cf3397ba19eab2,603176.842,SAT,4
R1_CURRENT,2.5,2,l_sw01_sw09,True,59495,SAT,234,eb4f5e543bea75a27eb41ef5c010042da92d1324e20e882120bb72dca418bf80,f6f25896bacc18318c27393bdbbd60b4a7fb8fdec24b753f4854de5aa6dfdde4,665034.3589999999,SAT,4
