fault_i,fault_j,jaccard,affected_set_jaccard,affected_count_i,affected_count_j,same_affected_set,same_affected_count,status_i,status_j,both_sat,same_semantic_profile,profile_hash_i,profile_hash_j,faults_share_endpoint,fault_edge_distance,primary_path_position_difference_mean,recovery_route_link_jaccard
l_sw1_sw3,l_sw6_sw8,0.0,0.0,2,2,0,1,SAT,SAT,1,0,252e7f3de5e8fd6a9c255f80c964860f1892b99700f9aaca38b5261e17170ae3,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.7894736842105263
l_sw1_sw3,l_sw7_sw9,0.3333333333333333,0.3333333333333333,2,2,0,1,SAT,SAT,1,0,252e7f3de5e8fd6a9c255f80c964860f1892b99700f9aaca38b5261e17170ae3,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,2,3.0,0.8888888888888888
l_sw1_sw3,l_sw8_sw10,0.0,0.0,2,4,0,0,SAT,SAT,1,0,252e7f3de5e8fd6a9c255f80c964860f1892b99700f9aaca38b5261e17170ae3,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,2,,0.7368421052631579
l_sw1_sw3,l_sw8_sw9,0.0,0.0,2,1,0,0,SAT,SAT,1,0,252e7f3de5e8fd6a9c255f80c964860f1892b99700f9aaca38b5261e17170ae3,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,2,,0.8888888888888888
l_sw2_sw3,l_sw2_sw5,0.0,0.0,2,3,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,1,0,,0.6190476190476191
l_sw2_sw3,l_sw3_sw4,0.5,0.5,2,4,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,1,0,1.0,0.8095238095238095
l_sw2_sw3,l_sw4_sw6,0.0,0.0,2,2,0,1,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.7142857142857143
l_sw2_sw3,l_sw4_sw7,0.4,0.4,2,5,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,0,1,2.0,0.7619047619047619
l_sw2_sw3,l_sw5_sw8,0.0,0.0,2,3,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,0,1,,0.6190476190476191
l_sw2_sw3,l_sw6_sw8,0.0,0.0,2,2,0,1,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.7142857142857143
l_sw2_sw3,l_sw7_sw9,0.0,0.0,2,2,0,1,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,2,,0.8
l_sw2_sw3,l_sw8_sw10,0.0,0.0,2,4,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,2,,0.6666666666666666
l_sw2_sw3,l_sw8_sw9,0.0,0.0,2,1,0,0,SAT,SAT,1,0,cc987d60152ba13b83c3a0c0feec59782d4fc9930a1680a63f33fee450d77199,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,2,,0.8
l_sw2_sw5,l_sw3_sw4,0.0,0.0,3,4,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,0,1,,0.7
l_sw2_sw5,l_sw4_sw6,0.0,0.0,3,2,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.6
l_sw2_sw5,l_sw4_sw7,0.0,0.0,3,5,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,0,2,,0.65
l_sw2_sw5,l_sw5_sw8,1.0,1.0,3,3,1,1,SAT,SAT,1,1,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,1,0,1.0,1.0
l_sw2_sw5,l_sw6_sw8,0.0,0.0,3,2,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.6
l_sw2_sw5,l_sw7_sw9,0.0,0.0,3,2,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,2,,0.6842105263157895
l_sw2_sw5,l_sw8_sw10,0.4,0.4,3,4,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,1,2.0,0.55
l_sw2_sw5,l_sw8_sw9,0.3333333333333333,0.3333333333333333,3,1,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,1,2.0,0.7777777777777778
l_sw3_sw4,l_sw4_sw6,0.0,0.0,4,2,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,1,0,,0.7142857142857143
l_sw3_sw4,l_sw4_sw7,0.8,0.8,4,5,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,1,0,1.0,0.9473684210526315
l_sw3_sw4,l_sw5_sw8,0.0,0.0,4,3,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,0,2,,0.7
l_sw3_sw4,l_sw6_sw8,0.0,0.0,4,2,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.7142857142857143
l_sw3_sw4,l_sw7_sw9,0.2,0.2,4,2,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,1,2.0,0.8
l_sw3_sw4,l_sw8_sw10,0.0,0.0,4,4,0,1,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,2,,0.6666666666666666
l_sw3_sw4,l_sw8_sw9,0.0,0.0,4,1,0,0,SAT,SAT,1,0,9e6746c29e205d41a7924dcba1d765934447d204bd15a05ece8bccfeb7e5e241,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,2,,0.8
l_sw4_sw6,l_sw4_sw7,0.0,0.0,2,5,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,1,0,,0.6666666666666666
l_sw4_sw6,l_sw5_sw8,0.0,0.0,2,3,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,0,1,,0.6
l_sw4_sw6,l_sw6_sw8,1.0,1.0,2,2,1,1,SAT,SAT,1,1,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,1,0,1.0,1.0
l_sw4_sw6,l_sw7_sw9,0.0,0.0,2,2,0,1,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,1,,0.7894736842105263
l_sw4_sw6,l_sw8_sw10,0.5,0.5,2,4,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,1,2.0,0.9411764705882353
l_sw4_sw6,l_sw8_sw9,0.0,0.0,2,1,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,1,,0.7894736842105263
l_sw4_sw7,l_sw5_sw8,0.0,0.0,5,3,0,0,SAT,SAT,1,0,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,0,2,,0.65
l_sw4_sw7,l_sw6_sw8,0.0,0.0,5,2,0,0,SAT,SAT,1,0,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,0,1,,0.6666666666666666
l_sw4_sw7,l_sw7_sw9,0.4,0.4,5,2,0,0,SAT,SAT,1,0,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,1,0,1.0,0.75
l_sw4_sw7,l_sw8_sw10,0.0,0.0,5,4,0,0,SAT,SAT,1,0,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,2,,0.6190476190476191
l_sw4_sw7,l_sw8_sw9,0.0,0.0,5,1,0,0,SAT,SAT,1,0,3c2085a6b89390b8753d3c63fb883722666c9ef81f56ce476f2f8acd0ec325e3,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,0,1,,0.75
l_sw5_sw8,l_sw6_sw8,0.0,0.0,3,2,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,1,0,,0.6
l_sw5_sw8,l_sw7_sw9,0.0,0.0,3,2,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,1,,0.6842105263157895
l_sw5_sw8,l_sw8_sw10,0.4,0.4,3,4,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,1,0,1.0,0.55
l_sw5_sw8,l_sw8_sw9,0.3333333333333333,0.3333333333333333,3,1,0,0,SAT,SAT,1,0,ad77ec1c3bb3bab9730edf9fc33a68f52bbbba8b751fb5a00ade6b2632bb41bc,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,1,0,1.0,0.7777777777777778
l_sw6_sw8,l_sw7_sw9,0.0,0.0,2,2,0,1,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,0,1,,0.7894736842105263
l_sw6_sw8,l_sw8_sw10,0.5,0.5,2,4,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,1,0,1.0,0.9411764705882353
l_sw6_sw8,l_sw8_sw9,0.0,0.0,2,1,0,0,SAT,SAT,1,0,181a9aad9c7ce5a8ad09fb461fc49366db375a0d615e97ed728cf54d55d52729,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,1,0,,0.7894736842105263
l_sw7_sw9,l_sw8_sw10,0.0,0.0,2,4,0,0,SAT,SAT,1,0,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,0,1,,0.7368421052631579
l_sw7_sw9,l_sw8_sw9,0.0,0.0,2,1,0,0,SAT,SAT,1,0,42b0d968ab1b659895c97ccf446fefd2e45416ec94b0371a082895bf50d7db95,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,1,0,,0.8888888888888888
l_sw8_sw10,l_sw8_sw9,0.0,0.0,4,1,0,0,SAT,SAT,1,0,3e5dfc97cf28ea46dc342a0115d60205ee95d77349baa8ae8b310a3e6f863d34,b1337a1fa0466b583ffef5fffe57cbce442d062c697b07253a8a2f77d4d77084,1,0,,0.7368421052631579
