scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured50_auto,J040,C0001,SHARED,l_sw01_sw02;l_sw02_sw03,2,AP_C0001,f3a572cbf71ce9ba9805a371791e423aea9ef7897c96402ec6890d2431411ffb,1.0,1.0,0,G0001,0,True
structured50_auto,J040,C0002,SHARED,l_sw01_sw11;l_sw01_sw13,2,AP_C0002,6d1e4d3072fe71ae5b5fcd82a42423375442fd77736505c4f772fe6280d8368e,0.5384615384615384,0.5384615384615384,0,G0002,0,True
structured50_auto,J040,C0003,SHARED,l_sw03_sw04;l_sw03_sw13;l_sw04_sw05,3,AP_C0003,e355702c49d9e549f81ac45c113810abf08bde462fee3ade06330e2ccda07352,0.42857142857142855,0.6190476190476191,1,G0003,0,True
structured50_auto,J040,C0004,SHARED,l_sw05_sw06;l_sw06_sw07,2,AP_C0004,24c534cb47f64a87df142bd1d6dce4a6a24e038b564f9d2c91dd27a9e9228d11,1.0,1.0,0,G0004,0,True
structured50_auto,J040,C0005,SHARED,l_sw05_sw15;l_sw15_sw25;l_sw25_sw35,3,AP_C0005,e51c1256a09b7ef2d7a29b7c9569a6b457a6fee1a156ab8f6a40af840f36537f,0.4,0.4666666666666666,1,G0005,0,True
structured50_auto,J040,C0006,SHARED,l_sw05_sw17;l_sw17_sw27,2,AP_C0006,271847d5b4912515680dc2f5a26461df7d65104047c17c5004ccdbdfece06e7a,0.45454545454545453,0.45454545454545453,0,G0006,0,True
structured50_auto,J040,C0007,SHARED,l_sw07_sw08;l_sw07_sw17;l_sw08_sw09,3,AP_C0007,ae6dd83d8196d797874fd6f46d2f808409d8cade55f01d42bda09defa18f110d,0.5,0.6666666666666666,1,G0007,0,True
structured50_auto,J040,C0008,SHARED,l_sw09_sw10;l_sw10_sw20,2,AP_C0008,8bf34d4470237eec1a1dce52ee1f8b3bdcb8b007645af5cb8d260a2fe8db58c2,1.0,1.0,0,G0008,0,True
structured50_auto,J040,C0009,SINGLETON,l_sw09_sw11,1,PF_l_sw09_sw11,36ddca1149a0fe090fbbfff79e5f38fda2f31eb36d5b4c7774c36c90dc2e49b7,1.0,1.0,0,G0009,0,True
structured50_auto,J040,C0010,SHARED,l_sw09_sw19;l_sw19_sw29,2,AP_C0010,2a7bcb616aec1d6b1a405c7ee96facdfa480740697584487436d30fd71572a5f,0.6666666666666666,0.6666666666666666,0,G0010,0,True
structured50_auto,J040,C0011,SHARED,l_sw11_sw12;l_sw12_sw24;l_sw24_sw34;l_sw34_sw46;l_sw46_sw47,5,AP_C0011,cb623a2dac9ac248a81362ffc203c6704e73e752b90b65339e5cfb4aa1089ef5,1.0,1.0,3,G0011,0,True
structured50_auto,J040,C0012,SHARED,l_sw11_sw21;l_sw21_sw31;l_sw31_sw41,3,AP_C0012,4f72a65a4ff269548ba0669ed3eea370ba7edbb4dfc513454df969136fd8866f,0.4,0.5666666666666668,1,G0012,0,True
structured50_auto,J040,C0013,SHARED,l_sw13_sw14;l_sw14_sw15,2,AP_C0013,6221c8fb9973b72b83ef0910b38bcb8bcc8fc039a662c808b1fe09ad1065cf15,1.0,1.0,0,G0013,0,True
structured50_auto,J040,C0014,SINGLETON,l_sw13_sw23,1,PF_l_sw13_sw23,7a3bf6dd9ada0cb213b204a6405c04c8e47ed48db46ded33e60d5bce21c2838a,1.0,1.0,0,G0014,0,True
structured50_auto,J040,C0015,SHARED,l_sw17_sw18;l_sw18_sw19,2,AP_C0015,f623247c937d0a916b0189574da84e0aad33a4f039236092dfe59bd2e54fd359,1.0,1.0,0,G0015,0,True
structured50_auto,J040,C0016,SHARED,l_sw19_sw20;l_sw20_sw22;l_sw22_sw23,3,AP_C0016,c3879b4601365a17ec2801fdd8a652c03fca94f32135644512385409172cd2eb,0.5,0.6388888888888888,1,G0016,0,True
structured50_auto,J040,C0017,SINGLETON,l_sw21_sw22,1,PF_l_sw21_sw22,9cf92dfdfeb4acbda91b1b87a7ac3e25377bd87c6f0e6c0a9dec61be83c16db9,1.0,1.0,0,G0017,0,True
structured50_auto,J040,C0018,SHARED,l_sw23_sw33;l_sw33_sw43,2,AP_C0018,863f0ee5258a6bfebc07d217f828a99500672c3f475c1c2ea28c9ccea228b3d4,0.5,0.5,0,G0018,0,True
structured50_auto,J040,C0019,SINGLETON,l_sw23_sw35,1,PF_l_sw23_sw35,7ccc28027757d3ebd7f0fad521a6322955f9939bdbf461e3ad551db1a4d7b7ab,1.0,1.0,0,G0019,0,True
structured50_auto,J040,C0020,SHARED,l_sw25_sw26;l_sw26_sw27,2,AP_C0020,6ab63e78c2b7843293399d728ea269280e25882aa3ab426908fa33e77cd93ef3,1.0,1.0,0,G0020,0,True
structured50_auto,J040,C0021,SHARED,l_sw27_sw37;l_sw37_sw47,2,AP_C0021,af6e157b8029db446a210ed64f7eef41d833aabd5448c4a36d965fef1300d224,0.4,0.4,0,G0021,0,True
structured50_auto,J040,C0022,SINGLETON,l_sw27_sw39,1,PF_l_sw27_sw39,d89be09370e1ab5b539ebddefc13e05b59c3f8b857def7e4eb76ee8816437b8c,1.0,1.0,0,G0022,0,True
structured50_auto,J040,C0023,SINGLETON,l_sw29_sw39,1,PF_l_sw29_sw39,c2bc788f501fb986bc9d195eeac838ca9bfa9e5fe6865767ab55cc7880331f07,1.0,1.0,0,G0023,0,True
structured50_auto,J040,C0024,SHARED,l_sw35_sw36;l_sw36_sw37,2,AP_C0024,366acf843e7a7783c203c4a3437a1b365b040dcabdc89ce50e563a9d1004b0e8,1.0,1.0,0,G0024,0,True
structured50_auto,J040,C0025,SINGLETON,l_sw35_sw45,1,PF_l_sw35_sw45,504f19f414bdc7d0a070c4fd9ccebe0b0e761a0f48d82cea821426cbccbe93d2,1.0,1.0,0,G0025,0,True
structured50_auto,J040,C0026,SINGLETON,l_sw39_sw49,1,PF_l_sw39_sw49,9f3adb811f7da7ea9a7f9f204af058a6b2c49e1fc66527c6591d819f8e50c7f2,1.0,1.0,0,G0026,0,True
