scenario,mode,fault_id,recovery_status,recovery_action,num_nodes,num_switches,num_end_systems,num_links,num_tt_flows,num_be_flows,candidate_fault_count,relevant_fault_count,no_action_fault_count,recoverable_fault_count,unrecoverable_fault_count,initial_profile_precompute_wall_ms,recovery_precompute_wall_ms,initial_profile_count,recovery_profile_count,total_profile_count,initial_profile_storage_bytes,recovery_profile_storage_bytes,profile_store_metadata_bytes,total_profile_storage_bytes,runtime_lookup_wall_us,simulated_decision_delay_s,route_solver_wall_us_runtime,smt_solver_wall_us_runtime,runtime_route_solver_invocations,runtime_z3_solver_invocations,activation_wall_us,tt_sent,tt_received,tt_lost,deadline_miss_count,deadline_miss_ratio,failure_time_s,decision_ready_time_s,activation_time_s,first_success_after_fault_s,decision_delay_s,activation_to_first_success_s,recovery_duration_s
mesh10,online,l_sw7_sw9,RECOVERED,ACTIVATE_PROFILE,16,10,6,22,10,2,4,3,1,3,0,51.332581,,1,0,1,18604,0,0,18604,,0.001,34.72,52804.293,2,1,157.181,241,239,2,0,0,0.008,0.009,0.009,0.009084528,0.001,8.4528e-05,0.001084528
