affected_flow_count,affected_set_key,fault_count,fault_ids,scenario,selected_by_mode
8,c723707f6009cf9b1b621aa50cf38f802d313dc097d093e63a2e894bfaf9c823,2,l_SW_C06_CORE_B_SW_C06_M03_CTRL;l_SW_C06_CORE_B_SW_C06_M03_SENS,M_REDSTAR,True
6,cb2fb429a38ee6907f77782029d29c7d94d9a833a66022537508d8ee11a2eb50,1,l_SW_C06_CORE_A_SW_C06_M03_CTRL,M_REDSTAR,True
4,cb48166216fa403030ad64f3f2fcf8327c21b6148944b0447b14bd149d0e4964,1,l_SW_C07_CORE_A_SW_C07_M02_ACT,M_REDSTAR,True
2,cc5379df2f9feabd55a6a6341fd5e17a6aee92bd0e05ec78f324406f6db31359,1,l_SW_C03_CORE_A_SW_FACTORY_CORE_B,M_REDSTAR,True
4,d2e17e1aa10d9ac485c93dc95200409437881710ccc63647e9e7d2877ca07dfa,1,l_SW_C01_CORE_A_SW_C01_M02_ACT,M_REDSTAR,True
2,d3f83b1b2b78cc3a02abe37856ddb8292c8b7c5cf2f227fcd0cc7b633a615141,2,l_SW_C01_CC_SW_C01_CORE_B;l_SW_C01_CORE_B_SW_FACTORY_CORE_B,M_REDSTAR,True
4,d8002e9cd2f1c1da518c8ad9c943f85120a72c55393d9eb2b15ded08a5384778,1,l_SW_C06_CORE_A_SW_C06_M02_ACT,M_REDSTAR,True
8,db2bb3355ead518a39cde59f8da4daace7958843dbceeeae1b3fc74b18d97a53,2,l_SW_C07_CORE_B_SW_C07_M01_CTRL;l_SW_C07_CORE_B_SW_C07_M01_SENS,M_REDSTAR,True
2,db4c4e87d4c68f29175157333306517d63685e6ae712ee800d28154b9f7537ba,2,l_SW_C06_CC_SW_C06_CORE_B;l_SW_C06_CORE_B_SW_FACTORY_CORE_B,M_REDSTAR,True
8,dd248d48ce96591867e654fc6ee8e2035dbc4d734cbf373c286867bc4bedf7c5,1,l_SW_C04_CC_SW_C04_CORE_A,M_REDSTAR,True
4,e71af74506577abd6e08db62e1c1a78977486d9992848e89b807377a9385e826,1,l_SW_C04_CORE_A_SW_C04_M02_ACT,M_REDSTAR,True
4,e848cc66b82a838dcb3c51cbdb6f3ee590c4211cd215603e226d7c5ae1ef267e,1,l_SW_C07_CORE_A_SW_C07_M03_ACT,M_REDSTAR,True
6,ecd13aa5711e937ee05afcdc71d12f45b6fd5b1208800eafbcdf0c9c82e388e1,1,l_SW_C07_CORE_A_SW_C07_M01_CTRL,M_REDSTAR,True
2,f16565c33980318bb3c9d74c7e35516793088f309dc3616c8ef0328a2da81c04,1,l_SW_C02_CORE_A_SW_FACTORY_CORE_B,M_REDSTAR,True
8,f1d704fb804b7ee622f951127b6e16c364794e0ef538a452bdf0a9ffb0d80bbf,2,l_SW_C04_CORE_B_SW_C04_M02_CTRL;l_SW_C04_CORE_B_SW_C04_M02_SENS,M_REDSTAR,True
4,f24466840e6bb5ecaafc2cf50c63ad44018cb739cc9c27032189829612a20ac7,1,l_SW_C08_CORE_A_SW_C08_M03_ACT,M_REDSTAR,True
8,f7ce36dcdcef17453451becf0e21832667a56595b4c845812de0e0c68174f426,2,l_SW_C02_CORE_B_SW_C02_M03_CTRL;l_SW_C02_CORE_B_SW_C02_M03_SENS,M_REDSTAR,True
8,f9982aa60d1b128aec31107d248ee92cfa351739c0fca38a7ab05450c0f765bb,2,l_SW_C06_CORE_B_SW_C06_M01_CTRL;l_SW_C06_CORE_B_SW_C06_M01_SENS,M_REDSTAR,True
6,fefc3c7fbeeb538b0749d5e378b97a5b5279ad9237731d83c1f68c404bd83509,1,l_SW_C01_CORE_A_SW_C01_M03_CTRL,M_REDSTAR,True
4,ffca064c6c5f9bb8acecb785a45b641c81601d11606e6fef312f8a0da2b6aee7,1,l_SW_C01_CORE_A_SW_C01_M01_ACT,M_REDSTAR,True
5,0a69781e36ef4582da6f3e48b01dc8d2d14ea761a74d6b944a797d4a6237eff4,1,l_SW_C03_M03_ACT_SW_C03_M03_CTRL,M_ROR,True
1,0b89991180ee0db40df371c8af4ee557d54bb82182027cad6fdb4f69f398c64c,1,l_SW_BB_C01_A_SW_BB_C01_B,M_ROR,True
5,0bcb040d7227aee5ba7a260fa1d3bf2df8277f717bc067e9e6ae80d4857777de,1,l_SW_C04_M03_ACT_SW_C04_M03_CTRL,M_ROR,True
1,0bcb36e1f2083dba80b6ff1d67f7aafb63da73b8b0d6f8218973db2caf849754,1,l_SW_C02_M02_SENS_SW_C02_M03_ACT,M_ROR,True
7,0bcf67cbbb5a356a836a97eb2407cbe8dbe5d340acc61c4e14bc9505135509f8,1,l_SW_C05_M01_ACT_SW_C05_M01_CTRL,M_ROR,True
5,0e1bfe1dc7353d47e5512dbb686532417a901cb56675e480973c1bbc36fc6eda,1,l_SW_C05_M02_ACT_SW_C05_M02_CTRL,M_ROR,True
3,1642a48288d48c23259f6aa0f5d8b6fb007a0004309b7fa52d19d9a3bd25c258,1,l_SW_C03_CC_SW_C03_M03_SENS,M_ROR,True
3,1670c7d8744d20ddfe40f265daf9d074c5e79995cc36a18553a383935007eee8,1,l_SW_C04_CC_SW_C04_M03_SENS,M_ROR,True
1,17da6e393e752c6fc37848ea9888be19a6158269b931d5da859c1c772002ca95,1,l_SW_C06_M01_SENS_SW_C06_M02_ACT,M_ROR,True
1,1a0304b142b8645c7e0c199684feae586995e4dfd0959c54ca3f39fb8095ef80,1,l_SW_BB_C04_B_SW_C04_M01_ACT,M_ROR,True
3,1ae1d102ec2f6a032032b87d57f42b0cda6d5ab607847caed43db1777e4efc18,1,l_SW_BB_C07_A_SW_C07_CC,M_ROR,True
7,1b20bb9dee75b06e92b4da3cc1281bb4b39cf82f8a3009dcdc7cf6581e5a52a0,1,l_SW_C08_M01_ACT_SW_C08_M01_CTRL,M_ROR,True
9,20b699f771a651e77b365adb27aa1d253396ee71a30a610c5d01440abecfff1d,1,l_SW_C06_M02_CTRL_SW_C06_M02_SENS,M_ROR,True
3,23e7550f3cd19193b2a165598709a04d18c95ff0abf96b16755cfbe978c8b374,1,l_SW_C02_CC_SW_C02_M03_SENS,M_ROR,True
1,251bd25fe223d93fa28fcb58637cbfaf883c4caa0c42836eee131f78fd36b954,1,l_SW_BB_C03_A_SW_BB_C03_B,M_ROR,True
1,27ac240cb5ed9e3733d98820a1ce516c093638762b4609bf7909520f926ac135,1,l_SW_BB_C05_B_SW_C05_M01_ACT,M_ROR,True
1,291bb1083796821f276ddcb0de2f8d056d8dec33a6fc28587bea124b3d05c97c,1,l_SW_C04_M01_SENS_SW_C04_M02_ACT,M_ROR,True
1,2a367f89fdb07823c2d71687bfd8e3007a9d42a447aa6e7b40e676a0679257ff,1,l_SW_C07_M02_SENS_SW_C07_M03_ACT,M_ROR,True
3,3098b8db22e7c84dfabc1166b44ccece8da25d58fbff1ca60a3458b4e4153cd8,1,l_SW_C07_CC_SW_C07_M03_SENS,M_ROR,True
7,32b40e078ce6a47e3239e3376b5ccbf980c8a38fe15081e0f58463ba5139e8c7,1,l_SW_C06_M01_ACT_SW_C06_M01_CTRL,M_ROR,True
1,375e6747d997589d428c78e1624055719aa9718f06314d6766ed1bb9dd4fefc7,1,l_SW_BB_C01_B_SW_C01_M01_ACT,M_ROR,True
2,37a150c3e19d957f28bb3b04e8276dca4d77f2a5d3aa965a75f3b3bfe5df5384,1,l_SW_BB_C07_B_SW_BB_C08_A,M_ROR,True
9,3ebf5096e04d1bee468705db82e0ba533157699566cbb35e7c7d3417be9c7d78,1,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,M_ROR,True
1,40e34f9bb77e38acef063ff8a8411fae11d48217db380c7adb23ace7276b6f77,1,l_SW_C07_M01_SENS_SW_C07_M02_ACT,M_ROR,True
1,40f7bc0cdbba92073bf8bfc7737a1bfceafb319c714eb3779b8de6105a2ab1f8,1,l_SW_BB_C07_A_SW_BB_C07_B,M_ROR,True
9,412f181825c0c8c477f02f7140252875e01d82dcdf94fdc3959fe0f309c5d9eb,1,l_SW_C02_M02_CTRL_SW_C02_M02_SENS,M_ROR,True
11,4256b60d51988912a26d2c4b4f76695e745665742d3228d9b9f127f5b4560078,1,l_SW_C05_M03_CTRL_SW_C05_M03_SENS,M_ROR,True
11,42e87748c63553e0cb286f444ed209db68aba7a1fa03de75aa931de9458727ff,1,l_SW_C02_M03_CTRL_SW_C02_M03_SENS,M_ROR,True
7,43b209a0ac24d2e6a3f5035ece7645e5d63cf59861d71ca4b18afe242d2f3f17,1,l_SW_C03_M01_ACT_SW_C03_M01_CTRL,M_ROR,True
3,45633a625b39a85c474bdf8ce6a6364fcee3194ba8bb9011f3a192625f8b629c,1,l_SW_BB_C04_A_SW_C04_CC,M_ROR,True
1,46675419e33ef6daaaccb3a848effb8ae360696a25146dd782b344b9d080e2b2,1,l_SW_C05_M02_SENS_SW_C05_M03_ACT,M_ROR,True
5,4684b72f0e19a8cd5963827afa8025dbce4169f16b168bacb0661af5906f94b1,1,l_SW_C08_M02_ACT_SW_C08_M02_CTRL,M_ROR,True
4,48fe072021352ebdf547d7748cc76332eef47a60c7f08e561b8fa47f43266382,1,l_SW_C03_CC_SW_C03_M01_ACT,M_ROR,True
2,491ac09da67e0c0a261ba213b9336ee1a83fb06373bf0bca9bbdb76447f0c4f1,1,l_SW_BB_C05_B_SW_BB_C06_A,M_ROR,True
8,4a7484d70046631fe2dc1dcff70d9d15cc9ccd5c07fbb9f24ae7a2cef2aafcc6,1,l_SW_C01_M01_CTRL_SW_C01_M01_SENS,M_ROR,True
3,4b08bf4444375793ba8254ac4b5b352041f58ba61b282e28b0855a0324969565,1,l_SW_C08_CC_SW_C08_M01_ACT,M_ROR,True
1,4c16adf3fb534a2dff8c039efb08ad9c8a143c4c3ae55016eeae4a22182a8cfe,1,l_SW_C03_M02_SENS_SW_C03_M03_ACT,M_ROR,True
1,4e25ca2c394b76db12d4090064f5df30950e6f1b0c113bc81560ecf7327f3a08,1,l_SW_C04_M02_SENS_SW_C04_M03_ACT,M_ROR,True
1,4f1cc2246e775b2b2d8e015122341ebee75e6a983ff54a838ac43da42cf0cd73,1,l_SW_BB_C03_B_SW_C03_M01_ACT,M_ROR,True
6,4f29954ce9f18fa748ca707112dbc8771fe85e7ff809e592ebe29585785c4131,1,l_SW_C01_M03_ACT_SW_C01_M03_CTRL,M_ROR,True
1,4f61d9318db53b183c7535dc267eee78e5ade8fc4e90f04d3dc8355a46704170,1,l_SW_C05_M01_SENS_SW_C05_M02_ACT,M_ROR,True
1,527122c3b3c82ca0efcb1b5b489d367555364b81522aa12944c2021ddc9ed6e6,1,l_SW_C02_M01_SENS_SW_C02_M02_ACT,M_ROR,True
1,59814e18bf7fa55e97d91c8a8b98b89ac17cda904a6646a5875ea3164613530c,1,l_SW_BB_C05_A_SW_BB_C05_B,M_ROR,True
2,62f925d7309d04c4b66269ab44c9dd648987f4c8940b95b9c0d72377165d1e2e,2,l_SW_BB_C01_A_SW_BB_C08_B;l_SW_BB_C08_A_SW_BB_C08_B,M_ROR,True
5,63ca51d9b2ff1faad1c62417e353a338ceb02b425a10e6f14456ad510c0c8db6,1,l_SW_C05_M03_ACT_SW_C05_M03_CTRL,M_ROR,True
4,644e335a44f4f2499cd2c236f4fa6e7abd34c3122e76bd8d4d4d45f404dad52a,1,l_SW_C01_CC_SW_C01_M03_SENS,M_ROR,True
11,6a3c87a0592f737ac3e1765ee208053f879d572129c8d33e5c575186831cc0f7,1,l_SW_C04_M03_CTRL_SW_C04_M03_SENS,M_ROR,True
5,6af7df6fe0038033e39d988653486914d80dd25b1cd2ecd1d7906eb907fe58b3,1,l_SW_C06_M02_ACT_SW_C06_M02_CTRL,M_ROR,True
1,6e137c9d36e7549908a0c34492395b58c4821d3e72eaa87a08f6c6813a3b1270,1,l_SW_BB_C06_A_SW_BB_C06_B,M_ROR,True
5,6e52699d908ba2154e45f6bff0c492c4b92e346e2b429bf559a4a7a57c080b42,1,l_SW_C03_M02_ACT_SW_C03_M02_CTRL,M_ROR,True
5,70222b5e3c239a9fd5995253642af92563259b63ba0618e2b9d9f5ffe528be6b,1,l_SW_C07_M02_ACT_SW_C07_M02_CTRL,M_ROR,True
4,74abbc59df910b662a5288b25abd1fc20e427e8d1a68d14dfb68cc51209b5aa4,1,l_SW_C02_CC_SW_C02_M01_ACT,M_ROR,True
1,757d6ac165bfa8a9bc16afa239eda53da3b951fadf9b804c11e681c371f3834a,1,l_SW_C08_M02_SENS_SW_C08_M03_ACT,M_ROR,True
7,79d336819250b498e57c6e6791d914e6c2871bc84b364811ec309eb8d7004f08,1,l_SW_C07_M01_ACT_SW_C07_M01_CTRL,M_ROR,True
2,7a2d5c8d050176407efed43d8112006ffee140b3ef998cb5f95111fbf5e6150c,1,l_SW_BB_C04_B_SW_BB_C05_A,M_ROR,True
1,7b535a54efb6f1b566b8c3f20a0d12e86978fa6d6c96833f3350b9ca0eadbada,1,l_SW_C03_M01_SENS_SW_C03_M02_ACT,M_ROR,True
3,7fa6b2c0e20624e1bdb89939889cb7ea67e8be93cf1f085bef28e18c0aae0275,1,l_SW_BB_C06_A_SW_C06_CC,M_ROR,True
12,81d869587e4c6956083b4d4018102c84f7324aa41258792855b760050b6af2b6,1,l_SW_C01_M03_CTRL_SW_C01_M03_SENS,M_ROR,True
9,8226e4f4448e7977d64bdcb1c8ed3d58230eb587b5a774fee6191f069d6e5820,1,l_SW_C02_M01_CTRL_SW_C02_M01_SENS,M_ROR,True
4,85fad48d837b4bdfb204f2163068e318dec67d8a91cf7d9e7d4bba84ff27a0ac,1,l_SW_C04_CC_SW_C04_M01_ACT,M_ROR,True
5,8ea44090faddcfd60233ded7bf014681e28f6d2279b5bcc6632646f6fcba03ac,1,l_SW_C07_M03_ACT_SW_C07_M03_CTRL,M_ROR,True
3,8edfd7603adda9672af9413918b473132bce80af1a8c26f946a7b9aa10d5844e,1,l_SW_C08_CC_SW_C08_M03_SENS,M_ROR,True
9,8f55e55dfcb00bc8ea28b6ddb88e07849bdd69e72f68f5bbd39e2d07ae089215,1,l_SW_C07_M02_CTRL_SW_C07_M02_SENS,M_ROR,True
3,91a64ce8ebffefff0dda2ba24ace3c7d35ecf840dcf73afd835faa4736da14e0,1,l_SW_C01_CC_SW_C01_M01_ACT,M_ROR,True
11,93b11b2caab44afdc58d733424f62df64a3ddbcaa00c7508d39ab4c0bcf294c6,1,l_SW_C08_M03_CTRL_SW_C08_M03_SENS,M_ROR,True
9,94ee24cc9336bf40e9c3a91fc7c41406c4208d1c5e5645163bf8950956909d3a,1,l_SW_C04_M02_CTRL_SW_C04_M02_SENS,M_ROR,True
1,98fb638135a782be8fd0a7eba2e7a9dae5e1384c9c28bc5f1e6def1a7d6fb5ce,1,l_SW_BB_C02_B_SW_C02_M01_ACT,M_ROR,True
5,9da440395a2b29230b2006665f0bf66eefa9c3d2e9259923e21eccc72e415581,1,l_SW_C02_M03_ACT_SW_C02_M03_CTRL,M_ROR,True
3,a3d77973c890718809e3a065368b6e5b1287d8ba83d3d33b7455ebf2b8aa0f57,1,l_SW_C06_CC_SW_C06_M03_SENS,M_ROR,True
7,a8bbc6939590360c9a3855cd1db26079e6cf01b22f9a04d9f192b96483a2a0d5,1,l_SW_C02_M01_ACT_SW_C02_M01_CTRL,M_ROR,True
6,a982ce55ccf1df6b20abfbaf6ffe9cd5fd8a4fcc6ba6d3827204a9bc866087b0,1,l_SW_C01_M01_ACT_SW_C01_M01_CTRL,M_ROR,True
4,ac7189d7c786177ae840893db3dc0a4606ab27b33c8541bba4aeba449d171b24,1,l_SW_BB_C08_A_SW_C08_CC,M_ROR,True
1,ae23eb57f5fd1bd5b3f13ad1d0b7ff61ef72b2319580ce8815ecc42f1327eca4,1,l_SW_C08_M01_SENS_SW_C08_M02_ACT,M_ROR,True
11,ae5dfc96a4447f83bfc1b55b09e764c9e73f00eaa58fcee2bcab3b97d02e34eb,1,l_SW_C03_M03_CTRL_SW_C03_M03_SENS,M_ROR,True
11,aeecc2df68a02c44cab4df48c34bb031c0d15e5c625f3a4f5acbf69e036f6c6c,1,l_SW_C06_M03_CTRL_SW_C06_M03_SENS,M_ROR,True
1,b1747345f1d884c170b469e3acf2bee94563f5041499b8b8e9b708a0d1f9f80b,1,l_SW_BB_C06_B_SW_C06_M01_ACT,M_ROR,True
2,b507317c60eceeb13ab142678a9cdaeffb5060d9380605eff84a0f442e7f79cd,1,l_SW_BB_C06_B_SW_BB_C07_A,M_ROR,True
7,b68d9b187ec1a5cdc7fbf8c09283cf9469884fc7695eb19f358b49c0d3ad6278,1,l_SW_C04_M01_ACT_SW_C04_M01_CTRL,M_ROR,True
1,b72fa65fda6a51e170066cfba074df7c35dcbaef4051aff88c97089e7ebc4cf4,1,l_SW_BB_C04_A_SW_BB_C04_B,M_ROR,True
1,bb5a9c0b2a03ac9f520ca9a4184945f03ffb2f73710507f56dffcab1f9e1b106,1,l_SW_BB_C02_A_SW_BB_C02_B,M_ROR,True
4,bb7efba892f8d35c7fd266b3ab64fb56101c21adc4640ef84b3bb1d98a09fc73,1,l_SW_C06_CC_SW_C06_M01_ACT,M_ROR,True
5,be9697f764f482fbfa54e102269d2fc74c8a1609a96a5c5162e1fd0642ccd789,1,l_SW_C08_M03_ACT_SW_C08_M03_CTRL,M_ROR,True
1,bfabbba1af9c4eed11b5cd0fdaf2f6640b0e14442585ab08d1dbb35faa187990,1,l_SW_BB_C07_B_SW_C07_M01_ACT,M_ROR,True
9,bfe768c4ff4e09d30451103493e374146041d0ebee921387954ee2550a3cfc92,1,l_SW_C08_M02_CTRL_SW_C08_M02_SENS,M_ROR,True
9,c1aab5a9d5505e54133b8b0ec11accdda33f36d042be0d7ff7ca058cb025e42a,1,l_SW_C03_M02_CTRL_SW_C03_M02_SENS,M_ROR,True
2,c3c78f513a687a92bf197ac1b2dd3858e714bfdfaa798cae35ed4352e41bab60,1,l_SW_C01_M02_SENS_SW_C01_M03_ACT,M_ROR,True
5,c48360e5d237f5c445b334dd330bed61f31f44a3c54a5f8635706d209e4c8473,1,l_SW_C02_M02_ACT_SW_C02_M02_CTRL,M_ROR,True
2,c80b685401104f3664061993a3fb75f6df7b6cfc7e76e70b154439abf2621ceb,1,l_SW_BB_C01_B_SW_BB_C02_A,M_ROR,True
4,c8e227b4c54c7a1209ecb5a3eec73c7f3afa2ce57bd6653a96514b3e7347458b,1,l_SW_C07_CC_SW_C07_M01_ACT,M_ROR,True
9,c9e344946389206b3042260e5c0fd59f42966a1b72dd177043140e378c818c8f,1,l_SW_C05_M01_CTRL_SW_C05_M01_SENS,M_ROR,True
3,cbc1c6081b51ecc25e8144b5c986932d2f8ff0234192289a3fccc6a47b6f8288,1,l_SW_C05_CC_SW_C05_M03_SENS,M_ROR,True
4,d2e17e1aa10d9ac485c93dc95200409437881710ccc63647e9e7d2877ca07dfa,1,l_SW_C01_M02_ACT_SW_C01_M02_CTRL,M_ROR,True
9,d316972f8c22f72b20fd9f15a2cb64720f5c0b57b262ee238f1bfe1b206bf971,1,l_SW_C06_M01_CTRL_SW_C06_M01_SENS,M_ROR,True
5,d39437f49b04a00c25121784aa5b16c8d44b258f6b415606f2cb2cab1486cd7e,1,l_SW_C06_M03_ACT_SW_C06_M03_CTRL,M_ROR,True
3,d9b83ffd142045ac6a12981d3210d8651f019a683b854d57e3a6cfe4c22d78d8,1,l_SW_BB_C03_A_SW_C03_CC,M_ROR,True
9,e12e55e3dd158c755b171a5998c13d38bc7aeb0356132afbdea203ed9d91a1e7,1,l_SW_C05_M02_CTRL_SW_C05_M02_SENS,M_ROR,True
9,e793d35134a318b0193a6a63a94134bc3c8bf75b58921f7b77829588be53c3f8,1,l_SW_C03_M01_CTRL_SW_C03_M01_SENS,M_ROR,True
10,e9c3443b9d4ca252a4409fab8b7c3d358661ba5bde845e6c944be9e8bf99c0e2,1,l_SW_C01_M02_CTRL_SW_C01_M02_SENS,M_ROR,True
11,eb2e48261c5dc7984290f5d6e0d666dfe27b75dd279af756976de00cff7bc692,1,l_SW_C07_M03_CTRL_SW_C07_M03_SENS,M_ROR,True
3,ecfe56a32bee856a8cbc656a770191ed06dc0c97144317f96fd9337f54cb221c,1,l_SW_BB_C02_A_SW_C02_CC,M_ROR,True
1,f099f41f865ef3661f6b91a8e52cdc3c1dc02bf88bc7e9b90e91d3fea084dbaf,1,l_SW_C06_M02_SENS_SW_C06_M03_ACT,M_ROR,True
5,f52b4744584fd4550416a8d1890e66f7e3e45c6b2c173b43bc1c186458fe5f1d,1,l_SW_C04_M02_ACT_SW_C04_M02_CTRL,M_ROR,True
3,f5bfa3bcaed79c05db6855466f1fe1ef53ea51482b6c0c5afc812731343f4984,1,l_SW_BB_C01_A_SW_C01_CC,M_ROR,True
4,f79d2865b974d80bcfedaf86bf494a2dc06dc978cea3eaa018cbb026efec1fed,1,l_SW_C05_CC_SW_C05_M01_ACT,M_ROR,True
3,fa4b7f239865d643e0c0f7914ed69338184ebedd9e684463b5bb9be19daaf176,1,l_SW_BB_C05_A_SW_C05_CC,M_ROR,True
9,fd1104ab6e3e33e39e33da842aa7345983864f339f39cb2f92f933f03c3f8420,1,l_SW_C07_M01_CTRL_SW_C07_M01_SENS,M_ROR,True
9,fe12861fb9733b051fa045eaab7fb861aad66627c3eeaea5c1393d5f4a8719f8,1,l_SW_C04_M01_CTRL_SW_C04_M01_SENS,M_ROR,True
2,fe7c277aff2a4f20653b573287c8fc124cafb314b5dcee57b67d2add61df2383,1,l_SW_BB_C02_B_SW_BB_C03_A,M_ROR,True
2,ff658a30e08708f7d6a141cdb41ebf0f74161fc5b54661bb1e49f0e8b1318e56,1,l_SW_BB_C03_B_SW_BB_C04_A,M_ROR,True
12,007567b7e499f6afa5e46e2aef5f48c908902f998e3aa693044689dc87542b6f,1,l_SW_C07_M02_ACT_SW_C07_M02_CTRL,L_RING,True
14,0181e09e6f844a60a93cbc43edccff39badad0f300cbc8041018fa60172ce58c,1,l_SW_C08_M01_ACT_SW_C08_M01_CTRL,L_RING,True
8,048c908fc349d3c6716fe9c74c02793400edb11039dccb680ed06855f45b3a5f,1,l_SW_C10_M01_SENS_SW_C10_M02_ACT,L_RING,True
14,04b38b88f5e7d340768e6bfec48d228d039530c30040d0fb7fe8e1b176b32d17,1,l_SW_C03_M02_CTRL_SW_C03_M02_SENS,L_RING,True
14,05009bf23a05e3bea2be8c37413841e49d23b2a87e064944a96168f73e3ac983,1,l_SW_C13_M01_ACT_SW_C13_M01_CTRL,L_RING,True
2,0568b4d0eed091ccc5b0f7f6c30f19eb69e96fb7be5899fd60e9132f9de6f5dc,1,l_SW_C01_CC_SW_C16_M04_SENS,L_RING,True
12,07dbd81440240cece92cbf8e45c26a6b42417fa456cb046c4f42aec20439f562,1,l_SW_C11_M03_CTRL_SW_C11_M03_SENS,L_RING,True
10,0b105ab0635bdbe1bd7bf3c0161a6194748c02559fc78605480a5efdbeba59d6,1,l_SW_C16_M04_CTRL_SW_C16_M04_SENS,L_RING,True
12,0c7ca190377a60b5d8fd3b6fbf15ca6b492c768197d29159824beee3d75ad5ff,1,l_SW_C15_M03_CTRL_SW_C15_M03_SENS,L_RING,True
4,0cb67d7756f1f2d6651aab681d8a012aa8d6db0dbd6265fb636c6325202570e6,1,l_SW_C05_M03_SENS_SW_C05_M04_ACT,L_RING,True
6,0fe591aa675676a645613f223b376016ba3d82cb5f067add9d73650308bd1e9f,1,l_SW_C01_M02_SENS_SW_C01_M03_ACT,L_RING,True
14,10b62f8cccf5b03901f6a6da05ba714a6a1ce97878fb27d7abe4740714176c57,1,l_SW_C12_M01_ACT_SW_C12_M01_CTRL,L_RING,True
10,13bb5a94e9db019cfeebb16d41c00aa5bafc11e3083019ef98fd1a621a0a0cea,1,l_SW_C15_M03_ACT_SW_C15_M03_CTRL,L_RING,True
10,15a4af1043689e70f8d471435642b9ea0b6d18aca143e3e1f8c50525f04d20aa,1,l_SW_C06_M03_ACT_SW_C06_M03_CTRL,L_RING,True
16,16f05845f9e23f786d38ee2315c310bfd1542bda51e67561bac2717315a5be36,1,l_SW_C10_M01_CTRL_SW_C10_M01_SENS,L_RING,True
6,174637b219f6dcccd0accd0fd8e26a46359f96977eea2f8c28a89301b9cabf70,1,l_SW_C04_M02_SENS_SW_C04_M03_ACT,L_RING,True
8,19997eaf0fd7fa9fe172d8760c9cdda1a3ebe6d43951b1a6a17ff7cd80ba3e4c,1,l_SW_C09_M01_SENS_SW_C09_M02_ACT,L_RING,True
10,1e83965ab64c202d940e08979b1a55aa7871278751d325ef85a03a3d994a714e,1,l_SW_C11_M04_CTRL_SW_C11_M04_SENS,L_RING,True
10,1f446ca2d3e5fc4281339dc945348a3c03cfc0dcee40681953307d1039198ffe,1,l_SW_C11_CC_SW_C11_M01_ACT,L_RING,True
8,2086bdf3732dc96e4760768dbda3b3e86a6edd5dfce6efe6732bb3535292cf96,1,l_SW_C07_M04_ACT_SW_C07_M04_CTRL,L_RING,True
14,20b2435b1124fe3b9e4b0e29eea7d7ef96f18dfcf5f20cc51d05c9e218cceb81,1,l_SW_C05_M02_CTRL_SW_C05_M02_SENS,L_RING,True
2,236841f99b73df26ed1990de6ecb450054f19b33b77482d4a2248db8436408f4,1,l_SW_C14_M04_SENS_SW_C15_CC,L_RING,True
8,23de344a03495bfc2e8e4e69cf3c5ecf77d8eba6c5bc151c3837d891f46fb88e,1,l_SW_C04_M04_ACT_SW_C04_M04_CTRL,L_RING,True
16,259a4b01cdc7740d32d53ecb445ce9059c4b2f4479722ca4b76d695bccb0f3ab,1,l_SW_C11_M01_CTRL_SW_C11_M01_SENS,L_RING,True
8,26c5dea35afd652c984f4000d6ee46bd6adba789742de3a64c419ab4de3a356b,1,l_SW_C13_M04_ACT_SW_C13_M04_CTRL,L_RING,True
14,27b2bbeb630395fef1440ef4b8d91a3880d480c6fdbe39e8a8cd6285d55e3ec3,1,l_SW_C14_M01_ACT_SW_C14_M01_CTRL,L_RING,True
14,28b010c8301d94df27552e695c88c25ed3871e3dc1389d9dd9a4797670e6139e,1,l_SW_C11_M02_CTRL_SW_C11_M02_SENS,L_RING,True
12,29ef2c92b2f0b2619ef75ed6314d398d7dcb7f8cd077b70ad1b668220ff10be7,1,l_SW_C10_M02_ACT_SW_C10_M02_CTRL,L_RING,True
16,2bc567737a7279d511226a67cb4e87230cd55096588d3920549d1f180475c817,1,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,L_RING,True
10,2deba1ac77dfc2c4d2328084609d48585e2a1414c3ad2ccb4edc1ec59eee41b5,1,l_SW_C05_CC_SW_C05_M01_ACT,L_RING,True
8,2fa13f7db9bd3bf16147db846000c045065d6ca4f85262d8eef65cbecd32cebc,1,l_SW_C06_M04_ACT_SW_C06_M04_CTRL,L_RING,True
10,3175aa4085dd697e277fbb7b7f39c4487b2e711d7771ab788c5722e3560e8b2f,1,l_SW_C12_CC_SW_C12_M01_ACT,L_RING,True
6,326ae897f1af4f2e457925bfcf73c02e4bb62a4e3a9db3d00ed4c4512e0e3507,1,l_SW_C08_M02_SENS_SW_C08_M03_ACT,L_RING,True
12,352a72bbca3b3ee525f8bf9b0c051554c79ae5f9dbec77b3831c8d3919e0ba8c,1,l_SW_C09_M03_CTRL_SW_C09_M03_SENS,L_RING,True
12,35a9ca1c3c016877d8e8532ddad70744699061a3bee75d50cddba503585200bf,1,l_SW_C02_M02_ACT_SW_C02_M02_CTRL,L_RING,True
2,361aa6d45dd0da7de1545295fb5c27c221245f1ebf41b5e0af1077cba957bbf7,1,l_SW_C13_M04_SENS_SW_C14_CC,L_RING,True
2,37a150c3e19d957f28bb3b04e8276dca4d77f2a5d3aa965a75f3b3bfe5df5384,1,l_SW_C07_M04_SENS_SW_C08_CC,L_RING,True
