baseline,baseline_backend_ms,baseline_profile_count,compute_reduction_fraction,exp21_filter_candidate_certificate_ms,exp21_merge_and_singleton_backend_ms,exp21_profile_count,exp21_total_algorithm_ms
exp19_per_fault,1371696.927864,1099,0.19144439353081097,48338.258082,1060754.9833189999,986,1109093.241401
