canonical_gzip_bytes,canonical_profile_bytes,group_id,group_size,profile_sha256,scenario,semantic_gzip_bytes,semantic_payload_bytes,semantic_profile_hash
186835,3889745,FG_8959e591132145318b88a24c866f83debc95f951ebb6114ae4e8047a299e87a2,1,3e4ba1e2863ddccc8d71114663b55be33f551156f78c628c6e2651d373b7d8fc,M_RING,186454,3889189,d6ac158f0f9638ffb67b9b607d45b3c47816bcba330928985b463a7a8df36d08
109152,2343263,FG_7a47a73156a6e074d01da0e2cb654958d12c2e0849f45e01db7864e91996528a,1,89c04f34303d782ed39e225bbf61fa7e99c787c740f5182a6f13b2a13a6fc80f,M_RING,108852,2342838,2e0e0640bdcec602ce7e0d35d3d28bb3df422bb7781934911c3d347a2475186f
172218,3757852,FG_c5b1252d4aa743e7801973194d09f19aacc2ec1f7fd30cf6c5e7e65716ae037a,1,0349763b7595b5af1513d0e8139a0a9c17054c469a3afe6bec4db95cf03e59f9,M_RING,171873,3757265,3393cae7d4422ee872bdda7541a42809b56570a30b683f4f19414fb38cc2c8d7
119682,2577911,FG_9140521eb320362aaa557f01e96e878f53a821b9b5ebfebf27b6dbc1a0747ddb,1,5063775a1e39e01dc646ef6bd3855ec458554c7a473e32129ecd36f889733abe,M_RING,119379,2577412,22388672cb6e4079050336ff6688b7f924f794962f36f32a956c5a57a0a83d4b
179233,3875526,FG_d456979842a5264de3b02bad9fd6d4d14288426702ab5fcb079e89b60c58d987,1,5d4961b56357b1b8d06589d60d735ca17b2a4feb7665c94a0c50a4f746c2a58f,M_RING,178940,3874893,1f544cd976b79627bb5fd333aedb531400a7974f753d6a14fa41ba7f5cb4c007
173245,3677040,FG_7ab27bc8a7a326bdf06da9139e32fedd01929e1f1d50725acdaa3a42906275db,1,435fc560a7a7f1204d4b8c65f88104da5329294d9ebb164a3262a741975bcb29,M_RING,172942,3676453,fdf51e4ce529d5afac73e3dab9511f833f7bb4b01909fbde2dcb7b08a3a4bd5a
114108,2454970,FG_ef89c77779ffea4c98d98969d62fdd4322b39e49c1dda6611af1a60b3eba54b4,1,7ee3fda370958df4c95d14d52eeb76d1c9a0327740fa1f88cd9d96a4a94f0b79,M_RING,113814,2454499,78581550c7a2b4d5541aa2b8439308a49ac82a29e172340c15a818684d1f08c5
180783,3799274,FG_df88e2185724be45cfa72ad1b62a54be5e5d8d38147fc75d254e293608d6e648,1,785f61086324e403a64ba1900fda1c4720388b4d533f47679267c43749ae51d8,M_RING,180435,3798764,a0275ff38da6166959b1a5d8597e0d284ed4b4166da60be48817b5642e4e68dd
167565,3650811,FG_a06f104470df2e3ff235818eee85ead6bfaa26dbf4553441c703c835495fae72,1,cadc87811aaf7505476e3387af9f9dd0603b3f9b414adae9e41b131768bc8cea,M_RING,167224,3650270,37b4b3d69b32c513daea03f7bc9a82bed7562a7e156fc38cacd36735e349efcf
119822,2575833,FG_c6d9ba5c3011839862bf8f0671bcda9d55e3a32983a5ce7ba3b32e73cf8e4da4,1,56bae1e5e51dd4ca86895a9ad396e57635d53d17b7d20440f2aefcf952b142ca,M_RING,119535,2575334,d5e6ca0bbbc6cf173f58d2569cd7c0c54f950d22881875f02848285954dfb010
193195,4011687,FG_c01e3e28e52ba20cb8c71c3e28a20b9bf9acbda741b00ddbcbff84e886b685c8,1,b25365361ba40998bd782a96a2802c888711442d1f8dd2fc5606bd8b827429fd,M_RING,192879,4011085,b4b61153f61fb5af047c34fcaa9bb1a233cc033af8ccc3c8bb58f2597c571cf9
187528,3860985,FG_45855f23152bba1b49eb5a93f38c932df607c0e3770e2a8581b60674fe178e15,1,2f2247ae5886b295a4229750aed0d19dcd663290f33168da30b8117657b05f1a,M_RING,187191,3860429,aa61257f25954373799520a44f3960f15a5840c5baace58d3101ded5c84cf1e2
168512,3648077,FG_8ad9319a35be702609ae77a26344e8df5da7898f1a254c36c2726dd8a128d7b8,1,aa29f9157da092fc750cf097e848289a60504d4c080091f82bf6f6fe2b8ea615,M_RING,168238,3647536,41f65c5cb0fba42f6ccad15defcda3aca5b9f5212c4cbf9d6e4d37f61c0f3381
101828,2240562,FG_172e563e402881c79bfc2b8b395877b292060f08cb9a8911240b9f43a961eedf,1,fadb7bceb79f2cb1ae7f314c1e8b313a39be2985f4d676d77d60b37234abf815,M_RING,101539,2240198,e47296be07aa4604a7cc1691bb7f41a45a27b3e5e94c47931ba29c86f40fd56c
173768,3763160,FG_e307f6068fb2f01cfcdae1edde8c2b1002640a3c3cc9ff2ff8e6f660c657ff40,1,9b1e198d81cc5fca5b1d69104865386e3de2bb7420d452e1ff0f716062dc6271,M_RING,173422,3762573,237c78e9799a8f51e3d63f5390e19cf481c9ab26035b812675dc9b6eaf80608b
108982,2342614,FG_76916043073bb9412b9deae3df641d54fdb5ebae0cf82b1a4c775f25843122d9,1,c3068d85fce31c44ee05c4056b296603384ca101ac04f38bb16fd1c4402bdc71,M_RING,108673,2342189,38539c5a529087d8f24514c293327983b2f17a5cd8698a2c99b822a02b20869d
101944,2240347,FG_772ab37dc3b8f66efb1a025fd995fa752a85887d1b4d696dc2f80772393de768,1,6e92b567f08b18f27f883c1de53afba2173a3b8959d6ba40687cdc3acd43d1dc,M_RING,101651,2239983,e65f6f72adee5d8526dad3b7b24d54fb4a440e207ba771d8077b27c1c087b10d
178006,3883407,FG_456396b4ea00b558f60d0ef4152ac25975ac520491f354aca2a0bd101863a47a,1,d9911c42e09093b46d920c923b3e8cb99308a0fb46c6b71d1295ccbd15055192,M_RING,177795,3882774,29a08fe5649c9a313c6ecf67bb029cd28a6b059d0b395e09b6c1f972594d169f
166534,3648806,FG_d7806e5ea59fe520094ca30c0798ba9a7b762137da3ba9e7feed6266c7220428,1,0fb6afe01de24c608bbb146655cf44f3eaae0b8314706ba74e79d80066fa2896,M_RING,166237,3648265,12985d6da642e5e34bbfb7a58ddbc1d7d475085f5b80b5339917b768e74871e8
119764,2577332,FG_f110513d7307704af8e63696b5ecb23946070a7ee8d75ced11e53700ebf3fc08,1,15924db656e87d1a9aedf6d090dbfb78956620711b8b9f2f4da72c8391ebbdaf,M_RING,119444,2576833,14b9274706f3ed3e1959cd059bb805175b50c498d485870c1a002efb435a7938
114177,2455139,FG_2bee220b3c85cdc2e978f422cdfd7db99a22145d2afe78d5e85561e0951399af,1,ce64d3f332de710523d76289e49ee62beae827c78e11eef6f336ec041fa603b0,M_RING,113868,2454668,2163d315ce7db35b62066aec238ae128b284fdadcc62cb0862142e7e22e74964
179789,3758236,FG_8d0929d92437ee8982f3650b052a7f712f3c8e269766151ec4513c637c6a03b9,1,8bb5f88bfc75aed658ea5e9a1bba943c328057d957a6ee4946176bbcdf469c37,M_RING,179474,3757726,ffead7501cb6a1cd5840c3d5a7a098d66def790abe4bda0ba4998b43dca25a07
180095,3800402,FG_3036ced88000f2b3664c70b0d47f726bacb5801866655d0747ab7df723d07362,1,6ce09bd0be67a331434407f1389cf1fc6e71b34d57f272ac223d79d6ca4359fb,M_RING,179784,3799892,b53842adaf4077774ae9d94bd78aa961c70e29cfea7c506a5b767139f2e9a912
192673,4013679,FG_f65df16aaa75fd97a9d3f09c02f7698dc8e103452bb7f777c15badf9481c2f7e,1,8b438499c843dce3b80ad9f408d7f0943a0f2391ee7b6aaf6742f3c80ebe0aeb,M_RING,192294,4013077,9e53f58052e3f5f5975a37232a2e0d5baf967277d5705bea80ef2fe304b482f0
193475,4005446,FG_1e36482a40cfe1e97776b9624660e92e7f4c24e86d45767dad8fc1c7dafc5266,1,2d44e82c29cda8ac11cdac62f347fdf33831a00a7f58d2f81809c7455efb2eab,M_RING,193174,4004844,b37ecf27c9a1cfb22c5bbff302c02747fd7f20a6a96ecd12a6df6ed40111d2ce
178719,3877098,FG_e103eec878dc453820469fafad529c2dd25069bbbc2f918aefbeb167d2328b8b,1,656f0b2fbfdf6a788c8e6e1e8235e66c5e0a410c82ccaa3166d2bc72ebdbccba,M_RING,178389,3876465,c80d8c32a66190e5555eb925bb6ea784a1e5639e636ffe00bd02ace8f9189465
101811,2240679,FG_b3944e48e6f3ae203f0ace5c2cf35408fb585c44a30aa2e324b99e870b3f24a7,1,dc14b0c34c65e5fd9a9fae2526e31c0357c8c161486cb9a768f12d20774cbfca,M_RING,101537,2240315,78db60a8447d437e129633a1c154ce6e5592ea67415756d326aa6bf9c669fd12
108947,2343174,FG_becd6af23694e9eae95ef53da9dcfa444384f03994afeec2a42f296adbeae97a,1,952f7657ffe81d969342668b4d512462136e88c8bd4daf0f47de3bea5659386d,M_RING,108624,2342749,71dd395066db940c26ca5b6ee133de6b4ee16459030be9b1e14fed1ba48f76cb
179921,3799980,FG_66ed1d91e865a808a20a7d270455e4f9657788853ae110f48d66ad8feea23d7d,1,9c8a6ee709511a0957be8f187756a214ae8513b8832fcfd2d365598909695c2b,M_RING,179607,3799470,f1ceaa7c64e81bb20e285a93ab62a5a4ba635c45f43bc58201f337bdfc18ccff
180605,3800383,FG_5639e4fb9a3128ae3859ecc36a5d7625da11f1cc86a3847c3e0cf51216465e7c,1,28864e11710da3222631e285060f66a85dee4b3a1e53fac7f38e574871b8f1c3,M_RING,180319,3799873,ae04ee334c44ef717e9d2a866e37439b1fab087e9fc96316a62ba726cf2c6949
177989,3877621,FG_ca3a07abf0cd8bc3f3441afb10594d45377f84bd77999ada6d863a654e8df549,1,2e836c9b96fde6382b8fc302fd4a61507fa943a2650a01d96a2d8c8e3677d04c,M_RING,177627,3876988,5552a34cbf23ac8ef10679de1d602d2241d10f4a8d3904be303d87a1bc8d5b77
173019,3762429,FG_ea06538be2ba175ac5b35fbe68e663d170254061e3419b867269b6744689ea8b,1,0e9b5fa3833137937cc503deb7c5503245a9b27548030e62d875cd5bc9d56cb6,M_RING,172762,3761842,274d86c94cc34b45bb7856e3101a152ca379fd88968658039062ade16d5b4c27
120014,2577150,FG_57025b813be7986fe8ee11992ba4baddff07171e50e78bd20b9ef0d9d5dcfbb5,1,1f40f7ddb542c8cbec36c6a91e8ee8bdc59537935534835c8dd69ca0ebb14a37,M_RING,119725,2576651,350f3ef11ff00c9855d0fa08cf86924a1c4038c0f5a2f243f15f654de429bac1
180795,3797515,FG_9633d9a30fbe785643b4029fce243e4201d0f71e17ef10cd6000cdd3f3851e65,1,8bd2c5ced487bae1be1efefb13c69ade9e3c27c0e64b4650780bd7f6d438815a,M_RING,180494,3797005,eb90bc9d069bc5c5cfa490d207516d212c56938edc630d400ad88a131398a565
168318,3646720,FG_4f6a2a26cff45c3a134b2fa9b8a4124019f34a05958f248210569853cec90644,1,639eb0f325c8ee7a01390c804a55bd97bf603c8d84eb8550da90446c1c1ec76a,M_RING,168097,3646179,7bf904111803a6862dc0df784b6aff9d499b0f91ec56feeba9d6621548936ea0
108827,2343020,FG_78836b452c8bf72b27c16bb25be8b9e351853cf95bf53547f516f6405d457019,1,25fe2ed626fc465570d111f42e7d7a4969551723e5f4a8d1155be578d1bd17b1,M_RING,108500,2342595,2efa8acc2324013a0e40717a57eee9f5bc4faa13e41b291cc2210d526354b1fa
108566,2343309,FG_86db16ad9df9c6d508e28cc8475e6432ff590a332840473ccbf68d97b618a019,1,386b93cffb04b1cac44427fbe2dcec920d6cec8eb98a120e90f9c8779d8eb83c,M_RING,108244,2342884,fbc613ccc7ab90a09274abad6c3c3b319b013f28cd6af4b4d94eeec03406ecc8
180021,3797297,FG_d257db3478903be6605fa7a888f48be87bdc778396b287219f8609145e212261,1,6ccc97935f376663230a8e29e41f25a67836f21c9625c049c00391a3cd608159,M_RING,179732,3796787,76f23ffedeeee65b293eb8f41acf9f2fe02a39ffb31e37a40f89f276d98ecc87
101948,2240732,FG_639a5efd8bbc18155fdf90eec17430bdd622e1f6b8960737ae6a04e69f7a2c92,1,4a9e70c8bef185b05a50ecd9046e8ef509000da6c7ed7339a123d734b5b082b0,M_RING,101659,2240368,36156020142a4f4f883fd4cfd1e78a18e73e73f7d883c11daea12bd784ee3202
113967,2455372,FG_f8ff3c1d21cd460214575a5f3f9318fd891d676b0b1beb1c76b03c5848496586,1,b8c803290f54aab4026a3d28b8c85c8ccfdfc86472389c444f2474efb687eeef,M_RING,113666,2454901,557d3a386dce6f47906da1d924c68b53ffc1c7dc88a4972c1b764f65a962a655
173032,3760270,FG_faae5e438295c2c7e769b4cfe49cb6388c03bd4f6777d43fbc868b8ba2a55860,1,814def65ec13d6eab80886dc8f848d51caad2b714031d908789abb33e7e2aa5a,M_RING,172745,3759683,9db04009d5bf4432031df0a867bfaca3d42653b79347f42bb38b4793a00ad625
113983,2455694,FG_95e4fd667a08820e951d0345e67a05ae729b5f664b7ffd61e1b823c6c616691b,1,def599e018cb724b8e89441f9a34a65993fd33241b7ad3e93550fe92286b43e0,M_RING,113683,2455223,d64fb4c9c3bc33c6290d7d654261de914e107e8f0394553f818f7b12f159414a
193201,4015993,FG_61972511da15de3d11e2e42f2216cb6ec01919c24d83878b010acebc354c2711,1,aaa7d59eaca88f72f4e89f258bfade588b63c6e4cfff68b4e573c792e8153a7b,M_RING,192866,4015391,3d011797cb2db32696739b8123284df3015c4c82fdf49a90c5b1e49081abb7ec
192601,3994720,FG_576cf60774d0a6b0da96b7ab3681365dfb8fb36247406ce8c8bc109112ea5ab7,1,7f1f066b4467befe644c99da5f47c5dc467a2aa032fad132f2f11df94bcfd2cd,M_RING,192297,3994118,81c73d59ff04bc7589244c30ef7ab40865f3500daa5aa1f115f1647886e281a0
113910,2455286,FG_eb796316dbe318de4a6da90a9b572325e92131187575422be9250091f7571ffe,1,aee986c5e012092b4f33d723fc71e7f955fa92e0eeca93b9943278dba999a2aa,M_RING,113613,2454815,e6210b748522a415d1933d49b4380f11cbe6fdb1dc80293eaf1c50cddf9b6191
178866,3884178,FG_b991bfa4b0425d43a203401fa97e0904f4e6e88733c6c11c17160a1a90c84e0c,1,6c755adb7e9ff049903485f8e1b6ed3ac2049c6f89d409296eca118208b205d7,M_RING,178595,3883545,0cf3f23fbf5fb1bf89c81262aa04145c1ec108a2ff82f435f89aeb6e0c3c4743
120118,2576243,FG_246e7d2fcbd4500605648c06b6b0ba6f37d7772737977257e1b1b46c44953351,1,018c56eb51b826abc41eaf95264c3ad168b64a10ade47d2534beb10a819b6f08,M_RING,119841,2575744,ece989be5abd7964e184f5225bcb271e6322ea521fddcce0928d660ec9343f34
193831,4013509,FG_90629c54e21567eb4a27dac93a60babfb0c8e50fbb816946be1b2c9a89e365b3,1,ec6957ce426b846b777741ce071914dceef6ac0c6b35eefdb56ad24d6c2dbc03,M_RING,193519,4012907,e6750f3e681ca0b49acb61d3734f22af920fca3ac6ecbe6be3b3d52a1fab2910
187540,3899093,FG_986c4a2a59e6fc15c35e37d718ee5a1280833ead5f6cee04c8ae9d56e078327a,1,f7d60f9b6abb50d9ea657c6f01fd7615ccca88434f6ecc6fc1f84094bce0289b,M_RING,187176,3898537,cfcd6dcd4bd15e9f301989ed4786ea4cc30f70389bdcbc448b808664c21f48e1
167847,3642501,FG_bd11aa66f3017820c1e48d0d042ce5a8366b95ef1c413f0d0b9dfc6350221ee9,1,d437333734f5cb244abd704bb035f567150125ae0fb91524cfe01c09fb3ab60c,M_RING,167533,3641960,92f72e6b958f6cb29778297083d8d76e9ec5b40038793f2b26998222d45fa8ef
168182,3643694,FG_823757b5feb95ea70a607944de0a41681f9c135d32158f45ec3861e150432c8f,1,0c043257b38f82551c47b5efe158f4448928f09e0d74d31e05cdf87db933a1fa,M_RING,167895,3643153,cc91bba6dcc67b17824b6bc4a5e9ccd44c8ed6032a3ad1efe81e01357cc2057c
166782,3648442,FG_d088460597875edfaaba1660c68df22e7e337b286480d583ca3e87153cdb873f,1,58382197366d2d32d32b3e3ff14b33987efcebf943ee87fa6a86c0df082041dc,M_RING,166492,3647901,88658eb67b09e11cc38727125b84a513062b3323224992bbb00ea9774ffe30fc
119793,2574945,FG_69e1d28d04d7669cab5ce4481b8683f065ac8ada72ce85ddfd104771a80a7b93,1,fcabf2a3ba4220acdfc376ce5d69a0293162cc137e32c96f36f1857c78c35c4c,M_RING,119512,2574446,3e67f409c21a3722cc2d3ff847b8ca426a6d5e8f6c0cf93b811fb771fc88219f
179445,3882646,FG_0dec9985bdef2c47086d4cc1e151da9acaffba38f70fd2ae37c1feede3992c23,1,0e3fb7a084a1913aa2ee074fab8d41c59d864a5954a2239a3fd494857859dd9c,M_RING,179156,3882013,de3ee566aac9740ed553d91abd0449ade3b0037c8d3559a8f0d96e4a7aae7e00
101924,2240341,FG_b6e15341c4a12b0a1938ac1699d6362ab69f337aeef9909a72595448b644e8ae,1,21cbb7c5d7049eb6a853a782fc8b084380abef7e2e8e2cc02abfe083c5731e70,M_RING,101640,2239977,035a6ed4db210d80de17386e57106e7b2d104620b53d2db5f023c865865e2854
167622,3648041,FG_4026342baa0152c2388c51cc828a3889a012af7597a6d0a008174878233bc248,1,661970a160448292dda209c8a0082d7a4b7f1ef72f0da0ed558e55471cd36213,M_RING,167403,3647500,5784a8aeaaa777810fc8f36720f7e21625e13c0fbd8a86300fc6cfd329eae1ed
172499,3753686,FG_ae1ad26f1eb1f2d82bc6f79180dc9428cb3019ee9a839f54a00133936b1ea3d5,1,877a1c11ba7d37cc3a301f1b44e502f83cb1af72b5039338e76d69c0461b308f,M_RING,172108,3753099,ba01e472fb13e225309ef28016cb1b4067faf0827bea89efe4bacef0d7c9d9e3
180577,3795297,FG_9b20bfff5f8ef0dcac8ae754cf9f572ffcfe63074e0eda32e150b6879e9a3b0e,1,9045f2111479ac10c86cdb3814fc08937ab15facb5aa454757fc3733f9ffd024,M_RING,180311,3794787,321dc423b7c93199aacb666584f04410c650024d750cc987408b9e328377129b
101946,2240553,FG_306bce1f02853390be9d5b72799eecd28f34435e123234b1618df22e26bdf331,1,9139cc19246df06468c3b8cf5b598df9fa5b2fa69f5a131785904c0ac51db857,M_RING,101653,2240189,06bffdbcb93ba7f66f27418e6f605383232f4deeb4b08f57efa4c90793bdfac2
179127,3882699,FG_655088bbc460dc03b14f14a07bd2af7f3d02822f525cba167e321448cc97e600,1,7d0273838f0b9c3ee3a20fd3040acf918fe19348be62f5ab2ba225da78b4c1a2,M_RING,178800,3882066,b803c595b1d38ce3b110d0ff53d264234afbbf3616438361eae8255d5adb982e
179021,3884225,FG_6bfda7b88a7c4af4f5a0b321591662d88f8ec7e3a0954b54e890e06a201f3d6a,1,61a867544a694d3f5b32c3aeee349489d2cb8af95536a3a34b547f2a140d0f09,M_RING,178717,3883592,a157ca858ada91898989b7d777722b39ba3082f2a49f91553278cce90aa261be
119758,2577693,FG_fde3828f411d66fe77521d637a48cee9bbf9788314d8f188e0249f14c194d3e6,1,d740c6fc853871db98aa0c7264b3a7d262e28a805acff36e20d5af0d7ade9768,M_RING,119489,2577194,4fb9bf1ddf8913be3cf006c6c8adeaa3e415e126eff835622cb3d4c525e7b9b6
173071,3757117,FG_16e3759aeb6fb4c7081c1d95b5ff8740e295444b18a183aff19deb22dbb1415d,1,5ba4b2314111c2a27e67b6a6e05934978279c625cdd70df5744a5af7e7f1b143,M_RING,172718,3756530,39def5145213ec476e61815d7b604102063a770c3e4c777442e12755a16ddf08
173460,3760621,FG_9a644a65e3cdd33acbf627e1c309f96ee4ad9afaba0eae67db4e96eb567966a4,1,189f4aa34d7f0f2605e5089980d763dcf83a5048d43e90697edc2103856d3d8e,M_RING,173082,3760034,46f98e6ece5e01ccf922d4cb8769226d34e925fb345f3a4722c5be5a3657dd01
114345,2454090,FG_3c06ed357da00f699dafe573b4e85752ce252d72d40bdd60eb114a8285e1fe18,1,69452c8e17afbd261c48780fc4c22447bc2cd50da143d8f29393a8646c22891d,M_RING,114060,2453619,cd7e1a6cbac460e3f12cd7f285f65be013fe6e65006a1af0f198bd722c671ea2
108876,2343148,FG_742187827015e3f2cf01b685008d043252761f1d6549936c398b5f271b59b17e,1,f1cd2837ea29d0fdef977c741be3e96fcea08dbb6742cab1d4b1a771165a5714,M_RING,108562,2342723,e58448d8d2f95950201342082ebe497d84301e8e924944312c00d97600a64842
186376,3887715,FG_95d251784775a3dbc51264dfe575c1838808ef03388a2e7d111f793c6c8fcc30,1,ffd728936f121042e8cce82c433f0904f51769c2ba29e1e4cffc9c6059c6b82b,M_RING,186074,3887159,c8db92290d848890ddddb8b41c718edf7def649becd9878cce2645ecdf74c581
187212,3889926,FG_1013dce6df3e6f820865c610819c0888926902e2452885e115be4d5f2467e2aa,1,c37e1bacf8d67ddc7f6ca697c342d0d0e4e7786083701031cc7731d0cd868f99,M_RING,186859,3889370,34f0bfc57b4aa684677facec36466011c6775e93a517a16e93828c5d140d49bf
192640,4015733,FG_9f11aa49a42d2ea5441fe8489ee4626ec1316be0d2bc4bd84b7e8e0ef8729040,1,fbfa81ca92570316983de31aba9660e004a1c4b35b1464d3ebcf4ece275a6a0f,M_RING,192289,4015131,df6b96bb0530cac973b76e27c13d91014a337fd96de2ea68ae9e1be2667ad824
114274,2453271,FG_9070848c1d23ec738e415fb8771038e44a7e2f657fd36dedcaa2224369ea2f01,1,2a270faf6385b66d84e815047492b0cde14c1ac35a1069e1942259cb07a8b99e,M_RING,113956,2452800,efdea85436fc05753be7fff7d4cad99602462b9ef5f356af5b6e30003cf47b26
108941,2343087,FG_316a3c0e7902ca89a1d84ee9d6bfa6bfb7c050018a5e53bb0344a45b9df9c128,1,d57671134219fd358808975af8511bc02b98ac27cd6cdb72bbda6db689dea86f,M_RING,108635,2342662,1d0fdd8ada1df65d24b3b7eb9d73feae5c5a7003fcf3ae50692b7b86e9cf8ad9
186845,3863927,FG_d7478d68c75f87956d66f3e2acd6beb7d4159b7548c3312f9880089cea6af8f4,1,491ab938d5fe999d23edf0a7bacd4d1d19a11d6de7832322bd37e3295a6ba4f5,M_RING,186476,3863371,480a1ba1d00e3c9f087d1cf3487eb785fed8d5d61cf457b48d5b673f533e0c42
114201,2455230,FG_c446fb9311c9ecf14c8bc190f308c12508ad765b0b0ef6944765986424c59258,1,0c76d69810a2e2a0b90690055713b4138f870455421544cb0e8b48c5a6303c08,M_RING,113903,2454759,bb3e8d800e8402306ccf3f78a3b6283ac17617a3c18e46f7677784eaa63721a8
108989,2342419,FG_7f1128033ed4a67d70a91727e241646f9f0ad316faf0d211fe16cd6f5839d72e,1,602940bcb27b3a1b8a0081273a7678ac5ba2002d39efff02069c4422537a1abc,M_RING,108675,2341994,63e4c101d5e08b6b8a0f43ad9861f1cc6cb5a05708cf04518cba0d44048315a3
192956,4000430,FG_f0dfdc8329ae8927b7575c6d51f044fd440b159ab758deac51096c30a7dea44a,1,1d9054fb7167e16df276dab5d6e36b571126d08c2bc25f1635b40818e134eb2b,M_RING,192637,3999828,62cc09be769037425307088744a932c2330a5965514346afe50d2bb930816435
187322,3901091,FG_5599c3b386223b8cacbc4019047a550378741cbf7585980ecdd6525b826e1efd,1,96da98eba00cad7aeb0a3dc45a6d00ae42294060be59a4b5267fe4a3c317def5,M_RING,186924,3900535,def58bddd7ee24b53b44fc9bf758a63ca83c40864470c09d8aab18a0a95db75e
119820,2572322,FG_506580afffa6fdb9daff2d265c126b6cfd0127f214b3c2aba7fd7b43061758f4,1,545f9c290e0ff571d1d66a6734caaf77959456f5d1766b5cd0156f693f6adbb8,M_RING,119556,2571823,74abce4eef2c5cfb36ad49158387bfb72ea92e5dd2492b89992bb2d552028f7f
186459,3895024,FG_7825a1cdc7a07c19ce2789e19d35889c24361360f791d428b50e412792608393,1,352781e94d37ba85fb43644934cadc869384330540cff21168cf9d769b0d6a8b,M_RING,186126,3894468,32ddcfb441914bffee62b4c64f958c62deb67b31a8d632f708149008330599c2
101861,2240264,FG_aa1776bf159e2bdce17e5cfd34d51c3cb1fa57b4e36dec802e52a430288a6cb0,1,004dea180e47a70d441556bdcefc0daefed3d3a81cc3266870532b96ab19f3ce,M_RING,101576,2239900,3db174b9cf8a957e0b165241842cbaac65db4f0446998c2c8a67a77f60702eb9
101875,2240205,FG_7aaf0ce6c7feb51589507af25a0080312369157e622728c9ad2c35220135bd60,1,063c1a5d1f16418a83266dbab94001cb4f455ef306d1ff1202f1bb2d3c5f63ed,M_RING,101587,2239841,f0ee39dd1f77829a8d533eb8a133785209c26959ad4eaeac5ac86165c42184b6
119595,2915008,FG_1c42df2ef5e5e565da423dfa4a68ccb249b30f3df8bff83723fadd811a699f12,1,a8d7fd13c26efd5187ffbac3411a3107f184870f1cf10905c5f981f305e95a6f,M_REDSTAR,119330,2914553,4f7feb51cb8afa973df37416e4a549bff5712bfea6e04c63ee20999d4aa3b497
119736,2914475,FG_6f4303c40171c1ea07b33e8e151405b94366791ae71b3ef8da3c51f865e3edc8,2,85f6e17fb9124597323119c07c8ba3c75d293ac3821223569125c21d3b304d4b,M_REDSTAR,119385,2913843,6da603ac21ea8bec6b50e5dfc551db1882075afba23efe98421b9ad3add0b84c
119643,2914690,FG_57b9be671dedb3a38d5f3d485f5d27e96bbf08839c52061307ad0eb75cc36e79,1,ef63c6bb0aa111524bd3c95ca02a908595c74df0992bb572e162673479e96b22,M_REDSTAR,119361,2914186,25eb8d8181dcb528c28ead1260b2c68f565a78b0f7fe5d383e10e1c57ae77709
119649,2914682,FG_c80afbf306a23853178c000caa1106a80504fae01645484573f30e52fd5fe500,1,acbaf4cfc2e41b507d882863e1a7c0d0e8f0591e34bf3bf159f015d6cdf02603,M_REDSTAR,119374,2914178,ce9bd39a39d4f72879ad6345711c2373d01296676da64eae653797592e2c565d
119546,2914351,FG_b25f4fa1aa58bab7e2fda3692ef0af775e3503edffe79fc03eece8d51d683290,1,46d43487988fc317d0af6c2ff045b0473e524ed1b1edb9a3ab6ba903c831bd0a,M_REDSTAR,119257,2913855,e94c65afcba3d9f08ee337f6f5c02d61f689140e516f51c8e4092eb494b83890
119739,2914475,FG_cc2b702fbbc28306c7233fe292d137798ac93629fdae3bf3468056012f2aef55,2,f5f254ebaf36dd49e0109491799e61b98916fa634b5550b6c682aa0a3c2bb214,M_REDSTAR,119386,2913843,296b30a6ac8386d8f3c0ffbd4aabe6db24740f4bf7f8aafb5e7015edad942fa3
119762,2914471,FG_220d31e838e49e4fe7ed842430ac2de98b5fe845272b8a4c6bcfa7c1ff8cf999,2,4d4a6958371fd57d21115725ba5228a03a392439e32fc99994d217b34c59b0d2,M_REDSTAR,119409,2913839,d9d43b25eb693e351e26dabbf6dca517f5799ccaa34bfa81c6212f46e62c2f4f
119662,2914756,FG_636f14e50131657a037feadc44c81f0bdc923aa25ba6c8fafc8d9bf4ffa25ccf,1,bffc7ecc204ff709a1fd0a01052c6b1034a2ccfe3068c0065f4c72629bb746d0,M_REDSTAR,119385,2914252,f65521593b620158e6e2d7409784d3eec7eaff03b2f83e6a4efe7f07224b3276
119593,2915008,FG_db2ecf5b4b9836444ea46414a050108eec6d4df2e8b7e4d848b78804c526e767,1,2a80f2a75a2303cfd6998b8c3f3c4c8dca1a197d056c9a04441a6190efa75801,M_REDSTAR,119328,2914553,a68073902e70bcb54c93588ca838fbcc727f68e1ea56aa52b4b6e47c15245376
119593,2914363,FG_cbeda9b9145944eb958685261e8e1c8f362ac80207efbdb780b498b24a43e537,1,7c63dd1429b9c9fcefbca52d1df89138aa09e7664f36ca8b90ea1024c8c16516,M_REDSTAR,119302,2913867,584250f0e55e5d7005770dd39b7385a74edcbdb97d4bd24d3f500e49831dacac
119660,2914746,FG_c70f77134f35989d9914b103f06cc85af8d2dd7dcd216e6af4ea2a2dd305053c,1,7e217c0fb93e7150f1ce4ac6e602660782cfb4560ebbc194b46c361c4e523596,M_REDSTAR,119378,2914242,97e26cab155fac78f32022c1c4cbcf75cef1f2dd74fd7f4b5752d10063dbd878
