affected_set_key,fault_ids,group_id,group_size,profile,scenario
d7f14e9c4c288932d88f198a737ea70c82815207b1f8ae6967a2f5102c53e11f,l_SW_C01_M02_CTRL_SW_C01_M02_SENS,FG_95d251784775a3dbc51264dfe575c1838808ef03388a2e7d111f793c6c8fcc30,1,False,M_RING
dc18520b3e8b3816fab68a4d3bb9796154b1234608bf54c64428149a7d800afb,l_SW_C08_M02_CTRL_SW_C08_M02_SENS,FG_1013dce6df3e6f820865c610819c0888926902e2452885e115be4d5f2467e2aa,1,False,M_RING
e53e490412ed3e99364e8fb9aae74bc06de504181b0dc859b1fa2873acfb388c,l_SW_C03_M01_CTRL_SW_C03_M01_SENS,FG_9f11aa49a42d2ea5441fe8489ee4626ec1316be0d2bc4bd84b7e8e0ef8729040,1,False,M_RING
e854e8f033e1bada5f613a93df4694e3b09049f39f642ec0d80934da8c2cb91e,l_SW_C06_M01_SENS_SW_C06_M02_ACT,FG_9070848c1d23ec738e415fb8771038e44a7e2f657fd36dedcaa2224369ea2f01,1,False,M_RING
ed40be32446a6ac1f0519d85c0f35523fbc7e195617a967026ecbab3e7b311f4,l_SW_C06_M02_SENS_SW_C06_M03_ACT,FG_316a3c0e7902ca89a1d84ee9d6bfa6bfb7c050018a5e53bb0344a45b9df9c128,1,False,M_RING
ef43600273656d0df931294218e714560c14569291c5fddac0bae385c9c94285,l_SW_C06_M02_CTRL_SW_C06_M02_SENS,FG_d7478d68c75f87956d66f3e2acd6beb7d4159b7548c3312f9880089cea6af8f4,1,False,M_RING
f240ba3ffc2877bfc003431ee9c25d0453e5aad8873d320bed97f64789685fbd,l_SW_C03_M01_SENS_SW_C03_M02_ACT,FG_c446fb9311c9ecf14c8bc190f308c12508ad765b0b0ef6944765986424c59258,1,False,M_RING
f55b99973322120b3a405e372dde6d9936bd340733524202a2bec539768d3c54,l_SW_C05_M02_SENS_SW_C05_M03_ACT,FG_7f1128033ed4a67d70a91727e241646f9f0ad316faf0d211fe16cd6f5839d72e,1,False,M_RING
f65b04474b26c95dff1573d69de23cb20ca6a0a410352191b7bd4d9ffae13564,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,FG_f0dfdc8329ae8927b7575c6d51f044fd440b159ab758deac51096c30a7dea44a,1,False,M_RING
fb71406ef5576d6a09633fb065f9611f49722887cafdcac8b3ef6134268f9dfa,l_SW_C04_M02_CTRL_SW_C04_M02_SENS,FG_5599c3b386223b8cacbc4019047a550378741cbf7585980ecdd6525b826e1efd,1,False,M_RING
fb847dc3da22fcdc403f43d28f16ddb83dc95da79b3ba20528145a747c119aa7,l_SW_C05_CC_SW_C05_M01_ACT,FG_506580afffa6fdb9daff2d265c126b6cfd0127f214b3c2aba7fd7b43061758f4,1,False,M_RING
fcb8d339b19269c174af9189c0a57b0ca7108bb304f2c41baeabf960cfd3c86d,l_SW_C02_M02_CTRL_SW_C02_M02_SENS,FG_7825a1cdc7a07c19ce2789e19d35889c24361360f791d428b50e412792608393,1,False,M_RING
fe7c277aff2a4f20653b573287c8fc124cafb314b5dcee57b67d2add61df2383,l_SW_C02_M03_SENS_SW_C03_CC,FG_aa1776bf159e2bdce17e5cfd34d51c3cb1fa57b4e36dec802e52a430288a6cb0,1,False,M_RING
ff658a30e08708f7d6a141cdb41ebf0f74161fc5b54661bb1e49f0e8b1318e56,l_SW_C03_M03_SENS_SW_C04_CC,FG_7aaf0ce6c7feb51589507af25a0080312369157e622728c9ad2c35220135bd60,1,False,M_RING
01c4cc89c6eef4b04de8a5aa1e229ed77caf9a459b878561d9413433d9941e77,l_SW_C08_CORE_A_SW_C08_M01_ACT,FG_1c42df2ef5e5e565da423dfa4a68ccb249b30f3df8bff83723fadd811a699f12,1,False,M_REDSTAR
02d01b0c7219c1e590a0c6ee0517fdc9c34017ce1fe85ab8cfb0cf04e3f83ec4,l_SW_C06_CORE_B_SW_C06_M02_CTRL;l_SW_C06_CORE_B_SW_C06_M02_SENS,FG_6f4303c40171c1ea07b33e8e151405b94366791ae71b3ef8da3c51f865e3edc8,2,True,M_REDSTAR
030779751b0ab673f3475567de8b5ec59146ac3ef3c6c0f0944bcffc9d3dae59,l_SW_C04_CORE_A_SW_C04_M03_CTRL,FG_57b9be671dedb3a38d5f3d485f5d27e96bbf08839c52061307ad0eb75cc36e79,1,False,M_REDSTAR
040bab2ccb532911737eb2dcc345ee502693e454303d4ef9a1b7d4e93d4a9fba,l_SW_C08_CORE_A_SW_C08_M01_CTRL,FG_c80afbf306a23853178c000caa1106a80504fae01645484573f30e52fd5fe500,1,False,M_REDSTAR
042c3a550a65c7c5cedeb2505c4c7f9d7f4d66cacc8f28bafb49832737490ff4,l_SW_C07_CC_SW_C07_CORE_A,FG_b25f4fa1aa58bab7e2fda3692ef0af775e3503edffe79fc03eece8d51d683290,1,False,M_REDSTAR
0450623e8624c7f10f5dbd05c90ef0087b7fa16b676dc47628f46aa88de16db3,l_SW_C07_CORE_B_SW_C07_M02_CTRL;l_SW_C07_CORE_B_SW_C07_M02_SENS,FG_cc2b702fbbc28306c7233fe292d137798ac93629fdae3bf3468056012f2aef55,2,True,M_REDSTAR
054641b67163f6828007c017e7f3a447a46467d6eb834abad0940b1cc3e5a2b2,l_SW_C02_CORE_B_SW_C02_M01_CTRL;l_SW_C02_CORE_B_SW_C02_M01_SENS,FG_220d31e838e49e4fe7ed842430ac2de98b5fe845272b8a4c6bcfa7c1ff8cf999,2,True,M_REDSTAR
064ebd73b9ca8dfb84fc0a558c47b0fe5c854a3f8af433de91c0e8bc279ce5c3,l_SW_C05_CORE_A_SW_C05_M01_CTRL,FG_636f14e50131657a037feadc44c81f0bdc923aa25ba6c8fafc8d9bf4ffa25ccf,1,False,M_REDSTAR
0a913ae28a3c2a255af3b4fd44a00e0eb95b1954038f56da026b3f1b0f7a2023,l_SW_C05_CORE_A_SW_C05_M02_ACT,FG_db2ecf5b4b9836444ea46414a050108eec6d4df2e8b7e4d848b78804c526e767,1,False,M_REDSTAR
