scenario,mode,fault_id,failure_time_s,decision_ready_time_s,activation_time_s,route_solver_wall_us_runtime,smt_solver_wall_us_runtime,profile_compilation_wall_us,simulated_decision_delay_s,runtime_lookup_wall_us,activation_wall_us,initial_profile_precompute_wall_ms,recovery_precompute_wall_ms
mesh10_auto,offline-per-failure,l_sw3_sw4,0.008,0.008,0.008,0,0,,0,0.555,120.5,53.793784,609.150197
