scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured30_auto,J100,C0001,SINGLETON,l_sw01_sw02,1,PF_l_sw01_sw02,29c2ae0f3e0c773e87ae40f633bffe630bc99a38d778e8fed50d8dbb7c8dbea4,1.0,1.0,0,G0001,0,True
structured30_auto,J100,C0002,SINGLETON,l_sw01_sw07,1,PF_l_sw01_sw07,9d3d992ed0da125e35b85fe988be0a8bb6d92d374e9132378cfb85327dadea46,1.0,1.0,0,G0002,0,True
structured30_auto,J100,C0003,SINGLETON,l_sw01_sw09,1,PF_l_sw01_sw09,1a1ee235168bd8231a335d159876d9b63c31c29427fbaf2d89f1af6e304fdd33,1.0,1.0,0,G0003,0,True
structured30_auto,J100,C0004,SINGLETON,l_sw02_sw03,1,PF_l_sw02_sw03,9535f8046ccfde55b78668adc23914d52554d27aca85b3b65fb29179e8a39786,1.0,1.0,0,G0004,0,True
structured30_auto,J100,C0005,SHARED,l_sw02_sw08;l_sw08_sw16;l_sw16_sw17,3,EQ_C0011,b4ffbcd9f4ed1154691679b52af839fca9c16979fad1fe855a633543d55a5ef4,1.0,1.0,1,G0005,0,True
structured30_auto,J100,C0006,SHARED,l_sw03_sw04;l_sw04_sw05,2,EQ_C0009,59cb78ac82c6629ce1edd03ede13b65bfd2193785c6ca85b8e7fecb189a6a52f,1.0,1.0,0,G0006,0,True
structured30_auto,J100,C0007,SINGLETON,l_sw03_sw09,1,PF_l_sw03_sw09,aec036d5e300f9a919d18743ce3102ad80a14c163554216efca3f475b8f1d554,1.0,1.0,0,G0007,0,True
structured30_auto,J100,C0008,SINGLETON,l_sw05_sw07,1,PF_l_sw05_sw07,c03f90272c2aaf2ff693f6478c9f0ba707499ad79354e778d06dbbb05467d776,1.0,1.0,0,G0008,0,True
structured30_auto,J100,C0009,SINGLETON,l_sw05_sw11,1,PF_l_sw05_sw11,29851d844129bcd5b0ecb8282c0526dbfdff77ffeacb545305f72f88d0920705,1.0,1.0,0,G0009,0,True
structured30_auto,J100,C0010,SINGLETON,l_sw07_sw13,1,PF_l_sw07_sw13,a611451a4d4f22474db28df3b8a7d176009d1f05acaaca81f7668053740c435e,1.0,1.0,0,G0010,0,True
structured30_auto,J100,C0011,SHARED,l_sw09_sw10;l_sw10_sw11,2,EQ_C0006,f3ddeeaaaa5965a5b1a4fe247c141f8f122c472d4a3924ed1c02517376ac9389,1.0,1.0,0,G0011,0,True
structured30_auto,J100,C0012,SINGLETON,l_sw09_sw15,1,PF_l_sw09_sw15,4144362a119360daada1b9f9d0bf17104159606019167449f943e06ba8cb9a7b,1.0,1.0,0,G0012,0,True
structured30_auto,J100,C0013,SINGLETON,l_sw11_sw17,1,PF_l_sw11_sw17,590d1f784e50909730e754961789e58566d970cbac43b51bd6c60f08bb73e931,1.0,1.0,0,G0013,0,True
structured30_auto,J100,C0014,SHARED,l_sw13_sw14;l_sw14_sw15,2,EQ_C0007,0a12e06b32e592647befa243e61ceb42a4d2bccfb042660d8aca2848b1365b32,1.0,1.0,0,G0014,0,True
structured30_auto,J100,C0015,SINGLETON,l_sw13_sw19,1,PF_l_sw13_sw19,6cfa1cbb68006b01bf5ac8348dc440dbe9e0fe15b5dfeb1991af25d3b5411aa6,1.0,1.0,0,G0015,0,True
structured30_auto,J100,C0016,SINGLETON,l_sw15_sw21,1,PF_l_sw15_sw21,13b9a50df8b84af48119d8fa1c3d8ab6587591af33a434ffa15ba823e2dc77a3,1.0,1.0,0,G0016,0,True
structured30_auto,J100,C0017,SINGLETON,l_sw15_sw23,1,PF_l_sw15_sw23,62c396ef9bf831e8e5d6e0690ec85d6d8ba32667417cb6c6911212a81af5756c,1.0,1.0,0,G0017,0,True
structured30_auto,J100,C0018,SINGLETON,l_sw17_sw23,1,PF_l_sw17_sw23,4a0d6f72bfb1dd35e5658c5e2671311f8f9db8a05c9844842d57d0de6bff6966,1.0,1.0,0,G0018,0,True
structured30_auto,J100,C0019,SINGLETON,l_sw19_sw25,1,PF_l_sw19_sw25,0c6c6a275d0866d11ed02804f21e9496d0cfc24aaf1309010f85fe519d8e0bf4,1.0,1.0,0,G0019,0,True
structured30_auto,J100,C0020,SINGLETON,l_sw21_sw27,1,PF_l_sw21_sw27,1466c75fe2a89d2261418cf99ab1f998635b83cb406ff3dfc1ac37450099e917,1.0,1.0,0,G0020,0,True
structured30_auto,J100,C0021,SINGLETON,l_sw23_sw29,1,PF_l_sw23_sw29,7e869828fc08813488ea1403410ac673e1b57a3a774db65752bdea008a28a81d,1.0,1.0,0,G0021,0,True
