case_id,scenario,switch_count,case_type,policy_id,optimize_status,feasibility_status,optimize_z3_ms,feasibility_z3_ms,overhead_ratio,consistent
structured80_auto:PF:l_sw34_sw35,structured80_auto,80,PF,,SAT,SAT,14767.183187,37.961258,389.0066864222466,True
structured80_auto:PF:l_sw35_sw36,structured80_auto,80,PF,,SAT,SAT,15834.197560999999,37.516897,422.0550958945245,True
structured80_auto:PF:l_sw35_sw51,structured80_auto,80,PF,,SAT,SAT,11706.197591,32.990894,354.83117223194984,True
structured80_auto:PF:l_sw35_sw53,structured80_auto,80,PF,,SAT,SAT,12935.028199999999,34.603277,373.8093418146495,True
structured80_auto:PF:l_sw36_sw37,structured80_auto,80,PF,,SAT,SAT,12250.485732,34.079153,359.4715435562615,True
structured80_auto:PF:l_sw37_sw38,structured80_auto,80,PF,,SAT,SAT,13443.530886,104.216918,128.99566734452844,True
structured80_auto:PF:l_sw37_sw53,structured80_auto,80,PF,,SAT,SAT,13472.853717,33.532667000000004,401.7829454782108,True
structured80_auto:PF:l_sw38_sw39,structured80_auto,80,PF,,SAT,SAT,11753.567714,106.619505,110.23843821071951,True
structured80_auto:PF:l_sw39_sw40,structured80_auto,80,PF,,SAT,SAT,17869.857052,37.365869,478.24010334136744,True
structured80_auto:PF:l_sw39_sw55,structured80_auto,80,PF,,SAT,SAT,12271.97987,33.000546,371.87202508710004,True
structured80_auto:PF:l_sw39_sw57,structured80_auto,80,PF,,SAT,SAT,16259.734807,43.133774,376.9606343048025,True
structured80_auto:PF:l_sw40_sw41,structured80_auto,80,PF,,SAT,SAT,18482.195205,43.484296,425.03149194366625,True
structured80_auto:PF:l_sw41_sw42,structured80_auto,80,PF,,SAT,SAT,15746.472193000001,41.473718,379.6735125845241,True
structured80_auto:PF:l_sw41_sw57,structured80_auto,80,PF,,SAT,SAT,20910.028071,36.099178,579.2383436265502,True
structured80_auto:PF:l_sw42_sw43,structured80_auto,80,PF,,SAT,SAT,12175.7703,34.914421000000004,348.731840633989,True
structured80_auto:PF:l_sw43_sw44,structured80_auto,80,PF,,SAT,SAT,12852.151503,34.433026999999996,373.2507020948231,True
structured80_auto:PF:l_sw43_sw59,structured80_auto,80,PF,,SAT,SAT,24944.857056,33.386770000000006,747.1479587872681,True
structured80_auto:PF:l_sw43_sw61,structured80_auto,80,PF,,SAT,SAT,12286.257582,34.659496999999995,354.4845899523586,True
structured80_auto:PF:l_sw44_sw45,structured80_auto,80,PF,,SAT,SAT,12948.744455,35.87605,360.93004817977453,True
structured80_auto:PF:l_sw45_sw46,structured80_auto,80,PF,,SAT,SAT,21574.541645,40.537336,532.2140962839787,True
structured80_auto:PF:l_sw45_sw61,structured80_auto,80,PF,,SAT,SAT,19177.594344999998,38.89380499999999,493.0758084738688,True
structured80_auto:PF:l_sw46_sw47,structured80_auto,80,PF,,SAT,SAT,12632.402583,35.049149,360.4196661950337,True
structured80_auto:PF:l_sw47_sw49,structured80_auto,80,PF,,SAT,SAT,12210.405638999999,30.88373,395.3669339487166,True
structured80_auto:PF:l_sw47_sw63,structured80_auto,80,PF,,SAT,SAT,11071.91432,30.555086,362.3591280351821,True
structured80_auto:PF:l_sw48_sw64,structured80_auto,80,PF,,SAT,SAT,12275.082588,35.096546,349.75186982787426,True
structured80_auto:PF:l_sw49_sw50,structured80_auto,80,PF,,SAT,SAT,16780.781009,42.509444,394.75418706958385,True
structured80_auto:PF:l_sw49_sw65,structured80_auto,80,PF,,SAT,SAT,18148.035294,33.039621999999994,549.2809601151007,True
structured80_auto:PF:l_sw50_sw51,structured80_auto,80,PF,,SAT,SAT,12568.126661999999,121.706572,103.2658011434255,True
structured80_auto:PF:l_sw51_sw52,structured80_auto,80,PF,,SAT,SAT,19377.760815999998,44.477221,435.678317581937,True
structured80_auto:PF:l_sw51_sw67,structured80_auto,80,PF,,SAT,SAT,16976.40255,36.681102,462.8105924952854,True
structured80_auto:PF:l_sw52_sw70,structured80_auto,80,PF,,SAT,SAT,19320.176749000002,45.973400999999996,420.2468455400984,True
structured80_auto:PF:l_sw53_sw54,structured80_auto,80,PF,,SAT,SAT,12754.194930000001,36.91653,345.4873719171331,True
structured80_auto:PF:l_sw53_sw69,structured80_auto,80,PF,,SAT,SAT,12227.651159000001,33.31747,367.00419206500374,True
structured80_auto:PF:l_sw54_sw55,structured80_auto,80,PF,,SAT,SAT,12723.285867999999,35.798674000000005,355.4122107427777,True
structured80_auto:PF:l_sw55_sw56,structured80_auto,80,PF,,SAT,SAT,11814.050354,35.535669,332.4561120264825,True
structured80_auto:PF:l_sw55_sw71,structured80_auto,80,PF,,SAT,SAT,12664.154697,36.382490000000004,348.0837814289236,True
structured80_auto:PF:l_sw56_sw74,structured80_auto,80,PF,,SAT,SAT,11848.36084,34.146388,346.98723742025066,True
