case_id,scenario,switch_count,case_type,policy_id,tt_flow_count,controlled_hop_count,total_symbolic_var_count,total_hard_constraint_count,non_overlap_constraint_count,contention_pair_count,max_flows_per_egress,z3_check_wall_ms,status,repeat_count
structured80_auto:PF:l_sw35_sw51,structured80_auto,80,PF,,80,578,579,3438,1543,1543,22,11706.197591,SAT,1
structured80_auto:PF:l_sw35_sw53,structured80_auto,80,PF,,80,582,583,3545,1638,1638,23,12935.028199999999,SAT,1
structured80_auto:PF:l_sw36_sw37,structured80_auto,80,PF,,80,578,579,3517,1622,1622,22,12250.485732,SAT,1
structured80_auto:PF:l_sw37_sw38,structured80_auto,80,PF,,80,580,581,3595,1694,1694,23,13443.530886,SAT,1
structured80_auto:PF:l_sw37_sw53,structured80_auto,80,PF,,80,578,579,3453,1558,1558,22,13472.853717,SAT,1
structured80_auto:PF:l_sw38_sw39,structured80_auto,80,PF,,80,580,581,3572,1671,1671,23,11753.567714,SAT,1
structured80_auto:PF:l_sw39_sw40,structured80_auto,80,PF,,80,578,579,3475,1580,1580,22,17869.857052,SAT,1
structured80_auto:PF:l_sw39_sw55,structured80_auto,80,PF,,80,578,579,3438,1543,1543,22,12271.97987,SAT,1
structured80_auto:PF:l_sw39_sw57,structured80_auto,80,PF,,80,582,583,3565,1658,1658,23,16259.734807,SAT,1
structured80_auto:PF:l_sw40_sw41,structured80_auto,80,PF,,80,578,579,3502,1607,1607,22,18482.195205,SAT,1
structured80_auto:PF:l_sw41_sw42,structured80_auto,80,PF,,80,580,581,3521,1620,1620,22,15746.472193000001,SAT,1
structured80_auto:PF:l_sw41_sw57,structured80_auto,80,PF,,80,578,579,3453,1558,1558,22,20910.028071,SAT,1
structured80_auto:PF:l_sw42_sw43,structured80_auto,80,PF,,80,580,581,3496,1595,1595,22,12175.7703,SAT,1
structured80_auto:PF:l_sw43_sw44,structured80_auto,80,PF,,80,578,579,3475,1580,1580,22,12852.151503,SAT,1
structured80_auto:PF:l_sw43_sw59,structured80_auto,80,PF,,80,578,579,3447,1552,1552,22,24944.857056,SAT,1
structured80_auto:PF:l_sw43_sw61,structured80_auto,80,PF,,80,582,583,3493,1586,1586,22,12286.257582,SAT,1
structured80_auto:PF:l_sw44_sw45,structured80_auto,80,PF,,80,578,579,3494,1599,1599,22,12948.744455,SAT,1
structured80_auto:PF:l_sw45_sw46,structured80_auto,80,PF,,80,580,581,3443,1542,1542,21,21574.541645,SAT,1
structured80_auto:PF:l_sw45_sw61,structured80_auto,80,PF,,80,578,579,3461,1566,1566,22,19177.594344999998,SAT,1
structured80_auto:PF:l_sw46_sw47,structured80_auto,80,PF,,80,580,581,3448,1547,1547,21,12632.402583,SAT,1
structured80_auto:PF:l_sw47_sw49,structured80_auto,80,PF,,80,602,603,3319,1352,1352,19,12210.405638999999,SAT,1
structured80_auto:PF:l_sw47_sw63,structured80_auto,80,PF,,80,578,579,3269,1374,1374,18,11071.91432,SAT,1
structured80_auto:PF:l_sw48_sw64,structured80_auto,80,PF,,80,580,581,3523,1622,1622,23,12275.082588,SAT,1
structured80_auto:PF:l_sw49_sw50,structured80_auto,80,PF,,80,582,583,3558,1651,1651,21,16780.781009,SAT,1
structured80_auto:PF:l_sw49_sw65,structured80_auto,80,PF,,80,578,579,3297,1402,1402,20,18148.035294,SAT,1
structured80_auto:PF:l_sw50_sw51,structured80_auto,80,PF,,80,582,583,3586,1679,1679,22,12568.126661999999,SAT,1
structured80_auto:PF:l_sw51_sw52,structured80_auto,80,PF,,80,578,579,3513,1618,1618,22,19377.760815999998,SAT,1
structured80_auto:PF:l_sw51_sw67,structured80_auto,80,PF,,80,578,579,3447,1552,1552,22,16976.40255,SAT,1
structured80_auto:PF:l_sw52_sw70,structured80_auto,80,PF,,80,578,579,3513,1618,1618,22,19320.176749000002,SAT,1
structured80_auto:PF:l_sw53_sw54,structured80_auto,80,PF,,80,580,581,3564,1663,1663,23,12754.194930000001,SAT,1
structured80_auto:PF:l_sw53_sw69,structured80_auto,80,PF,,80,580,581,3421,1520,1520,22,12227.651159000001,SAT,1
structured80_auto:PF:l_sw54_sw55,structured80_auto,80,PF,,80,580,581,3564,1663,1663,23,12723.285867999999,SAT,1
structured80_auto:PF:l_sw55_sw56,structured80_auto,80,PF,,80,578,579,3528,1633,1633,23,11814.050354,SAT,1
structured80_auto:PF:l_sw55_sw71,structured80_auto,80,PF,,80,578,579,3442,1547,1547,22,12664.154697,SAT,1
structured80_auto:PF:l_sw56_sw74,structured80_auto,80,PF,,80,578,579,3528,1633,1633,23,11848.36084,SAT,1
structured80_auto:PF:l_sw57_sw58,structured80_auto,80,PF,,80,580,581,3566,1665,1665,23,13057.841738000001,SAT,1
structured80_auto:PF:l_sw57_sw73,structured80_auto,80,PF,,80,580,581,3440,1539,1539,22,12701.070336,SAT,1
structured80_auto:PF:l_sw58_sw59,structured80_auto,80,PF,,80,580,581,3566,1665,1665,23,12964.101073,SAT,1
structured80_auto:PF:l_sw59_sw75,structured80_auto,80,PF,,80,578,579,3438,1543,1543,22,14327.297018,SAT,1
structured80_auto:PF:l_sw61_sw62,structured80_auto,80,PF,,80,580,581,3493,1592,1592,22,16255.652775000002,SAT,1
structured80_auto:PF:l_sw61_sw77,structured80_auto,80,PF,,80,580,581,3453,1552,1552,22,14122.921116000001,SAT,1
structured80_auto:PF:l_sw62_sw63,structured80_auto,80,PF,,80,580,581,3493,1592,1592,22,16333.63242,SAT,1
structured80_auto:PF:l_sw63_sw79,structured80_auto,80,PF,,80,578,579,3357,1462,1462,20,17244.965653000003,SAT,1
structured80_auto:PF:l_sw64_sw66,structured80_auto,80,PF,,80,580,581,3569,1668,1668,23,12339.255512,SAT,1
structured80_auto:PF:l_sw66_sw67,structured80_auto,80,PF,,80,580,581,3569,1668,1668,23,12297.055797,SAT,1
structured80_auto:PF:l_sw70_sw71,structured80_auto,80,PF,,80,578,579,3513,1618,1618,22,19385.70348,SAT,1
structured80_auto:PF:l_sw74_sw75,structured80_auto,80,PF,,80,578,579,3528,1633,1633,23,11806.720765,SAT,1
structured80_auto:SHARED:J020:019ecd4a7308ace2,structured80_auto,80,SHARED,J020,80,580,581,3547,1646,1646,23,12340.666991,SAT,1
structured80_auto:SHARED:J020:02eb4af343ae8064,structured80_auto,80,SHARED,J020,80,582,583,3493,1586,1586,22,12502.280921000001,SAT,1
structured80_auto:SHARED:J020:0939546b4244275c,structured80_auto,80,SHARED,J020,80,580,581,3483,1582,1582,21,11801.701245,SAT,1
structured80_auto:SHARED:J020:0a195387371b7ca7,structured80_auto,80,SHARED,J020,80,580,581,3506,1605,1605,22,12936.135435,SAT,1
structured80_auto:SHARED:J020:22477bcddb3582a6,structured80_auto,80,SHARED,J020,80,582,583,3452,1545,1545,22,11622.341413999999,SAT,1
structured80_auto:SHARED:J020:23840f0eb248d56a,structured80_auto,80,SHARED,J020,80,580,581,3487,1586,1586,22,14020.330622,SAT,1
structured80_auto:SHARED:J020:2e88c1a18b8967c6,structured80_auto,80,SHARED,J020,80,582,583,3541,1634,1634,21,22194.114493,SAT,1
structured80_auto:SHARED:J020:39894b26f2202c59,structured80_auto,80,SHARED,J020,80,580,581,3579,1678,1678,22,11795.701520999999,SAT,1
structured80_auto:SHARED:J020:3c95fa02978ca652,structured80_auto,80,SHARED,J020,80,580,581,3593,1692,1692,22,15510.354919,SAT,1
structured80_auto:SHARED:J020:4a04773169ca5ba8,structured80_auto,80,SHARED,J020,80,578,579,3379,1484,1484,21,16734.094617,SAT,1
structured80_auto:SHARED:J020:543a62fdd594b8af,structured80_auto,80,SHARED,J020,80,582,583,3437,1530,1530,22,13565.370573999999,SAT,1
structured80_auto:SHARED:J020:5b831f5525062dbd,structured80_auto,80,SHARED,J020,80,580,581,3569,1668,1668,23,12295.103333000001,SAT,1
structured80_auto:SHARED:J020:5c7154975550367d,structured80_auto,80,SHARED,J020,80,580,581,3487,1586,1586,22,12723.41337,SAT,1
structured80_auto:SHARED:J020:63a9880482c51beb,structured80_auto,80,SHARED,J020,80,582,583,3507,1600,1600,23,14547.103831999999,SAT,1
structured80_auto:SHARED:J020:7b9509c2892903e2,structured80_auto,80,SHARED,J020,80,584,585,3491,1578,1578,20,14174.622519,SAT,1
structured80_auto:SHARED:J020:8044b5efac541690,structured80_auto,80,SHARED,J020,80,582,583,3633,1726,1726,22,19373.886403,SAT,1
structured80_auto:SHARED:J020:805b592d76675865,structured80_auto,80,SHARED,J020,80,580,581,3457,1556,1556,22,11291.221316,SAT,1
structured80_auto:SHARED:J020:87a7e3b37916adbd,structured80_auto,80,SHARED,J020,80,578,579,3528,1633,1633,23,11943.958705000001,SAT,1
structured80_auto:SHARED:J020:9b1a66547b284a71,structured80_auto,80,SHARED,J020,80,604,605,3337,1364,1364,19,12875.802213,SAT,1
structured80_auto:SHARED:J020:9b8a9cb837e7224e,structured80_auto,80,SHARED,J020,80,578,579,3482,1587,1587,22,23928.359012,SAT,1
structured80_auto:SHARED:J020:ad78d48e5e8884f6,structured80_auto,80,SHARED,J020,80,578,579,3490,1595,1595,22,13810.132499,SAT,1
structured80_auto:SHARED:J020:af9077a7a1be3f5b,structured80_auto,80,SHARED,J020,80,580,581,3613,1712,1712,23,13003.434152,SAT,1
structured80_auto:SHARED:J020:b7747fbd5fad06d5,structured80_auto,80,SHARED,J020,80,578,579,3483,1588,1588,22,19405.270452,SAT,1
structured80_auto:SHARED:J020:ce4eeabcd91ad5fb,structured80_auto,80,SHARED,J020,80,578,579,3420,1525,1525,22,18188.740742,SAT,1
structured80_auto:SHARED:J020:d1fd96457a036197,structured80_auto,80,SHARED,J020,80,582,583,3551,1644,1644,23,20523.280310000002,SAT,1
structured80_auto:SHARED:J020:d9d5c712beb310ed,structured80_auto,80,SHARED,J020,80,578,579,3494,1599,1599,22,12892.169837000001,SAT,1
structured80_auto:SHARED:J020:e6c56c0315355ac8,structured80_auto,80,SHARED,J020,80,578,579,3506,1611,1611,22,19992.340935,SAT,1
structured80_auto:SHARED:J020:f1337c80e95a4761,structured80_auto,80,SHARED,J020,80,578,579,3469,1574,1574,22,11456.725864999999,SAT,1
structured80_auto:SHARED:J020:f6b87efac359fb03,structured80_auto,80,SHARED,J020,80,578,579,3249,1354,1354,18,9888.529143,SAT,1
structured80_auto:SHARED:J040:01209e44e9f0ad8c,structured80_auto,80,SHARED,J040,80,580,581,3527,1626,1626,22,18661.828177,SAT,1
structured80_auto:SHARED:J040:019ecd4a7308ace2,structured80_auto,80,SHARED,J040,80,580,581,3547,1646,1646,23,12327.978751999999,SAT,1
structured80_auto:SHARED:J040:02eb4af343ae8064,structured80_auto,80,SHARED,J040,80,582,583,3493,1586,1586,22,12429.596211,SAT,1
structured80_auto:SHARED:J040:0939546b4244275c,structured80_auto,80,SHARED,J040,80,580,581,3483,1582,1582,21,11887.11398,SAT,1
structured80_auto:SHARED:J040:0a195387371b7ca7,structured80_auto,80,SHARED,J040,80,580,581,3506,1605,1605,22,12936.914715,SAT,1
structured80_auto:SHARED:J040:0b72756323b9a1f0,structured80_auto,80,SHARED,J040,80,580,581,3602,1701,1701,23,12699.588743,SAT,1
structured80_auto:SHARED:J040:0f7d8a18e2b3fa38,structured80_auto,80,SHARED,J040,80,584,585,3528,1615,1615,21,,TIMEOUT,1
structured80_auto:SHARED:J040:1361f4bed7ebc73b,structured80_auto,80,SHARED,J040,80,582,583,3558,1651,1651,21,16760.4536,SAT,1
structured80_auto:SHARED:J040:21f0a0ae4c52b284,structured80_auto,80,SHARED,J040,80,578,579,3502,1607,1607,22,18547.803825,SAT,1
structured80_auto:SHARED:J040:39894b26f2202c59,structured80_auto,80,SHARED,J040,80,580,581,3579,1678,1678,22,11799.993834,SAT,1
structured80_auto:SHARED:J040:3c95fa02978ca652,structured80_auto,80,SHARED,J040,80,580,581,3593,1692,1692,22,15693.714098999999,SAT,1
structured80_auto:SHARED:J040:4a04773169ca5ba8,structured80_auto,80,SHARED,J040,80,578,579,3379,1484,1484,21,16944.553014,SAT,1
structured80_auto:SHARED:J040:5331421013021212,structured80_auto,80,SHARED,J040,80,578,579,3459,1564,1564,22,11910.447101000002,SAT,1
structured80_auto:SHARED:J040:5b831f5525062dbd,structured80_auto,80,SHARED,J040,80,580,581,3569,1668,1668,23,12291.589881,SAT,1
structured80_auto:SHARED:J040:8044b5efac541690,structured80_auto,80,SHARED,J040,80,582,583,3633,1726,1726,22,19407.188373,SAT,1
structured80_auto:SHARED:J040:805b592d76675865,structured80_auto,80,SHARED,J040,80,580,581,3457,1556,1556,22,11367.732974999999,SAT,1
structured80_auto:SHARED:J040:87a7e3b37916adbd,structured80_auto,80,SHARED,J040,80,578,579,3528,1633,1633,23,11902.249349,SAT,1
structured80_auto:SHARED:J040:8a88e413455ab3bd,structured80_auto,80,SHARED,J040,80,578,579,3517,1622,1622,22,12237.929971,SAT,1
structured80_auto:SHARED:J040:9b8a9cb837e7224e,structured80_auto,80,SHARED,J040,80,578,579,3482,1587,1587,22,23819.430787,SAT,1
structured80_auto:SHARED:J040:a77a319467a5f3c9,structured80_auto,80,SHARED,J040,80,578,579,3451,1556,1556,22,11488.94966,SAT,1
structured80_auto:SHARED:J040:a9394c8fc8bf3595,structured80_auto,80,SHARED,J040,80,582,583,3539,1632,1632,23,14817.409676000001,SAT,1
structured80_auto:SHARED:J040:ad78d48e5e8884f6,structured80_auto,80,SHARED,J040,80,578,579,3490,1595,1595,22,13780.607904,SAT,1
structured80_auto:SHARED:J040:b7747fbd5fad06d5,structured80_auto,80,SHARED,J040,80,578,579,3483,1588,1588,22,19531.391329000002,SAT,1
structured80_auto:SHARED:J040:d9d5c712beb310ed,structured80_auto,80,SHARED,J040,80,578,579,3494,1599,1599,22,12989.611015999999,SAT,1
structured80_auto:SHARED:J040:da52195ca1dc7f18,structured80_auto,80,SHARED,J040,80,578,579,3437,1542,1542,22,15155.153483,SAT,1
structured80_auto:SHARED:J040:da83ab3b12a647fc,structured80_auto,80,SHARED,J040,80,578,579,3445,1550,1550,22,14289.594878999998,SAT,1
structured80_auto:SHARED:J040:e6c56c0315355ac8,structured80_auto,80,SHARED,J040,80,578,579,3506,1611,1611,22,19864.513136999998,SAT,1
structured80_auto:SHARED:J040:e81051e4039e8d88,structured80_auto,80,SHARED,J040,80,582,583,3565,1658,1658,23,16265.134528,SAT,1
structured80_auto:SHARED:J040:ebc302e07280127e,structured80_auto,80,SHARED,J040,80,578,579,3492,1597,1597,22,15715.879841,SAT,1
structured80_auto:SHARED:J040:f1337c80e95a4761,structured80_auto,80,SHARED,J040,80,578,579,3469,1574,1574,22,11448.287027999999,SAT,1
structured80_auto:SHARED:J040:fd4855ae198cffa0,structured80_auto,80,SHARED,J040,80,590,591,3560,1629,1629,20,12562.500268000002,SAT,1
structured80_auto:SHARED:J040:fdcc4b526eb692b1,structured80_auto,80,SHARED,J040,80,578,579,3435,1540,1540,21,23046.670138,SAT,1
structured80_auto:SHARED:J100:01209e44e9f0ad8c,structured80_auto,80,SHARED,J100,80,580,581,3527,1626,1626,22,18550.72559,SAT,1
structured80_auto:SHARED:J100:016066fa60fed66c,structured80_auto,80,SHARED,J100,80,580,581,3564,1663,1663,23,12753.745295,SAT,1
structured80_auto:SHARED:J100:05053e23a7b8c138,structured80_auto,80,SHARED,J100,80,582,583,3605,1698,1698,22,13418.277479,SAT,1
structured80_auto:SHARED:J100:06214862f3cd0a90,structured80_auto,80,SHARED,J100,80,580,581,3483,1582,1582,21,11859.960837999999,SAT,1
structured80_auto:SHARED:J100:0b72756323b9a1f0,structured80_auto,80,SHARED,J100,80,580,581,3602,1701,1701,23,12651.069478,SAT,1
structured80_auto:SHARED:J100:1361f4bed7ebc73b,structured80_auto,80,SHARED,J100,80,582,583,3558,1651,1651,21,16756.566243999998,SAT,1
structured80_auto:SHARED:J100:2d75b06756aacbbb,structured80_auto,80,SHARED,J100,80,578,579,3394,1499,1499,21,14760.567817,SAT,1
structured80_auto:SHARED:J100:376f030e655e287f,structured80_auto,80,SHARED,J100,80,580,581,3558,1657,1657,22,17934.444344,SAT,1
structured80_auto:SHARED:J100:3d24bf3f399b096c,structured80_auto,80,SHARED,J100,80,580,581,3531,1630,1630,23,14722.512334,SAT,1
structured80_auto:SHARED:J100:52f153d18a26e2f0,structured80_auto,80,SHARED,J100,80,578,579,3513,1618,1618,22,19271.066565,SAT,1
structured80_auto:SHARED:J100:5331421013021212,structured80_auto,80,SHARED,J100,80,578,579,3459,1564,1564,22,11799.316821999999,SAT,1
structured80_auto:SHARED:J100:59df18671485fc10,structured80_auto,80,SHARED,J100,80,578,579,3467,1572,1572,22,12404.376499,SAT,1
structured80_auto:SHARED:J100:5b831f5525062dbd,structured80_auto,80,SHARED,J100,80,580,581,3569,1668,1668,23,12279.363645,SAT,1
structured80_auto:SHARED:J100:6365c9a903430c0a,structured80_auto,80,SHARED,J100,80,578,579,3489,1594,1594,22,12094.271182,SAT,1
structured80_auto:SHARED:J100:721a411ac05ba632,structured80_auto,80,SHARED,J100,80,580,581,3566,1665,1665,23,13049.738804,SAT,1
structured80_auto:SHARED:J100:7aba9fb12e621338,structured80_auto,80,SHARED,J100,80,580,581,3618,1717,1717,22,12855.486292,SAT,1
structured80_auto:SHARED:J100:87a7e3b37916adbd,structured80_auto,80,SHARED,J100,80,578,579,3528,1633,1633,23,11857.727807,SAT,1
structured80_auto:SHARED:J100:9b8a9cb837e7224e,structured80_auto,80,SHARED,J100,80,578,579,3482,1587,1587,22,23863.084642,SAT,1
structured80_auto:SHARED:J100:a35f6d9fe1e55f47,structured80_auto,80,SHARED,J100,80,580,581,3493,1592,1592,22,16287.150818,SAT,1
structured80_auto:SHARED:J100:ad78d48e5e8884f6,structured80_auto,80,SHARED,J100,80,578,579,3490,1595,1595,22,13671.939468999999,SAT,1
structured80_auto:SHARED:J100:b0eb4f80d7ba8f52,structured80_auto,80,SHARED,J100,80,578,579,3564,1669,1669,23,12933.220569,SAT,1
structured80_auto:SHARED:J100:b7747fbd5fad06d5,structured80_auto,80,SHARED,J100,80,578,579,3483,1588,1588,22,19414.001935,SAT,1
structured80_auto:SHARED:J100:f1337c80e95a4761,structured80_auto,80,SHARED,J100,80,578,579,3469,1574,1574,22,11443.175754,SAT,1
structured80_auto:SHARED:J100:fdcc4b526eb692b1,structured80_auto,80,SHARED,J100,80,578,579,3435,1540,1540,21,23003.723778,SAT,1
