case_id,scenario,switch_count,case_type,policy_id,tt_flow_count,controlled_hop_count,total_symbolic_var_count,total_hard_constraint_count,non_overlap_constraint_count,contention_pair_count,max_flows_per_egress,z3_check_wall_ms,status,repeat_count
structured50_auto:SHARED:J020:26e29479970398a4,structured50_auto,50,SHARED,J020,50,288,289,1372,407,407,10,1631.3269480000001,SAT,1
structured50_auto:SHARED:J020:316c1b9331ad1631,structured50_auto,50,SHARED,J020,50,282,283,1340,393,393,10,2141.504761,SAT,1
structured50_auto:SHARED:J020:3923eef7da4e542d,structured50_auto,50,SHARED,J020,50,286,287,1344,385,385,10,1819.2852690000002,SAT,1
structured50_auto:SHARED:J020:4b8b73406bb110e3,structured50_auto,50,SHARED,J020,50,288,289,1316,351,351,11,2037.2494479999998,SAT,1
structured50_auto:SHARED:J020:510db860be93d536,structured50_auto,50,SHARED,J020,50,280,281,1318,377,377,10,2043.699267,SAT,1
structured50_auto:SHARED:J020:5331421013021212,structured50_auto,50,SHARED,J020,50,280,281,1343,402,402,10,1770.668637,SAT,1
structured50_auto:SHARED:J020:5d3f41d3c3ea6042,structured50_auto,50,SHARED,J020,50,280,281,1294,353,353,10,2011.0649440000002,SAT,1
structured50_auto:SHARED:J020:616d32da7c6a3168,structured50_auto,50,SHARED,J020,50,280,281,1344,403,403,10,2154.932858,SAT,1
structured50_auto:SHARED:J020:6806b2d1262321a2,structured50_auto,50,SHARED,J020,50,280,281,1351,410,410,10,1637.15719,SAT,1
structured50_auto:SHARED:J020:745e05b3b0aeca48,structured50_auto,50,SHARED,J020,50,284,285,1290,337,337,7,2024.38504,SAT,1
structured50_auto:SHARED:J020:7f7e9353d8311c09,structured50_auto,50,SHARED,J020,50,280,281,1349,408,408,10,1680.221008,SAT,1
structured50_auto:SHARED:J020:88e2ead9b7397f9c,structured50_auto,50,SHARED,J020,50,290,291,1409,438,438,11,2212.62264,SAT,1
structured50_auto:SHARED:J020:95831ea67281abdc,structured50_auto,50,SHARED,J020,50,286,287,1432,473,473,12,2194.231763,SAT,1
structured50_auto:SHARED:J020:b7747fbd5fad06d5,structured50_auto,50,SHARED,J020,50,280,281,1325,384,384,10,2307.544875,SAT,1
structured50_auto:SHARED:J020:d64d410f397a1696,structured50_auto,50,SHARED,J020,50,284,285,1364,411,411,10,2307.039293,SAT,1
structured50_auto:SHARED:J020:f2e6898904481fc4,structured50_auto,50,SHARED,J020,50,282,283,1341,394,394,10,2082.046653,SAT,1
structured50_auto:SHARED:J020:fdcc4b526eb692b1,structured50_auto,50,SHARED,J020,50,280,281,1364,423,423,10,2171.3843810000003,SAT,1
structured50_auto:SHARED:J040:00e10ec6d668845e,structured50_auto,50,SHARED,J040,50,280,281,1319,378,378,10,2115.233303,SAT,1
structured50_auto:SHARED:J040:1bcc5217c7acb3cd,structured50_auto,50,SHARED,J040,50,286,287,1363,404,404,10,2062.341347,SAT,1
structured50_auto:SHARED:J040:510db860be93d536,structured50_auto,50,SHARED,J040,50,280,281,1318,377,377,10,2050.819396,SAT,1
structured50_auto:SHARED:J040:5331421013021212,structured50_auto,50,SHARED,J040,50,280,281,1343,402,402,10,1784.1643860000001,SAT,1
structured50_auto:SHARED:J040:5d3f41d3c3ea6042,structured50_auto,50,SHARED,J040,50,280,281,1294,353,353,10,2003.003507,SAT,1
structured50_auto:SHARED:J040:616d32da7c6a3168,structured50_auto,50,SHARED,J040,50,280,281,1344,403,403,10,2151.07327,SAT,1
structured50_auto:SHARED:J040:6394885934c5990e,structured50_auto,50,SHARED,J040,50,284,285,1338,385,385,10,1555.678705,SAT,1
structured50_auto:SHARED:J040:6806b2d1262321a2,structured50_auto,50,SHARED,J040,50,280,281,1351,410,410,10,1643.626897,SAT,1
structured50_auto:SHARED:J040:745e05b3b0aeca48,structured50_auto,50,SHARED,J040,50,284,285,1290,337,337,7,2020.130219,SAT,1
structured50_auto:SHARED:J040:7f7e9353d8311c09,structured50_auto,50,SHARED,J040,50,280,281,1349,408,408,10,1681.870745,SAT,1
structured50_auto:SHARED:J040:95831ea67281abdc,structured50_auto,50,SHARED,J040,50,286,287,1432,473,473,12,2183.354363,SAT,1
structured50_auto:SHARED:J040:acc0955611463d9b,structured50_auto,50,SHARED,J040,50,282,283,1371,424,424,10,2115.6881940000003,SAT,1
structured50_auto:SHARED:J040:b7747fbd5fad06d5,structured50_auto,50,SHARED,J040,50,280,281,1325,384,384,10,2302.526718,SAT,1
structured50_auto:SHARED:J040:d64d410f397a1696,structured50_auto,50,SHARED,J040,50,284,285,1364,411,411,10,2318.8526939999997,SAT,1
structured50_auto:SHARED:J040:df37ad68610bd748,structured50_auto,50,SHARED,J040,50,282,283,1383,436,436,11,1569.939811,SAT,1
structured50_auto:SHARED:J040:f10c04e1376bc11d,structured50_auto,50,SHARED,J040,50,284,285,1285,332,332,7,2010.614772,SAT,1
structured50_auto:SHARED:J040:f2e6898904481fc4,structured50_auto,50,SHARED,J040,50,282,283,1341,394,394,10,2119.807309,SAT,1
structured50_auto:SHARED:J040:fdcc4b526eb692b1,structured50_auto,50,SHARED,J040,50,280,281,1364,423,423,10,2135.802643,SAT,1
structured50_auto:SHARED:J100:376f030e655e287f,structured50_auto,50,SHARED,J100,50,282,283,1389,442,442,10,2070.315223,SAT,1
structured50_auto:SHARED:J100:5331421013021212,structured50_auto,50,SHARED,J100,50,280,281,1343,402,402,10,1779.399185,SAT,1
structured50_auto:SHARED:J100:616d32da7c6a3168,structured50_auto,50,SHARED,J100,50,280,281,1344,403,403,10,2165.9225659999997,SAT,1
structured50_auto:SHARED:J100:6806b2d1262321a2,structured50_auto,50,SHARED,J100,50,280,281,1351,410,410,10,1629.849142,SAT,1
structured50_auto:SHARED:J100:7aba9fb12e621338,structured50_auto,50,SHARED,J100,50,282,283,1378,431,431,10,2050.439364,SAT,1
structured50_auto:SHARED:J100:7f7e9353d8311c09,structured50_auto,50,SHARED,J100,50,280,281,1349,408,408,10,1692.0444029999999,SAT,1
structured50_auto:SHARED:J100:acc0955611463d9b,structured50_auto,50,SHARED,J100,50,282,283,1371,424,424,10,2121.744125,SAT,1
structured50_auto:SHARED:J100:b7747fbd5fad06d5,structured50_auto,50,SHARED,J100,50,280,281,1325,384,384,10,2301.539925,SAT,1
structured50_auto:SHARED:J100:df37ad68610bd748,structured50_auto,50,SHARED,J100,50,282,283,1383,436,436,11,1567.331631,SAT,1
structured50_auto:SHARED:J100:fdcc4b526eb692b1,structured50_auto,50,SHARED,J100,50,280,281,1364,423,423,10,2140.740835,SAT,1
structured60_auto:P0,structured60_auto,60,P0,,60,332,333,1743,626,626,14,4339.585533,SAT,3
structured60_auto:PF:l_sw01_sw02,structured60_auto,60,PF,,60,332,333,1722,605,605,14,4027.532161,SAT,1
structured60_auto:PF:l_sw01_sw13,structured60_auto,60,PF,,60,334,335,1697,574,574,13,5667.844865,SAT,1
structured60_auto:PF:l_sw01_sw15,structured60_auto,60,PF,,60,334,335,1718,595,595,14,4227.64307,SAT,1
structured60_auto:PF:l_sw02_sw03,structured60_auto,60,PF,,60,332,333,1773,656,656,14,4524.742618,SAT,1
structured60_auto:PF:l_sw03_sw04,structured60_auto,60,PF,,60,334,335,1776,653,653,14,4523.363337,SAT,1
structured60_auto:PF:l_sw03_sw15,structured60_auto,60,PF,,60,332,333,1743,626,626,14,4075.414534,SAT,1
structured60_auto:PF:l_sw04_sw05,structured60_auto,60,PF,,60,334,335,1753,630,630,14,4338.886949,SAT,1
structured60_auto:PF:l_sw05_sw06,structured60_auto,60,PF,,60,332,333,1731,614,614,14,4438.644017,SAT,1
structured60_auto:PF:l_sw05_sw17,structured60_auto,60,PF,,60,332,333,1723,606,606,14,4285.279991,SAT,1
structured60_auto:PF:l_sw05_sw19,structured60_auto,60,PF,,60,336,337,1742,613,613,14,4363.604863,SAT,1
structured60_auto:PF:l_sw06_sw07,structured60_auto,60,PF,,60,332,333,1743,626,626,14,4838.749262,SAT,1
structured60_auto:PF:l_sw07_sw08,structured60_auto,60,PF,,60,334,335,1777,654,654,14,4580.288069,SAT,1
structured60_auto:PF:l_sw07_sw19,structured60_auto,60,PF,,60,332,333,1743,626,626,14,4697.128672,SAT,1
structured60_auto:PF:l_sw08_sw09,structured60_auto,60,PF,,60,334,335,1803,680,680,14,4456.303980000001,SAT,1
structured60_auto:PF:l_sw09_sw10,structured60_auto,60,PF,,60,332,333,1735,618,618,14,4159.988505,SAT,1
structured60_auto:PF:l_sw09_sw21,structured60_auto,60,PF,,60,332,333,1728,611,611,14,4795.997579,SAT,1
structured60_auto:PF:l_sw09_sw23,structured60_auto,60,PF,,60,338,339,1767,632,632,14,4348.995465,SAT,1
structured60_auto:PF:l_sw10_sw11,structured60_auto,60,PF,,60,332,333,1757,640,640,14,4524.9696730000005,SAT,1
structured60_auto:PF:l_sw11_sw23,structured60_auto,60,PF,,60,336,337,1771,642,642,14,4967.916219,SAT,1
structured60_auto:PF:l_sw13_sw14,structured60_auto,60,PF,,60,332,333,1787,670,670,15,4415.611654,SAT,1
structured60_auto:PF:l_sw13_sw25,structured60_auto,60,PF,,60,336,337,1719,590,590,13,5088.303681,SAT,1
structured60_auto:PF:l_sw14_sw28,structured60_auto,60,PF,,60,332,333,1787,670,670,15,4428.917981,SAT,1
structured60_auto:PF:l_sw15_sw16,structured60_auto,60,PF,,60,332,333,1719,602,602,14,4919.341488,SAT,1
structured60_auto:PF:l_sw15_sw27,structured60_auto,60,PF,,60,338,339,1757,622,622,14,4857.916187,SAT,1
structured60_auto:PF:l_sw16_sw17,structured60_auto,60,PF,,60,332,333,1702,585,585,14,4121.826815,SAT,1
structured60_auto:PF:l_sw17_sw29,structured60_auto,60,PF,,60,332,333,1714,597,597,14,4174.575454,SAT,1
structured60_auto:PF:l_sw19_sw20,structured60_auto,60,PF,,60,332,333,1721,604,604,14,4147.1081349999995,SAT,1
structured60_auto:PF:l_sw19_sw31,structured60_auto,60,PF,,60,340,341,1772,631,631,14,4867.463365,SAT,1
structured60_auto:PF:l_sw20_sw21,structured60_auto,60,PF,,60,332,333,1714,597,597,14,4244.41175,SAT,1
structured60_auto:PF:l_sw21_sw33,structured60_auto,60,PF,,60,332,333,1722,605,605,14,4421.948804000001,SAT,1
structured60_auto:PF:l_sw23_sw35,structured60_auto,60,PF,,60,344,345,1803,650,650,13,4397.280291,SAT,1
structured60_auto:PF:l_sw25_sw26,structured60_auto,60,PF,,60,334,335,1769,646,646,14,4260.823353,SAT,1
structured60_auto:PF:l_sw25_sw37,structured60_auto,60,PF,,60,340,341,1723,582,582,12,4277.480335,SAT,1
structured60_auto:PF:l_sw26_sw27,structured60_auto,60,PF,,60,334,335,1773,650,650,14,5544.03488,SAT,1
structured60_auto:PF:l_sw27_sw39,structured60_auto,60,PF,,60,332,333,1719,602,602,14,4643.384269,SAT,1
structured60_auto:PF:l_sw27_sw41,structured60_auto,60,PF,,60,340,341,1781,640,640,14,4051.4437790000006,SAT,1
structured60_auto:PF:l_sw28_sw29,structured60_auto,60,PF,,60,332,333,1787,670,670,15,4452.016297,SAT,1
structured60_auto:PF:l_sw29_sw30,structured60_auto,60,PF,,60,334,335,1818,695,695,15,4329.807531,SAT,1
structured60_auto:PF:l_sw29_sw41,structured60_auto,60,PF,,60,332,333,1729,612,612,14,4546.6664789999995,SAT,1
structured60_auto:PF:l_sw30_sw31,structured60_auto,60,PF,,60,334,335,1816,693,693,15,5275.226632,SAT,1
structured60_auto:PF:l_sw31_sw43,structured60_auto,60,PF,,60,332,333,1722,605,605,14,4700.299081,SAT,1
structured60_auto:PF:l_sw31_sw45,structured60_auto,60,PF,,60,340,341,1824,683,683,15,4674.771347,SAT,1
structured60_auto:PF:l_sw33_sw34,structured60_auto,60,PF,,60,332,333,1700,583,583,13,5538.927593,SAT,1
structured60_auto:PF:l_sw33_sw45,structured60_auto,60,PF,,60,332,333,1738,621,621,14,4642.398491,SAT,1
structured60_auto:PF:l_sw34_sw35,structured60_auto,60,PF,,60,332,333,1704,587,587,13,5073.611187,SAT,1
structured60_auto:PF:l_sw35_sw37,structured60_auto,60,PF,,60,356,357,1719,530,530,12,2769.1335019999997,SAT,1
structured60_auto:PF:l_sw35_sw47,structured60_auto,60,PF,,60,336,337,1645,516,516,10,3108.602366,SAT,1
structured60_auto:PF:l_sw37_sw38,structured60_auto,60,PF,,60,334,335,1745,622,622,13,4587.083338,SAT,1
structured60_auto:PF:l_sw37_sw49,structured60_auto,60,PF,,60,334,335,1661,538,538,13,4023.128702,SAT,1
structured60_auto:PF:l_sw38_sw39,structured60_auto,60,PF,,60,334,335,1766,643,643,14,4317.931456,SAT,1
structured60_auto:PF:l_sw39_sw51,structured60_auto,60,PF,,60,332,333,1724,607,607,14,4579.735003,SAT,1
structured60_auto:PF:l_sw41_sw42,structured60_auto,60,PF,,60,334,335,1764,641,641,14,4805.1879819999995,SAT,1
structured60_auto:PF:l_sw41_sw53,structured60_auto,60,PF,,60,336,337,1725,596,596,14,2954.3012320000003,SAT,1
structured60_auto:PF:l_sw42_sw43,structured60_auto,60,PF,,60,334,335,1764,641,641,14,4790.861598,SAT,1
structured60_auto:PF:l_sw43_sw55,structured60_auto,60,PF,,60,332,333,1720,603,603,14,4463.5792360000005,SAT,1
structured60_auto:PF:l_sw45_sw46,structured60_auto,60,PF,,60,334,335,1765,642,642,14,4570.845103,SAT,1
structured60_auto:PF:l_sw45_sw57,structured60_auto,60,PF,,60,336,337,1737,608,608,14,5353.093207999999,SAT,1
structured60_auto:PF:l_sw46_sw47,structured60_auto,60,PF,,60,334,335,1765,642,642,14,4593.196123000001,SAT,1
structured60_auto:PF:l_sw47_sw59,structured60_auto,60,PF,,60,334,335,1690,567,567,12,4081.705024,SAT,1
structured60_auto:SHARED:J020:0577e01e16101338,structured60_auto,60,SHARED,J020,60,332,333,1706,589,589,14,4440.9714380000005,SAT,1
structured60_auto:SHARED:J020:0590f3085ba3eb8f,structured60_auto,60,SHARED,J020,60,332,333,1716,599,599,14,4009.573109,SAT,1
structured60_auto:SHARED:J020:35c153fe94684fd2,structured60_auto,60,SHARED,J020,60,340,341,1754,613,613,12,6307.273337,SAT,1
structured60_auto:SHARED:J020:3d24bf3f399b096c,structured60_auto,60,SHARED,J020,60,332,333,1707,590,590,13,4654.005674999999,SAT,1
structured60_auto:SHARED:J020:572fcf64bbb7b658,structured60_auto,60,SHARED,J020,60,340,341,1824,683,683,15,4410.249055,SAT,1
structured60_auto:SHARED:J020:590653e5fd3802fc,structured60_auto,60,SHARED,J020,60,340,341,1781,640,640,14,3793.599763,SAT,1
structured60_auto:SHARED:J020:6365c9a903430c0a,structured60_auto,60,SHARED,J020,60,332,333,1757,640,640,14,4363.346745000001,SAT,1
structured60_auto:SHARED:J020:8ac4211873210d3d,structured60_auto,60,SHARED,J020,60,336,337,1629,500,500,10,2910.763582,SAT,1
structured60_auto:SHARED:J020:946b2d8ff57bbd4e,structured60_auto,60,SHARED,J020,60,336,337,1725,596,596,14,4911.088895,SAT,1
structured60_auto:SHARED:J020:982ef513866b5118,structured60_auto,60,SHARED,J020,60,340,341,1741,600,600,14,2564.890126,SAT,1
structured60_auto:SHARED:J020:a0ad95374738350e,structured60_auto,60,SHARED,J020,60,336,337,1739,610,610,14,3805.575107,SAT,1
structured60_auto:SHARED:J020:acc0955611463d9b,structured60_auto,60,SHARED,J020,60,334,335,1776,653,653,14,2493.318891,SAT,1
structured60_auto:SHARED:J020:b489eae622126439,structured60_auto,60,SHARED,J020,60,334,335,1818,695,695,15,4026.050422,SAT,1
structured60_auto:SHARED:J020:c527d7bc5f2fbe29,structured60_auto,60,SHARED,J020,60,336,337,1725,596,596,12,4287.222589999999,SAT,1
structured60_auto:SHARED:J020:d8010ef5432c7973,structured60_auto,60,SHARED,J020,60,342,343,1797,650,650,14,4866.017363,SAT,1
structured60_auto:SHARED:J020:e113252fd274ae0d,structured60_auto,60,SHARED,J020,60,344,345,1801,648,648,13,4493.743058,SAT,1
structured60_auto:SHARED:J020:f03cd43d32bdfd14,structured60_auto,60,SHARED,J020,60,334,335,1691,568,568,14,4478.7867590000005,SAT,1
structured60_auto:SHARED:J040:01209e44e9f0ad8c,structured60_auto,60,SHARED,J040,60,334,335,1764,641,641,14,4793.2069249999995,SAT,1
structured60_auto:SHARED:J040:0590f3085ba3eb8f,structured60_auto,60,SHARED,J040,60,332,333,1716,599,599,14,4278.42504,SAT,1
structured60_auto:SHARED:J040:06214862f3cd0a90,structured60_auto,60,SHARED,J040,60,334,335,1765,642,642,14,4569.8597469999995,SAT,1
structured60_auto:SHARED:J040:0b72756323b9a1f0,structured60_auto,60,SHARED,J040,60,334,335,1745,622,622,13,4571.402583,SAT,1
structured60_auto:SHARED:J040:0ca7ea56f4fbb271,structured60_auto,60,SHARED,J040,60,332,333,1787,670,670,15,4548.046571999999,SAT,1
structured60_auto:SHARED:J040:243352c672997b29,structured60_auto,60,SHARED,J040,60,332,333,1710,593,593,14,4346.812937000001,SAT,1
structured60_auto:SHARED:J040:269478d72ce5dba2,structured60_auto,60,SHARED,J040,60,334,335,1818,695,695,15,4294.3275459999995,SAT,1
structured60_auto:SHARED:J040:2d75b06756aacbbb,structured60_auto,60,SHARED,J040,60,332,333,1714,597,597,14,4158.9395939999995,SAT,1
structured60_auto:SHARED:J040:3d24bf3f399b096c,structured60_auto,60,SHARED,J040,60,332,333,1707,590,590,13,4940.6997759999995,SAT,1
structured60_auto:SHARED:J040:4e8ab30b2b8576ef,structured60_auto,60,SHARED,J040,60,334,335,1724,601,601,14,4259.180615,SAT,1
structured60_auto:SHARED:J040:5331421013021212,structured60_auto,60,SHARED,J040,60,332,333,1743,626,626,14,5229.082404,SAT,1
structured60_auto:SHARED:J040:5c50a2ac2b933a39,structured60_auto,60,SHARED,J040,60,334,335,1773,650,650,14,4210.097095,SAT,1
structured60_auto:SHARED:J040:5ed9f14220ec1e69,structured60_auto,60,SHARED,J040,60,332,333,1702,585,585,14,4200.60152,SAT,1
structured60_auto:SHARED:J040:626d41c3ee1efb40,structured60_auto,60,SHARED,J040,60,338,339,1751,616,616,14,2449.278127,SAT,1
structured60_auto:SHARED:J040:6365c9a903430c0a,structured60_auto,60,SHARED,J040,60,332,333,1757,640,640,14,4542.771543,SAT,1
structured60_auto:SHARED:J040:8ac4211873210d3d,structured60_auto,60,SHARED,J040,60,336,337,1629,500,500,10,3074.61921,SAT,1
structured60_auto:SHARED:J040:a0ad95374738350e,structured60_auto,60,SHARED,J040,60,336,337,1739,610,610,14,4023.756838,SAT,1
structured60_auto:SHARED:J040:aac9b4d5db4a09a1,structured60_auto,60,SHARED,J040,60,340,341,1724,583,583,12,5638.476075,SAT,1
structured60_auto:SHARED:J040:acc0955611463d9b,structured60_auto,60,SHARED,J040,60,334,335,1776,653,653,14,2663.422595,SAT,1
structured60_auto:SHARED:J040:c46dee8a74d54850,structured60_auto,60,SHARED,J040,60,340,341,1766,625,625,14,3780.687978,SAT,1
structured60_auto:SHARED:J040:e113252fd274ae0d,structured60_auto,60,SHARED,J040,60,344,345,1801,648,648,13,4988.937857,SAT,1
structured60_auto:SHARED:J040:fdcc4b526eb692b1,structured60_auto,60,SHARED,J040,60,332,333,1773,656,656,14,4495.042327,SAT,1
structured60_auto:SHARED:J100:01209e44e9f0ad8c,structured60_auto,60,SHARED,J100,60,334,335,1764,641,641,14,4971.544748,SAT,1
structured60_auto:SHARED:J100:06214862f3cd0a90,structured60_auto,60,SHARED,J100,60,334,335,1765,642,642,14,4776.0094899999995,SAT,1
structured60_auto:SHARED:J100:0b72756323b9a1f0,structured60_auto,60,SHARED,J100,60,334,335,1745,622,622,13,4583.200607,SAT,1
structured60_auto:SHARED:J100:0ca7ea56f4fbb271,structured60_auto,60,SHARED,J100,60,332,333,1787,670,670,15,4182.718065999999,SAT,1
structured60_auto:SHARED:J100:269478d72ce5dba2,structured60_auto,60,SHARED,J100,60,334,335,1818,695,695,15,4259.348884,SAT,1
structured60_auto:SHARED:J100:2d75b06756aacbbb,structured60_auto,60,SHARED,J100,60,332,333,1714,597,597,14,4006.8096779999996,SAT,1
structured60_auto:SHARED:J100:376f030e655e287f,structured60_auto,60,SHARED,J100,60,334,335,1817,694,694,14,2265.740089,SAT,1
structured60_auto:SHARED:J100:3d24bf3f399b096c,structured60_auto,60,SHARED,J100,60,332,333,1707,590,590,13,4927.904098,SAT,1
structured60_auto:SHARED:J100:5331421013021212,structured60_auto,60,SHARED,J100,60,332,333,1743,626,626,14,4954.737156,SAT,1
structured60_auto:SHARED:J100:5ed9f14220ec1e69,structured60_auto,60,SHARED,J100,60,332,333,1702,585,585,14,3920.9722500000003,SAT,1
structured60_auto:SHARED:J100:6365c9a903430c0a,structured60_auto,60,SHARED,J100,60,332,333,1757,640,640,14,4346.068242,SAT,1
structured60_auto:SHARED:J100:7aba9fb12e621338,structured60_auto,60,SHARED,J100,60,334,335,1765,642,642,14,4416.216871,SAT,1
structured60_auto:SHARED:J100:acc0955611463d9b,structured60_auto,60,SHARED,J100,60,334,335,1776,653,653,14,2634.406055,SAT,1
structured60_auto:SHARED:J100:fdcc4b526eb692b1,structured60_auto,60,SHARED,J100,60,332,333,1773,656,656,14,4485.869874,SAT,1
structured80_auto:P0,structured80_auto,80,P0,,80,578,579,3465,1570,1570,22,20146.881376999998,SAT,3
structured80_auto:PF:l_sw01_sw02,structured80_auto,80,PF,,80,578,579,3433,1538,1538,22,13233.182991,SAT,1
structured80_auto:PF:l_sw01_sw17,structured80_auto,80,PF,,80,580,581,3411,1510,1510,21,20959.673769999998,SAT,1
structured80_auto:PF:l_sw01_sw19,structured80_auto,80,PF,,80,578,579,3438,1543,1543,22,13586.254078,SAT,1
structured80_auto:PF:l_sw02_sw03,structured80_auto,80,PF,,80,578,579,3435,1540,1540,21,23004.012379,SAT,1
structured80_auto:PF:l_sw03_sw04,structured80_auto,80,PF,,80,580,581,3528,1627,1627,22,12712.908448,SAT,1
structured80_auto:PF:l_sw03_sw19,structured80_auto,80,PF,,80,578,579,3449,1554,1554,22,18152.64273,SAT,1
structured80_auto:PF:l_sw04_sw05,structured80_auto,80,PF,,80,580,581,3594,1693,1693,22,12129.885640999999,SAT,1
structured80_auto:PF:l_sw05_sw06,structured80_auto,80,PF,,80,578,579,3437,1542,1542,22,13006.24107,SAT,1
structured80_auto:PF:l_sw05_sw21,structured80_auto,80,PF,,80,578,579,3444,1549,1549,22,18377.653857999998,SAT,1
structured80_auto:PF:l_sw05_sw23,structured80_auto,80,PF,,80,580,581,3451,1550,1550,22,19908.991718999998,SAT,1
structured80_auto:PF:l_sw06_sw07,structured80_auto,80,PF,,80,578,579,3459,1564,1564,22,11817.873321000001,SAT,1
structured80_auto:PF:l_sw07_sw08,structured80_auto,80,PF,,80,580,581,3543,1642,1642,22,12327.571962,SAT,1
structured80_auto:PF:l_sw07_sw23,structured80_auto,80,PF,,80,578,579,3449,1554,1554,22,17527.693783,SAT,1
structured80_auto:PF:l_sw08_sw09,structured80_auto,80,PF,,80,580,581,3536,1635,1635,22,18712.503305,SAT,1
structured80_auto:PF:l_sw09_sw10,structured80_auto,80,PF,,80,578,579,3439,1544,1544,22,28005.113894000002,SAT,1
structured80_auto:PF:l_sw09_sw25,structured80_auto,80,PF,,80,578,579,3492,1597,1597,22,18362.182523000003,SAT,1
structured80_auto:PF:l_sw09_sw27,structured80_auto,80,PF,,80,580,581,3515,1614,1614,22,16190.770927,SAT,1
structured80_auto:PF:l_sw10_sw11,structured80_auto,80,PF,,80,578,579,3489,1594,1594,22,12057.457122,SAT,1
structured80_auto:PF:l_sw11_sw12,structured80_auto,80,PF,,80,582,583,3565,1658,1658,22,23224.541893,SAT,1
structured80_auto:PF:l_sw11_sw27,structured80_auto,80,PF,,80,578,579,3453,1558,1558,22,21013.55846,SAT,1
structured80_auto:PF:l_sw12_sw13,structured80_auto,80,PF,,80,582,583,3583,1676,1676,22,11616.94412,SAT,1
structured80_auto:PF:l_sw13_sw14,structured80_auto,80,PF,,80,578,579,3443,1548,1548,22,12537.795601,SAT,1
structured80_auto:PF:l_sw13_sw29,structured80_auto,80,PF,,80,578,579,3506,1611,1611,22,19991.996757,SAT,1
structured80_auto:PF:l_sw13_sw31,structured80_auto,80,PF,,80,586,587,3548,1629,1629,22,22409.695937999997,SAT,1
structured80_auto:PF:l_sw14_sw15,structured80_auto,80,PF,,80,578,579,3483,1588,1588,22,19403.351565,SAT,1
structured80_auto:PF:l_sw15_sw31,structured80_auto,80,PF,,80,582,583,3497,1590,1590,22,13507.507051999999,SAT,1
structured80_auto:PF:l_sw17_sw18,structured80_auto,80,PF,,80,578,579,3557,1662,1662,23,13577.382799,SAT,1
structured80_auto:PF:l_sw17_sw33,structured80_auto,80,PF,,80,582,583,3480,1573,1573,21,,TIMEOUT,1
structured80_auto:PF:l_sw18_sw36,structured80_auto,80,PF,,80,578,579,3564,1669,1669,23,12891.662744,SAT,1
structured80_auto:PF:l_sw19_sw20,structured80_auto,80,PF,,80,578,579,3450,1555,1555,22,17250.195257000003,SAT,1
structured80_auto:PF:l_sw19_sw35,structured80_auto,80,PF,,80,580,581,3462,1561,1561,22,16058.134159000001,SAT,1
structured80_auto:PF:l_sw20_sw21,structured80_auto,80,PF,,80,578,579,3394,1499,1499,21,14676.357426999999,SAT,1
structured80_auto:PF:l_sw21_sw22,structured80_auto,80,PF,,80,578,579,3490,1595,1595,22,13648.740738,SAT,1
structured80_auto:PF:l_sw21_sw37,structured80_auto,80,PF,,80,578,579,3460,1565,1565,22,14792.971432,SAT,1
structured80_auto:PF:l_sw22_sw40,structured80_auto,80,PF,,80,578,579,3490,1595,1595,22,13729.461984,SAT,1
structured80_auto:PF:l_sw23_sw24,structured80_auto,80,PF,,80,578,579,3461,1566,1566,22,11885.32458,SAT,1
structured80_auto:PF:l_sw23_sw39,structured80_auto,80,PF,,80,582,583,3446,1539,1539,22,12810.632864000001,SAT,1
structured80_auto:PF:l_sw24_sw25,structured80_auto,80,PF,,80,578,579,3469,1574,1574,22,11340.896974,SAT,1
structured80_auto:PF:l_sw25_sw26,structured80_auto,80,PF,,80,578,579,3482,1587,1587,22,23808.796169,SAT,1
structured80_auto:PF:l_sw25_sw41,structured80_auto,80,PF,,80,578,579,3459,1564,1564,22,13693.59958,SAT,1
structured80_auto:PF:l_sw26_sw44,structured80_auto,80,PF,,80,578,579,3482,1587,1587,22,23695.299119000003,SAT,1
structured80_auto:PF:l_sw27_sw28,structured80_auto,80,PF,,80,578,579,3463,1568,1568,22,11796.618601,SAT,1
structured80_auto:PF:l_sw27_sw43,structured80_auto,80,PF,,80,582,583,3462,1555,1555,22,15239.583291,SAT,1
structured80_auto:PF:l_sw28_sw29,structured80_auto,80,PF,,80,578,579,3467,1572,1572,22,12370.137889,SAT,1
structured80_auto:PF:l_sw29_sw30,structured80_auto,80,PF,,80,580,581,3523,1622,1622,23,12255.797358,SAT,1
structured80_auto:PF:l_sw29_sw45,structured80_auto,80,PF,,80,578,579,3467,1572,1572,22,12956.05422,SAT,1
structured80_auto:PF:l_sw30_sw48,structured80_auto,80,PF,,80,580,581,3523,1622,1622,23,12291.534837000001,SAT,1
structured80_auto:PF:l_sw31_sw47,structured80_auto,80,PF,,80,590,591,3551,1620,1620,20,17329.281202000002,SAT,1
structured80_auto:PF:l_sw33_sw34,structured80_auto,80,PF,,80,580,581,3507,1606,1606,23,14338.684701,SAT,1
structured80_auto:PF:l_sw33_sw49,structured80_auto,80,PF,,80,584,585,3524,1611,1611,21,13609.735218999998,SAT,1
structured80_auto:PF:l_sw34_sw35,structured80_auto,80,PF,,80,580,581,3531,1630,1630,23,14767.183187,SAT,1
structured80_auto:PF:l_sw35_sw36,structured80_auto,80,PF,,80,578,579,3474,1579,1579,22,15834.197560999999,SAT,1
