candidate_first_egress_count,canonical_source_egress,density,destination,first_egress_id,first_egress_link,flow_id,flow_kind,qualification_basis,qualification_pass,scale,scenario,source,source_node_type,source_outgoing_egress_count,topology,unavoidable_first_egress
,PLC_C03_M01,D100,CC_C03,PLC_C03_M01->SW_C03_M01_CTRL,a_PLC_C03_M01_SW_C03_M01_CTRL,STAT_PLC_C03_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C03_M01,end_system,1,ROR,True
,PLC_C03_M02,D100,CC_C03,PLC_C03_M02->SW_C03_M02_CTRL,a_PLC_C03_M02_SW_C03_M02_CTRL,STAT_PLC_C03_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C03_M02,end_system,1,ROR,True
,PLC_C03_M03,D100,CC_C03,PLC_C03_M03->SW_C03_M03_CTRL,a_PLC_C03_M03_SW_C03_M03_CTRL,STAT_PLC_C03_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C03_M03,end_system,1,ROR,True
,PLC_C04_M01,D100,CC_C04,PLC_C04_M01->SW_C04_M01_CTRL,a_PLC_C04_M01_SW_C04_M01_CTRL,STAT_PLC_C04_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C04_M01,end_system,1,ROR,True
,PLC_C04_M02,D100,CC_C04,PLC_C04_M02->SW_C04_M02_CTRL,a_PLC_C04_M02_SW_C04_M02_CTRL,STAT_PLC_C04_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C04_M02,end_system,1,ROR,True
,PLC_C04_M03,D100,CC_C04,PLC_C04_M03->SW_C04_M03_CTRL,a_PLC_C04_M03_SW_C04_M03_CTRL,STAT_PLC_C04_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C04_M03,end_system,1,ROR,True
,PLC_C05_M01,D100,CC_C05,PLC_C05_M01->SW_C05_M01_CTRL,a_PLC_C05_M01_SW_C05_M01_CTRL,STAT_PLC_C05_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C05_M01,end_system,1,ROR,True
,PLC_C05_M02,D100,CC_C05,PLC_C05_M02->SW_C05_M02_CTRL,a_PLC_C05_M02_SW_C05_M02_CTRL,STAT_PLC_C05_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C05_M02,end_system,1,ROR,True
,PLC_C05_M03,D100,CC_C05,PLC_C05_M03->SW_C05_M03_CTRL,a_PLC_C05_M03_SW_C05_M03_CTRL,STAT_PLC_C05_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C05_M03,end_system,1,ROR,True
,PLC_C06_M01,D100,CC_C06,PLC_C06_M01->SW_C06_M01_CTRL,a_PLC_C06_M01_SW_C06_M01_CTRL,STAT_PLC_C06_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C06_M01,end_system,1,ROR,True
,PLC_C06_M02,D100,CC_C06,PLC_C06_M02->SW_C06_M02_CTRL,a_PLC_C06_M02_SW_C06_M02_CTRL,STAT_PLC_C06_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C06_M02,end_system,1,ROR,True
,PLC_C06_M03,D100,CC_C06,PLC_C06_M03->SW_C06_M03_CTRL,a_PLC_C06_M03_SW_C06_M03_CTRL,STAT_PLC_C06_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C06_M03,end_system,1,ROR,True
,PLC_C07_M01,D100,CC_C07,PLC_C07_M01->SW_C07_M01_CTRL,a_PLC_C07_M01_SW_C07_M01_CTRL,STAT_PLC_C07_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C07_M01,end_system,1,ROR,True
,PLC_C07_M02,D100,CC_C07,PLC_C07_M02->SW_C07_M02_CTRL,a_PLC_C07_M02_SW_C07_M02_CTRL,STAT_PLC_C07_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C07_M02,end_system,1,ROR,True
,PLC_C07_M03,D100,CC_C07,PLC_C07_M03->SW_C07_M03_CTRL,a_PLC_C07_M03_SW_C07_M03_CTRL,STAT_PLC_C07_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C07_M03,end_system,1,ROR,True
,PLC_C08_M01,D100,CC_C08,PLC_C08_M01->SW_C08_M01_CTRL,a_PLC_C08_M01_SW_C08_M01_CTRL,STAT_PLC_C08_M01,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C08_M01,end_system,1,ROR,True
,PLC_C08_M02,D100,CC_C08,PLC_C08_M02->SW_C08_M02_CTRL,a_PLC_C08_M02_SW_C08_M02_CTRL,STAT_PLC_C08_M02,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C08_M02,end_system,1,ROR,True
,PLC_C08_M03,D100,CC_C08,PLC_C08_M03->SW_C08_M03_CTRL,a_PLC_C08_M03_SW_C08_M03_CTRL,STAT_PLC_C08_M03,MachineStatus,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,M,M_ROR,PLC_C08_M03,end_system,1,ROR,True
,PLC_C01_M01,D100,A1_C01_M01,PLC_C01_M01->SW_C01_M01_CTRL,a_PLC_C01_M01_SW_C01_M01_CTRL,CMD_PLC_C01_M01_A1_C01_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M01,end_system,1,RING,True
,PLC_C01_M01,D100,A2_C01_M01,PLC_C01_M01->SW_C01_M01_CTRL,a_PLC_C01_M01_SW_C01_M01_CTRL,CMD_PLC_C01_M01_A2_C01_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M01,end_system,1,RING,True
,PLC_C01_M01,D100,A3_C01_M01,PLC_C01_M01->SW_C01_M01_CTRL,a_PLC_C01_M01_SW_C01_M01_CTRL,CMD_PLC_C01_M01_A3_C01_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M01,end_system,1,RING,True
,PLC_C01_M01,D100,A4_C01_M01,PLC_C01_M01->SW_C01_M01_CTRL,a_PLC_C01_M01_SW_C01_M01_CTRL,CMD_PLC_C01_M01_A4_C01_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M01,end_system,1,RING,True
,PLC_C01_M02,D100,A1_C01_M02,PLC_C01_M02->SW_C01_M02_CTRL,a_PLC_C01_M02_SW_C01_M02_CTRL,CMD_PLC_C01_M02_A1_C01_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M02,end_system,1,RING,True
,PLC_C01_M02,D100,A2_C01_M02,PLC_C01_M02->SW_C01_M02_CTRL,a_PLC_C01_M02_SW_C01_M02_CTRL,CMD_PLC_C01_M02_A2_C01_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M02,end_system,1,RING,True
,PLC_C01_M02,D100,A3_C01_M02,PLC_C01_M02->SW_C01_M02_CTRL,a_PLC_C01_M02_SW_C01_M02_CTRL,CMD_PLC_C01_M02_A3_C01_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M02,end_system,1,RING,True
,PLC_C01_M02,D100,A4_C01_M02,PLC_C01_M02->SW_C01_M02_CTRL,a_PLC_C01_M02_SW_C01_M02_CTRL,CMD_PLC_C01_M02_A4_C01_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M02,end_system,1,RING,True
,PLC_C01_M03,D100,A1_C01_M03,PLC_C01_M03->SW_C01_M03_CTRL,a_PLC_C01_M03_SW_C01_M03_CTRL,CMD_PLC_C01_M03_A1_C01_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M03,end_system,1,RING,True
,PLC_C01_M03,D100,A2_C01_M03,PLC_C01_M03->SW_C01_M03_CTRL,a_PLC_C01_M03_SW_C01_M03_CTRL,CMD_PLC_C01_M03_A2_C01_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M03,end_system,1,RING,True
,PLC_C01_M03,D100,A3_C01_M03,PLC_C01_M03->SW_C01_M03_CTRL,a_PLC_C01_M03_SW_C01_M03_CTRL,CMD_PLC_C01_M03_A3_C01_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M03,end_system,1,RING,True
,PLC_C01_M03,D100,A4_C01_M03,PLC_C01_M03->SW_C01_M03_CTRL,a_PLC_C01_M03_SW_C01_M03_CTRL,CMD_PLC_C01_M03_A4_C01_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M03,end_system,1,RING,True
,PLC_C01_M04,D100,A1_C01_M04,PLC_C01_M04->SW_C01_M04_CTRL,a_PLC_C01_M04_SW_C01_M04_CTRL,CMD_PLC_C01_M04_A1_C01_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M04,end_system,1,RING,True
,PLC_C01_M04,D100,A2_C01_M04,PLC_C01_M04->SW_C01_M04_CTRL,a_PLC_C01_M04_SW_C01_M04_CTRL,CMD_PLC_C01_M04_A2_C01_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M04,end_system,1,RING,True
,PLC_C01_M04,D100,A3_C01_M04,PLC_C01_M04->SW_C01_M04_CTRL,a_PLC_C01_M04_SW_C01_M04_CTRL,CMD_PLC_C01_M04_A3_C01_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M04,end_system,1,RING,True
,PLC_C01_M04,D100,A4_C01_M04,PLC_C01_M04->SW_C01_M04_CTRL,a_PLC_C01_M04_SW_C01_M04_CTRL,CMD_PLC_C01_M04_A4_C01_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C01_M04,end_system,1,RING,True
,PLC_C02_M01,D100,A1_C02_M01,PLC_C02_M01->SW_C02_M01_CTRL,a_PLC_C02_M01_SW_C02_M01_CTRL,CMD_PLC_C02_M01_A1_C02_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M01,end_system,1,RING,True
,PLC_C02_M01,D100,A2_C02_M01,PLC_C02_M01->SW_C02_M01_CTRL,a_PLC_C02_M01_SW_C02_M01_CTRL,CMD_PLC_C02_M01_A2_C02_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M01,end_system,1,RING,True
,PLC_C02_M01,D100,A3_C02_M01,PLC_C02_M01->SW_C02_M01_CTRL,a_PLC_C02_M01_SW_C02_M01_CTRL,CMD_PLC_C02_M01_A3_C02_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M01,end_system,1,RING,True
,PLC_C02_M01,D100,A4_C02_M01,PLC_C02_M01->SW_C02_M01_CTRL,a_PLC_C02_M01_SW_C02_M01_CTRL,CMD_PLC_C02_M01_A4_C02_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M01,end_system,1,RING,True
,PLC_C02_M02,D100,A1_C02_M02,PLC_C02_M02->SW_C02_M02_CTRL,a_PLC_C02_M02_SW_C02_M02_CTRL,CMD_PLC_C02_M02_A1_C02_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M02,end_system,1,RING,True
,PLC_C02_M02,D100,A2_C02_M02,PLC_C02_M02->SW_C02_M02_CTRL,a_PLC_C02_M02_SW_C02_M02_CTRL,CMD_PLC_C02_M02_A2_C02_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M02,end_system,1,RING,True
,PLC_C02_M02,D100,A3_C02_M02,PLC_C02_M02->SW_C02_M02_CTRL,a_PLC_C02_M02_SW_C02_M02_CTRL,CMD_PLC_C02_M02_A3_C02_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M02,end_system,1,RING,True
,PLC_C02_M02,D100,A4_C02_M02,PLC_C02_M02->SW_C02_M02_CTRL,a_PLC_C02_M02_SW_C02_M02_CTRL,CMD_PLC_C02_M02_A4_C02_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M02,end_system,1,RING,True
,PLC_C02_M03,D100,A1_C02_M03,PLC_C02_M03->SW_C02_M03_CTRL,a_PLC_C02_M03_SW_C02_M03_CTRL,CMD_PLC_C02_M03_A1_C02_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M03,end_system,1,RING,True
,PLC_C02_M03,D100,A2_C02_M03,PLC_C02_M03->SW_C02_M03_CTRL,a_PLC_C02_M03_SW_C02_M03_CTRL,CMD_PLC_C02_M03_A2_C02_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M03,end_system,1,RING,True
,PLC_C02_M03,D100,A3_C02_M03,PLC_C02_M03->SW_C02_M03_CTRL,a_PLC_C02_M03_SW_C02_M03_CTRL,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M03,end_system,1,RING,True
,PLC_C02_M03,D100,A4_C02_M03,PLC_C02_M03->SW_C02_M03_CTRL,a_PLC_C02_M03_SW_C02_M03_CTRL,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M03,end_system,1,RING,True
,PLC_C02_M04,D100,A1_C02_M04,PLC_C02_M04->SW_C02_M04_CTRL,a_PLC_C02_M04_SW_C02_M04_CTRL,CMD_PLC_C02_M04_A1_C02_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M04,end_system,1,RING,True
,PLC_C02_M04,D100,A2_C02_M04,PLC_C02_M04->SW_C02_M04_CTRL,a_PLC_C02_M04_SW_C02_M04_CTRL,CMD_PLC_C02_M04_A2_C02_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M04,end_system,1,RING,True
,PLC_C02_M04,D100,A3_C02_M04,PLC_C02_M04->SW_C02_M04_CTRL,a_PLC_C02_M04_SW_C02_M04_CTRL,CMD_PLC_C02_M04_A3_C02_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M04,end_system,1,RING,True
,PLC_C02_M04,D100,A4_C02_M04,PLC_C02_M04->SW_C02_M04_CTRL,a_PLC_C02_M04_SW_C02_M04_CTRL,CMD_PLC_C02_M04_A4_C02_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C02_M04,end_system,1,RING,True
,PLC_C03_M01,D100,A1_C03_M01,PLC_C03_M01->SW_C03_M01_CTRL,a_PLC_C03_M01_SW_C03_M01_CTRL,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M01,end_system,1,RING,True
,PLC_C03_M01,D100,A2_C03_M01,PLC_C03_M01->SW_C03_M01_CTRL,a_PLC_C03_M01_SW_C03_M01_CTRL,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M01,end_system,1,RING,True
,PLC_C03_M01,D100,A3_C03_M01,PLC_C03_M01->SW_C03_M01_CTRL,a_PLC_C03_M01_SW_C03_M01_CTRL,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M01,end_system,1,RING,True
,PLC_C03_M01,D100,A4_C03_M01,PLC_C03_M01->SW_C03_M01_CTRL,a_PLC_C03_M01_SW_C03_M01_CTRL,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M01,end_system,1,RING,True
,PLC_C03_M02,D100,A1_C03_M02,PLC_C03_M02->SW_C03_M02_CTRL,a_PLC_C03_M02_SW_C03_M02_CTRL,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M02,end_system,1,RING,True
,PLC_C03_M02,D100,A2_C03_M02,PLC_C03_M02->SW_C03_M02_CTRL,a_PLC_C03_M02_SW_C03_M02_CTRL,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M02,end_system,1,RING,True
,PLC_C03_M02,D100,A3_C03_M02,PLC_C03_M02->SW_C03_M02_CTRL,a_PLC_C03_M02_SW_C03_M02_CTRL,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M02,end_system,1,RING,True
,PLC_C03_M02,D100,A4_C03_M02,PLC_C03_M02->SW_C03_M02_CTRL,a_PLC_C03_M02_SW_C03_M02_CTRL,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M02,end_system,1,RING,True
,PLC_C03_M03,D100,A1_C03_M03,PLC_C03_M03->SW_C03_M03_CTRL,a_PLC_C03_M03_SW_C03_M03_CTRL,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M03,end_system,1,RING,True
,PLC_C03_M03,D100,A2_C03_M03,PLC_C03_M03->SW_C03_M03_CTRL,a_PLC_C03_M03_SW_C03_M03_CTRL,CMD_PLC_C03_M03_A2_C03_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M03,end_system,1,RING,True
,PLC_C03_M03,D100,A3_C03_M03,PLC_C03_M03->SW_C03_M03_CTRL,a_PLC_C03_M03_SW_C03_M03_CTRL,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M03,end_system,1,RING,True
,PLC_C03_M03,D100,A4_C03_M03,PLC_C03_M03->SW_C03_M03_CTRL,a_PLC_C03_M03_SW_C03_M03_CTRL,CMD_PLC_C03_M03_A4_C03_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M03,end_system,1,RING,True
,PLC_C03_M04,D100,A1_C03_M04,PLC_C03_M04->SW_C03_M04_CTRL,a_PLC_C03_M04_SW_C03_M04_CTRL,CMD_PLC_C03_M04_A1_C03_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M04,end_system,1,RING,True
,PLC_C03_M04,D100,A2_C03_M04,PLC_C03_M04->SW_C03_M04_CTRL,a_PLC_C03_M04_SW_C03_M04_CTRL,CMD_PLC_C03_M04_A2_C03_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M04,end_system,1,RING,True
,PLC_C03_M04,D100,A3_C03_M04,PLC_C03_M04->SW_C03_M04_CTRL,a_PLC_C03_M04_SW_C03_M04_CTRL,CMD_PLC_C03_M04_A3_C03_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M04,end_system,1,RING,True
,PLC_C03_M04,D100,A4_C03_M04,PLC_C03_M04->SW_C03_M04_CTRL,a_PLC_C03_M04_SW_C03_M04_CTRL,CMD_PLC_C03_M04_A4_C03_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C03_M04,end_system,1,RING,True
,PLC_C04_M01,D100,A1_C04_M01,PLC_C04_M01->SW_C04_M01_CTRL,a_PLC_C04_M01_SW_C04_M01_CTRL,CMD_PLC_C04_M01_A1_C04_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M01,end_system,1,RING,True
,PLC_C04_M01,D100,A2_C04_M01,PLC_C04_M01->SW_C04_M01_CTRL,a_PLC_C04_M01_SW_C04_M01_CTRL,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M01,end_system,1,RING,True
,PLC_C04_M01,D100,A3_C04_M01,PLC_C04_M01->SW_C04_M01_CTRL,a_PLC_C04_M01_SW_C04_M01_CTRL,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M01,end_system,1,RING,True
,PLC_C04_M01,D100,A4_C04_M01,PLC_C04_M01->SW_C04_M01_CTRL,a_PLC_C04_M01_SW_C04_M01_CTRL,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M01,end_system,1,RING,True
,PLC_C04_M02,D100,A1_C04_M02,PLC_C04_M02->SW_C04_M02_CTRL,a_PLC_C04_M02_SW_C04_M02_CTRL,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M02,end_system,1,RING,True
,PLC_C04_M02,D100,A2_C04_M02,PLC_C04_M02->SW_C04_M02_CTRL,a_PLC_C04_M02_SW_C04_M02_CTRL,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M02,end_system,1,RING,True
,PLC_C04_M02,D100,A3_C04_M02,PLC_C04_M02->SW_C04_M02_CTRL,a_PLC_C04_M02_SW_C04_M02_CTRL,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M02,end_system,1,RING,True
,PLC_C04_M02,D100,A4_C04_M02,PLC_C04_M02->SW_C04_M02_CTRL,a_PLC_C04_M02_SW_C04_M02_CTRL,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M02,end_system,1,RING,True
,PLC_C04_M03,D100,A1_C04_M03,PLC_C04_M03->SW_C04_M03_CTRL,a_PLC_C04_M03_SW_C04_M03_CTRL,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M03,end_system,1,RING,True
,PLC_C04_M03,D100,A2_C04_M03,PLC_C04_M03->SW_C04_M03_CTRL,a_PLC_C04_M03_SW_C04_M03_CTRL,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M03,end_system,1,RING,True
,PLC_C04_M03,D100,A3_C04_M03,PLC_C04_M03->SW_C04_M03_CTRL,a_PLC_C04_M03_SW_C04_M03_CTRL,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M03,end_system,1,RING,True
,PLC_C04_M03,D100,A4_C04_M03,PLC_C04_M03->SW_C04_M03_CTRL,a_PLC_C04_M03_SW_C04_M03_CTRL,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M03,end_system,1,RING,True
,PLC_C04_M04,D100,A1_C04_M04,PLC_C04_M04->SW_C04_M04_CTRL,a_PLC_C04_M04_SW_C04_M04_CTRL,CMD_PLC_C04_M04_A1_C04_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M04,end_system,1,RING,True
,PLC_C04_M04,D100,A2_C04_M04,PLC_C04_M04->SW_C04_M04_CTRL,a_PLC_C04_M04_SW_C04_M04_CTRL,CMD_PLC_C04_M04_A2_C04_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M04,end_system,1,RING,True
,PLC_C04_M04,D100,A3_C04_M04,PLC_C04_M04->SW_C04_M04_CTRL,a_PLC_C04_M04_SW_C04_M04_CTRL,CMD_PLC_C04_M04_A3_C04_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M04,end_system,1,RING,True
,PLC_C04_M04,D100,A4_C04_M04,PLC_C04_M04->SW_C04_M04_CTRL,a_PLC_C04_M04_SW_C04_M04_CTRL,CMD_PLC_C04_M04_A4_C04_M04,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C04_M04,end_system,1,RING,True
,PLC_C05_M01,D100,A1_C05_M01,PLC_C05_M01->SW_C05_M01_CTRL,a_PLC_C05_M01_SW_C05_M01_CTRL,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C05_M01,end_system,1,RING,True
,PLC_C05_M01,D100,A2_C05_M01,PLC_C05_M01->SW_C05_M01_CTRL,a_PLC_C05_M01_SW_C05_M01_CTRL,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C05_M01,end_system,1,RING,True
,PLC_C05_M01,D100,A3_C05_M01,PLC_C05_M01->SW_C05_M01_CTRL,a_PLC_C05_M01_SW_C05_M01_CTRL,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C05_M01,end_system,1,RING,True
,PLC_C05_M01,D100,A4_C05_M01,PLC_C05_M01->SW_C05_M01_CTRL,a_PLC_C05_M01_SW_C05_M01_CTRL,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C05_M01,end_system,1,RING,True
,PLC_C05_M02,D100,A1_C05_M02,PLC_C05_M02->SW_C05_M02_CTRL,a_PLC_C05_M02_SW_C05_M02_CTRL,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,UNIQUE_SOURCE_DATA_PLANE_EGRESS,True,L,L_RING,PLC_C05_M02,end_system,1,RING,True
