density,fixed_release,fixed_release_parity,flow_id,flow_kind,frame_size,frame_size_parity,frames_per_hyper_cycle,parity_pass,period_parity,period_ticks,relative_deadline_parity,relative_deadline_ticks,release_offset_parity,release_offset_ticks,scenario,transmission_ticks,transmission_ticks_parity,upstream_input
D070,True,True,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,528,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,606,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,189,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,547,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,756,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,542,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,181,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,113,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,879,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,39,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,276,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,755,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,843,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,142,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,743,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,960,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,130,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,99,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,723,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,679,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,813,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,317,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,876,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,886,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,961,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,677,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,653,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,11,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,185,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,994,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,489,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,595,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,979,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,85,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,964,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,825,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,687,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,975,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,843,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,309,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,399,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,761,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,581,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,1,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,402,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,579,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,922,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,1375,True,16,True,True,5000,True,4000,True,372,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,911,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,153,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,1375,True,16,True,True,5000,True,4000,True,704,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,1375,True,16,True,True,5000,True,4000,True,30,M_ROR,11,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C01_PLC_C01_M01,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,908,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C01_PLC_C01_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,427,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C01_PLC_C01_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,2569,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C02_PLC_C02_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,3126,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C03_PLC_C03_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,6652,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C04_PLC_C04_M01,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,945,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C04_PLC_C04_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,2224,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C05_PLC_C05_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,4229,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C06_PLC_C06_M01,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,7838,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C06_PLC_C06_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,1006,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C06_PLC_C06_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,7395,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C07_PLC_C07_M01,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,455,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C07_PLC_C07_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,2480,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C07_PLC_C07_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,3959,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C08_PLC_C08_M02,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,5725,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,COORD_CC_C08_PLC_C08_M03,MachineCoordination,3250,True,2,True,True,40000,True,30000,True,865,M_ROR,26,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_NEXT_CC_C01,InterCellNext,5875,True,1,True,True,80000,True,60000,True,4715,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_NEXT_CC_C02,InterCellNext,5875,True,1,True,True,80000,True,60000,True,3301,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_NEXT_CC_C03,InterCellNext,5875,True,1,True,True,80000,True,60000,True,10625,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_NEXT_CC_C04,InterCellNext,5875,True,1,True,True,80000,True,60000,True,13065,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_NEXT_CC_C07,InterCellNext,5875,True,1,True,True,80000,True,60000,True,10830,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_PREV_CC_C03,InterCellPrevious,5875,True,1,True,True,80000,True,60000,True,6483,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_PREV_CC_C04,InterCellPrevious,5875,True,1,True,True,80000,True,60000,True,2343,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_PREV_CC_C05,InterCellPrevious,5875,True,1,True,True,80000,True,60000,True,9175,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_PREV_CC_C06,InterCellPrevious,5875,True,1,True,True,80000,True,60000,True,3162,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,IC_PREV_CC_C08,InterCellPrevious,5875,True,1,True,True,80000,True,60000,True,207,M_ROR,47,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C01_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2255,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C02_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3267,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C02_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3451,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C03_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1861,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C04_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2959,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C04_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,573,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C05_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1997,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C05_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3142,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C06_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1909,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C06_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2117,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C06_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1851,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C07_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3878,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C07_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3304,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C08_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1715,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S1_C08_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2172,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C01_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1411,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C01_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2223,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C01_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1113,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C02_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,348,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C02_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3974,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C03_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3217,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C03_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,307,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C04_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1430,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C04_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,614,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C05_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3998,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C06_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,864,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C07_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1705,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C07_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,146,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C07_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1346,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C08_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,1391,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C08_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3026,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S2_C08_M03,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2955,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S3_C01_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3935,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S3_C01_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3770,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S3_C02_M02,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,2494,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
D070,True,True,SC_S3_C03_M01,SensorCyclic,2000,True,4,True,True,20000,True,15000,True,3725,M_ROR,16,True,results/h2s_admission_placement_diagnostic/raw_trace/M_ROR_D070/trace_on_repeat_1/backend_input/scenario.json
