PF_attempted,affected_flow_count,affected_flow_ids,affected_flow_ratio,endpoint_a,endpoint_b,fault_id,healthy_route_use_count,internal_switch_link,link_id,p0_used,relevant_fault,scale,scenario,topology
False,8,SC_S1_C07_M02;SC_S2_C07_M02;SC_S3_C07_M02;SC_S4_C07_M02;SF_S1_C07_M02;SF_S2_C07_M02;SF_S3_C07_M02;SF_S4_C07_M02,0.022727272727272728,SW_C07_CORE_B,SW_C07_M02_SENS,l_SW_C07_CORE_B_SW_C07_M02_SENS,8,True,l_SW_C07_CORE_B_SW_C07_M02_SENS,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C07_CORE_B,SW_C07_M03_ACT,l_SW_C07_CORE_B_SW_C07_M03_ACT,0,True,l_SW_C07_CORE_B_SW_C07_M03_ACT,False,False,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C07_M03;SC_S2_C07_M03;SC_S3_C07_M03;SC_S4_C07_M03;SF_S1_C07_M03;SF_S2_C07_M03;SF_S3_C07_M03;SF_S4_C07_M03,0.022727272727272728,SW_C07_CORE_B,SW_C07_M03_CTRL,l_SW_C07_CORE_B_SW_C07_M03_CTRL,8,True,l_SW_C07_CORE_B_SW_C07_M03_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C07_M03;SC_S2_C07_M03;SC_S3_C07_M03;SC_S4_C07_M03;SF_S1_C07_M03;SF_S2_C07_M03;SF_S3_C07_M03;SF_S4_C07_M03,0.022727272727272728,SW_C07_CORE_B,SW_C07_M03_SENS,l_SW_C07_CORE_B_SW_C07_M03_SENS,8,True,l_SW_C07_CORE_B_SW_C07_M03_SENS,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C07_CORE_B,SW_FACTORY_CORE_A,l_SW_C07_CORE_B_SW_FACTORY_CORE_A,0,True,l_SW_C07_CORE_B_SW_FACTORY_CORE_A,False,False,M,M_REDSTAR,REDSTAR
False,2,IC_NEXT_CC_C06;IC_PREV_CC_C08,0.005681818181818182,SW_C07_CORE_B,SW_FACTORY_CORE_B,l_SW_C07_CORE_B_SW_FACTORY_CORE_B,2,True,l_SW_C07_CORE_B_SW_FACTORY_CORE_B,True,True,M,M_REDSTAR,REDSTAR
False,8,COORD_CC_C08_PLC_C08_M01;COORD_CC_C08_PLC_C08_M02;COORD_CC_C08_PLC_C08_M03;IC_NEXT_CC_C08;IC_PREV_CC_C08;STAT_PLC_C08_M01;STAT_PLC_C08_M02;STAT_PLC_C08_M03,0.022727272727272728,SW_C08_CC,SW_C08_CORE_A,l_SW_C08_CC_SW_C08_CORE_A,8,True,l_SW_C08_CC_SW_C08_CORE_A,True,True,M,M_REDSTAR,REDSTAR
False,2,IC_NEXT_CC_C07;IC_PREV_CC_C01,0.005681818181818182,SW_C08_CC,SW_C08_CORE_B,l_SW_C08_CC_SW_C08_CORE_B,2,True,l_SW_C08_CC_SW_C08_CORE_B,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_A,SW_C08_CORE_B,l_SW_C08_CORE_A_SW_C08_CORE_B,0,True,l_SW_C08_CORE_A_SW_C08_CORE_B,False,False,M,M_REDSTAR,REDSTAR
False,4,CMD_PLC_C08_M01_A1_C08_M01;CMD_PLC_C08_M01_A2_C08_M01;CMD_PLC_C08_M01_A3_C08_M01;CMD_PLC_C08_M01_A4_C08_M01,0.011363636363636364,SW_C08_CORE_A,SW_C08_M01_ACT,l_SW_C08_CORE_A_SW_C08_M01_ACT,4,True,l_SW_C08_CORE_A_SW_C08_M01_ACT,True,True,M,M_REDSTAR,REDSTAR
False,6,CMD_PLC_C08_M01_A1_C08_M01;CMD_PLC_C08_M01_A2_C08_M01;CMD_PLC_C08_M01_A3_C08_M01;CMD_PLC_C08_M01_A4_C08_M01;COORD_CC_C08_PLC_C08_M01;STAT_PLC_C08_M01,0.017045454545454544,SW_C08_CORE_A,SW_C08_M01_CTRL,l_SW_C08_CORE_A_SW_C08_M01_CTRL,6,True,l_SW_C08_CORE_A_SW_C08_M01_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_A,SW_C08_M01_SENS,l_SW_C08_CORE_A_SW_C08_M01_SENS,0,True,l_SW_C08_CORE_A_SW_C08_M01_SENS,False,False,M,M_REDSTAR,REDSTAR
False,4,CMD_PLC_C08_M02_A1_C08_M02;CMD_PLC_C08_M02_A2_C08_M02;CMD_PLC_C08_M02_A3_C08_M02;CMD_PLC_C08_M02_A4_C08_M02,0.011363636363636364,SW_C08_CORE_A,SW_C08_M02_ACT,l_SW_C08_CORE_A_SW_C08_M02_ACT,4,True,l_SW_C08_CORE_A_SW_C08_M02_ACT,True,True,M,M_REDSTAR,REDSTAR
False,6,CMD_PLC_C08_M02_A1_C08_M02;CMD_PLC_C08_M02_A2_C08_M02;CMD_PLC_C08_M02_A3_C08_M02;CMD_PLC_C08_M02_A4_C08_M02;COORD_CC_C08_PLC_C08_M02;STAT_PLC_C08_M02,0.017045454545454544,SW_C08_CORE_A,SW_C08_M02_CTRL,l_SW_C08_CORE_A_SW_C08_M02_CTRL,6,True,l_SW_C08_CORE_A_SW_C08_M02_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_A,SW_C08_M02_SENS,l_SW_C08_CORE_A_SW_C08_M02_SENS,0,True,l_SW_C08_CORE_A_SW_C08_M02_SENS,False,False,M,M_REDSTAR,REDSTAR
False,4,CMD_PLC_C08_M03_A1_C08_M03;CMD_PLC_C08_M03_A2_C08_M03;CMD_PLC_C08_M03_A3_C08_M03;CMD_PLC_C08_M03_A4_C08_M03,0.011363636363636364,SW_C08_CORE_A,SW_C08_M03_ACT,l_SW_C08_CORE_A_SW_C08_M03_ACT,4,True,l_SW_C08_CORE_A_SW_C08_M03_ACT,True,True,M,M_REDSTAR,REDSTAR
False,6,CMD_PLC_C08_M03_A1_C08_M03;CMD_PLC_C08_M03_A2_C08_M03;CMD_PLC_C08_M03_A3_C08_M03;CMD_PLC_C08_M03_A4_C08_M03;COORD_CC_C08_PLC_C08_M03;STAT_PLC_C08_M03,0.017045454545454544,SW_C08_CORE_A,SW_C08_M03_CTRL,l_SW_C08_CORE_A_SW_C08_M03_CTRL,6,True,l_SW_C08_CORE_A_SW_C08_M03_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_A,SW_C08_M03_SENS,l_SW_C08_CORE_A_SW_C08_M03_SENS,0,True,l_SW_C08_CORE_A_SW_C08_M03_SENS,False,False,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_A,SW_FACTORY_CORE_A,l_SW_C08_CORE_A_SW_FACTORY_CORE_A,0,True,l_SW_C08_CORE_A_SW_FACTORY_CORE_A,False,False,M,M_REDSTAR,REDSTAR
False,2,IC_NEXT_CC_C08;IC_PREV_CC_C08,0.005681818181818182,SW_C08_CORE_A,SW_FACTORY_CORE_B,l_SW_C08_CORE_A_SW_FACTORY_CORE_B,2,True,l_SW_C08_CORE_A_SW_FACTORY_CORE_B,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_B,SW_C08_M01_ACT,l_SW_C08_CORE_B_SW_C08_M01_ACT,0,True,l_SW_C08_CORE_B_SW_C08_M01_ACT,False,False,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M01;SC_S2_C08_M01;SC_S3_C08_M01;SC_S4_C08_M01;SF_S1_C08_M01;SF_S2_C08_M01;SF_S3_C08_M01;SF_S4_C08_M01,0.022727272727272728,SW_C08_CORE_B,SW_C08_M01_CTRL,l_SW_C08_CORE_B_SW_C08_M01_CTRL,8,True,l_SW_C08_CORE_B_SW_C08_M01_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M01;SC_S2_C08_M01;SC_S3_C08_M01;SC_S4_C08_M01;SF_S1_C08_M01;SF_S2_C08_M01;SF_S3_C08_M01;SF_S4_C08_M01,0.022727272727272728,SW_C08_CORE_B,SW_C08_M01_SENS,l_SW_C08_CORE_B_SW_C08_M01_SENS,8,True,l_SW_C08_CORE_B_SW_C08_M01_SENS,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_B,SW_C08_M02_ACT,l_SW_C08_CORE_B_SW_C08_M02_ACT,0,True,l_SW_C08_CORE_B_SW_C08_M02_ACT,False,False,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M02;SC_S2_C08_M02;SC_S3_C08_M02;SC_S4_C08_M02;SF_S1_C08_M02;SF_S2_C08_M02;SF_S3_C08_M02;SF_S4_C08_M02,0.022727272727272728,SW_C08_CORE_B,SW_C08_M02_CTRL,l_SW_C08_CORE_B_SW_C08_M02_CTRL,8,True,l_SW_C08_CORE_B_SW_C08_M02_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M02;SC_S2_C08_M02;SC_S3_C08_M02;SC_S4_C08_M02;SF_S1_C08_M02;SF_S2_C08_M02;SF_S3_C08_M02;SF_S4_C08_M02,0.022727272727272728,SW_C08_CORE_B,SW_C08_M02_SENS,l_SW_C08_CORE_B_SW_C08_M02_SENS,8,True,l_SW_C08_CORE_B_SW_C08_M02_SENS,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_B,SW_C08_M03_ACT,l_SW_C08_CORE_B_SW_C08_M03_ACT,0,True,l_SW_C08_CORE_B_SW_C08_M03_ACT,False,False,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M03;SC_S2_C08_M03;SC_S3_C08_M03;SC_S4_C08_M03;SF_S1_C08_M03;SF_S2_C08_M03;SF_S3_C08_M03;SF_S4_C08_M03,0.022727272727272728,SW_C08_CORE_B,SW_C08_M03_CTRL,l_SW_C08_CORE_B_SW_C08_M03_CTRL,8,True,l_SW_C08_CORE_B_SW_C08_M03_CTRL,True,True,M,M_REDSTAR,REDSTAR
False,8,SC_S1_C08_M03;SC_S2_C08_M03;SC_S3_C08_M03;SC_S4_C08_M03;SF_S1_C08_M03;SF_S2_C08_M03;SF_S3_C08_M03;SF_S4_C08_M03,0.022727272727272728,SW_C08_CORE_B,SW_C08_M03_SENS,l_SW_C08_CORE_B_SW_C08_M03_SENS,8,True,l_SW_C08_CORE_B_SW_C08_M03_SENS,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_C08_CORE_B,SW_FACTORY_CORE_A,l_SW_C08_CORE_B_SW_FACTORY_CORE_A,0,True,l_SW_C08_CORE_B_SW_FACTORY_CORE_A,False,False,M,M_REDSTAR,REDSTAR
False,2,IC_NEXT_CC_C07;IC_PREV_CC_C01,0.005681818181818182,SW_C08_CORE_B,SW_FACTORY_CORE_B,l_SW_C08_CORE_B_SW_FACTORY_CORE_B,2,True,l_SW_C08_CORE_B_SW_FACTORY_CORE_B,True,True,M,M_REDSTAR,REDSTAR
False,0,,0.0,SW_FACTORY_CORE_A,SW_FACTORY_CORE_B,l_SW_FACTORY_CORE_A_SW_FACTORY_CORE_B,0,True,l_SW_FACTORY_CORE_A_SW_FACTORY_CORE_B,False,False,M,M_REDSTAR,REDSTAR
False,0,,0.0,A1_C01_M01,SW_C01_M01_ACT,a_A1_C01_M01_SW_C01_M01_ACT,1,False,a_A1_C01_M01_SW_C01_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C01_M02,SW_C01_M02_ACT,a_A1_C01_M02_SW_C01_M02_ACT,1,False,a_A1_C01_M02_SW_C01_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C01_M03,SW_C01_M03_ACT,a_A1_C01_M03_SW_C01_M03_ACT,1,False,a_A1_C01_M03_SW_C01_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C02_M01,SW_C02_M01_ACT,a_A1_C02_M01_SW_C02_M01_ACT,1,False,a_A1_C02_M01_SW_C02_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C02_M02,SW_C02_M02_ACT,a_A1_C02_M02_SW_C02_M02_ACT,1,False,a_A1_C02_M02_SW_C02_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C02_M03,SW_C02_M03_ACT,a_A1_C02_M03_SW_C02_M03_ACT,1,False,a_A1_C02_M03_SW_C02_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C03_M01,SW_C03_M01_ACT,a_A1_C03_M01_SW_C03_M01_ACT,1,False,a_A1_C03_M01_SW_C03_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C03_M02,SW_C03_M02_ACT,a_A1_C03_M02_SW_C03_M02_ACT,1,False,a_A1_C03_M02_SW_C03_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C03_M03,SW_C03_M03_ACT,a_A1_C03_M03_SW_C03_M03_ACT,1,False,a_A1_C03_M03_SW_C03_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C04_M01,SW_C04_M01_ACT,a_A1_C04_M01_SW_C04_M01_ACT,1,False,a_A1_C04_M01_SW_C04_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C04_M02,SW_C04_M02_ACT,a_A1_C04_M02_SW_C04_M02_ACT,1,False,a_A1_C04_M02_SW_C04_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C04_M03,SW_C04_M03_ACT,a_A1_C04_M03_SW_C04_M03_ACT,1,False,a_A1_C04_M03_SW_C04_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C05_M01,SW_C05_M01_ACT,a_A1_C05_M01_SW_C05_M01_ACT,1,False,a_A1_C05_M01_SW_C05_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C05_M02,SW_C05_M02_ACT,a_A1_C05_M02_SW_C05_M02_ACT,1,False,a_A1_C05_M02_SW_C05_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C05_M03,SW_C05_M03_ACT,a_A1_C05_M03_SW_C05_M03_ACT,1,False,a_A1_C05_M03_SW_C05_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C06_M01,SW_C06_M01_ACT,a_A1_C06_M01_SW_C06_M01_ACT,1,False,a_A1_C06_M01_SW_C06_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C06_M02,SW_C06_M02_ACT,a_A1_C06_M02_SW_C06_M02_ACT,1,False,a_A1_C06_M02_SW_C06_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C06_M03,SW_C06_M03_ACT,a_A1_C06_M03_SW_C06_M03_ACT,1,False,a_A1_C06_M03_SW_C06_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C07_M01,SW_C07_M01_ACT,a_A1_C07_M01_SW_C07_M01_ACT,1,False,a_A1_C07_M01_SW_C07_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C07_M02,SW_C07_M02_ACT,a_A1_C07_M02_SW_C07_M02_ACT,1,False,a_A1_C07_M02_SW_C07_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C07_M03,SW_C07_M03_ACT,a_A1_C07_M03_SW_C07_M03_ACT,1,False,a_A1_C07_M03_SW_C07_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C08_M01,SW_C08_M01_ACT,a_A1_C08_M01_SW_C08_M01_ACT,1,False,a_A1_C08_M01_SW_C08_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C08_M02,SW_C08_M02_ACT,a_A1_C08_M02_SW_C08_M02_ACT,1,False,a_A1_C08_M02_SW_C08_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A1_C08_M03,SW_C08_M03_ACT,a_A1_C08_M03_SW_C08_M03_ACT,1,False,a_A1_C08_M03_SW_C08_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C01_M01,SW_C01_M01_ACT,a_A2_C01_M01_SW_C01_M01_ACT,1,False,a_A2_C01_M01_SW_C01_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C01_M02,SW_C01_M02_ACT,a_A2_C01_M02_SW_C01_M02_ACT,1,False,a_A2_C01_M02_SW_C01_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C01_M03,SW_C01_M03_ACT,a_A2_C01_M03_SW_C01_M03_ACT,1,False,a_A2_C01_M03_SW_C01_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C02_M01,SW_C02_M01_ACT,a_A2_C02_M01_SW_C02_M01_ACT,1,False,a_A2_C02_M01_SW_C02_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C02_M02,SW_C02_M02_ACT,a_A2_C02_M02_SW_C02_M02_ACT,1,False,a_A2_C02_M02_SW_C02_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C02_M03,SW_C02_M03_ACT,a_A2_C02_M03_SW_C02_M03_ACT,1,False,a_A2_C02_M03_SW_C02_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C03_M01,SW_C03_M01_ACT,a_A2_C03_M01_SW_C03_M01_ACT,1,False,a_A2_C03_M01_SW_C03_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C03_M02,SW_C03_M02_ACT,a_A2_C03_M02_SW_C03_M02_ACT,1,False,a_A2_C03_M02_SW_C03_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C03_M03,SW_C03_M03_ACT,a_A2_C03_M03_SW_C03_M03_ACT,1,False,a_A2_C03_M03_SW_C03_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C04_M01,SW_C04_M01_ACT,a_A2_C04_M01_SW_C04_M01_ACT,1,False,a_A2_C04_M01_SW_C04_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C04_M02,SW_C04_M02_ACT,a_A2_C04_M02_SW_C04_M02_ACT,1,False,a_A2_C04_M02_SW_C04_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C04_M03,SW_C04_M03_ACT,a_A2_C04_M03_SW_C04_M03_ACT,1,False,a_A2_C04_M03_SW_C04_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C05_M01,SW_C05_M01_ACT,a_A2_C05_M01_SW_C05_M01_ACT,1,False,a_A2_C05_M01_SW_C05_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C05_M02,SW_C05_M02_ACT,a_A2_C05_M02_SW_C05_M02_ACT,1,False,a_A2_C05_M02_SW_C05_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C05_M03,SW_C05_M03_ACT,a_A2_C05_M03_SW_C05_M03_ACT,1,False,a_A2_C05_M03_SW_C05_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C06_M01,SW_C06_M01_ACT,a_A2_C06_M01_SW_C06_M01_ACT,1,False,a_A2_C06_M01_SW_C06_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C06_M02,SW_C06_M02_ACT,a_A2_C06_M02_SW_C06_M02_ACT,1,False,a_A2_C06_M02_SW_C06_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C06_M03,SW_C06_M03_ACT,a_A2_C06_M03_SW_C06_M03_ACT,1,False,a_A2_C06_M03_SW_C06_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C07_M01,SW_C07_M01_ACT,a_A2_C07_M01_SW_C07_M01_ACT,1,False,a_A2_C07_M01_SW_C07_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C07_M02,SW_C07_M02_ACT,a_A2_C07_M02_SW_C07_M02_ACT,1,False,a_A2_C07_M02_SW_C07_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C07_M03,SW_C07_M03_ACT,a_A2_C07_M03_SW_C07_M03_ACT,1,False,a_A2_C07_M03_SW_C07_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C08_M01,SW_C08_M01_ACT,a_A2_C08_M01_SW_C08_M01_ACT,1,False,a_A2_C08_M01_SW_C08_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C08_M02,SW_C08_M02_ACT,a_A2_C08_M02_SW_C08_M02_ACT,1,False,a_A2_C08_M02_SW_C08_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A2_C08_M03,SW_C08_M03_ACT,a_A2_C08_M03_SW_C08_M03_ACT,1,False,a_A2_C08_M03_SW_C08_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C01_M01,SW_C01_M01_ACT,a_A3_C01_M01_SW_C01_M01_ACT,1,False,a_A3_C01_M01_SW_C01_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C01_M02,SW_C01_M02_ACT,a_A3_C01_M02_SW_C01_M02_ACT,1,False,a_A3_C01_M02_SW_C01_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C01_M03,SW_C01_M03_ACT,a_A3_C01_M03_SW_C01_M03_ACT,1,False,a_A3_C01_M03_SW_C01_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C02_M01,SW_C02_M01_ACT,a_A3_C02_M01_SW_C02_M01_ACT,1,False,a_A3_C02_M01_SW_C02_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C02_M02,SW_C02_M02_ACT,a_A3_C02_M02_SW_C02_M02_ACT,1,False,a_A3_C02_M02_SW_C02_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C02_M03,SW_C02_M03_ACT,a_A3_C02_M03_SW_C02_M03_ACT,1,False,a_A3_C02_M03_SW_C02_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C03_M01,SW_C03_M01_ACT,a_A3_C03_M01_SW_C03_M01_ACT,1,False,a_A3_C03_M01_SW_C03_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C03_M02,SW_C03_M02_ACT,a_A3_C03_M02_SW_C03_M02_ACT,1,False,a_A3_C03_M02_SW_C03_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C03_M03,SW_C03_M03_ACT,a_A3_C03_M03_SW_C03_M03_ACT,1,False,a_A3_C03_M03_SW_C03_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C04_M01,SW_C04_M01_ACT,a_A3_C04_M01_SW_C04_M01_ACT,1,False,a_A3_C04_M01_SW_C04_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C04_M02,SW_C04_M02_ACT,a_A3_C04_M02_SW_C04_M02_ACT,1,False,a_A3_C04_M02_SW_C04_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C04_M03,SW_C04_M03_ACT,a_A3_C04_M03_SW_C04_M03_ACT,1,False,a_A3_C04_M03_SW_C04_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C05_M01,SW_C05_M01_ACT,a_A3_C05_M01_SW_C05_M01_ACT,1,False,a_A3_C05_M01_SW_C05_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C05_M02,SW_C05_M02_ACT,a_A3_C05_M02_SW_C05_M02_ACT,1,False,a_A3_C05_M02_SW_C05_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C05_M03,SW_C05_M03_ACT,a_A3_C05_M03_SW_C05_M03_ACT,1,False,a_A3_C05_M03_SW_C05_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C06_M01,SW_C06_M01_ACT,a_A3_C06_M01_SW_C06_M01_ACT,1,False,a_A3_C06_M01_SW_C06_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C06_M02,SW_C06_M02_ACT,a_A3_C06_M02_SW_C06_M02_ACT,1,False,a_A3_C06_M02_SW_C06_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C06_M03,SW_C06_M03_ACT,a_A3_C06_M03_SW_C06_M03_ACT,1,False,a_A3_C06_M03_SW_C06_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C07_M01,SW_C07_M01_ACT,a_A3_C07_M01_SW_C07_M01_ACT,1,False,a_A3_C07_M01_SW_C07_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C07_M02,SW_C07_M02_ACT,a_A3_C07_M02_SW_C07_M02_ACT,1,False,a_A3_C07_M02_SW_C07_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C07_M03,SW_C07_M03_ACT,a_A3_C07_M03_SW_C07_M03_ACT,1,False,a_A3_C07_M03_SW_C07_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C08_M01,SW_C08_M01_ACT,a_A3_C08_M01_SW_C08_M01_ACT,1,False,a_A3_C08_M01_SW_C08_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C08_M02,SW_C08_M02_ACT,a_A3_C08_M02_SW_C08_M02_ACT,1,False,a_A3_C08_M02_SW_C08_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A3_C08_M03,SW_C08_M03_ACT,a_A3_C08_M03_SW_C08_M03_ACT,1,False,a_A3_C08_M03_SW_C08_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C01_M01,SW_C01_M01_ACT,a_A4_C01_M01_SW_C01_M01_ACT,1,False,a_A4_C01_M01_SW_C01_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C01_M02,SW_C01_M02_ACT,a_A4_C01_M02_SW_C01_M02_ACT,1,False,a_A4_C01_M02_SW_C01_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C01_M03,SW_C01_M03_ACT,a_A4_C01_M03_SW_C01_M03_ACT,1,False,a_A4_C01_M03_SW_C01_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C02_M01,SW_C02_M01_ACT,a_A4_C02_M01_SW_C02_M01_ACT,1,False,a_A4_C02_M01_SW_C02_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C02_M02,SW_C02_M02_ACT,a_A4_C02_M02_SW_C02_M02_ACT,1,False,a_A4_C02_M02_SW_C02_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C02_M03,SW_C02_M03_ACT,a_A4_C02_M03_SW_C02_M03_ACT,1,False,a_A4_C02_M03_SW_C02_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C03_M01,SW_C03_M01_ACT,a_A4_C03_M01_SW_C03_M01_ACT,1,False,a_A4_C03_M01_SW_C03_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C03_M02,SW_C03_M02_ACT,a_A4_C03_M02_SW_C03_M02_ACT,1,False,a_A4_C03_M02_SW_C03_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C03_M03,SW_C03_M03_ACT,a_A4_C03_M03_SW_C03_M03_ACT,1,False,a_A4_C03_M03_SW_C03_M03_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C04_M01,SW_C04_M01_ACT,a_A4_C04_M01_SW_C04_M01_ACT,1,False,a_A4_C04_M01_SW_C04_M01_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C04_M02,SW_C04_M02_ACT,a_A4_C04_M02_SW_C04_M02_ACT,1,False,a_A4_C04_M02_SW_C04_M02_ACT,True,False,M,M_ROR,ROR
False,0,,0.0,A4_C04_M03,SW_C04_M03_ACT,a_A4_C04_M03_SW_C04_M03_ACT,1,False,a_A4_C04_M03_SW_C04_M03_ACT,True,False,M,M_ROR,ROR
