fault_count,pearson_affected_flows_peak_rss,pearson_affected_flows_total_backend_ms,scenario,spearman_affected_flows_total_backend_ms
80,0.9010008396452269,0.8213521850004317,M_RING,0.7951156457151042
128,-0.07764606737565011,0.07567842884813283,M_REDSTAR,0.11613315344523636
110,0.8547284843149984,0.31230325674435344,M_ROR,0.32949298603957927
208,0.8690201158200588,0.856411897283024,L_RING,0.8596772669803693
318,-0.0035371261415853158,-0.048871397050471596,L_REDSTAR,-0.06945057120661617
255,0.8475325104804857,0.43842504175540137,L_ROR,0.43321681055057476
