P0_route_links_abandoned,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,scenario,total_P0_hops,total_PF_hops
l_SW_C15_CORE_A_SW_C15_M01_ACT;l_SW_C15_CORE_A_SW_C15_M01_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C15_CORE_A_SW_C15_M01_CTRL,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M01_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M02_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C15_CORE_A_SW_C15_M02_ACT,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M02_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M02_ACT;l_SW_C15_CORE_A_SW_C15_M02_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C15_CORE_A_SW_C15_M02_CTRL,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M02_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M03_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C15_CORE_A_SW_C15_M03_ACT,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M03_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M03_ACT;l_SW_C15_CORE_A_SW_C15_M03_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C15_CORE_A_SW_C15_M03_CTRL,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M03_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M04_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C15_CORE_A_SW_C15_M04_ACT,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M04_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CORE_A_SW_C15_M04_ACT;l_SW_C15_CORE_A_SW_C15_M04_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C15_CORE_A_SW_C15_M04_CTRL,0,0,0.0,l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_C15_M04_ACT;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C15_CC_SW_C15_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_A;l_SW_C15_CORE_B_SW_FACTORY_CORE_A,3,5,0.005387931034482759,2,0.002162162162162162,l_SW_C15_CORE_A_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C14_CORE_A_SW_FACTORY_CORE_B;l_SW_C14_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M01_CTRL;l_SW_C15_CORE_B_SW_C15_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M01_CTRL,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M01_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M01_CTRL;l_SW_C15_CORE_B_SW_C15_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M01_SENS,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M01_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M02_CTRL;l_SW_C15_CORE_B_SW_C15_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M02_CTRL,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M02_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M02_CTRL;l_SW_C15_CORE_B_SW_C15_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M02_SENS,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M02_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M03_CTRL;l_SW_C15_CORE_B_SW_C15_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M03_CTRL,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M03_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M03_CTRL;l_SW_C15_CORE_B_SW_C15_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M03_SENS,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M03_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M04_CTRL;l_SW_C15_CORE_B_SW_C15_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M04_CTRL,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M04_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_C15_M04_CTRL;l_SW_C15_CORE_B_SW_C15_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C15_CORE_B_SW_C15_M04_SENS,0,0,0.0,l_SW_C15_CORE_A_SW_C15_M04_SENS,L_REDSTAR,3776,3776
l_SW_C15_CORE_B_SW_FACTORY_CORE_A,1,3,0.003232758620689655,2,0.002157497303128371,l_SW_C15_CORE_B_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C14_CORE_A_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C16_CC_SW_C16_CORE_A;l_SW_C16_CORE_A_SW_FACTORY_CORE_A,12,12,0.01293103448275862,0,0.0,l_SW_C16_CC_SW_C16_CORE_A,0,0,0.0,l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_B_SW_FACTORY_CORE_A,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M01_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C16_CORE_A_SW_C16_M01_ACT,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M01_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M01_ACT;l_SW_C16_CORE_A_SW_C16_M01_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C16_CORE_A_SW_C16_M01_CTRL,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M01_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M02_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C16_CORE_A_SW_C16_M02_ACT,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M02_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M02_ACT;l_SW_C16_CORE_A_SW_C16_M02_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C16_CORE_A_SW_C16_M02_CTRL,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M02_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M03_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C16_CORE_A_SW_C16_M03_ACT,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M03_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M03_ACT;l_SW_C16_CORE_A_SW_C16_M03_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C16_CORE_A_SW_C16_M03_CTRL,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M03_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M04_ACT,4,6,0.00646551724137931,2,0.0021645021645021645,l_SW_C16_CORE_A_SW_C16_M04_ACT,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M04_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_C16_M04_ACT;l_SW_C16_CORE_A_SW_C16_M04_CTRL,6,8,0.008620689655172414,2,0.0021691973969631237,l_SW_C16_CORE_A_SW_C16_M04_CTRL,0,0,0.0,l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_B_SW_FACTORY_CORE_B;l_SW_C16_CC_SW_C16_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_B_SW_C16_M04_ACT,L_REDSTAR,3776,3776
l_SW_C16_CORE_A_SW_FACTORY_CORE_A,4,4,0.004310344827586207,0,0.0,l_SW_C16_CORE_A_SW_FACTORY_CORE_A,0,0,0.0,l_SW_C01_CORE_A_SW_FACTORY_CORE_B;l_SW_C01_CORE_B_SW_FACTORY_CORE_B;l_SW_C15_CORE_A_SW_FACTORY_CORE_B;l_SW_C16_CORE_A_SW_FACTORY_CORE_B,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M01_CTRL;l_SW_C16_CORE_B_SW_C16_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M01_CTRL,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M01_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M01_CTRL;l_SW_C16_CORE_B_SW_C16_M01_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M01_SENS,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M01_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M02_CTRL;l_SW_C16_CORE_B_SW_C16_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M02_CTRL,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M02_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M02_CTRL;l_SW_C16_CORE_B_SW_C16_M02_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M02_SENS,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M02_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M03_CTRL;l_SW_C16_CORE_B_SW_C16_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M03_CTRL,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M03_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M03_CTRL;l_SW_C16_CORE_B_SW_C16_M03_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M03_SENS,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M03_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M04_CTRL;l_SW_C16_CORE_B_SW_C16_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M04_CTRL,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M04_SENS,L_REDSTAR,3776,3776
l_SW_C16_CORE_B_SW_C16_M04_CTRL;l_SW_C16_CORE_B_SW_C16_M04_SENS,8,8,0.008620689655172414,0,0.0,l_SW_C16_CORE_B_SW_C16_M04_SENS,0,0,0.0,l_SW_C16_CORE_A_SW_C16_M04_SENS,L_REDSTAR,3776,3776
l_SW_BB_C01_A_SW_BB_C01_B,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C01_A_SW_BB_C01_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C01_A_SW_BB_C16_B;l_SW_BB_C16_A_SW_BB_C16_B,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C01_A_SW_BB_C16_B,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C01_A_SW_C01_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C01_A_SW_C01_CC,4,2,1.3333333333333333,l_SW_BB_C16_B_SW_C16_M01_ACT,L_ROR,3200,3204
l_SW_BB_C01_A_SW_BB_C01_B;l_SW_BB_C01_B_SW_BB_C02_A;l_SW_BB_C01_B_SW_C01_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C01_B_SW_BB_C02_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C01_B_SW_C01_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C01_B_SW_C01_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C01_B_SW_C01_M01_ACT;l_SW_BB_C02_A_SW_BB_C02_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C02_A_SW_BB_C02_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C02_A_SW_C02_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C02_A_SW_C02_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C02_A_SW_BB_C02_B;l_SW_BB_C02_B_SW_BB_C03_A;l_SW_BB_C02_B_SW_C02_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C02_B_SW_BB_C03_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C02_B_SW_C02_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C02_B_SW_C02_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C02_B_SW_C02_M01_ACT;l_SW_BB_C03_A_SW_BB_C03_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C03_A_SW_BB_C03_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C03_A_SW_C03_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C03_A_SW_C03_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C03_A_SW_BB_C03_B;l_SW_BB_C03_B_SW_BB_C04_A;l_SW_BB_C03_B_SW_C03_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C03_B_SW_BB_C04_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C03_B_SW_C03_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C03_B_SW_C03_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C03_B_SW_C03_M01_ACT;l_SW_BB_C04_A_SW_BB_C04_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C04_A_SW_BB_C04_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C04_A_SW_C04_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C04_A_SW_C04_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C04_A_SW_BB_C04_B;l_SW_BB_C04_B_SW_BB_C05_A;l_SW_BB_C04_B_SW_C04_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C04_B_SW_BB_C05_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C04_B_SW_C04_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C04_B_SW_C04_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C04_B_SW_C04_M01_ACT;l_SW_BB_C05_A_SW_BB_C05_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C05_A_SW_BB_C05_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C05_A_SW_C05_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C05_A_SW_C05_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C05_A_SW_BB_C05_B;l_SW_BB_C05_B_SW_BB_C06_A;l_SW_BB_C05_B_SW_C05_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C05_B_SW_BB_C06_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C05_B_SW_C05_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C05_B_SW_C05_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C05_B_SW_C05_M01_ACT;l_SW_BB_C06_A_SW_BB_C06_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C06_A_SW_BB_C06_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C06_A_SW_C06_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C06_A_SW_C06_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C06_A_SW_BB_C06_B;l_SW_BB_C06_B_SW_BB_C07_A;l_SW_BB_C06_B_SW_C06_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C06_B_SW_BB_C07_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C06_B_SW_C06_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C06_B_SW_C06_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C06_B_SW_C06_M01_ACT;l_SW_BB_C07_A_SW_BB_C07_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C07_A_SW_BB_C07_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C07_A_SW_C07_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C07_A_SW_C07_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C07_A_SW_BB_C07_B;l_SW_BB_C07_B_SW_BB_C08_A;l_SW_BB_C07_B_SW_C07_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C07_B_SW_BB_C08_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C07_B_SW_C07_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C07_B_SW_C07_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C07_B_SW_C07_M01_ACT;l_SW_BB_C08_A_SW_BB_C08_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C08_A_SW_BB_C08_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C08_A_SW_C08_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C08_A_SW_C08_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C08_A_SW_BB_C08_B;l_SW_BB_C08_B_SW_BB_C09_A;l_SW_BB_C08_B_SW_C08_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C08_B_SW_BB_C09_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C08_B_SW_C08_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C08_B_SW_C08_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C08_B_SW_C08_M01_ACT;l_SW_BB_C09_A_SW_BB_C09_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C09_A_SW_BB_C09_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C09_A_SW_C09_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C09_A_SW_C09_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C09_A_SW_BB_C09_B;l_SW_BB_C09_B_SW_BB_C10_A;l_SW_BB_C09_B_SW_C09_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C09_B_SW_BB_C10_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C09_B_SW_C09_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C09_B_SW_C09_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C09_B_SW_C09_M01_ACT;l_SW_BB_C10_A_SW_BB_C10_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C10_A_SW_BB_C10_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C10_A_SW_C10_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C10_A_SW_C10_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C10_A_SW_BB_C10_B;l_SW_BB_C10_B_SW_BB_C11_A;l_SW_BB_C10_B_SW_C10_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C10_B_SW_BB_C11_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C10_B_SW_C10_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C10_B_SW_C10_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C10_B_SW_C10_M01_ACT;l_SW_BB_C11_A_SW_BB_C11_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C11_A_SW_BB_C11_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C11_A_SW_C11_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C11_A_SW_C11_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C11_A_SW_BB_C11_B;l_SW_BB_C11_B_SW_BB_C12_A;l_SW_BB_C11_B_SW_C11_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C11_B_SW_BB_C12_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C11_B_SW_C11_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C11_B_SW_C11_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C11_B_SW_C11_M01_ACT;l_SW_BB_C12_A_SW_BB_C12_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C12_A_SW_BB_C12_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C12_A_SW_C12_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C12_A_SW_C12_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C12_A_SW_BB_C12_B;l_SW_BB_C12_B_SW_BB_C13_A;l_SW_BB_C12_B_SW_C12_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C12_B_SW_BB_C13_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C12_B_SW_C12_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C12_B_SW_C12_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C12_B_SW_C12_M01_ACT;l_SW_BB_C13_A_SW_BB_C13_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C13_A_SW_BB_C13_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C13_A_SW_C13_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C13_A_SW_C13_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C13_A_SW_BB_C13_B;l_SW_BB_C13_B_SW_BB_C14_A;l_SW_BB_C13_B_SW_C13_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C13_B_SW_BB_C14_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C13_B_SW_C13_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C13_B_SW_C13_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C13_B_SW_C13_M01_ACT;l_SW_BB_C14_A_SW_BB_C14_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C14_A_SW_BB_C14_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C14_A_SW_C14_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C14_A_SW_C14_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C14_A_SW_BB_C14_B;l_SW_BB_C14_B_SW_BB_C15_A;l_SW_BB_C14_B_SW_C14_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C14_B_SW_BB_C15_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C14_B_SW_C14_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C14_B_SW_C14_M01_ACT,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C14_B_SW_C14_M01_ACT;l_SW_BB_C15_A_SW_BB_C15_B,1,2,0.0021551724137931034,1,0.0010787486515641855,l_SW_BB_C15_A_SW_BB_C15_B,0,0,0.0,,L_ROR,3200,3200
l_SW_BB_C15_A_SW_C15_CC,3,3,0.003232758620689655,0,0.0,l_SW_BB_C15_A_SW_C15_CC,4,2,1.3333333333333333,,L_ROR,3200,3204
l_SW_BB_C15_A_SW_BB_C15_B;l_SW_BB_C15_B_SW_BB_C16_A;l_SW_BB_C15_B_SW_C15_M01_ACT,2,2,0.0021551724137931034,0,0.0,l_SW_BB_C15_B_SW_BB_C16_A,56,28,28.0,,L_ROR,3200,3256
l_SW_BB_C15_B_SW_C15_M01_ACT,1,1,0.0010775862068965517,0,0.0,l_SW_BB_C15_B_SW_C15_M01_ACT,0,0,0.0,,L_ROR,3200,3200
