P0_route_links_abandoned,changed_affected_flow_count,changed_route_flow_count,changed_route_flow_ratio,changed_unaffected_flow_count,changed_unaffected_flow_ratio,fault_id,hop_delta_total,max_hop_delta,mean_hop_delta_per_changed_flow,new_physical_links_used,scenario,total_P0_hops,total_PF_hops
l_SW_C08_CC_SW_C08_M01_ACT;l_SW_C08_M01_SENS_SW_C08_M02_ACT,3,3,0.008522727272727272,0,0.0,l_SW_C08_CC_SW_C08_M01_ACT,4,2,1.3333333333333333,l_SW_BB_C08_B_SW_C08_M01_ACT,M_ROR,1200,1204
l_SW_C08_CC_SW_C08_M03_SENS,3,3,0.008522727272727272,0,0.0,l_SW_C08_CC_SW_C08_M03_SENS,12,6,4.0,,M_ROR,1200,1212
l_SW_C08_M01_ACT_SW_C08_M01_CTRL,7,7,0.019886363636363636,0,0.0,l_SW_C08_M01_ACT_SW_C08_M01_CTRL,44,8,6.285714285714286,,M_ROR,1200,1244
l_SW_C08_M01_CTRL_SW_C08_M01_SENS,9,9,0.02556818181818182,0,0.0,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,64,8,7.111111111111111,,M_ROR,1200,1264
l_SW_C08_M01_SENS_SW_C08_M02_ACT,1,1,0.002840909090909091,0,0.0,l_SW_C08_M01_SENS_SW_C08_M02_ACT,0,0,0.0,,M_ROR,1200,1200
l_SW_C08_M02_ACT_SW_C08_M02_CTRL,5,5,0.014204545454545454,0,0.0,l_SW_C08_M02_ACT_SW_C08_M02_CTRL,32,8,6.4,,M_ROR,1200,1232
l_SW_C08_M02_CTRL_SW_C08_M02_SENS,9,9,0.02556818181818182,0,0.0,l_SW_C08_M02_CTRL_SW_C08_M02_SENS,64,8,7.111111111111111,,M_ROR,1200,1264
l_SW_C08_M02_SENS_SW_C08_M03_ACT,1,1,0.002840909090909091,0,0.0,l_SW_C08_M02_SENS_SW_C08_M03_ACT,0,0,0.0,,M_ROR,1200,1200
l_SW_C08_M03_ACT_SW_C08_M03_CTRL,5,5,0.014204545454545454,0,0.0,l_SW_C08_M03_ACT_SW_C08_M03_CTRL,32,8,6.4,,M_ROR,1200,1232
l_SW_C08_M03_CTRL_SW_C08_M03_SENS,11,11,0.03125,0,0.0,l_SW_C08_M03_CTRL_SW_C08_M03_SENS,76,8,6.909090909090909,,M_ROR,1200,1276
l_SW_C01_CC_SW_C01_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C01_CC_SW_C01_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C01_CC_SW_C16_M04_SENS,2,2,0.0021551724137931034,0,0.0,l_SW_C01_CC_SW_C16_M04_SENS,364,182,182.0,,L_RING,3872,4236
l_SW_C01_M01_ACT_SW_C01_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C01_M01_ACT_SW_C01_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C01_M01_CTRL_SW_C01_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C01_M01_CTRL_SW_C01_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C01_M01_SENS_SW_C01_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C01_M01_SENS_SW_C01_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C01_M02_ACT_SW_C01_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C01_M02_ACT_SW_C01_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C01_M02_CTRL_SW_C01_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C01_M02_CTRL_SW_C01_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C01_M02_SENS_SW_C01_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C01_M02_SENS_SW_C01_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C01_M03_ACT_SW_C01_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C01_M03_ACT_SW_C01_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C01_M03_CTRL_SW_C01_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C01_M03_CTRL_SW_C01_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C01_M03_SENS_SW_C01_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C01_M03_SENS_SW_C01_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C01_M04_ACT_SW_C01_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C01_M04_ACT_SW_C01_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C01_M04_CTRL_SW_C01_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C01_M04_CTRL_SW_C01_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C01_M04_SENS_SW_C02_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C01_M04_SENS_SW_C02_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C02_CC_SW_C02_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C02_CC_SW_C02_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C02_M01_ACT_SW_C02_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C02_M01_ACT_SW_C02_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C02_M01_CTRL_SW_C02_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C02_M01_CTRL_SW_C02_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C02_M01_SENS_SW_C02_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C02_M01_SENS_SW_C02_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C02_M02_ACT_SW_C02_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C02_M02_ACT_SW_C02_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C02_M02_CTRL_SW_C02_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C02_M02_CTRL_SW_C02_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C02_M02_SENS_SW_C02_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C02_M02_SENS_SW_C02_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C02_M03_ACT_SW_C02_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C02_M03_ACT_SW_C02_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C02_M03_CTRL_SW_C02_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C02_M03_CTRL_SW_C02_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C02_M03_SENS_SW_C02_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C02_M03_SENS_SW_C02_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C02_M04_ACT_SW_C02_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C02_M04_ACT_SW_C02_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C02_M04_CTRL_SW_C02_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C02_M04_CTRL_SW_C02_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C02_M04_SENS_SW_C03_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C02_M04_SENS_SW_C03_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C03_CC_SW_C03_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C03_CC_SW_C03_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C03_M01_ACT_SW_C03_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C03_M01_ACT_SW_C03_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C03_M01_CTRL_SW_C03_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C03_M01_CTRL_SW_C03_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C03_M01_SENS_SW_C03_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C03_M01_SENS_SW_C03_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C03_M02_ACT_SW_C03_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C03_M02_ACT_SW_C03_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C03_M02_CTRL_SW_C03_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C03_M02_CTRL_SW_C03_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C03_M02_SENS_SW_C03_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C03_M02_SENS_SW_C03_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C03_M03_ACT_SW_C03_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C03_M03_ACT_SW_C03_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C03_M03_CTRL_SW_C03_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C03_M03_CTRL_SW_C03_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C03_M03_SENS_SW_C03_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C03_M03_SENS_SW_C03_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C03_M04_ACT_SW_C03_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C03_M04_ACT_SW_C03_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C03_M04_CTRL_SW_C03_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C03_M04_CTRL_SW_C03_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C03_M04_SENS_SW_C04_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C03_M04_SENS_SW_C04_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C04_CC_SW_C04_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C04_CC_SW_C04_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C04_M01_ACT_SW_C04_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C04_M01_ACT_SW_C04_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C04_M01_CTRL_SW_C04_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C04_M01_CTRL_SW_C04_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C04_M01_SENS_SW_C04_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C04_M01_SENS_SW_C04_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C04_M02_ACT_SW_C04_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C04_M02_ACT_SW_C04_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C04_M02_CTRL_SW_C04_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C04_M02_CTRL_SW_C04_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C04_M02_SENS_SW_C04_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C04_M02_SENS_SW_C04_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C04_M03_ACT_SW_C04_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C04_M03_ACT_SW_C04_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C04_M03_CTRL_SW_C04_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C04_M03_CTRL_SW_C04_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C04_M03_SENS_SW_C04_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C04_M03_SENS_SW_C04_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C04_M04_ACT_SW_C04_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C04_M04_ACT_SW_C04_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C04_M04_CTRL_SW_C04_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C04_M04_CTRL_SW_C04_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C04_M04_SENS_SW_C05_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C04_M04_SENS_SW_C05_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C05_CC_SW_C05_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C05_CC_SW_C05_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C05_M01_ACT_SW_C05_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C05_M01_ACT_SW_C05_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C05_M01_CTRL_SW_C05_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C05_M01_CTRL_SW_C05_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C05_M01_SENS_SW_C05_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C05_M01_SENS_SW_C05_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C05_M02_ACT_SW_C05_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C05_M02_ACT_SW_C05_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C05_M02_CTRL_SW_C05_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C05_M02_CTRL_SW_C05_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C05_M02_SENS_SW_C05_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C05_M02_SENS_SW_C05_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C05_M03_ACT_SW_C05_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C05_M03_ACT_SW_C05_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C05_M03_CTRL_SW_C05_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C05_M03_CTRL_SW_C05_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C05_M03_SENS_SW_C05_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C05_M03_SENS_SW_C05_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C05_M04_ACT_SW_C05_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C05_M04_ACT_SW_C05_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C05_M04_CTRL_SW_C05_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C05_M04_CTRL_SW_C05_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C05_M04_SENS_SW_C06_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C05_M04_SENS_SW_C06_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C06_CC_SW_C06_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C06_CC_SW_C06_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C06_M01_ACT_SW_C06_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C06_M01_ACT_SW_C06_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C06_M01_CTRL_SW_C06_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C06_M01_CTRL_SW_C06_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C06_M01_SENS_SW_C06_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C06_M01_SENS_SW_C06_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C06_M02_ACT_SW_C06_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C06_M02_ACT_SW_C06_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C06_M02_CTRL_SW_C06_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C06_M02_CTRL_SW_C06_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C06_M02_SENS_SW_C06_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C06_M02_SENS_SW_C06_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C06_M03_ACT_SW_C06_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C06_M03_ACT_SW_C06_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C06_M03_CTRL_SW_C06_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C06_M03_CTRL_SW_C06_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C06_M03_SENS_SW_C06_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C06_M03_SENS_SW_C06_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C06_M04_ACT_SW_C06_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C06_M04_ACT_SW_C06_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C06_M04_CTRL_SW_C06_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C06_M04_CTRL_SW_C06_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C06_M04_SENS_SW_C07_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C06_M04_SENS_SW_C07_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C07_CC_SW_C07_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C07_CC_SW_C07_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C07_M01_ACT_SW_C07_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C07_M01_ACT_SW_C07_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C07_M01_CTRL_SW_C07_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C07_M01_CTRL_SW_C07_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C07_M01_SENS_SW_C07_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C07_M01_SENS_SW_C07_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C07_M02_ACT_SW_C07_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C07_M02_ACT_SW_C07_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C07_M02_CTRL_SW_C07_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C07_M02_CTRL_SW_C07_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C07_M02_SENS_SW_C07_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C07_M02_SENS_SW_C07_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C07_M03_ACT_SW_C07_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C07_M03_ACT_SW_C07_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C07_M03_CTRL_SW_C07_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C07_M03_CTRL_SW_C07_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C07_M03_SENS_SW_C07_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C07_M03_SENS_SW_C07_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C07_M04_ACT_SW_C07_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C07_M04_ACT_SW_C07_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C07_M04_CTRL_SW_C07_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C07_M04_CTRL_SW_C07_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C07_M04_SENS_SW_C08_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C07_M04_SENS_SW_C08_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C08_CC_SW_C08_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C08_CC_SW_C08_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C08_M01_ACT_SW_C08_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C08_M01_ACT_SW_C08_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C08_M01_CTRL_SW_C08_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C08_M01_CTRL_SW_C08_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C08_M01_SENS_SW_C08_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C08_M01_SENS_SW_C08_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C08_M02_ACT_SW_C08_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C08_M02_ACT_SW_C08_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C08_M02_CTRL_SW_C08_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C08_M02_CTRL_SW_C08_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C08_M02_SENS_SW_C08_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C08_M02_SENS_SW_C08_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C08_M03_ACT_SW_C08_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C08_M03_ACT_SW_C08_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C08_M03_CTRL_SW_C08_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C08_M03_CTRL_SW_C08_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C08_M03_SENS_SW_C08_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C08_M03_SENS_SW_C08_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C08_M04_ACT_SW_C08_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C08_M04_ACT_SW_C08_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C08_M04_CTRL_SW_C08_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C08_M04_CTRL_SW_C08_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C08_M04_SENS_SW_C09_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C08_M04_SENS_SW_C09_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C09_CC_SW_C09_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C09_CC_SW_C09_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C09_M01_ACT_SW_C09_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C09_M01_ACT_SW_C09_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C09_M01_CTRL_SW_C09_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C09_M01_CTRL_SW_C09_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C09_M01_SENS_SW_C09_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C09_M01_SENS_SW_C09_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C09_M02_ACT_SW_C09_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C09_M02_ACT_SW_C09_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C09_M02_CTRL_SW_C09_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C09_M02_CTRL_SW_C09_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C09_M02_SENS_SW_C09_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C09_M02_SENS_SW_C09_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C09_M03_ACT_SW_C09_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C09_M03_ACT_SW_C09_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C09_M03_CTRL_SW_C09_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C09_M03_CTRL_SW_C09_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C09_M03_SENS_SW_C09_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C09_M03_SENS_SW_C09_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C09_M04_ACT_SW_C09_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C09_M04_ACT_SW_C09_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C09_M04_CTRL_SW_C09_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C09_M04_CTRL_SW_C09_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C09_M04_SENS_SW_C10_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C09_M04_SENS_SW_C10_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C10_CC_SW_C10_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C10_CC_SW_C10_M01_ACT,1924,204,192.4,,L_RING,3872,5796
l_SW_C10_M01_ACT_SW_C10_M01_CTRL,14,14,0.015086206896551725,0,0.0,l_SW_C10_M01_ACT_SW_C10_M01_CTRL,2748,206,196.28571428571428,,L_RING,3872,6620
l_SW_C10_M01_CTRL_SW_C10_M01_SENS,16,16,0.017241379310344827,0,0.0,l_SW_C10_M01_CTRL_SW_C10_M01_SENS,3164,206,197.75,,L_RING,3872,7036
l_SW_C10_M01_SENS_SW_C10_M02_ACT,8,8,0.008620689655172414,0,0.0,l_SW_C10_M01_SENS_SW_C10_M02_ACT,1516,198,189.5,,L_RING,3872,5388
l_SW_C10_M02_ACT_SW_C10_M02_CTRL,12,12,0.01293103448275862,0,0.0,l_SW_C10_M02_ACT_SW_C10_M02_CTRL,2340,206,195.0,,L_RING,3872,6212
l_SW_C10_M02_CTRL_SW_C10_M02_SENS,14,14,0.015086206896551725,0,0.0,l_SW_C10_M02_CTRL_SW_C10_M02_SENS,2768,206,197.71428571428572,,L_RING,3872,6640
l_SW_C10_M02_SENS_SW_C10_M03_ACT,6,6,0.00646551724137931,0,0.0,l_SW_C10_M02_SENS_SW_C10_M03_ACT,1120,192,186.66666666666666,,L_RING,3872,4992
l_SW_C10_M03_ACT_SW_C10_M03_CTRL,10,10,0.010775862068965518,0,0.0,l_SW_C10_M03_ACT_SW_C10_M03_CTRL,1944,206,194.4,,L_RING,3872,5816
l_SW_C10_M03_CTRL_SW_C10_M03_SENS,12,12,0.01293103448275862,0,0.0,l_SW_C10_M03_CTRL_SW_C10_M03_SENS,2384,206,198.66666666666666,,L_RING,3872,6256
l_SW_C10_M03_SENS_SW_C10_M04_ACT,4,4,0.004310344827586207,0,0.0,l_SW_C10_M03_SENS_SW_C10_M04_ACT,736,186,184.0,,L_RING,3872,4608
l_SW_C10_M04_ACT_SW_C10_M04_CTRL,8,8,0.008620689655172414,0,0.0,l_SW_C10_M04_ACT_SW_C10_M04_CTRL,1560,206,195.0,,L_RING,3872,5432
l_SW_C10_M04_CTRL_SW_C10_M04_SENS,10,10,0.010775862068965518,0,0.0,l_SW_C10_M04_CTRL_SW_C10_M04_SENS,2012,206,201.2,,L_RING,3872,5884
l_SW_C10_M04_SENS_SW_C11_CC,2,2,0.0021551724137931034,0,0.0,l_SW_C10_M04_SENS_SW_C11_CC,364,182,182.0,,L_RING,3872,4236
l_SW_C11_CC_SW_C11_M01_ACT,10,10,0.010775862068965518,0,0.0,l_SW_C11_CC_SW_C11_M01_ACT,1924,204,192.4,,L_RING,3872,5796
