affected_flow_count,affected_flow_ids,affected_flow_ratio,algorithm_used,all_flows_scheduled,candidate_rank,candidate_route_generation_ms,canonical_gzip_bytes,canonical_profile_bytes,celf_fallback_used,celf_wall_ms,conversion_ms,diagnostic,fault_id,h2s_wall_ms,heuristic_not_found,hnf_signature,input_semantics_pass,p0_reference_ms,peak_rss_bytes,pf_to_p0_ratio,primary_h2s_success,profile_normalization_ms,profile_ref,profile_sha256,project_static_checker_pass,repeat,requested_flow_count,route_hash,scale,scenario,schedule_hash,scheduled_flow_count,scheduled_flow_ratio,scheduling_ms,semantic_gzip_bytes,semantic_payload_bytes,semantic_profile_hash,semantic_valid,status,structural_no_route,topology,total_backend_ms,upstream_verifier_pass,verification_ms
4,IC_NEXT_CC_C07;IC_NEXT_CC_C08;IC_PREV_CC_C01;IC_PREV_CC_C08,0.011363636363636364,H2S,True,31,75.55425699999999,93241,2109450,False,0.0,10.254899,,l_SW_BB_C08_A_SW_C08_CC,152.257317,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19128320,1.7083651850432655,True,78.201013,profiles/M_ROR/l_SW_BB_C08_A_SW_C08_CC.json,05142be79042a97e62326e1fa216ed65530bec6a5d19de9cfba2f7a34048179f,True,1,352,d52ac44af196db4635ae286c035f0bf958d5bc19fb3e3c89463e4accc098dd87,M,M_ROR,288bf5616a127a5c1781a2e34c2dc552c510b78707a006d9680ecb844c1385a6,352,1.0,76.70306000000001,92929,2109064,8ee8aca70acfca0e614000c8693b71864e24a90d73197dd3d3305d9d9f2c2417,True,SUCCESS_H2S,False,ROR,431.050764,True,149.238571
3,COORD_CC_C01_PLC_C01_M01;IC_PREV_CC_C02;STAT_PLC_C01_M01,0.008522727272727272,H2S,True,32,70.074965,93370,2111214,False,0.0,8.814274,,l_SW_C01_CC_SW_C01_M01_ACT,152.317519,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19283968,1.5009529177133332,True,34.993394,profiles/M_ROR/l_SW_C01_CC_SW_C01_M01_ACT.json,28bb17d829ea72d1e2cb6272ae0c77b56210fb751a494c1a933778ecc99adde8,True,1,352,9b97ea0dd74efbd7a961ff9e913f2185ca768ed31af1b7c22bc5e16815761e27,M,M_ROR,b0a974adce7380aabb9e47d891983be2eea0a792292f283f5adec807071be188,352,1.0,82.242554,93063,2110824,aeef23400cf861c630bd5cdc2df4502f0621bda8c07d219cb1397659a980fcbe,True,SUCCESS_H2S,False,ROR,378.716979,True,146.742177
4,COORD_CC_C01_PLC_C01_M02;COORD_CC_C01_PLC_C01_M03;STAT_PLC_C01_M02;STAT_PLC_C01_M03,0.011363636363636364,H2S,True,33,64.39471200000001,93583,2118335,False,0.0,5.818513,,l_SW_C01_CC_SW_C01_M03_SENS,146.979445,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19447808,1.5230343298873046,True,41.175528,profiles/M_ROR/l_SW_C01_CC_SW_C01_M03_SENS.json,c600f24ed912fff7f782915b4e845215ce5b187828907492bcd4d57f0b2e09a5,True,1,352,c62a66276128f83e70e98483d04dc877b4124e1b3efa984bbf1ea9a5c5f94422,M,M_ROR,baf5f18bcd96434fbfe12f1b1716c09aa890d415a32a28ec715a1d3310ea2d7d,352,1.0,82.58473299999999,93277,2117913,0501fe244ad8786634ebc3c9e9cc69078771cc0e8a098cf5b78accce28c04139,True,SUCCESS_H2S,False,ROR,384.28851,True,149.805903
6,CMD_PLC_C01_M01_A1_C01_M01;CMD_PLC_C01_M01_A2_C01_M01;CMD_PLC_C01_M01_A3_C01_M01;CMD_PLC_C01_M01_A4_C01_M01;COORD_CC_C01_PLC_C01_M01;STAT_PLC_C01_M01,0.017045454545454544,H2S,True,34,72.747394,98975,2252270,False,0.0,7.270179,,l_SW_C01_M01_ACT_SW_C01_M01_CTRL,158.99918,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19898368,1.5903752512893528,True,39.761948,profiles/M_ROR/l_SW_C01_M01_ACT_SW_C01_M01_CTRL.json,084af180ee67039ab2b409b1027276efbbed1d01366db26d806eb394189c7344,True,1,352,ba6dcde445763f8214440bbcbbf40a8bac7382c160ea089a4a3ecc3706fe9a59,M,M_ROR,17b46bb1ce94457f6829fde5502fcfbec845c26479fb4e0a74c8b9e72be130ee,352,1.0,86.251786,98694,2251763,e435c28dc7c826352d4842b969a2ba324218d002353180c4ef382b1add7dadab,True,SUCCESS_H2S,False,ROR,401.279816,True,156.837619
8,SC_S1_C01_M01;SC_S2_C01_M01;SC_S3_C01_M01;SC_S4_C01_M01;SF_S1_C01_M01;SF_S2_C01_M01;SF_S3_C01_M01;SF_S4_C01_M01,0.022727272727272728,H2S,True,35,71.73897,101060,2267641,False,0.0,8.111303,,l_SW_C01_M01_CTRL_SW_C01_M01_SENS,153.775687,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20254720,1.6058134393064007,True,42.461833,profiles/M_ROR/l_SW_C01_M01_CTRL_SW_C01_M01_SENS.json,9dab69bf52b0ee08ab49b5dfb709038650925156b4190f61f1cfb709b2445af7,True,1,352,13d04b7612ae5f13d3172d049f3f6052aaf7cf78904bf73006a426d50d1f183f,M,M_ROR,af5c25a1fdb94de824c0de3023cfebd8e13ab0b7dabaf1621e21afab4132819b,352,1.0,82.03671700000001,100766,2267165,ef7b1149ffd350c51b39985ed062d5ec7d0e53eb4dbad8a0df9118f465bd865f,True,SUCCESS_H2S,False,ROR,405.175144,True,157.461951
4,CMD_PLC_C01_M02_A1_C01_M02;CMD_PLC_C01_M02_A2_C01_M02;CMD_PLC_C01_M02_A3_C01_M02;CMD_PLC_C01_M02_A4_C01_M02,0.011363636363636364,H2S,True,36,69.394284,98427,2241709,False,0.0,9.682149,,l_SW_C01_M02_ACT_SW_C01_M02_CTRL,154.152372,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19869696,1.6068703687502788,True,40.381761,profiles/M_ROR/l_SW_C01_M02_ACT_SW_C01_M02_CTRL.json,442ae2e7ea5b2fac6448fc81296fa7f809c3e8ef93f40b070cea32df21a0131e,True,1,352,7f87c7533eab8b2336cb31109f3210422fe337683de3fed2327001d6bbf2a56d,M,M_ROR,4bed56e63eaa4862c4a95293689618679b53f442908f819b0a0266fc3289e2d4,352,1.0,84.75808800000001,98163,2241248,475c985f4bca8d13e93730b632b0364be0e488075d687b46dbc9bca57731122b,True,SUCCESS_H2S,False,ROR,405.441826,True,158.259139
10,COORD_CC_C01_PLC_C01_M02;SC_S1_C01_M02;SC_S2_C01_M02;SC_S3_C01_M02;SC_S4_C01_M02;SF_S1_C01_M02;SF_S2_C01_M02;SF_S3_C01_M02;SF_S4_C01_M02;STAT_PLC_C01_M02,0.028409090909090908,H2S,True,37,75.402081,100823,2267574,False,0.0,6.830482,,l_SW_C01_M02_CTRL_SW_C01_M02_SENS,162.573582,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20254720,1.646518935766748,True,54.182218,profiles/M_ROR/l_SW_C01_M02_CTRL_SW_C01_M02_SENS.json,c52aebffbb68315045faac191a27af87a9ab1c3bf5ec8ea8f23f2b74ba1efba1,True,1,352,eea447d9372716a7cd4206e0c9d3176f323b38ef10255f34fb88e70e3f7e06de,M,M_ROR,c012b04bdf91d73193f9817a185c8db8c0742b1069c4026c54831e0d5ac2b522,352,1.0,87.17150099999999,100511,2267052,540c6c975183037e912917e1f6c10620a7a964df2e751df11d89832adf8dfd34,True,SUCCESS_H2S,False,ROR,415.445861,True,151.696254
2,COORD_CC_C01_PLC_C01_M02;STAT_PLC_C01_M02,0.005681818181818182,H2S,True,38,72.329426,93076,2108225,False,0.0,5.213456,,l_SW_C01_M02_SENS_SW_C01_M03_ACT,152.425498,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19423232,1.575526110348805,True,45.064489,profiles/M_ROR/l_SW_C01_M02_SENS_SW_C01_M03_ACT.json,fda918a79acfa6fabb6dc784aa5e46bf6b10104e79a939404b0b7924c13e4a5f,True,1,352,59b7d3970a06fb86973dec9340f3e60c2f0b83446b36c6161ee36f611ec81825,M,M_ROR,13ed08df0429dc7574199f1bdbb1adbebe11671a1e2f5837839e8cca3d7944da,352,1.0,80.096072,92775,2107834,d8d4c90941d050bc9d1cea438e7b7cf2e70d4154c52d983f85e2a776bc18bfc6,True,SUCCESS_H2S,False,ROR,397.533115,True,148.940313
6,CMD_PLC_C01_M03_A1_C01_M03;CMD_PLC_C01_M03_A2_C01_M03;CMD_PLC_C01_M03_A3_C01_M03;CMD_PLC_C01_M03_A4_C01_M03;COORD_CC_C01_PLC_C01_M02;STAT_PLC_C01_M02,0.017045454545454544,H2S,True,39,66.171171,98526,2241975,False,0.0,8.668994,,l_SW_C01_M03_ACT_SW_C01_M03_CTRL,143.197086,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20041728,1.5773842638241613,True,46.966283,profiles/M_ROR/l_SW_C01_M03_ACT_SW_C01_M03_CTRL.json,d2fbb73249dbc5e03be5a9ad0377835c690ad043936fd4830268228dad6bc1bb,True,1,352,c28b95bf97af64b9fd3f70c69b1d21376526e1fb86b3300708aa6efc4ac808ad,M,M_ROR,27c39f6be2829526a5e4daa9dbe45da7618cb825b47a616005d06f77c75c9e91,352,1.0,77.02591500000001,98247,2241468,512e43e2d0a37d8b2b669f1e70355f23eab33f10ee46a57ea9100283f815e825,True,SUCCESS_H2S,False,ROR,398.00196,True,154.45286
12,COORD_CC_C01_PLC_C01_M02;COORD_CC_C01_PLC_C01_M03;SC_S1_C01_M03;SC_S2_C01_M03;SC_S3_C01_M03;SC_S4_C01_M03;SF_S1_C01_M03;SF_S2_C01_M03;SF_S3_C01_M03;SF_S4_C01_M03;STAT_PLC_C01_M02;STAT_PLC_C01_M03,0.03409090909090909,H2S,True,40,72.862528,101465,2277131,False,0.0,6.991332,,l_SW_C01_M03_CTRL_SW_C01_M03_SENS,153.766363,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20025344,1.675993939608532,True,44.39516,profiles/M_ROR/l_SW_C01_M03_CTRL_SW_C01_M03_SENS.json,deb7006c367913b3c8bc9b77570c9a5a22d3588a7526f915830bbf225a7a1aba,True,1,352,58b028c3763bb97930f022d5a5423205fc893c0bb3ae3d7fadae797df1ced9c0,M,M_ROR,a304cf9dafaf09092a57ba44ef59d7fc21aaaea7e7e24930db4fcc22d2f74f37,352,1.0,80.90383500000002,101145,2276563,cfeb1da20dd8237ee8410940447c727b1a34385c1d2fca6cb360f3971c0cc97b,True,SUCCESS_H2S,False,ROR,422.882926,True,166.132491
4,COORD_CC_C02_PLC_C02_M01;COORD_CC_C02_PLC_C02_M02;IC_PREV_CC_C03;STAT_PLC_C02_M01,0.011363636363636364,H2S,True,41,74.75867699999999,93369,2110478,False,0.0,5.493811,,l_SW_C02_CC_SW_C02_M01_ACT,148.893383,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19288064,1.6328786359310972,True,39.271513,profiles/M_ROR/l_SW_C02_CC_SW_C02_M01_ACT.json,be4d6f8565ad6291155fb3e22a9ac6e6e4a0bafae34c955a541ae8023d83da17,True,1,352,9d9f2d5ef96a1f7696a43e133c0c68578eb61c3df43a8a7799c3bfd3da4f1027,M,M_ROR,9befec6fbc0c390fffd796fce823de6fbf6d210bcb8cc62cc158f68c902a7297,352,1.0,74.13470600000001,93054,2110061,59952dd6923ed386a0108bce80d431ba054bd14e43b16237df8629f7f9d5141b,True,SUCCESS_H2S,False,ROR,412.004172,True,171.785344
3,COORD_CC_C02_PLC_C02_M03;STAT_PLC_C02_M02;STAT_PLC_C02_M03,0.008522727272727272,H2S,True,42,63.678518000000004,93591,2117503,False,0.0,5.587415,,l_SW_C02_CC_SW_C02_M03_SENS,144.078982,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19288064,1.531857230749739,True,41.376789,profiles/M_ROR/l_SW_C02_CC_SW_C02_M03_SENS.json,3b0d520a63423208fc5aaf8d6460b04bae9735ecd42452a846edcce525fc1efa,True,1,352,f9538f4550332c042482ac30977bdd52ea446eb5234e725ee697689b539e4b6a,M,M_ROR,a5a4d9d8251ea0aed8abd8b892cfcf3133e8331a93d58ff386c6dca88ba81a32,352,1.0,80.400464,93284,2117108,f5e1d1ddc6375d345bd08c4628746f50608d02ec9eac214f64d2bc036c45717d,True,SUCCESS_H2S,False,ROR,386.514684,True,154.570227
7,CMD_PLC_C02_M01_A1_C02_M01;CMD_PLC_C02_M01_A2_C02_M01;CMD_PLC_C02_M01_A3_C02_M01;CMD_PLC_C02_M01_A4_C02_M01;COORD_CC_C02_PLC_C02_M01;COORD_CC_C02_PLC_C02_M02;STAT_PLC_C02_M01,0.019886363636363636,H2S,True,43,65.132436,99062,2251050,False,0.0,9.073201,,l_SW_C02_M01_ACT_SW_C02_M01_CTRL,148.729367,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19910656,1.7476245562073027,True,44.433867,profiles/M_ROR/l_SW_C02_M01_ACT_SW_C02_M01_CTRL.json,dcd68ae9c41d692992eb8c9a1ab5a378afc591b9bd531316a822d15942326f1e,True,1,352,0dc337925353870555a7394ffd950aea2f00c38d569060b8c29ee3f80f64653a,M,M_ROR,d3958c987d6dcb6fe7a91bbd3381c74875089e945671eb3da09bda2b6419c2bf,352,1.0,83.596931,98738,2250516,a31e8fdb86f205dedcad49206a4c6e8cd9dbb8008c69ff6d794877226719eacb,True,SUCCESS_H2S,False,ROR,440.956598,True,189.029978
9,COORD_CC_C02_PLC_C02_M02;SC_S1_C02_M01;SC_S2_C02_M01;SC_S3_C02_M01;SC_S4_C02_M01;SF_S1_C02_M01;SF_S2_C02_M01;SF_S3_C02_M01;SF_S4_C02_M01,0.02556818181818182,H2S,True,44,65.72756000000001,101051,2266825,False,0.0,6.962204,,l_SW_C02_M01_CTRL_SW_C02_M01_SENS,145.647022,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20094976,1.6936010401236468,True,51.96518,profiles/M_ROR/l_SW_C02_M01_CTRL_SW_C02_M01_SENS.json,0adbe0218a7755ab05469ec314f980da45232d775df5bbca983baa8dad7d247a,True,1,352,8d156650634fc6ca7f94bcd76e20c2dc102b9e5fe85f8f7600802f806192f992,M,M_ROR,3931e40a539d3c43b6f99e1e32df1def0ba7394ec75362728678c313a5367291,352,1.0,79.91946199999998,100734,2266322,60532e41f334eacceb1494524850aed6462504e396ae64ba0ffc8779bf5368a8,True,SUCCESS_H2S,False,ROR,427.325509,True,175.37788
1,COORD_CC_C02_PLC_C02_M02,0.002840909090909091,H2S,True,45,73.017631,93122,2107521,False,0.0,9.634138,,l_SW_C02_M01_SENS_SW_C02_M02_ACT,149.071294,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19263488,1.7858593737782023,True,81.561086,profiles/M_ROR/l_SW_C02_M01_SENS_SW_C02_M02_ACT.json,a909e2cb31fe6b407428de0fff0b84fb76a735bbb403c8b7e528b69c14070eed,True,1,352,c4b49aefba6d0158cbd373847632d588f88be2d71400e8fd548691ffd7145d47,M,M_ROR,7a8d5d72b1a533019a1f00fcbee19cb45adec6e9b6519b510165d1b68b69e85c,352,1.0,76.053663,92822,2107149,1f627e62dd67b1e08b21c7b3335baaa97c3dafa6f311c3742544707e09815f8a,True,SUCCESS_H2S,False,ROR,450.603919,True,165.247564
5,CMD_PLC_C02_M02_A1_C02_M02;CMD_PLC_C02_M02_A2_C02_M02;CMD_PLC_C02_M02_A3_C02_M02;CMD_PLC_C02_M02_A4_C02_M02;COORD_CC_C02_PLC_C02_M02,0.014204545454545454,H2S,True,46,67.37391199999999,98622,2240539,False,0.0,6.604496,,l_SW_C02_M02_ACT_SW_C02_M02_CTRL,151.237786,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20045824,1.6743048904053475,True,48.541468,profiles/M_ROR/l_SW_C02_M02_ACT_SW_C02_M02_CTRL.json,7561a99ba3e97390ea604d3c1e5df6bae58ef4867246d27baf9768db05a360b7,True,1,352,062dad901dd68f8574d29e882ac0a27714f5e3c0fef9c4d27338b057310f4986,M,M_ROR,ecc0b0b0bdbb63f64965798f248669c917e440d3eeb2fb0eda004f826dbaf43e,352,1.0,83.86387400000001,98307,2240051,c525c594f2430c94ad4bd9b36e8e09fbe7d2907f46803c6a85621494fce62209,True,SUCCESS_H2S,False,ROR,422.456749,True,172.894632
9,SC_S1_C02_M02;SC_S2_C02_M02;SC_S3_C02_M02;SC_S4_C02_M02;SF_S1_C02_M02;SF_S2_C02_M02;SF_S3_C02_M02;SF_S4_C02_M02;STAT_PLC_C02_M02,0.02556818181818182,H2S,True,47,74.471859,100835,2266643,False,0.0,11.51173,,l_SW_C02_M02_CTRL_SW_C02_M02_SENS,160.646918,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20094976,1.7387955202222165,True,42.082567,profiles/M_ROR/l_SW_C02_M02_CTRL_SW_C02_M02_SENS.json,32dfa054d2bdaf7069be83acee1cc81624fa5fa59a7ca2120ab4b2f740a3cd51,True,1,352,5e2e2415f389a8dcfb7ca17e9908f5d2f048ca35881900dca911317b971e7067,M,M_ROR,3c520bdd81557cfcb0c53296d5a891eb7c04c3fb0584dd2edd0f9a44952dee37,352,1.0,86.175059,100522,2266148,b943d6559b1fea4e6e4bc3fa7b9ead63ad67b122f9fa22d1e73d2191e366079b,True,SUCCESS_H2S,False,ROR,438.728876,True,175.956981
1,STAT_PLC_C02_M02,0.002840909090909091,H2S,True,48,69.930933,93081,2107463,False,0.0,8.131243,,l_SW_C02_M02_SENS_SW_C02_M03_ACT,147.08065,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19537920,1.5558622535603865,True,40.412683,profiles/M_ROR/l_SW_C02_M02_SENS_SW_C02_M03_ACT.json,feead6ba99578a4e669b3d9149011c2790f387cc17c44337f969172569273c27,True,1,352,381735c0ab2259bd402e00a629a3dd13a5d2eee6e9fba8d523650784d075adbf,M,M_ROR,0ad695616e4b5880261476baa52a79803f1360a7910d80358a670826eef46df9,352,1.0,77.149717,92787,2107099,dc8562e4642c7ee9703841fde52e4993cdb7ea59cd8e37d7b96dd3485be69e6c,True,SUCCESS_H2S,False,ROR,392.571576,True,153.865887
5,CMD_PLC_C02_M03_A1_C02_M03;CMD_PLC_C02_M03_A2_C02_M03;CMD_PLC_C02_M03_A3_C02_M03;CMD_PLC_C02_M03_A4_C02_M03;STAT_PLC_C02_M02,0.014204545454545454,H2S,True,49,72.81523299999999,98635,2241484,False,0.0,9.775402,,l_SW_C02_M03_ACT_SW_C02_M03_CTRL,162.313142,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19881984,1.7065728216428613,True,43.225361,profiles/M_ROR/l_SW_C02_M03_ACT_SW_C02_M03_CTRL.json,ba5031a5d473af9c606e65c15057b55507291702e1538c6ce8ebf9b04a4691d5,True,1,352,327dc689d8bf8c48be8ba3d615b081e8fca798d34ae0bbcc387413f30fca7903,M,M_ROR,73fed76fe95b789ff4123a0c9ac557ae73128902f19d22ff810f8a0eb0eee1b0,352,1.0,89.497909,98333,2241004,9df524bdd22cd51ad706e2ad9610c916a1e010f4dc7c7074698a12ee63d1fde9,True,SUCCESS_H2S,False,ROR,430.598519,True,172.617788
11,COORD_CC_C02_PLC_C02_M03;SC_S1_C02_M03;SC_S2_C02_M03;SC_S3_C02_M03;SC_S4_C02_M03;SF_S1_C02_M03;SF_S2_C02_M03;SF_S3_C02_M03;SF_S4_C02_M03;STAT_PLC_C02_M02;STAT_PLC_C02_M03,0.03125,H2S,True,50,68.601206,101236,2276511,False,0.0,8.493074,,l_SW_C02_M03_CTRL_SW_C02_M03_SENS,145.123768,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20176896,1.7226539887448402,True,47.368654,profiles/M_ROR/l_SW_C02_M03_CTRL_SW_C02_M03_SENS.json,4a47d4f984ef95aab623319f44bd69638b5138b0662d81dbacaf1839d36acfd3,True,1,352,db345699dd2f3fa2e29bc7ad5c1dab15bf08cd3fbba6f2fff9f755bf84dcb0bc,M,M_ROR,c3adb7db3ed9ccff5a9899f087c5127cababdf9b70fff125b9b7553111804397,352,1.0,76.52256200000001,100919,2275970,2b5546f4bba44f68e0fb5e2d3ed64ea931d80b612c6b36919a2387721102e334,True,SUCCESS_H2S,False,ROR,434.656082,True,181.298955
4,COORD_CC_C03_PLC_C03_M01;COORD_CC_C03_PLC_C03_M02;IC_PREV_CC_C04;STAT_PLC_C03_M01,0.011363636363636364,H2S,True,51,67.049439,93389,2110518,False,0.0,8.870923,,l_SW_C03_CC_SW_C03_M01_ACT,143.980638,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19451904,1.7202240719590598,True,45.838172,profiles/M_ROR/l_SW_C03_CC_SW_C03_M01_ACT.json,736f430f44606e645f5a6a13891b1dc59561eaa457402df4d33d6c41cbf7156b,True,1,352,b8907e1c8ffbea390819145f95d1908974a2eff30cba1a6bdd782ecd6a7e29ce,M,M_ROR,5a9cb0a95ea02cdcd33735f7cb5c6391fe4cc120fd81e4a74224d782dd7e7008,352,1.0,76.93119899999999,93070,2110101,09964ddbaed1edbcbccc956ca6895cc41f6996d31c72b76870e030c71124f01e,True,SUCCESS_H2S,False,ROR,434.042971,True,181.30498
3,COORD_CC_C03_PLC_C03_M03;STAT_PLC_C03_M02;STAT_PLC_C03_M03,0.008522727272727272,H2S,True,52,68.883299,93636,2117473,False,0.0,9.003279,,l_SW_C03_CC_SW_C03_M03_SENS,159.590152,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19406848,1.7645725669956387,True,79.821471,profiles/M_ROR/l_SW_C03_CC_SW_C03_M03_SENS.json,7531798f4d20fa41c8e9fb93448af76d3150d155db05be6bf275293e782e8eed,True,1,352,bd0bafcc6034fcabea779b1f915916a313141de82ac776eee52462f42d66b87e,M,M_ROR,f052927927f77478303cb6e71bdda5832274c217bd9c8a2c72c0a83c38366883,352,1.0,90.706853,93332,2117078,c463bb4810655005356e2dc487610cdf784f35355981774a7a2e7f58550dca17,True,SUCCESS_H2S,False,ROR,445.232881,True,153.194207
7,CMD_PLC_C03_M01_A1_C03_M01;CMD_PLC_C03_M01_A2_C03_M01;CMD_PLC_C03_M01_A3_C03_M01;CMD_PLC_C03_M01_A4_C03_M01;COORD_CC_C03_PLC_C03_M01;COORD_CC_C03_PLC_C03_M02;STAT_PLC_C03_M01,0.019886363636363636,H2S,True,53,73.453275,99329,2250531,False,0.0,10.671492,,l_SW_C03_M01_ACT_SW_C03_M01_CTRL,166.06577,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20070400,1.707412972789772,True,44.421418,profiles/M_ROR/l_SW_C03_M01_ACT_SW_C03_M01_CTRL.json,d0966a9caeb7c4966a6dc9d4e7a3a84550f905d582a05edbbab71fd2758c6d77,True,1,352,d15ee32279af0f665c6d5a09083938d3ca0c5f93cf086cbc1226aec54672c8ec,M,M_ROR,f1917568cfb385608deefc7d1f3c39280098702b3bc5e88dbd80919fe0814799,352,1.0,92.61249499999998,99013,2249997,51815accd2d4073bd0c278028cfc5ef6b5666b4d6d50abf5f433aaa255952910,True,SUCCESS_H2S,False,ROR,430.810504,True,156.136694
9,COORD_CC_C03_PLC_C03_M02;SC_S1_C03_M01;SC_S2_C03_M01;SC_S3_C03_M01;SC_S4_C03_M01;SF_S1_C03_M01;SF_S2_C03_M01;SF_S3_C03_M01;SF_S4_C03_M01,0.02556818181818182,H2S,True,54,69.382612,100930,2267005,False,0.0,5.241343,,l_SW_C03_M01_CTRL_SW_C03_M01_SENS,147.824821,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20094976,1.580679351801622,True,41.151618,profiles/M_ROR/l_SW_C03_M01_CTRL_SW_C03_M01_SENS.json,754d0de5723e968771d0445b9082e488e8008630e47bd7155f1e259c3f3dce9d,True,1,352,5aaf0f51deb63889fa42d7adc53e448a4a47deb7578f095b9f3184abdd6ebadf,M,M_ROR,9a7add2ea694a053d7bfacb8857649a6133f5bd36cd80aaa33c6fde2c7fcd42d,352,1.0,78.44220899999999,100625,2266502,755c5500e049eb15e6801768476e65c143e06e39a059f4527f32804022bff66c,True,SUCCESS_H2S,False,ROR,398.833369,True,162.495502
1,COORD_CC_C03_PLC_C03_M02,0.002840909090909091,H2S,True,55,70.017836,93114,2107509,False,0.0,5.069864,,l_SW_C03_M01_SENS_SW_C03_M02_ACT,157.18069,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,19427328,1.6303790926370785,True,37.978807,profiles/M_ROR/l_SW_C03_M01_SENS_SW_C03_M02_ACT.json,3d6ac829b7e74a4f5fb4c07044062b5df0c8416ec9a09814a514e6ff21695d5d,True,1,352,0475271d557424877a835fb988d27d1fc38d3cf55f4c7eb674cd2d9e2abe234a,M,M_ROR,ecc3758b92f28fd7284354ddaecf445f4a2977cac6a342f79c291ace8b2b838d,352,1.0,87.162854,92817,2107137,33f662ad3dab0bcd49e71789b63bd1a0d3968d4c9f69c89c67604a7b5ca1eb04,True,SUCCESS_H2S,False,ROR,411.373493,True,165.121722
5,CMD_PLC_C03_M02_A1_C03_M02;CMD_PLC_C03_M02_A2_C03_M02;CMD_PLC_C03_M02_A3_C03_M02;CMD_PLC_C03_M02_A4_C03_M02;COORD_CC_C03_PLC_C03_M02,0.014204545454545454,H2S,True,56,66.650913,98797,2240944,False,0.0,6.972806,,l_SW_C03_M02_ACT_SW_C03_M02_CTRL,147.473258,False,ba8b68000c3fdced0ab4368572c055793dbf1c035e605df503bcf0b8337e5c67,True,252.317694,20037632,1.5817899358259038,True,45.386819,profiles/M_ROR/l_SW_C03_M02_ACT_SW_C03_M02_CTRL.json,e20f8f91cf24b59c7c00076f8da6c11bda2dc09e7def57722ba1f1b10e59b5c6,True,1,352,8a31db20f5dad6430ce1d67c119721d9d7952bc8dcc85295c2aae70aa56f3302,M,M_ROR,070f6c6f8654218d55106fc3c301ba37397fda0e622ffec0cf60cbb32b88d417,352,1.0,80.82234499999998,98489,2240456,a75892f411ff0b5a5cb148256aab34cefe3f628a80bd7cf8a7868b6feb11bf4a,True,SUCCESS_H2S,False,ROR,399.113589,True,157.745505
