scenario,mode,fault_id,failure_time_s,activation_time_s,route_solver_wall_us,smt_solver_wall_us,total_solver_wall_us,simulated_solver_delay_s,activation_wall_us
mesh10,no-recovery,l_sw2_sw5,0.008,,,,,,
