HNF_busy_ns,HNF_busy_share_of_scheduled,HNF_distinct_flow_count,backend,egress_destination,egress_source,physical_link_id,scenario,scheduled_busy_fraction_of_8ms,scheduled_busy_ns,scheduled_distinct_flow_count,scope
0,0.0,0,H2S,A1_C08_M02,SW_C08_M02_ACT,a_A1_C08_M02_SW_C08_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A1_C08_M03,SW_C08_M03_ACT,a_A1_C08_M03_SW_C08_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C01_M01,SW_C01_M01_ACT,a_A2_C01_M01_SW_C01_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C01_M02,SW_C01_M02_ACT,a_A2_C01_M02_SW_C01_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C01_M03,SW_C01_M03_ACT,a_A2_C01_M03_SW_C01_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C02_M01,SW_C02_M01_ACT,a_A2_C02_M01_SW_C02_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C02_M02,SW_C02_M02_ACT,a_A2_C02_M02_SW_C02_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C02_M03,SW_C02_M03_ACT,a_A2_C02_M03_SW_C02_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C03_M01,SW_C03_M01_ACT,a_A2_C03_M01_SW_C03_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C03_M02,SW_C03_M02_ACT,a_A2_C03_M02_SW_C03_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C03_M03,SW_C03_M03_ACT,a_A2_C03_M03_SW_C03_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C04_M01,SW_C04_M01_ACT,a_A2_C04_M01_SW_C04_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C04_M02,SW_C04_M02_ACT,a_A2_C04_M02_SW_C04_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C04_M03,SW_C04_M03_ACT,a_A2_C04_M03_SW_C04_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C05_M01,SW_C05_M01_ACT,a_A2_C05_M01_SW_C05_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C05_M02,SW_C05_M02_ACT,a_A2_C05_M02_SW_C05_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C05_M03,SW_C05_M03_ACT,a_A2_C05_M03_SW_C05_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C06_M01,SW_C06_M01_ACT,a_A2_C06_M01_SW_C06_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C06_M03,SW_C06_M03_ACT,a_A2_C06_M03_SW_C06_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C07_M01,SW_C07_M01_ACT,a_A2_C07_M01_SW_C07_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C07_M02,SW_C07_M02_ACT,a_A2_C07_M02_SW_C07_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C07_M03,SW_C07_M03_ACT,a_A2_C07_M03_SW_C07_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C08_M01,SW_C08_M01_ACT,a_A2_C08_M01_SW_C08_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C08_M02,SW_C08_M02_ACT,a_A2_C08_M02_SW_C08_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A2_C08_M03,SW_C08_M03_ACT,a_A2_C08_M03_SW_C08_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C01_M01,SW_C01_M01_ACT,a_A3_C01_M01_SW_C01_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C01_M02,SW_C01_M02_ACT,a_A3_C01_M02_SW_C01_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C01_M03,SW_C01_M03_ACT,a_A3_C01_M03_SW_C01_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C02_M01,SW_C02_M01_ACT,a_A3_C02_M01_SW_C02_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C02_M02,SW_C02_M02_ACT,a_A3_C02_M02_SW_C02_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C02_M03,SW_C02_M03_ACT,a_A3_C02_M03_SW_C02_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C03_M01,SW_C03_M01_ACT,a_A3_C03_M01_SW_C03_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C03_M02,SW_C03_M02_ACT,a_A3_C03_M02_SW_C03_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C03_M03,SW_C03_M03_ACT,a_A3_C03_M03_SW_C03_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C04_M01,SW_C04_M01_ACT,a_A3_C04_M01_SW_C04_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C04_M02,SW_C04_M02_ACT,a_A3_C04_M02_SW_C04_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C04_M03,SW_C04_M03_ACT,a_A3_C04_M03_SW_C04_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C05_M01,SW_C05_M01_ACT,a_A3_C05_M01_SW_C05_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C05_M02,SW_C05_M02_ACT,a_A3_C05_M02_SW_C05_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C05_M03,SW_C05_M03_ACT,a_A3_C05_M03_SW_C05_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C06_M01,SW_C06_M01_ACT,a_A3_C06_M01_SW_C06_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C06_M02,SW_C06_M02_ACT,a_A3_C06_M02_SW_C06_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C06_M03,SW_C06_M03_ACT,a_A3_C06_M03_SW_C06_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C07_M01,SW_C07_M01_ACT,a_A3_C07_M01_SW_C07_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C07_M02,SW_C07_M02_ACT,a_A3_C07_M02_SW_C07_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C07_M03,SW_C07_M03_ACT,a_A3_C07_M03_SW_C07_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C08_M01,SW_C08_M01_ACT,a_A3_C08_M01_SW_C08_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C08_M02,SW_C08_M02_ACT,a_A3_C08_M02_SW_C08_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A3_C08_M03,SW_C08_M03_ACT,a_A3_C08_M03_SW_C08_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C01_M01,SW_C01_M01_ACT,a_A4_C01_M01_SW_C01_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C01_M02,SW_C01_M02_ACT,a_A4_C01_M02_SW_C01_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C01_M03,SW_C01_M03_ACT,a_A4_C01_M03_SW_C01_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C02_M01,SW_C02_M01_ACT,a_A4_C02_M01_SW_C02_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C02_M02,SW_C02_M02_ACT,a_A4_C02_M02_SW_C02_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C02_M03,SW_C02_M03_ACT,a_A4_C02_M03_SW_C02_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C03_M01,SW_C03_M01_ACT,a_A4_C03_M01_SW_C03_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C03_M02,SW_C03_M02_ACT,a_A4_C03_M02_SW_C03_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C03_M03,SW_C03_M03_ACT,a_A4_C03_M03_SW_C03_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C04_M01,SW_C04_M01_ACT,a_A4_C04_M01_SW_C04_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C04_M02,SW_C04_M02_ACT,a_A4_C04_M02_SW_C04_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C04_M03,SW_C04_M03_ACT,a_A4_C04_M03_SW_C04_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C05_M01,SW_C05_M01_ACT,a_A4_C05_M01_SW_C05_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C05_M02,SW_C05_M02_ACT,a_A4_C05_M02_SW_C05_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C05_M03,SW_C05_M03_ACT,a_A4_C05_M03_SW_C05_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C06_M01,SW_C06_M01_ACT,a_A4_C06_M01_SW_C06_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C06_M03,SW_C06_M03_ACT,a_A4_C06_M03_SW_C06_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C07_M01,SW_C07_M01_ACT,a_A4_C07_M01_SW_C07_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C07_M02,SW_C07_M02_ACT,a_A4_C07_M02_SW_C07_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C07_M03,SW_C07_M03_ACT,a_A4_C07_M03_SW_C07_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C08_M01,SW_C08_M01_ACT,a_A4_C08_M01_SW_C08_M01_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C08_M02,SW_C08_M02_ACT,a_A4_C08_M02_SW_C08_M02_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,A4_C08_M03,SW_C08_M03_ACT,a_A4_C08_M03_SW_C08_M03_ACT,M_RING,0.0022,17600,1,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,SW_C01_CC,CC_C01,a_CC_C01_SW_C01_CC,M_RING,0.003125,25000,5,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,CC_C01,SW_C01_CC,a_CC_C01_SW_C01_CC,M_RING,0.005075,40600,5,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,SW_C02_CC,CC_C02,a_CC_C02_SW_C02_CC,M_RING,0.003125,25000,5,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,CC_C02,SW_C02_CC,a_CC_C02_SW_C02_CC,M_RING,0.0044875,35900,4,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,SW_C03_CC,CC_C03,a_CC_C03_SW_C03_CC,M_RING,0.0025375,20300,4,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,CC_C03,SW_C03_CC,a_CC_C03_SW_C03_CC,M_RING,0.005075,40600,5,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
0,0.0,0,H2S,SW_C04_CC,CC_C04,a_CC_C04_SW_C04_CC,M_RING,0.003125,25000,5,SCHEDULED_SLOTS_ONLY; ZERO_SCHEDULED_HNF_FLOWS_HAVE_NO_SLOT_OCCUPANCY
