scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured20_auto,J100,C0001,SINGLETON,l_sw01_sw02,1,PF_l_sw01_sw02,74ce052b6d943e9113ff7f2e778e2c32d24dad52a4a1e506b6824e712326a599,1.0,1.0,0,G0001,0,True
structured20_auto,J100,C0002,SINGLETON,l_sw01_sw06,1,PF_l_sw01_sw06,03c8829e24bf478364779e76d75c2e537c8c512d3462b0076bddd252173fefb5,1.0,1.0,0,G0002,0,True
structured20_auto,J100,C0003,SINGLETON,l_sw02_sw03,1,PF_l_sw02_sw03,cff9ef3ead0b627af3b0760aa8f8f7bd926c0e7c1726a6cc33c2dd77b932f881,1.0,1.0,0,G0003,0,True
structured20_auto,J100,C0004,SINGLETON,l_sw02_sw08,1,PF_l_sw02_sw08,123e5f32388462a89709a46cb38820fcff1ed4362895d6e81d40a7a0cd88c579,1.0,1.0,0,G0004,0,True
structured20_auto,J100,C0005,SINGLETON,l_sw03_sw04,1,PF_l_sw03_sw04,5a6c248adaf085bc0c37051baec67c1c99b7deb1a9c690fee08f35fdf7cc6927,1.0,1.0,0,G0005,0,True
structured20_auto,J100,C0006,SHARED,l_sw03_sw08;l_sw13_sw18,2,EQ_C0011,668c06bfc17a9a64abdd43b2a971626f713f5af4ec030a91498a46f2f1cc8b08,1.0,1.0,1,G0006,0,True
structured20_auto,J100,C0007,SINGLETON,l_sw04_sw05,1,PF_l_sw04_sw05,58a3b3fc000470beae4939391c1d1bbe03d13f38494c72973ee4953321deb9a1,1.0,1.0,0,G0007,0,True
structured20_auto,J100,C0008,SINGLETON,l_sw04_sw10,1,PF_l_sw04_sw10,79f96bedb4b607fac8eb00ee491a728d922a7e9e63e7362dee9b3fc96875ab41,1.0,1.0,0,G0008,0,True
structured20_auto,J100,C0009,SHARED,l_sw06_sw07;l_sw07_sw08,2,EQ_C0016,0e051809902479513bf327acdbea2b2f6b8872738f5940fb94c4c4db1c4deb67,1.0,1.0,0,G0009,0,True
structured20_auto,J100,C0010,SINGLETON,l_sw06_sw11,1,PF_l_sw06_sw11,615b435d4e79bba812afed0f75e646229fe2338900f443bae898c90d3c6ad991,1.0,1.0,0,G0010,0,True
structured20_auto,J100,C0011,SHARED,l_sw08_sw09;l_sw09_sw10,2,EQ_C0005,0b18cbc133d99c93ace6c2490fe1cc561e04cbf0c42018319b009e8467313203,1.0,1.0,0,G0011,0,True
structured20_auto,J100,C0012,SINGLETON,l_sw08_sw13,1,PF_l_sw08_sw13,11051c14be4bf143e257323fd5c33f9cda97f9c1357bb4cfe52711987c28a033,1.0,1.0,0,G0012,0,True
structured20_auto,J100,C0013,SINGLETON,l_sw10_sw15,1,PF_l_sw10_sw15,083bf417913503fae0edfd22339b8d0054cc77326152f83b1179dd98c4e87e64,1.0,1.0,0,G0013,0,True
structured20_auto,J100,C0014,SINGLETON,l_sw11_sw16,1,PF_l_sw11_sw16,26a1ac111543159b2e679edb1ec02fc671b1b420d9938a52cf7f1df9a071ffd4,1.0,1.0,0,G0014,0,True
structured20_auto,J100,C0015,SHARED,l_sw11_sw17;l_sw17_sw18,2,EQ_C0001,1aa4bd75d1a837e124681ecec8b161851a635353f6079e01b4958c12a72613b4,1.0,1.0,0,G0015,0,True
structured20_auto,J100,C0016,SHARED,l_sw13_sw19;l_sw19_sw20,2,EQ_C0017,3100b5450052eb153143f756875ee717a7fa9e55c8471a7fc79602e59c3a3ebe,1.0,1.0,0,G0016,0,True
structured20_auto,J100,C0017,SINGLETON,l_sw15_sw20,1,PF_l_sw15_sw20,a874ecd590d83b72d56bb94e7f59bdbf47b82c174d94f87a3842f7ebf4f9e64e,1.0,1.0,0,G0017,0,True
