CELF_HNF_count,CELF_HNF_set_sha,CELF_attempted,CELF_complete,CELF_ms,CELF_scheduled_count,CELF_status,H2S_HNF_count,H2S_HNF_set_sha,H2S_complete,H2S_ms,H2S_scheduled_count,H2S_status,actual_global_density,actual_global_density_decimal,candidate_vector_sha,density_tag,expected_instances,formal_HNF_count,formal_complete,formal_scheduled_count,formal_status,input_integrity_pass,instance_completion_sha,on_wire_bytes_per_hyperperiod,original_TT_count,peak_RSS,repeat,retained_TT_count,rho_decimal,rho_den,rho_num,scale,scenario,static_checker,topology,total_wall_ms,upstream_verifier
2,0a176de849dbdfd219e00ccd5bd4b0fe3e1fbf0de47d366180778fd8663ea1a9,True,False,76.975223,293,HEURISTIC_NOT_FOUND,2,0a176de849dbdfd219e00ccd5bd4b0fe3e1fbf0de47d366180778fd8663ea1a9,False,76.348374,293,HEURISTIC_NOT_FOUND,295/352,0.8380681818181818181818181818,890284f90d92db1f3d9a581746c4ea6db6fcc904f518bb513dae76f97eb7dde9,D085,3048,2,False,293,HEURISTIC_NOT_FOUND,True,718a1ce7fb08494be9b08f62509e36312f7db7bc7ee695d0d0967aaaa3d8a172,439296,352,16908288,1,295,0.85,20,17,M,M_ROR,False,ROR,332.653954,True
2,0a176de849dbdfd219e00ccd5bd4b0fe3e1fbf0de47d366180778fd8663ea1a9,True,False,76.802407,293,HEURISTIC_NOT_FOUND,2,0a176de849dbdfd219e00ccd5bd4b0fe3e1fbf0de47d366180778fd8663ea1a9,False,78.05531,293,HEURISTIC_NOT_FOUND,295/352,0.8380681818181818181818181818,890284f90d92db1f3d9a581746c4ea6db6fcc904f518bb513dae76f97eb7dde9,D085,3048,2,False,293,HEURISTIC_NOT_FOUND,True,718a1ce7fb08494be9b08f62509e36312f7db7bc7ee695d0d0967aaaa3d8a172,439296,352,16904192,2,295,0.85,20,17,M,M_ROR,False,ROR,347.298616,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,148.76531,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,146.026456,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,d9ffd4bf1d041dbe7996b78f7894e25fe0bb9f5dadf8d6b3c2f9ee1da1637b1b,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,53aa6aed3e28159cfed37936f2ea77abea6eb61845732d239dec515e5012e067,1174144,928,38113280,1,785,0.85,20,17,L,L_RING,False,RING,1292.818614,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,138.704648,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,145.933897,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,d9ffd4bf1d041dbe7996b78f7894e25fe0bb9f5dadf8d6b3c2f9ee1da1637b1b,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,53aa6aed3e28159cfed37936f2ea77abea6eb61845732d239dec515e5012e067,1174144,928,38117376,2,785,0.85,20,17,L,L_RING,False,RING,1279.333346,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,403.342552,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,409.440139,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,383ee8af9f34a96eace84de8aa7d1c8e9b29f2b90f8d0f9fda2cab027924f832,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,3c70fdf0801103b45c40415dc846bd79ca4ad1f46d569788de99cb4cfbd2d5f0,1174144,928,45334528,1,785,0.85,20,17,L,L_REDSTAR,False,REDSTAR,2377.82919,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,396.333623,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,402.52498,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,383ee8af9f34a96eace84de8aa7d1c8e9b29f2b90f8d0f9fda2cab027924f832,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,3c70fdf0801103b45c40415dc846bd79ca4ad1f46d569788de99cb4cfbd2d5f0,1174144,928,45338624,2,785,0.85,20,17,L,L_REDSTAR,False,REDSTAR,2358.983327,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,310.791674,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,318.690859,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,ab3a80a909abd34e695024689cc45116d5d492de96415acc2171f2b985df9220,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,9583039ed3545e4863dfa6093cde7320212d894e761575e5f7a63ce0fdc9cd60,1174144,928,36917248,1,785,0.85,20,17,L,L_ROR,False,ROR,1623.27047,True
12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,True,False,310.664469,773,HEURISTIC_NOT_FOUND,12,d1536fc46ce4db8170b2a461d90991031547bf78167b38bfcdfbf336c08566ca,False,319.812458,773,HEURISTIC_NOT_FOUND,785/928,0.8459051724137931034482758621,ab3a80a909abd34e695024689cc45116d5d492de96415acc2171f2b985df9220,D085,8162,12,False,773,HEURISTIC_NOT_FOUND,True,9583039ed3545e4863dfa6093cde7320212d894e761575e5f7a63ce0fdc9cd60,1174144,928,36913152,2,785,0.85,20,17,L,L_ROR,False,ROR,1653.931946,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,53.74486,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,54.947817,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,e489d84be2cc38277fe4f4acf210e2b7de93cbaacd18feae97681b07c0eb2fc0,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,4c6efc1263ade336717451b74286182c2255d36072f86ec6795dbf3dee852392,413056,352,16547840,1,278,0.8,5,4,M,M_RING,False,RING,257.931531,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,53.665303,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,54.446435,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,e489d84be2cc38277fe4f4acf210e2b7de93cbaacd18feae97681b07c0eb2fc0,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,4c6efc1263ade336717451b74286182c2255d36072f86ec6795dbf3dee852392,413056,352,16543744,2,278,0.8,5,4,M,M_RING,False,RING,259.892449,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,80.277591,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,82.463366,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,dedee6a34bffd99a5bda1e3099cea6d245e8485e40191b2e3792a41a1d70a890,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,5f28dac2f284a12977c699083c2c9ead8c550a0548c2d02ec3fe95be401629d0,413056,352,19234816,1,278,0.8,5,4,M,M_REDSTAR,False,REDSTAR,428.440212,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,78.211617,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,80.506357,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,dedee6a34bffd99a5bda1e3099cea6d245e8485e40191b2e3792a41a1d70a890,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,5f28dac2f284a12977c699083c2c9ead8c550a0548c2d02ec3fe95be401629d0,413056,352,19439616,2,278,0.8,5,4,M,M_REDSTAR,False,REDSTAR,429.839063,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,73.069438,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,74.78425,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,36d30fed89a627a435d5e52a9d34706013c228cccfa581e5d14c683849f3aeb8,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,eeb6f0837b3621192e9ce9b647a3ee5dd7272f173226447efaf0b827060e6b14,413056,352,16269312,1,278,0.8,5,4,M,M_ROR,False,ROR,319.477811,True
1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,True,False,76.23241,277,HEURISTIC_NOT_FOUND,1,3e011b1c53ba2a5b722eb46de6961427eb149a32b6a08342afc0358e9e3707fc,False,76.618816,277,HEURISTIC_NOT_FOUND,278/352,0.7897727272727272727272727273,36d30fed89a627a435d5e52a9d34706013c228cccfa581e5d14c683849f3aeb8,D080,2862,1,False,277,HEURISTIC_NOT_FOUND,True,eeb6f0837b3621192e9ce9b647a3ee5dd7272f173226447efaf0b827060e6b14,413056,352,16269312,2,278,0.8,5,4,M,M_ROR,False,ROR,335.651506,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,139.547756,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,140.763383,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,f8e7c0df7d05720191a16c79462e5f6d77db2d0f5fd067e3217907e7ae7d1bdf,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,41c735551906f01baed18782d63430f0752c1fdec14328b775824cba68bd3476,1104000,928,36249600,1,738,0.8,5,4,L,L_RING,False,RING,1249.242995,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,144.764399,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,137.545598,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,f8e7c0df7d05720191a16c79462e5f6d77db2d0f5fd067e3217907e7ae7d1bdf,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,41c735551906f01baed18782d63430f0752c1fdec14328b775824cba68bd3476,1104000,928,36249600,2,738,0.8,5,4,L,L_RING,False,RING,1295.370241,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,376.175795,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,398.656318,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,6fc3b4776367066d0404918e9cc2c8000586bf474e1718829d7292aa06f89b56,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,96b7eb441b519c4785ce4b65f24904a3385ecaaf5154ede1febcb75b193f8b0c,1104000,928,42889216,1,738,0.8,5,4,L,L_REDSTAR,False,REDSTAR,2302.248701,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,373.381488,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,384.369399,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,6fc3b4776367066d0404918e9cc2c8000586bf474e1718829d7292aa06f89b56,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,96b7eb441b519c4785ce4b65f24904a3385ecaaf5154ede1febcb75b193f8b0c,1104000,928,42967040,2,738,0.8,5,4,L,L_REDSTAR,False,REDSTAR,2236.596097,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,304.153981,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,302.909166,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,381260ef8762d3658822625ee5f146a6ec8df780b1a6e0b74bc0d97f83b7dd93,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,96b18962973e78fbd77ae39068d0de8927b22b6a8934d80ca837e3de058eb1fc,1104000,928,35033088,1,738,0.8,5,4,L,L_ROR,False,ROR,1594.274308,True
9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,True,False,299.987552,729,HEURISTIC_NOT_FOUND,9,cd27c208b6a78d072ad5b0ca8c9a1da443deb82c300af42b1dec1b17fb8a7d7b,False,297.53835,729,HEURISTIC_NOT_FOUND,738/928,0.7952586206896551724137931034,381260ef8762d3658822625ee5f146a6ec8df780b1a6e0b74bc0d97f83b7dd93,D080,7674,9,False,729,HEURISTIC_NOT_FOUND,True,96b18962973e78fbd77ae39068d0de8927b22b6a8934d80ca837e3de058eb1fc,1104000,928,35033088,2,738,0.8,5,4,L,L_ROR,False,ROR,1593.873828,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,48.496831,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,7cdaf904c41d60264f30c68817c58aaf6fbe135aaa249dba623030e2e8a8506e,D070,2518,0,True,243,P0_COMPLETE,True,5877deff8f0b93e2151e96cdd1d31b9eb678866f69e39784817dc02d0f30cd7c,362368,352,15237120,1,243,0.7,10,7,M,M_RING,True,RING,144.139777,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,48.823382,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,7cdaf904c41d60264f30c68817c58aaf6fbe135aaa249dba623030e2e8a8506e,D070,2518,0,True,243,P0_COMPLETE,True,5877deff8f0b93e2151e96cdd1d31b9eb678866f69e39784817dc02d0f30cd7c,362368,352,15237120,2,243,0.7,10,7,M,M_RING,True,RING,142.065702,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,72.591679,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,c72528757d218adc13f2584f29dd33dfecee6fe6c6d173e0c235e9b94524d0b9,D070,2518,0,True,243,P0_COMPLETE,True,4dc9550d2fd562ae694b75010f18986e70bcf3221ca6bfb2653e1c9a3c1bb5ee,362368,352,17633280,1,243,0.7,10,7,M,M_REDSTAR,True,REDSTAR,222.676463,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,72.598281,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,c72528757d218adc13f2584f29dd33dfecee6fe6c6d173e0c235e9b94524d0b9,D070,2518,0,True,243,P0_COMPLETE,True,4dc9550d2fd562ae694b75010f18986e70bcf3221ca6bfb2653e1c9a3c1bb5ee,362368,352,17633280,2,243,0.7,10,7,M,M_REDSTAR,True,REDSTAR,221.539492,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,66.495739,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,4bd9677d0cd9f19cd35032fd8f7be0a37ff594a99c23725408d6b4e87b586e21,D070,2518,0,True,243,P0_COMPLETE,True,d77f7f115bc30e971f7bd99e86a09c47c0a1546d83854507c012b3d9c3cc61d1,362368,352,14991360,1,243,0.7,10,7,M,M_ROR,True,ROR,169.377756,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,67.416007,243,P0_COMPLETE,243/352,0.6903409090909090909090909091,4bd9677d0cd9f19cd35032fd8f7be0a37ff594a99c23725408d6b4e87b586e21,D070,2518,0,True,243,P0_COMPLETE,True,d77f7f115bc30e971f7bd99e86a09c47c0a1546d83854507c012b3d9c3cc61d1,362368,352,14987264,2,243,0.7,10,7,M,M_ROR,True,ROR,169.21885,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,117.278486,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,130.024429,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,5dbe69595f630eb6ebf95b7e0c58aeb14880069d15f12268fdd7a94e29b28817,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,1dfc67e4a3faaef8ca663831626e588a1f9c88da2f0a1cb680236752a9fff0c4,967808,928,32301056,1,647,0.7,10,7,L,L_RING,False,RING,1093.612919,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,120.675504,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,121.611328,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,5dbe69595f630eb6ebf95b7e0c58aeb14880069d15f12268fdd7a94e29b28817,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,1dfc67e4a3faaef8ca663831626e588a1f9c88da2f0a1cb680236752a9fff0c4,967808,928,32301056,2,647,0.7,10,7,L,L_RING,False,RING,1082.417625,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,329.748994,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,342.69215,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,99beb4851eafefa45870c81a06c8441a64fad869cd7c9024af289e54fc82f425,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,796d7deb691eb63de8ad58812e5cf57d7acc3b0205c42c80245a3b48faab867e,967808,928,38354944,1,647,0.7,10,7,L,L_REDSTAR,False,REDSTAR,1993.35755,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,336.960359,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,337.019137,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,99beb4851eafefa45870c81a06c8441a64fad869cd7c9024af289e54fc82f425,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,796d7deb691eb63de8ad58812e5cf57d7acc3b0205c42c80245a3b48faab867e,967808,928,38301696,2,647,0.7,10,7,L,L_REDSTAR,False,REDSTAR,1986.302834,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,267.735173,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,263.916997,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,d8256cf96f065402cce4f068642cde93bb3c3bd198c1b521b4fba88d07d60225,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,2a24160f3fa394e2e4a7eb23e06eb9cf2fc8d08c15ee3e5d5ee4304eb1c06dcd,967808,928,31424512,1,647,0.7,10,7,L,L_ROR,False,ROR,1366.004567,True
8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,True,False,262.583386,639,HEURISTIC_NOT_FOUND,8,5ecc19fa98e213f57f157949be142be206ec35d49583b446e0a9d9a7d49b7a57,False,264.869937,639,HEURISTIC_NOT_FOUND,647/928,0.6971982758620689655172413793,d8256cf96f065402cce4f068642cde93bb3c3bd198c1b521b4fba88d07d60225,D070,6730,8,False,639,HEURISTIC_NOT_FOUND,True,2a24160f3fa394e2e4a7eb23e06eb9cf2fc8d08c15ee3e5d5ee4304eb1c06dcd,967808,928,31428608,2,647,0.7,10,7,L,L_ROR,False,ROR,1393.436047,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,48.96191,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,ad21e8ed6e25844cfaa70a9381fa5aa9ba189eb9a66706ed16312e62a20f2231,D060,2144,0,True,207,P0_COMPLETE,True,d3970ff66d5decf03459b2ed99514aa3464a442536a193707c48adf738333c75,308736,352,13844480,1,207,0.6,5,3,M,M_RING,True,RING,127.423573,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,45.046035,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,ad21e8ed6e25844cfaa70a9381fa5aa9ba189eb9a66706ed16312e62a20f2231,D060,2144,0,True,207,P0_COMPLETE,True,d3970ff66d5decf03459b2ed99514aa3464a442536a193707c48adf738333c75,308736,352,13844480,2,207,0.6,5,3,M,M_RING,True,RING,123.764364,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,66.081772,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,72e767ce1b5c099b6fc13658bd771c177025228f7d832225129a2da508acb0c5,D060,2144,0,True,207,P0_COMPLETE,True,3dc1d0d74eb56ffdb540764ead20c0bca6f0b38c878ad0298bdf1c07e73aa5d5,308736,352,15826944,1,207,0.6,5,3,M,M_REDSTAR,True,REDSTAR,187.293197,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,63.642011,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,72e767ce1b5c099b6fc13658bd771c177025228f7d832225129a2da508acb0c5,D060,2144,0,True,207,P0_COMPLETE,True,3dc1d0d74eb56ffdb540764ead20c0bca6f0b38c878ad0298bdf1c07e73aa5d5,308736,352,15826944,2,207,0.6,5,3,M,M_REDSTAR,True,REDSTAR,187.647968,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,60.987554,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,bc0cdb22143571b49218020b90311737ed41605ae12b0707731e1066526e6cb7,D060,2144,0,True,207,P0_COMPLETE,True,2f7b092cc3e7bef12a4f2db182a13d124902401db9ef526cad2ac3487d47a375,308736,352,13467648,1,207,0.6,5,3,M,M_ROR,True,ROR,143.591269,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,60.063037,207,P0_COMPLETE,207/352,0.5880681818181818181818181818,bc0cdb22143571b49218020b90311737ed41605ae12b0707731e1066526e6cb7,D060,2144,0,True,207,P0_COMPLETE,True,2f7b092cc3e7bef12a4f2db182a13d124902401db9ef526cad2ac3487d47a375,308736,352,13467648,2,207,0.6,5,3,M,M_ROR,True,ROR,143.132396,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,103.830739,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,108.179215,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,d128d3373f3c1695f7157266a60e5c2c59854b0f5b30467b45b10c3ee04cc1cd,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,b9aec77001d11739b7e7f62822b7a9ef6bc0a39736dda137490d3ef47eabf04d,827520,928,28553216,1,553,0.6,5,3,L,L_RING,False,RING,952.578312,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,103.752784,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,110.799523,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,d128d3373f3c1695f7157266a60e5c2c59854b0f5b30467b45b10c3ee04cc1cd,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,b9aec77001d11739b7e7f62822b7a9ef6bc0a39736dda137490d3ef47eabf04d,827520,928,28557312,2,553,0.6,5,3,L,L_RING,False,RING,922.122463,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,285.661443,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,291.322901,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,d18c618852d16c4aed2ccb98cb88caeea669fded6416863b5752421f654d1370,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,38822da1b1db1bf83350c3b53ef21f66109fa5d26bf851239c3ffae9fcbe2869,827520,928,33701888,1,553,0.6,5,3,L,L_REDSTAR,False,REDSTAR,1707.592008,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,290.804234,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,297.393823,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,d18c618852d16c4aed2ccb98cb88caeea669fded6416863b5752421f654d1370,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,38822da1b1db1bf83350c3b53ef21f66109fa5d26bf851239c3ffae9fcbe2869,827520,928,33624064,2,553,0.6,5,3,L,L_REDSTAR,False,REDSTAR,1683.69135,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,229.989117,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,234.837514,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,e9fd0c06a976e7973887794d340852bcb72f6be639c61a2f12092f63ab7ce973,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,d412ddfac564373593ec26dd7b3201c59dfde87848f06394313e166120d0ea6f,827520,928,27623424,1,553,0.6,5,3,L,L_ROR,False,ROR,1208.544325,True
6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,True,False,226.458312,547,HEURISTIC_NOT_FOUND,6,dacc7450cc50673cb34b459f84f816dff297f86f6952b3c84bf80d651d146427,False,229.475693,547,HEURISTIC_NOT_FOUND,553/928,0.5959051724137931034482758621,e9fd0c06a976e7973887794d340852bcb72f6be639c61a2f12092f63ab7ce973,D060,5754,6,False,547,HEURISTIC_NOT_FOUND,True,d412ddfac564373593ec26dd7b3201c59dfde87848f06394313e166120d0ea6f,827520,928,27623424,2,553,0.6,5,3,L,L_ROR,False,ROR,1184.461107,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,42.813969,176,P0_COMPLETE,176/352,0.5,1b328ecac365956fa1f195f4582e8d8901decff99f381cc8ece8fb63ec952a79,D050,1808,0,True,176,P0_COMPLETE,True,aafb1821033633d403996aba316b56f838958ba658e308963adc72cf929bbc85,261120,352,12288000,1,176,0.5,2,1,M,M_RING,True,RING,105.042575,True
