CELF_HNF_count,CELF_HNF_set_sha,CELF_attempted,CELF_complete,CELF_ms,CELF_scheduled_count,CELF_status,H2S_HNF_count,H2S_HNF_set_sha,H2S_complete,H2S_ms,H2S_scheduled_count,H2S_status,actual_global_density,actual_global_density_decimal,candidate_vector_sha,density_tag,expected_instances,formal_HNF_count,formal_complete,formal_scheduled_count,formal_status,input_integrity_pass,instance_completion_sha,on_wire_bytes_per_hyperperiod,original_TT_count,peak_RSS,repeat,retained_TT_count,rho_decimal,rho_den,rho_num,scale,scenario,static_checker,topology,total_wall_ms,upstream_verifier
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,41.271265,176,P0_COMPLETE,176/352,0.5,1b328ecac365956fa1f195f4582e8d8901decff99f381cc8ece8fb63ec952a79,D050,1808,0,True,176,P0_COMPLETE,True,aafb1821033633d403996aba316b56f838958ba658e308963adc72cf929bbc85,261120,352,12218368,2,176,0.5,2,1,M,M_RING,True,RING,103.80424,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,58.387945,176,P0_COMPLETE,176/352,0.5,df2c751685c7987ddd1a8269a579f5c7fa6db33a326a74d7009712eb9442bac4,D050,1808,0,True,176,P0_COMPLETE,True,41399593e8f58c0246db29126076f0bbfd3558e52779bc1ef52f77dded27c489,261120,352,13975552,1,176,0.5,2,1,M,M_REDSTAR,True,REDSTAR,162.1341,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,56.391927,176,P0_COMPLETE,176/352,0.5,df2c751685c7987ddd1a8269a579f5c7fa6db33a326a74d7009712eb9442bac4,D050,1808,0,True,176,P0_COMPLETE,True,41399593e8f58c0246db29126076f0bbfd3558e52779bc1ef52f77dded27c489,261120,352,13975552,2,176,0.5,2,1,M,M_REDSTAR,True,REDSTAR,157.299044,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,53.152055,176,P0_COMPLETE,176/352,0.5,30edc0b5816ed233ae0d18ba6632e4c8a13bc86db95b746104ff2ddabd4f2905,D050,1808,0,True,176,P0_COMPLETE,True,6569da0003602295086942e9f849b103afa113771988de1be1b5bc659cba685b,261120,352,12124160,1,176,0.5,2,1,M,M_ROR,True,ROR,120.26752,True
,,False,False,0.0,0,NOT_ATTEMPTED,0,37517e5f3dc66819f61f5a7bb8ace1921282415f10551d2defa5c3eb0985b570,True,53.929989,176,P0_COMPLETE,176/352,0.5,30edc0b5816ed233ae0d18ba6632e4c8a13bc86db95b746104ff2ddabd4f2905,D050,1808,0,True,176,P0_COMPLETE,True,6569da0003602295086942e9f849b103afa113771988de1be1b5bc659cba685b,261120,352,12288000,2,176,0.5,2,1,M,M_ROR,True,ROR,123.215053,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,89.513069,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,96.090782,461,HEURISTIC_NOT_FOUND,464/928,0.5,d312a39746fe0606ffcaad25076b52bb4c3166dd1aa193001e5efc8b7acda3a9,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,5233c9880945ef054232ce25e74e7a909ba2b13f6515d501af8a2e044dc2a355,693248,928,25001984,1,464,0.5,2,1,L,L_RING,False,RING,786.958679,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,95.479887,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,92.467715,461,HEURISTIC_NOT_FOUND,464/928,0.5,d312a39746fe0606ffcaad25076b52bb4c3166dd1aa193001e5efc8b7acda3a9,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,5233c9880945ef054232ce25e74e7a909ba2b13f6515d501af8a2e044dc2a355,693248,928,24997888,2,464,0.5,2,1,L,L_RING,False,RING,784.129165,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,247.645315,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,247.634244,461,HEURISTIC_NOT_FOUND,464/928,0.5,79006fdfb334b1126a42314fa0b3b7dae764869253370eafaba7c2a39b22d4d2,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,43581b4408dc7d673b312e82f23a9f05d1c87fd1e70e129832b625c52f8384d3,693248,928,29224960,1,464,0.5,2,1,L,L_REDSTAR,False,REDSTAR,1463.643915,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,245.764449,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,252.194294,461,HEURISTIC_NOT_FOUND,464/928,0.5,79006fdfb334b1126a42314fa0b3b7dae764869253370eafaba7c2a39b22d4d2,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,43581b4408dc7d673b312e82f23a9f05d1c87fd1e70e129832b625c52f8384d3,693248,928,29220864,2,464,0.5,2,1,L,L_REDSTAR,False,REDSTAR,1452.817033,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,192.523761,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,194.623658,461,HEURISTIC_NOT_FOUND,464/928,0.5,66db6e60ab171adeff207b6c96facf5865674a75a8e51c8dc1652b159cb2c501,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,bc5233865a7b37882205158d379da8a71f5f7af89fb6267740ca0dc4f0b3bbd9,693248,928,24117248,1,464,0.5,2,1,L,L_ROR,False,ROR,1011.968692,True
3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,True,False,200.571861,461,HEURISTIC_NOT_FOUND,3,d71b4cd96901a3264d2817098dc592987d48e7f905120035f2f6d4b48422a39c,False,200.253212,461,HEURISTIC_NOT_FOUND,464/928,0.5,66db6e60ab171adeff207b6c96facf5865674a75a8e51c8dc1652b159cb2c501,D050,4816,3,False,461,HEURISTIC_NOT_FOUND,True,bc5233865a7b37882205158d379da8a71f5f7af89fb6267740ca0dc4f0b3bbd9,693248,928,24117248,2,464,0.5,2,1,L,L_ROR,False,ROR,1023.587871,True
