alpha,alpha_HNF,alpha_completion_class,baseline_HNF,baseline_completion_class,flow_id,flow_kind,regressed_from_baseline_success,rescued_from_baseline_HNF,scenario
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C16_M02,MachineStatus,False,False,L_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C16_M03,MachineStatus,False,False,L_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C16_M04,MachineStatus,False,False,L_RING
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A1_C01_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A2_C01_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A3_C01_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A4_C01_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A1_C01_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A2_C01_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A3_C01_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A4_C01_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A1_C01_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A2_C01_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A3_C01_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A4_C01_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M04_A1_C01_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M04_A2_C01_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M04_A3_C01_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M04_A4_C01_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A1_C02_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A2_C02_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A3_C02_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A4_C02_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A1_C02_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A2_C02_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A3_C02_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A4_C02_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A1_C02_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A2_C02_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M04_A1_C02_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M04_A2_C02_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M04_A3_C02_M04,ControlCommand,False,False,L_REDSTAR
1/1,True,ZERO_SCHEDULED,True,ZERO_SCHEDULED,CMD_PLC_C02_M04_A4_C02_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M03_A1_C03_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M03_A2_C03_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M03_A3_C03_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M03_A4_C03_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M04_A1_C03_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M04_A2_C03_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M04_A3_C03_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M04_A4_C03_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M01_A1_C04_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M01_A2_C04_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M01_A3_C04_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M01_A4_C04_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M02_A1_C04_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M02_A2_C04_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M02_A3_C04_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M02_A4_C04_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M03_A1_C04_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M03_A2_C04_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M03_A3_C04_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M03_A4_C04_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M04_A1_C04_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M04_A2_C04_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M04_A3_C04_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C04_M04_A4_C04_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M01_A1_C05_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M01_A2_C05_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M01_A3_C05_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M01_A4_C05_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M02_A1_C05_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M02_A2_C05_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M02_A3_C05_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M02_A4_C05_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M03_A1_C05_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M03_A2_C05_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M03_A3_C05_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M03_A4_C05_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M04_A1_C05_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M04_A2_C05_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M04_A3_C05_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C05_M04_A4_C05_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M01_A1_C06_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M01_A2_C06_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M01_A3_C06_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M01_A4_C06_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M02_A1_C06_M02,ControlCommand,False,False,L_REDSTAR
1/1,True,ZERO_SCHEDULED,True,ZERO_SCHEDULED,CMD_PLC_C06_M02_A2_C06_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M02_A3_C06_M02,ControlCommand,False,False,L_REDSTAR
1/1,True,ZERO_SCHEDULED,True,ZERO_SCHEDULED,CMD_PLC_C06_M02_A4_C06_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M03_A1_C06_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M03_A2_C06_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M03_A3_C06_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M03_A4_C06_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M04_A1_C06_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M04_A2_C06_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M04_A3_C06_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C06_M04_A4_C06_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M01_A1_C07_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M01_A2_C07_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M01_A3_C07_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M01_A4_C07_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M02_A1_C07_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M02_A2_C07_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M02_A3_C07_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M02_A4_C07_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M03_A1_C07_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M03_A2_C07_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M03_A3_C07_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M03_A4_C07_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M04_A1_C07_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M04_A2_C07_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M04_A3_C07_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C07_M04_A4_C07_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M01_A1_C08_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M01_A2_C08_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M01_A3_C08_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M01_A4_C08_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M02_A1_C08_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M02_A2_C08_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M02_A3_C08_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M02_A4_C08_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M03_A1_C08_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M03_A2_C08_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M03_A3_C08_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M03_A4_C08_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M04_A1_C08_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M04_A2_C08_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M04_A3_C08_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C08_M04_A4_C08_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M01_A1_C09_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M01_A2_C09_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M01_A3_C09_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M01_A4_C09_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M02_A1_C09_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M02_A2_C09_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M02_A3_C09_M02,ControlCommand,False,False,L_REDSTAR
1/1,True,ZERO_SCHEDULED,True,ZERO_SCHEDULED,CMD_PLC_C09_M02_A4_C09_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M03_A1_C09_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M03_A2_C09_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M03_A3_C09_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M03_A4_C09_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M04_A1_C09_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M04_A2_C09_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M04_A3_C09_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C09_M04_A4_C09_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M01_A1_C10_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M01_A2_C10_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M01_A3_C10_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M01_A4_C10_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M02_A1_C10_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M02_A2_C10_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M02_A3_C10_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M02_A4_C10_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M03_A1_C10_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M03_A2_C10_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M03_A3_C10_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M03_A4_C10_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M04_A1_C10_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M04_A2_C10_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M04_A3_C10_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C10_M04_A4_C10_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M01_A1_C11_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M01_A2_C11_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M01_A3_C11_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M01_A4_C11_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M02_A1_C11_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M02_A2_C11_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M02_A3_C11_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M02_A4_C11_M02,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M03_A1_C11_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M03_A2_C11_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M03_A3_C11_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M03_A4_C11_M03,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M04_A1_C11_M04,ControlCommand,False,False,L_REDSTAR
1/1,True,ZERO_SCHEDULED,True,ZERO_SCHEDULED,CMD_PLC_C11_M04_A2_C11_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M04_A3_C11_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C11_M04_A4_C11_M04,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C12_M01_A1_C12_M01,ControlCommand,False,False,L_REDSTAR
1/1,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C12_M01_A2_C12_M01,ControlCommand,False,False,L_REDSTAR
