alpha,alpha_HNF,alpha_completion_class,baseline_HNF,baseline_completion_class,flow_id,flow_kind,regressed_from_baseline_success,rescued_from_baseline_HNF,scenario
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C03_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C03_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C03_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C04_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C04_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C04_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C05_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C05_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C05_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C06_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C06_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C06_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C07_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C07_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C07_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C08_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C08_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S2_C08_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C01_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C01_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C01_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C02_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C02_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C02_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C03_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C03_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C03_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C04_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C04_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C04_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C05_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C05_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C05_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C06_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C06_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C06_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C07_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C07_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C07_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C08_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C08_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S3_C08_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C01_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C01_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C01_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C02_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C02_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C02_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C03_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C03_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C03_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C04_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C04_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C04_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C05_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C05_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C05_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C06_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C06_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C06_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C07_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C07_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C07_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C08_M01,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C08_M02,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SC_S4_C08_M03,SensorCyclic,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C01_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C01_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C01_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C02_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C02_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C02_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C03_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C03_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C03_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C04_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C04_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C04_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C05_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C05_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C05_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C06_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C06_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C06_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C07_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C07_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C07_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C08_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C08_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S1_C08_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C01_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C01_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C01_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C02_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C02_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C02_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C03_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C03_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C03_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C04_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C04_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C04_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C05_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C05_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C05_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C06_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C06_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C06_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C07_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C07_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C07_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C08_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C08_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S2_C08_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C01_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C01_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C01_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C02_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C02_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C02_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C03_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C03_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C03_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C04_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C04_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C04_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C05_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C05_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C05_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C06_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C06_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C06_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C07_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C07_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C07_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C08_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C08_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S3_C08_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C01_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C01_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C01_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C02_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C02_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C02_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C03_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C03_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C03_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C04_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C04_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C04_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C05_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C05_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C05_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C06_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C06_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C06_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C07_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C07_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C07_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C08_M01,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C08_M02,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,SF_S4_C08_M03,SensorFast,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C01_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C01_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C01_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C02_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C02_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C02_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C03_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C03_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C03_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C04_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C04_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C04_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C05_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C05_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C05_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C06_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C06_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C06_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C07_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C07_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C07_M03,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C08_M01,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C08_M02,MachineStatus,False,False,M_RING
5/4,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,STAT_PLC_C08_M03,MachineStatus,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A1_C01_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A2_C01_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A3_C01_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M01_A4_C01_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A1_C01_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A2_C01_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A3_C01_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M02_A4_C01_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A1_C01_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A2_C01_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A3_C01_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C01_M03_A4_C01_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A1_C02_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A2_C02_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A3_C02_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M01_A4_C02_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A1_C02_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A2_C02_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A3_C02_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M02_A4_C02_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A1_C02_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A2_C02_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A3_C02_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C02_M03_A4_C02_M03,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A1_C03_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A2_C03_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A3_C03_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M01_A4_C03_M01,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A1_C03_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A2_C03_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A3_C03_M02,ControlCommand,False,False,M_RING
4/3,False,FULLY_SCHEDULED,False,FULLY_SCHEDULED,CMD_PLC_C03_M02_A4_C03_M02,ControlCommand,False,False,M_RING
