scenario,policy_id,class_id,class_type,members,member_count,profile_id,profile_semantic_hash,min_pairwise_jaccard,mean_pairwise_jaccard,max_edge_distance,source_candidate_group,split_depth,validation_pass
structured40_auto,J020,C0001,SHARED,l_sw01_sw02;l_sw02_sw03,2,AP_C0001,d222c3e3a6acd55dc431bdc010c087c3eb157506100893ba258a07fc1e72d891,1.0,1.0,0,G0001,0,True
structured40_auto,J020,C0002,SHARED,l_sw01_sw09;l_sw09_sw17;l_sw17_sw25,3,AP_C0002,80c6d9fd4a586f07b38db4a38f7a877568a2373ed2b5da6b940be4e8dbfaa531,0.36363636363636365,0.5397306397306397,1,G0002,0,True
structured40_auto,J020,C0003,SINGLETON,l_sw01_sw11,1,PF_l_sw01_sw11,a90924dd9a0a69dcf32816fe3fcff817593697bda7226a3cbeb9937fcfecb8ca,1.0,1.0,0,G0003,0,True
structured40_auto,J020,C0004,SHARED,l_sw03_sw04;l_sw03_sw11;l_sw04_sw05,3,AP_C0004,90e29522f61aa88aca6c4caef04274330c089843d78379f36efa5fa4fa6b7a88,0.25,0.5,1,G0004,0,True
structured40_auto,J020,C0005,SHARED,l_sw05_sw06;l_sw06_sw07,2,AP_C0005,f5875283aa2e76c988aba9a8623557e828a5bb427b02fe3abb884627310105d4,1.0,1.0,0,G0005,0,True
structured40_auto,J020,C0006,SHARED,l_sw05_sw13;l_sw13_sw21,2,AP_C0006,57339530221d5cb11006d884c2bcca5b9326e7b4b3e961e4c7e7be5342ba03cf,0.625,0.625,0,G0006,0,True
structured40_auto,J020,C0007,SINGLETON,l_sw05_sw15,1,PF_l_sw05_sw15,442eef0323bd0dd15d21a60b9734b66c0fe2b19215dbe3eef44e4c8e666f713c,1.0,1.0,0,G0007,0,True
structured40_auto,J020,C0008,SHARED,l_sw07_sw15;l_sw15_sw23,2,AP_C0008,51f5498d2be98759da58ab8e2aa282b7989b5ba5763d3d0b949d918ccbe5b333,0.375,0.375,0,G0008,0,True
structured40_auto,J020,C0009,SHARED,l_sw11_sw12;l_sw12_sw13,2,AP_C0009,b02b6b76928591c0903cc47e13f47bbf9187a961269cb0983c9f21cbcf005cdd,1.0,1.0,0,G0009,0,True
structured40_auto,J020,C0010,SHARED,l_sw11_sw19;l_sw19_sw27,2,AP_C0010,a78969004c23bc484d774316ca7859c2ac8a373637f29361fd9b85019a49b2ab,0.5454545454545454,0.5454545454545454,0,G0010,0,True
structured40_auto,J020,C0011,SHARED,l_sw17_sw18;l_sw18_sw19;l_sw27_sw35,3,AP_C0011,4edc84d45fd1e3d1176fe0363a08a40da6ca86dca9336292ca959465e02e9743,0.25,0.5,2,G0011,0,True
structured40_auto,J020,C0012,SINGLETON,l_sw19_sw29,1,PF_l_sw19_sw29,29952575c4c7208b1292642793a5505868a24ee246e9fcb3b1c676bf4ce368cd,1.0,1.0,0,G0012,0,True
structured40_auto,J020,C0013,SHARED,l_sw21_sw22;l_sw22_sw23,2,AP_C0013,31add756dc5f8ca430062da6c4b6cc7dbd28fdb2d96f788c2c4ba6df54c7f7bb,1.0,1.0,0,G0013,0,True
structured40_auto,J020,C0014,SHARED,l_sw21_sw29;l_sw29_sw37,2,AP_C0014,d744d1209cdb84f82da89a711dd029827cb046f4f7ce53bb9d7566da880110af,0.42857142857142855,0.42857142857142855,0,G0014,0,True
structured40_auto,J020,C0015,SINGLETON,l_sw23_sw25,1,PF_l_sw23_sw25,f4ab4fd692aa864ef925aae3d1f9bebccc4ef04db24c4b4d6345c043df15852d,1.0,1.0,0,G0015,0,True
structured40_auto,J020,C0016,SHARED,l_sw23_sw31;l_sw31_sw39,2,AP_C0016,c9853bcfadc21b89b692494f2390c4fd608588eca64ac907477c79f7798a22f2,0.5,0.5,0,G0016,0,True
structured40_auto,J020,C0017,SINGLETON,l_sw25_sw33,1,PF_l_sw25_sw33,b183b5e24153c34d300a03621316bb6405cdda7fa59570fa7b611381c3466ff6,1.0,1.0,0,G0017,0,True
