scenario,link_id,endpoint_a,endpoint_a_type,endpoint_b,endpoint_b_type,in_protection_scope,used_by_tt_primary_route,candidate_fault,affected_flow_count,affected_flow_ids,affected_tt_payload_rate_bps,min_affected_deadline_us,mean_affected_deadline_us,max_affected_deadline_us,primary_route_usage_count,classification
structured50_auto,l_es01_sw01,es01,end_system,sw01,switch,0,1,0,4,TT01;TT13;TT26;TT37,6720000.0,900.0,915.0,940.0,4,OUT_OF_SCOPE
structured50_auto,l_es02_sw03,es02,end_system,sw03,switch,0,1,0,4,TT02;TT14;TT27;TT38,8000000.0,919.9999999999999,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es03_sw05,es03,end_system,sw05,switch,0,1,0,4,TT03;TT15;TT28;TT39,9280000.0,930.0,940.0,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es04_sw07,es04,end_system,sw07,switch,0,1,0,4,TT04;TT16;TT29;TT40,8960000.0,900.0,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es05_sw09,es05,end_system,sw09,switch,0,1,0,4,TT05;TT17;TT30;TT41,8640000.0,900.0,920.0,930.0,4,OUT_OF_SCOPE
structured50_auto,l_es06_sw11,es06,end_system,sw11,switch,0,1,0,4,TT06;TT18;TT31;TT42,6720000.0,900.0,915.0,940.0,4,OUT_OF_SCOPE
structured50_auto,l_es07_sw13,es07,end_system,sw13,switch,0,1,0,4,TT07;TT19;TT32;TT43,8000000.0,919.9999999999999,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es08_sw15,es08,end_system,sw15,switch,0,1,0,4,TT08;TT20;TT33;TT44,9280000.0,930.0,940.0,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es09_sw17,es09,end_system,sw17,switch,0,1,0,4,TT09;TT21;TT34;TT45,8960000.0,900.0,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es10_sw19,es10,end_system,sw19,switch,0,1,0,4,TT10;TT22;TT35;TT46,8640000.0,900.0,920.0,930.0,4,OUT_OF_SCOPE
structured50_auto,l_es11_sw21,es11,end_system,sw21,switch,0,1,0,4,TT11;TT23;TT36;TT47,6720000.0,900.0,915.0,940.0,4,OUT_OF_SCOPE
structured50_auto,l_es12_sw23,es12,end_system,sw23,switch,0,1,0,4,TT12;TT24;TT37;TT48,8000000.0,919.9999999999999,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es13_sw25,es13,end_system,sw25,switch,0,1,0,4,TT13;TT25;TT38;TT49,9280000.0,930.0,940.0,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es14_sw27,es14,end_system,sw27,switch,0,1,0,4,TT01;TT14;TT39;TT50,8960000.0,900.0,932.5,950.0,4,OUT_OF_SCOPE
structured50_auto,l_es15_sw29,es15,end_system,sw29,switch,0,1,0,4,TT02;TT15;TT26;TT40,8640000.0,900.0,920.0,930.0,4,OUT_OF_SCOPE
structured50_auto,l_es16_sw31,es16,end_system,sw31,switch,0,1,0,4,TT03;TT16;TT27;TT41,6720000.0,900.0,915.0,940.0,4,OUT_OF_SCOPE
