scenario,mode,fault_id,failure_time_s,activation_time_s,route_solver_wall_us,smt_solver_wall_us,profile_compilation_wall_us,total_solver_wall_us,simulated_solver_delay_s,activation_wall_us,offline_precompute_wall_ms
diamond,online,l_s1_s2,0.005,0.006,7.973,7506.502,7.931,7931.652,0.001,17.595,49.060554
